================ Training Loss (Sun Mar  2 16:16:27 2025) ================
(epoch: 4, iters: 10, time: 0.090, data: 0.179) D_A: 0.928 G_A: 0.089 cycle_A: 4.363 idt_A: 2.256 D_B: 501.848 G_B: 11.264 cycle_B: 5.264 idt_B: 2.720 median_A: 8.953 median_B: 9.179 
(epoch: 7, iters: 20, time: 0.091, data: 0.002) D_A: 4.769 G_A: 3.760 cycle_A: 3.942 idt_A: 1.760 D_B: 9.515 G_B: 1.667 cycle_B: 3.580 idt_B: 2.025 median_A: 8.189 median_B: 7.871 
(epoch: 10, iters: 30, time: 0.090, data: 0.003) D_A: 20.192 G_A: 0.111 cycle_A: 2.877 idt_A: 1.452 D_B: 70.655 G_B: 11.645 cycle_B: 2.768 idt_B: 1.642 median_A: 8.174 median_B: 7.471 
(epoch: 14, iters: 10, time: 0.089, data: 0.178) D_A: 7.783 G_A: 1.877 cycle_A: 2.122 idt_A: 1.053 D_B: 0.848 G_B: 0.035 cycle_B: 1.930 idt_B: 1.218 median_A: 7.438 median_B: 7.007 
(epoch: 17, iters: 20, time: 0.091, data: 0.002) D_A: 7.303 G_A: 0.799 cycle_A: 2.568 idt_A: 1.320 D_B: 0.557 G_B: 0.191 cycle_B: 2.272 idt_B: 1.615 median_A: 6.869 median_B: 7.024 
(epoch: 20, iters: 30, time: 0.090, data: 0.002) D_A: 10.490 G_A: 0.786 cycle_A: 1.929 idt_A: 1.312 D_B: 1.784 G_B: 0.115 cycle_B: 1.891 idt_B: 1.340 median_A: 7.010 median_B: 6.869 
(epoch: 24, iters: 10, time: 0.089, data: 0.184) D_A: 0.374 G_A: 0.225 cycle_A: 1.775 idt_A: 0.938 D_B: 0.776 G_B: 0.047 cycle_B: 1.556 idt_B: 1.079 median_A: 6.271 median_B: 6.257 
(epoch: 27, iters: 20, time: 0.090, data: 0.002) D_A: 2.017 G_A: 0.705 cycle_A: 2.795 idt_A: 1.210 D_B: 2.071 G_B: 1.942 cycle_B: 1.837 idt_B: 1.371 median_A: 6.097 median_B: 5.775 
(epoch: 30, iters: 30, time: 0.090, data: 0.002) D_A: 0.880 G_A: 0.570 cycle_A: 1.874 idt_A: 1.157 D_B: 2.309 G_B: 1.514 cycle_B: 1.621 idt_B: 1.161 median_A: 6.421 median_B: 6.043 
(epoch: 34, iters: 10, time: 0.090, data: 0.195) D_A: 0.312 G_A: 0.223 cycle_A: 1.670 idt_A: 0.843 D_B: 4.509 G_B: 1.149 cycle_B: 1.793 idt_B: 1.025 median_A: 6.064 median_B: 5.323 
(epoch: 37, iters: 20, time: 0.090, data: 0.003) D_A: 1.373 G_A: 0.265 cycle_A: 2.438 idt_A: 1.099 D_B: 0.925 G_B: 0.005 cycle_B: 1.609 idt_B: 1.175 median_A: 5.740 median_B: 5.085 
(epoch: 40, iters: 30, time: 0.090, data: 0.002) D_A: 0.964 G_A: 0.878 cycle_A: 1.810 idt_A: 1.090 D_B: 2.674 G_B: 0.714 cycle_B: 1.883 idt_B: 0.993 median_A: 6.022 median_B: 5.469 
(epoch: 44, iters: 10, time: 0.090, data: 0.182) D_A: 0.076 G_A: 0.385 cycle_A: 1.767 idt_A: 0.871 D_B: 0.715 G_B: 0.015 cycle_B: 1.762 idt_B: 1.018 median_A: 6.035 median_B: 5.303 
(epoch: 47, iters: 20, time: 0.090, data: 0.003) D_A: 0.720 G_A: 0.964 cycle_A: 2.053 idt_A: 1.043 D_B: 0.406 G_B: 0.730 cycle_B: 1.480 idt_B: 1.068 median_A: 6.170 median_B: 5.559 
(epoch: 50, iters: 30, time: 0.090, data: 0.002) D_A: 0.201 G_A: 0.138 cycle_A: 2.112 idt_A: 1.000 D_B: 0.155 G_B: 0.494 cycle_B: 1.696 idt_B: 0.949 median_A: 6.393 median_B: 5.989 
(epoch: 54, iters: 10, time: 0.089, data: 0.281) D_A: 0.109 G_A: 0.334 cycle_A: 1.506 idt_A: 0.750 D_B: 0.050 G_B: 0.999 cycle_B: 1.359 idt_B: 0.853 median_A: 6.218 median_B: 5.833 
(epoch: 57, iters: 20, time: 0.089, data: 0.003) D_A: 1.048 G_A: 1.487 cycle_A: 2.158 idt_A: 0.976 D_B: 0.864 G_B: 1.006 cycle_B: 1.237 idt_B: 0.957 median_A: 6.294 median_B: 6.117 
(epoch: 60, iters: 30, time: 0.090, data: 0.003) D_A: 0.567 G_A: 0.130 cycle_A: 2.417 idt_A: 0.882 D_B: 0.180 G_B: 0.167 cycle_B: 1.683 idt_B: 1.031 median_A: 6.875 median_B: 6.532 
(epoch: 64, iters: 10, time: 0.089, data: 0.200) D_A: 0.075 G_A: 0.690 cycle_A: 1.840 idt_A: 0.740 D_B: 0.635 G_B: 0.014 cycle_B: 1.500 idt_B: 0.867 median_A: 6.728 median_B: 6.674 
(epoch: 67, iters: 20, time: 0.090, data: 0.003) D_A: 0.142 G_A: 0.410 cycle_A: 1.758 idt_A: 0.921 D_B: 0.015 G_B: 0.673 cycle_B: 1.255 idt_B: 0.995 median_A: 6.874 median_B: 6.643 
(epoch: 70, iters: 30, time: 0.090, data: 0.003) D_A: 0.053 G_A: 1.232 cycle_A: 1.841 idt_A: 0.846 D_B: 0.052 G_B: 0.640 cycle_B: 1.698 idt_B: 0.882 median_A: 7.421 median_B: 6.993 
(epoch: 74, iters: 10, time: 0.089, data: 0.193) D_A: 1.400 G_A: 0.145 cycle_A: 1.460 idt_A: 0.705 D_B: 0.519 G_B: 0.000 cycle_B: 2.174 idt_B: 0.802 median_A: 7.271 median_B: 6.975 
(epoch: 77, iters: 20, time: 0.090, data: 0.003) D_A: 0.027 G_A: 0.839 cycle_A: 1.614 idt_A: 0.879 D_B: 0.127 G_B: 0.253 cycle_B: 1.448 idt_B: 0.771 median_A: 7.262 median_B: 7.147 
(epoch: 80, iters: 30, time: 0.090, data: 0.003) D_A: 0.429 G_A: 0.482 cycle_A: 1.756 idt_A: 0.770 D_B: 0.461 G_B: 0.652 cycle_B: 1.566 idt_B: 0.881 median_A: 7.721 median_B: 7.393 
(epoch: 84, iters: 10, time: 0.089, data: 0.148) D_A: 0.136 G_A: 0.002 cycle_A: 1.885 idt_A: 0.728 D_B: 0.437 G_B: 0.063 cycle_B: 1.462 idt_B: 0.824 median_A: 7.438 median_B: 7.326 
(epoch: 87, iters: 20, time: 0.087, data: 0.002) D_A: 0.250 G_A: 0.559 cycle_A: 1.556 idt_A: 0.810 D_B: 0.607 G_B: 0.005 cycle_B: 1.033 idt_B: 0.635 median_A: 7.241 median_B: 7.313 
(epoch: 90, iters: 30, time: 0.090, data: 0.003) D_A: 3.010 G_A: 0.405 cycle_A: 4.162 idt_A: 0.890 D_B: 0.752 G_B: 0.007 cycle_B: 1.601 idt_B: 0.791 median_A: 7.760 median_B: 7.803 
(epoch: 94, iters: 10, time: 0.090, data: 0.182) D_A: 0.665 G_A: 0.084 cycle_A: 1.458 idt_A: 0.709 D_B: 0.183 G_B: 0.282 cycle_B: 2.057 idt_B: 0.823 median_A: 7.451 median_B: 7.497 
