================ Training Loss (Tue Mar 17 11:39:15 2026) ================
(epoch: 1, iters: 0, time: 0.385, data: 0.004) G_A: 54.827 G_B: 3.925 D_A: 21.130 D_B: 1.945 cycle_A: 32.346 cycle_B: 29.736 feedback_A: 16.564 feedback_B: 17.316 idt_A: 8.250 idt_B: 8.806 
(epoch: 1, iters: 10, time: 0.009, data: 0.002) G_A: 35.527 G_B: 85.196 D_A: 12.433 D_B: 43.443 cycle_A: 10.467 cycle_B: 9.341 feedback_A: 11.971 feedback_B: 12.199 idt_A: 5.480 idt_B: 6.285 
(epoch: 1, iters: 20, time: 0.008, data: 0.001) G_A: 34.747 G_B: 10.878 D_A: 24.704 D_B: 3.850 cycle_A: 7.291 cycle_B: 6.843 feedback_A: 10.376 feedback_B: 10.077 idt_A: 4.811 idt_B: 4.994 
(epoch: 2, iters: 0, time: 0.008, data: 0.001) G_A: 0.036 G_B: 227.765 D_A: 0.709 D_B: 99.294 cycle_A: 4.945 cycle_B: 5.790 feedback_A: 10.059 feedback_B: 9.425 idt_A: 4.392 idt_B: 4.554 
(epoch: 2, iters: 10, time: 0.008, data: 0.001) G_A: 0.002 G_B: 15.618 D_A: 0.595 D_B: 30.844 cycle_A: 5.691 cycle_B: 4.954 feedback_A: 9.664 feedback_B: 9.874 idt_A: 3.815 idt_B: 4.063 
(epoch: 2, iters: 20, time: 0.008, data: 0.001) G_A: 1.276 G_B: 0.059 D_A: 0.237 D_B: 0.773 cycle_A: 4.379 cycle_B: 5.020 feedback_A: 9.092 feedback_B: 8.622 idt_A: 3.414 idt_B: 3.524 
(epoch: 3, iters: 0, time: 0.007, data: 0.001) G_A: 0.240 G_B: 25.711 D_A: 1.495 D_B: 13.966 cycle_A: 3.912 cycle_B: 4.171 feedback_A: 8.569 feedback_B: 8.665 idt_A: 3.051 idt_B: 2.954 
(epoch: 3, iters: 10, time: 0.008, data: 0.001) G_A: 6.368 G_B: 0.811 D_A: 22.361 D_B: 4.096 cycle_A: 4.154 cycle_B: 4.498 feedback_A: 8.585 feedback_B: 8.519 idt_A: 2.611 idt_B: 2.750 
(epoch: 3, iters: 20, time: 0.007, data: 0.001) G_A: 0.869 G_B: 13.303 D_A: 3.379 D_B: 20.332 cycle_A: 5.144 cycle_B: 3.891 feedback_A: 8.222 feedback_B: 8.619 idt_A: 2.428 idt_B: 2.659 
(epoch: 4, iters: 0, time: 0.008, data: 0.001) G_A: 29.967 G_B: 16.611 D_A: 13.007 D_B: 22.837 cycle_A: 4.802 cycle_B: 4.348 feedback_A: 8.495 feedback_B: 8.110 idt_A: 2.014 idt_B: 2.218 
(epoch: 4, iters: 10, time: 0.008, data: 0.001) G_A: 7.623 G_B: 1.101 D_A: 3.824 D_B: 26.976 cycle_A: 3.712 cycle_B: 3.501 feedback_A: 8.733 feedback_B: 8.003 idt_A: 2.005 idt_B: 1.923 
(epoch: 4, iters: 20, time: 0.007, data: 0.001) G_A: 0.074 G_B: 4.653 D_A: 0.892 D_B: 92.745 cycle_A: 2.914 cycle_B: 3.402 feedback_A: 8.573 feedback_B: 8.052 idt_A: 1.529 idt_B: 1.716 
(epoch: 5, iters: 0, time: 0.008, data: 0.001) G_A: 45.351 G_B: 0.315 D_A: 25.900 D_B: 47.731 cycle_A: 3.638 cycle_B: 3.524 feedback_A: 8.570 feedback_B: 8.043 idt_A: 1.695 idt_B: 1.671 
(epoch: 5, iters: 10, time: 0.007, data: 0.001) G_A: 5.418 G_B: 7.864 D_A: 36.469 D_B: 3.896 cycle_A: 3.178 cycle_B: 3.369 feedback_A: 8.190 feedback_B: 7.989 idt_A: 1.346 idt_B: 1.844 
(epoch: 5, iters: 20, time: 0.008, data: 0.001) G_A: 21.399 G_B: 6.107 D_A: 16.566 D_B: 7.301 cycle_A: 3.736 cycle_B: 3.235 feedback_A: 8.001 feedback_B: 8.096 idt_A: 1.242 idt_B: 2.080 
(epoch: 6, iters: 0, time: 0.008, data: 0.001) G_A: 37.523 G_B: 5.488 D_A: 14.124 D_B: 53.250 cycle_A: 3.894 cycle_B: 3.669 feedback_A: 7.837 feedback_B: 7.694 idt_A: 1.667 idt_B: 1.467 
(epoch: 6, iters: 10, time: 0.007, data: 0.001) G_A: 3.347 G_B: 81.526 D_A: 15.055 D_B: 67.865 cycle_A: 3.940 cycle_B: 6.658 feedback_A: 8.343 feedback_B: 7.765 idt_A: 1.884 idt_B: 2.348 
(epoch: 6, iters: 20, time: 0.008, data: 0.001) G_A: 9.661 G_B: 0.780 D_A: 2.275 D_B: 35.452 cycle_A: 3.235 cycle_B: 4.185 feedback_A: 7.811 feedback_B: 7.734 idt_A: 1.685 idt_B: 2.055 
(epoch: 7, iters: 0, time: 0.008, data: 0.001) G_A: 0.115 G_B: 11.885 D_A: 1.055 D_B: 13.881 cycle_A: 5.139 cycle_B: 3.372 feedback_A: 7.924 feedback_B: 8.458 idt_A: 1.921 idt_B: 1.820 
(epoch: 7, iters: 10, time: 0.007, data: 0.001) G_A: 0.056 G_B: 2.635 D_A: 1.415 D_B: 56.034 cycle_A: 3.779 cycle_B: 3.371 feedback_A: 7.805 feedback_B: 7.599 idt_A: 1.586 idt_B: 2.059 
(epoch: 7, iters: 20, time: 0.008, data: 0.001) G_A: 8.613 G_B: 4.536 D_A: 3.567 D_B: 1.483 cycle_A: 3.331 cycle_B: 2.932 feedback_A: 8.221 feedback_B: 7.632 idt_A: 1.403 idt_B: 1.853 
(epoch: 8, iters: 0, time: 0.008, data: 0.001) G_A: 7.891 G_B: 0.400 D_A: 8.635 D_B: 56.586 cycle_A: 4.652 cycle_B: 2.696 feedback_A: 8.411 feedback_B: 7.975 idt_A: 1.643 idt_B: 1.353 
(epoch: 8, iters: 10, time: 0.008, data: 0.001) G_A: 8.746 G_B: 0.110 D_A: 8.005 D_B: 0.939 cycle_A: 4.067 cycle_B: 4.592 feedback_A: 8.380 feedback_B: 7.349 idt_A: 1.527 idt_B: 2.078 
(epoch: 8, iters: 20, time: 0.008, data: 0.001) G_A: 0.061 G_B: 2.005 D_A: 8.529 D_B: 21.132 cycle_A: 3.956 cycle_B: 2.788 feedback_A: 7.913 feedback_B: 7.717 idt_A: 1.397 idt_B: 1.767 
(epoch: 9, iters: 0, time: 0.008, data: 0.001) G_A: 0.587 G_B: 2.209 D_A: 3.314 D_B: 7.095 cycle_A: 2.618 cycle_B: 2.527 feedback_A: 7.847 feedback_B: 7.654 idt_A: 1.136 idt_B: 1.364 
(epoch: 9, iters: 10, time: 0.008, data: 0.001) G_A: 0.476 G_B: 1.113 D_A: 1.428 D_B: 9.764 cycle_A: 3.614 cycle_B: 2.733 feedback_A: 7.883 feedback_B: 7.565 idt_A: 1.167 idt_B: 1.682 
(epoch: 9, iters: 20, time: 0.007, data: 0.001) G_A: 1.374 G_B: 1.761 D_A: 3.545 D_B: 59.089 cycle_A: 4.067 cycle_B: 2.167 feedback_A: 7.713 feedback_B: 7.620 idt_A: 1.121 idt_B: 1.838 
(epoch: 10, iters: 0, time: 0.008, data: 0.001) G_A: 2.176 G_B: 0.630 D_A: 1.790 D_B: 5.062 cycle_A: 2.641 cycle_B: 3.110 feedback_A: 7.824 feedback_B: 7.579 idt_A: 1.142 idt_B: 1.490 
(epoch: 10, iters: 10, time: 0.007, data: 0.001) G_A: 0.761 G_B: 0.231 D_A: 0.008 D_B: 3.268 cycle_A: 2.818 cycle_B: 1.937 feedback_A: 8.235 feedback_B: 7.729 idt_A: 1.055 idt_B: 1.469 
(epoch: 10, iters: 20, time: 0.007, data: 0.001) G_A: 2.021 G_B: 0.108 D_A: 1.290 D_B: 3.511 cycle_A: 2.758 cycle_B: 2.393 feedback_A: 8.081 feedback_B: 7.905 idt_A: 1.380 idt_B: 1.632 
(epoch: 11, iters: 0, time: 0.009, data: 0.003) G_A: 0.100 G_B: 3.864 D_A: 1.286 D_B: 32.778 cycle_A: 3.355 cycle_B: 2.275 feedback_A: 7.980 feedback_B: 7.958 idt_A: 1.273 idt_B: 1.315 
