threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.24237070350144554,3150,4585,1509
0.001,0.2972482190250035,3951,5336,2128
0.01,0.3963864306784661,5089,6272,3225
0.05,0.4982086878638603,6191,7191,4450
0.1,0.5627298291152931,6778,7671,5203
0.2,0.640087783467447,7480,8214,6125
0.5,0.7898404362754999,8666,9057,7821
1.0,1.0,10042,10042,10042
