threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.33452568321648307,3911,5416,2338
0.001,0.3914274681426181,4680,6130,3041
0.01,0.4753316267163137,5721,6958,4085
0.05,0.5723591358158723,6796,7687,5272
0.1,0.6254760897164621,7324,8040,5912
0.2,0.6959843088675545,7935,8494,6742
0.5,0.8260694514343231,8907,9235,8207
1.0,1.0,10042,10042,10042
