threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5791011235955056,3890,3137,2577
0.001,0.5927988121752041,4702,3880,3194
0.01,0.6140747438215792,5724,4987,4075
0.05,0.6491904394757132,6778,6056,5052
0.1,0.6718899521531101,7337,6640,5617
0.2,0.7134365186182144,7917,7360,6361
0.5,0.8087674058793193,8929,8607,7841
1.0,1.0,10042,10042,10042
