threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5785569790964261,3137,3886,2574
0.001,0.5929844097995546,3880,4703,3195
0.01,0.6142598733795599,4987,5722,4075
0.05,0.648850057818322,6056,6777,5050
0.1,0.6715721464465183,6640,7331,5613
0.2,0.7140132390889712,7360,7917,6364
0.5,0.8092437841741463,8607,8930,7844
1.0,1.0,10042,10042,10042
