threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5782374100719424,3890,3130,2572
0.001,0.5928199404761905,4702,3861,3187
0.01,0.615629259427533,5724,4944,4065
0.05,0.6486416891978884,6778,6027,5038
0.1,0.6721409733876769,7337,6612,5607
0.2,0.7118016603096253,7917,7342,6345
0.5,0.8081089445991952,8929,8597,7833
1.0,1.0,10042,10042,10042
