threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5366710584101888,3890,3108,2444
0.001,0.5604395604395604,4702,3818,3060
0.01,0.592391304347826,5724,4824,3924
0.05,0.6186930286301194,6778,5830,4819
0.1,0.6425587778971238,7337,6426,5384
0.2,0.6838637632607482,7917,7162,6124
0.5,0.8033429632686752,8929,8549,7786
1.0,1.0,10042,10042,10042
