threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5791011235955056,3137,3890,2577
0.001,0.5927988121752041,3880,4702,3194
0.01,0.6140747438215792,4987,5724,4075
0.05,0.6491904394757132,6056,6778,5052
0.1,0.6718899521531101,6640,7337,5617
0.2,0.7134365186182144,7360,7917,6361
0.5,0.8087674058793193,8607,8929,7841
1.0,1.0,10042,10042,10042
