threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5325301204819277,3890,3106,2431
0.001,0.5544446464279222,4702,3849,3050
0.01,0.5854937809081373,5724,4856,3907
0.05,0.6185000638814361,6778,5890,4841
0.1,0.6444497153700189,7337,6529,5434
0.2,0.6864858857523894,7917,7258,6177
0.5,0.8034610630407911,8929,8579,7800
1.0,1.0,10042,10042,10042
