threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3111463285789752,3137,1827,1178
0.001,0.3250214961306965,3880,2284,1512
0.01,0.3370824240389458,4987,2978,2008
0.05,0.3739021329987453,6056,3799,2682
0.1,0.4126617967448417,6640,4383,3220
0.2,0.5027985074626866,7360,5528,4312
0.5,0.7419023136246786,8607,8333,7215
1.0,1.0,10042,10042,10042
