threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5984141791044776,3137,3717,2566
0.001,0.6133023975251354,3880,4464,3172
0.01,0.62846094354215,4987,5541,4063
0.05,0.6636640614650947,6056,6503,5010
0.1,0.6840611892425363,6640,7011,5545
0.2,0.7162657502863689,7360,7623,6253
0.5,0.7988797842547454,8607,8736,7702
1.0,1.0,10042,10042,10042
