threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.4667376263970197,3137,5131,2631
0.001,0.501626142171287,3880,5816,3239
0.01,0.556680431597176,4987,6699,4179
0.05,0.6162097735399285,6056,7504,5170
0.1,0.6477980301143439,6640,7915,5722
0.2,0.6988029763830476,7360,8393,6480
0.5,0.8139416207389263,8607,9166,7975
1.0,1.0,10042,10042,10042
