threshold,jaccard,n_real
0.0001,0.9905309435238417,2951
0.001,0.9882256297918949,3644
0.01,0.9844492440604752,4625
0.05,0.9865243262163108,5696
0.1,0.9887480190174327,6295
0.2,0.9912218603992637,7040
0.5,0.9914132379248658,8358
