threshold,jaccard,n_real
0.0001,0.8570973901973266,2951
0.001,0.8573261483192199,3644
0.01,0.86336794950112,4625
0.05,0.86625685329789,5696
0.1,0.8698599186624492,6295
0.2,0.8747816740561601,7040
0.5,0.8847680616989906,8358
