threshold,jaccard,n_real
0.0001,0.38733923500918654,2951
0.001,0.4316536131225063,3644
0.01,0.49290641676428476,4625
0.05,0.5631022326674501,5696
0.1,0.6073640355815787,6295
0.2,0.6623669783940664,7040
0.5,0.7884223399918467,8358
