threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.28061104582843716,3907,1542,1194
0.001,0.29887551785362004,4645,1939,1515
0.01,0.32632600258732214,5668,2534,2018
0.05,0.36770561581765754,6682,3279,2678
0.1,0.4033497040674978,7255,3889,3203
0.2,0.48929064947029016,7868,5065,4249
0.5,0.7528723840787854,8915,8172,7339
1.0,1.0,10042,10042,10042
