threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3138763597771292,3125,1827,1183
0.001,0.32192374350086655,3878,2224,1486
0.01,0.34421721945351436,5004,2818,2003
0.05,0.3820241033831857,6051,3467,2631
0.1,0.4173855341738553,6639,4041,3145
0.2,0.49177984274481773,7350,5172,4128
0.5,0.735373165185032,8595,8193,7114
1.0,1.0,10042,10042,10042
