threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5815242494226328,3125,3723,2518
0.001,0.602726574500768,3878,4469,3139
0.01,0.618805002315887,5004,5481,4008
0.05,0.6485593444356331,6051,6422,4907
0.1,0.6705564426974573,6639,6961,5459
0.2,0.7040501996577296,7350,7586,6171
0.5,0.7993352721229746,8595,8729,7696
1.0,1.0,10042,10042,10042
