threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.23269823479966378,3919,4880,1661
0.001,0.3032062610451906,4677,5647,2402
0.01,0.406647564469914,5724,6549,3548
0.05,0.5226954177897574,6732,7391,4848
0.1,0.5890295358649789,7261,7803,5584
0.2,0.6687628865979381,7899,8288,6487
0.5,0.8095956547978274,8882,9109,8049
1.0,1.0,10042,10042,10042
