threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.27019427402862983,3139,6799,2114
0.001,0.334124347413384,3906,7338,2816
0.01,0.43562374916611074,4962,7950,3918
0.05,0.5456475583864119,6102,8458,5140
0.1,0.6051287397060356,6667,8731,5805
0.2,0.6764765992233803,7356,9050,6620
0.5,0.8145250275855151,8609,9480,8120
1.0,1.0,10042,10042,10042
