threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5765021219566674,3919,3139,2581
0.001,0.5915075097348415,4677,3906,3190
0.01,0.6129811320754717,5724,4962,4061
0.05,0.6479198767334361,6732,6102,5046
0.1,0.6686234575296514,7261,6667,5581
0.2,0.7121212121212122,7899,7356,6345
0.5,0.805988642230253,8882,8609,7806
1.0,1.0,10042,10042,10042
