threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5874229870405778,4124,3348,2765
0.001,0.5948827292110874,4868,4108,3348
0.01,0.617552570093458,5867,5210,4229
0.05,0.6576656151419559,6913,6224,5212
0.1,0.6809338521400778,7405,6851,5775
0.2,0.7185283687943262,8004,7504,6484
0.5,0.8189886480908153,8953,8673,7936
1.0,1.0,10042,10042,10042
