threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5255117175912192,4019,6266,3543
0.001,0.5569553109667152,4785,6956,4200
0.01,0.6133776091081594,5872,7732,5172
0.05,0.6848162903939796,6906,8318,6188
0.1,0.7198711063372718,7408,8604,6702
0.2,0.7659707724425887,8008,8910,7338
0.5,0.8584829533992334,8981,9444,8511
1.0,1.0,10042,10042,10042
