threshold,jaccard,n_real
0.0001,0.8475836431226765,3010
0.001,0.8578307146477445,3703
0.01,0.8571428571428571,4746
0.05,0.8538271604938271,5748
0.1,0.8473191742165453,6362
0.2,0.857504665422554,7086
0.5,0.8768411511443462,8345
