threshold,jaccard,n_real
0.0001,0.5746783088235294,3010
0.001,0.5892411143131604,3703
0.01,0.6042963885429639,4746
0.05,0.6375847852107993,5748
0.1,0.6559430255402751,6362
0.2,0.6962242562929062,7086
0.5,0.789100020881186,8345
