threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.442759900990099,3168,6158,2862
0.001,0.4839468585662884,3915,6808,3497
0.01,0.5495965238981999,4969,7513,4427
0.05,0.6167123914037494,6035,8108,5395
0.1,0.6557431314134392,6629,8377,5943
0.2,0.711687759225779,7324,8771,6692
0.5,0.8167528648210121,8560,9355,8054
1.0,1.0,10042,10042,10042
