threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5421745490004876,3975,5514,3336
0.001,0.5749354005167958,4734,6237,4005
0.01,0.6163657027402449,5754,7046,4881
0.05,0.6700606337947603,6823,7775,5857
0.1,0.6999671376930661,7377,8142,6390
0.2,0.7468796276708272,7948,8567,7061
0.5,0.8451730418943534,8937,9297,8352
1.0,1.0,10042,10042,10042
