threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.29250985545335084,3201,1717,1113
0.001,0.3043946574752262,3946,2109,1413
0.01,0.32485489928303174,5055,2706,1903
0.05,0.36575597196395365,6113,3435,2557
0.1,0.40384867129205393,6687,4037,3085
0.2,0.4870496821285613,7410,5221,4137
0.5,0.7347275162254043,8620,8219,7132
1.0,1.0,10042,10042,10042
