threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5911778080945884,3201,3797,2600
0.001,0.6092172919443916,3946,4504,3199
0.01,0.6287250384024577,5055,5548,4093
0.05,0.6582809224318659,6113,6543,5024
0.1,0.6776396000975372,6687,7073,5558
0.2,0.7138318393282651,7410,7694,6291
0.5,0.803712152633762,8620,8775,7751
1.0,1.0,10042,10042,10042
