threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5815337152930806,3201,3976,2639
0.001,0.5909840571742716,3946,4736,3225
0.01,0.6146953405017921,5055,5757,4116
0.05,0.6528239202657807,6113,6822,5109
0.1,0.6716169656647262,6687,7383,5653
0.2,0.7116113215957209,7410,7950,6386
0.5,0.8131323559776997,8620,8942,7876
1.0,1.0,10042,10042,10042
