threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5407102641836293,3975,3140,2497
0.001,0.5610687022900763,4734,3855,3087
0.01,0.5881472612990123,5754,4858,3930
0.05,0.6227621483375959,6823,5867,4870
0.1,0.6416528140584185,7377,6449,5404
0.2,0.6846786746720036,7948,7204,6158
0.5,0.8036175710594315,8937,8513,7775
1.0,1.0,10042,10042,10042
