threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5830575777630708,3201,3975,2643
0.001,0.5912007332722273,3946,4734,3225
0.01,0.6144884241971621,5055,5754,4114
0.05,0.652529381706694,6113,6823,5108
0.1,0.6718972895863052,6687,7377,5652
0.2,0.7119607624568053,7410,7948,6387
0.5,0.8135523189753124,8620,8937,7876
1.0,1.0,10042,10042,10042
