threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.583812472357364,3975,3187,2640
0.001,0.5912435614422369,4734,3916,3214
0.01,0.6149235840575367,5754,5024,4104
0.05,0.652614044079959,6823,6074,5093
0.1,0.671629347308242,7377,6658,5639
0.2,0.7105087014725568,7948,7385,6369
0.5,0.8125645794585659,8937,8605,7864
1.0,1.0,10042,10042,10042
