threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.25890346766635425,3975,1398,1105
0.001,0.2739913826870349,4734,1771,1399
0.01,0.30777903043968435,5754,2366,1911
0.05,0.3497970230040595,6823,3152,2585
0.1,0.3886403181705195,7377,3796,3127
0.2,0.4772934732998631,7948,4999,4183
0.5,0.7474353713582274,8937,8097,7286
1.0,1.0,10042,10042,10042
