threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5820668693009119,4036,3251,2681
0.001,0.5911722141823444,4785,4011,3268
0.01,0.6115481668398397,5770,5087,4120
0.05,0.6503138209299347,6752,6132,5077
0.1,0.6750743604997026,7329,6750,5674
0.2,0.7153374233128834,7930,7448,6413
0.5,0.8173841230515123,8948,8657,7918
1.0,1.0,10042,10042,10042
