threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.42915941111287004,4036,4992,2711
0.001,0.47139683421271866,4785,5812,3395
0.01,0.5336615384615384,5770,6691,4336
0.05,0.6053285165951682,6752,7468,5362
0.1,0.6527400976668475,7329,7901,6015
0.2,0.7122324800671422,7930,8391,6789
0.5,0.830990189137251,8948,9155,8216
1.0,1.0,10042,10042,10042
