set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Renin-angiotensin system,0.9858855160124715,6/16,THOP1;NLN;ATP6AP2;AGT;MRGPRD;PREP,0.8456361743633973,9/16,THOP1;NLN;ATP6AP2;AGTR2;KLK2;AGT;ACE2;CMA1;PREP,16
PI3K-Akt signaling pathway,0.9888330742229303,79/150,GYS1;COL6A2;SGK3;ITGA8;NTF4;CCNE1;ITGB6;LAMB4;GNG5;ITGB7;CSF1R;FGFR2;FGF22;TCL1B;CSH2;IFNA10;EIF4E2;COL2A1;IRS1;JAK2;COL9A3;CDC37;IL7;GNG8;FGF3;LAMB2;PPP2R5B;LAMA2;PPP2R2A;SYK;FGF17;PPP2R3B;IL2RG;PIK3CG;FGF10;TSC1;RPS6KB2;INS;ITGA4;LAMB1;TNR;CREB3;CREB3L4;GNG12;COL6A3;YWHAH;FGF6;CCNE2;TLR2;PPP2R5E;PPP2R2B;PKN3;IFNA8;IL7R;COL4A2;AKT3;PRKAA1;GNG3;NGFR;RAF1;COL9A2;TCL1A;ITGB5;BAD;MAP2K2;TEK;LAMA3;COL4A4;IL2RB;COL4A5;LAMC3;EPHA2;EIF4EBP1;ITGA6;SGK1;ITGA11;MAP2K1;CREB3L1;ITGA7,0.973829069021613,87/150,GYS1;SGK3;ITGA8;COL1A1;CCNE1;NGF;COL4A3;ITGB6;FGF4;LAMA5;LAMB4;ITGB7;ITGA10;CSF1R;FGFR2;G6PC3;FGF22;PIK3CB;EFNA4;CSH2;EIF4E2;COL2A1;CHRM1;FGF8;IRS1;JAK2;COL9A3;GNG13;CDC37;IL7;GNG8;FGF3;LAMB2;PPP2R5B;LAMA2;CHAD;PPP2R2A;SYK;FGF17;PPP2R3B;IL2RG;EGF;PIK3CG;IFNAR1;FGF10;TSC1;INS;ITGA4;NRAS;TNR;CREB3L4;GNG12;COL6A3;YWHAH;IKBKG;IFNA21;FGF21;PPP2R5E;PPP2R2B;PKN3;IL7R;COL4A2;AKT3;PRKAA1;GNG3;NGFR;RAF1;COL9A2;TCL1A;ITGB5;BAD;MAP2K2;IFNA14;TEK;LAMA3;COL4A4;IL2RB;LAMC3;EPHA2;EIF4EBP1;ITGA6;FGF23;SGK1;ITGA11;MAP2K1;ITGA7;GNB3,150
Fat digestion and absorption,0.9912048233701927,10/25,APOA1;PLA2G2A;AGPAT1;MOGAT2;MTTP;PLA2G12A;PLA2G1B;DGAT1;LIPF;PLA2G10,0.9998389559628609,8/25,PLA2G2A;MOGAT2;MTTP;DGAT1;ABCG5;PNLIPRP1;LIPF;PLA2G10,25
RIG-I-like receptor signaling pathway,0.9915826746698143,14/33,TRAF2;IFNA8;IKBKE;IL12A;RNF125;RIPK1;DHX58;NFKBIA;IFIH1;MAPK11;PIN1;IRF3;TANK;IFNA10,0.8654704543451028,19/33,IKBKE;IL12A;IRF3;RNF125;RIPK1;DHX58;IL12B;DDX58;MAPK11;PIN1;IFNA14;NFKBIB;TRAF2;IKBKG;IFNA21;TANK;NFKBIA;IFIH1;IFNW1,33
Primary bile acid biosynthesis,0.9932440254314963,5/15,CYP46A1;SCP2;ACOX2;CH25H;SLC27A5,0.9596711520958092,7/15,CYP8B1;CYP46A1;AKR1C4;CYP7A1;SCP2;ACOX2;CYP27A1,15
Calcium signaling pathway,0.9938147701442602,53/106,P2RX3;CASQ1;STIM2;ADRA1D;ASPH;ATP2A1;ADORA2B;STIM1;PTGER1;FGF10;CAMK2D;PLCD4;ADRB2;CALML6;ADRB3;CACNA1F;PLCG2;PPIF;FGF3;BDKRB2;FGF6;CASQ2;CCKAR;CAMK1D;HTR6;CAMK4;ITPR3;HTR7;MYLK2;ADRA1A;PRKCG;FGFR2;MCOLN2;MST1R;FGF22;CCKBR;RYR3;SPHK2;MCOLN3;PPP3CC;PHKG1;HTR2A;RYR2;HRC;CALML4;ITPKB;FGF17;SLC25A31;PHKA2;ADRB1;MST1;ADCY4;CACNA1G,0.9400752080295035,62/106,P2RX3;PLCZ1;CASQ1;STIM2;ASPH;SLC25A4;ATP2A1;TRHR;CHRM1;DRD1;FGF8;STIM1;FGF10;CD38;CAMK2D;P2RX2;PLCD4;ADRB2;CALML6;CACNA1A;PLCB3;NGF;PLCG2;PPIF;FGF3;FGF4;BDKRB2;GNA15;CASQ2;CAMK1D;HTR6;ITPR3;HTR7;TACR3;MYLK2;PRKCG;CYSLTR1;CACNA1B;FGF21;FGFR2;MCOLN2;MST1R;FGF22;GNAQ;CCKBR;ITPR2;RYR3;SPHK2;MCOLN3;PPP3CC;FGF23;RYR2;HRC;ITPKB;FGF17;PHKA2;ADRB1;MST1;PLCD3;ADCY4;EGF;CACNA1G,106
Measles,0.9939696639103726,23/51,IKBKE;IL12A;EIF3H;STAT2;IRF3;BAD;CCNE1;HSPA6;IRF9;CD3G;HSPA1L;CCNE2;RAB9A;IL2RB;TLR2;FOS;TLR9;IFNA8;NFKBIA;IFIH1;AKT3;IFNA10;IL2RG,0.8661322699021538,30/51,IKBKE;IL12A;EIF3H;STAT2;IRF3;IFNAR1;BAD;RAB9B;CCNE1;IL12B;EIF2AK2;HSPA6;DDX58;IRF9;CD3G;IFNA14;EIF2AK4;NFKBIB;HSPA1L;IKBKG;RAB9A;IFNA21;IL2RB;FOS;TLR9;PIK3CB;NFKBIA;IFIH1;AKT3;IL2RG,51
Hippo signaling pathway,0.995018439008653,27/59,PARD3;DCHS1;DLG1;AFP;AMH;FZD3;SNAI2;BMP8B;LIMD1;CRB2;YWHAH;TEAD4;FZD9;GDF5;FZD10;FZD8;PPP2R2B;BMPR1B;WNT5B;RASSF2;RASSF6;PPP2R2A;BMP2;TCF7L1;FZD2;WNT5A;BIRC2,0.8624020430281664,35/59,WNT7A;DCHS1;CTNNA3;DLG1;WNT10B;AFP;WNT3A;AMH;WNT8B;BMP8B;LIMD1;CRB2;YWHAH;TEAD2;WNT9A;FZD9;WNT2B;TEAD4;TGFB1;TCF7L2;BMP6;FZD8;PPP2R2B;BMPR1B;WNT5B;RASSF2;WNT8A;PPP2R2A;NKD1;LLGL1;TCF7L1;CSNK1D;FZD2;WNT5A;BIRC2,59
Hepatitis C,0.9954948330491502,29/63,IKBKE;STAT2;RAF1;IRF3;CLDN10;TLR3;BAD;RIPK1;RNASEL;E2F3;ARAF;IRF9;MAP2K2;TRAF2;YWHAH;E2F1;BRAF;CLDN2;CLDN23;PPP2R2B;IFNA8;PPP2R2A;CLDN7;NFKBIA;MAP2K1;AKT3;IFNA10;TNFRSF1A;CLDN15,0.9295393091985218,36/63,IKBKE;STAT2;RAF1;IRF3;IFNAR1;BAD;RIPK1;EIF2AK2;NRAS;RNASEL;EGF;CLDN6;DDX58;E2F3;ARAF;IRF9;MAP2K2;IFNA14;EIF2AK4;TRAF2;YWHAH;IKBKG;E2F1;BRAF;IFNA21;CLDN23;PPP2R2B;PSME3;PIK3CB;PPP2R2A;CLDN4;NFKBIA;MAP2K1;AKT3;TNFRSF1A;CLDN15,63
Signaling pathways regulating pluripotency of stem cells,0.996383350300364,25/56,PCGF6;DLX5;NANOG;RAF1;JAK2;FZD3;KLF4;MAPK11;MAP2K2;PCGF2;FZD9;HESX1;SMARCAD1;FZD10;LEFTY1;FZD8;BMPR1B;FGFR2;WNT5B;JARID2;SKIL;MAP2K1;AKT3;FZD2;WNT5A,0.5090360275341391,37/56,WNT7A;LEFTY2;DLX5;PCGF6;WNT10B;NEUROG1;RAF1;JAK2;INHBE;ISL1;WNT3A;NRAS;WNT8B;KLF4;MAPK11;MAP2K2;PCGF2;WNT9A;FZD9;WNT2B;HESX1;SMARCAD1;LHX5;LEFTY1;FZD8;BMPR1B;FGFR2;ZIC3;WNT5B;WNT8A;PIK3CB;HOXD1;MAP2K1;AKT3;FZD2;WNT5A;NODAL,56
Serotonergic synapse,0.9985354785768169,26/60,GNG3;GNAI3;RAF1;HTR1A;KCNJ3;GNAI1;CACNA1F;PLA2G4A;GNG8;SLC18A1;ARAF;ALOX5;HTR1B;GNG12;ALOX15B;GNG5;SLC18A2;HTR6;BRAF;ITPR3;HTR7;CYP2J2;PRKCG;KCNJ6;HTR2A;MAP2K1,0.8952573033163798,35/60,GNG3;HTR3E;MAOA;GNAI3;RAF1;HTR1A;GNG13;KCNJ3;GNAI1;CACNA1A;PLA2G4F;NRAS;PLA2G4A;GNG8;SLC18A1;ARAF;ALOX5;KCNJ9;HTR1B;ALOX15B;GNG12;SLC18A2;HTR6;BRAF;ITPR3;HTR7;PRKCG;CACNA1B;GNAQ;ITPR2;KCNJ6;MAP2K1;GNB3;ALOX12B;PLCB3,60
Hedgehog signaling pathway,0.9986397736229372,8/24,GLI3;SMURF2;KIF7;SCUBE2;SMO;MEGF8;DHH;GLI1,0.8233792637819363,14/24,LRP2;HHIP;KIF7;CSNK1A1L;SCUBE2;MEGF8;SMO;DHH;GLI3;GLI1;PTCH2;CSNK1D;IQCE;EVC,24
JAK-STAT signaling pathway,0.9986905235438988,29/66,IL20RB;IL12A;IFNGR1;IL9;STAT2;RAF1;JAK2;IL7;IRF9;IFNGR2;IL20;PIAS2;IL2RG;IL10RB;IL21R;IL2RB;IL22;STAT6;IL23R;IFNA8;IL7R;IL17D;IFNA10;PIAS4;AKT3;LEPR;CSH2;LEP;STAM,0.9924414210532152,34/66,IL20RB;CSF2RB;IL12A;IL10;IFNGR1;STAT2;RAF1;IFNAR1;JAK2;IL21;IL7;IL12B;CRLF2;IRF9;IFNGR2;IFNA14;PIAS2;IL2RG;IL10RB;IL21R;IFNA21;IL2RB;IL22;STAT6;IL23R;IL7R;PIK3CB;AKT3;LEPR;IFNW1;CSH2;LEP;EGF;STAM,66
Cytokine-cytokine receptor interaction,0.9987386053187663,79/158,TNFRSF13B;CCR9;TNFRSF10C;IL10RB;CSF1R;IL21R;TNFRSF14;IL17A;BMPR1B;TNFRSF19;PF4;IL17D;CCL7;TNFSF18;CD27;CSH2;IFNA10;CCL1;IL33;CCL22;CCL16;CCR7;CCL2;IL9;IL7;TNFSF13B;IL20;CCL20;TNFSF14;GDF9;TNFRSF9;AMHR2;PPBP;CCL4;IL2RG;IL12A;CX3CR1;IFNGR1;CD40LG;IL17B;CCR4;TNFSF4;TNFRSF1B;IL17C;CCL17;CD70;IL22;GDF5;TNFSF12;IL23R;IFNA8;IL7R;LEPR;BMP8B;TNFRSF1A;LEP;EDA2R;IL20RB;GDF3;IL18RAP;GDF1;NGFR;IL17RB;CXCL14;IL27;AMH;CCR10;CCL19;IFNGR2;IL18;PF4V1;BMP15;IL31;CCL15;IL2RB;CCL5;TNFRSF4;CXCR3;BMP2,0.9950980635824017,88/158,CSF2RB;IL10;IL17F;CCL24;XCL2;INHBE;IL12B;NGF;CRLF2;GDF15;TNFRSF10C;CD4;IL10RB;CSF1R;IL21R;TNFRSF14;BMPR1B;TNFRSF19;PF4;CCL7;CD27;CSH2;CCL1;IL33;CCL22;CCL16;CCR7;CCL2;IL7;TNFSF13B;TNFSF14;TGFB1;TNFSF8;BMP6;GDF9;TNFRSF9;AMHR2;PPBP;CCL4;BMP10;NODAL;IL2RG;CCL25;IL12A;TNFRSF13C;GDF2;IFNGR1;GDF11;CD40LG;IFNAR1;IL21;IL17B;CCR4;TNFRSF1B;IFNA21;IL22;TNFSF12;IL23R;CCL21;IL7R;LEPR;BMP8B;TNFRSF1A;LEP;EDA2R;IL20RB;IL18RAP;GDF1;NGFR;IL17RB;INHA;IL27;AMH;IL1RL1;CCR10;CCL19;IFNGR2;IFNA14;IL18;PF4V1;BMP15;IL31;LTA;IL2RB;CCL5;TNFRSF4;CXCR3;IFNW1,158
Amoebiasis,0.9996069563865084,19/49,RAB5B;IL12A;CD1C;LAMB1;LAMB4;LAMB2;LAMA3;COL4A4;ARG2;TLR2;PRKCG;LAMA2;COL4A5;LAMC3;C9;CD1B;SERPINB4;COL4A2;ITGAM,0.9721183567712086,26/49,RAB5B;IL12A;IL10;COL1A1;CD1C;IL12B;COL4A3;LAMA5;LAMB4;GNA15;LAMB2;LAMA3;COL4A4;ARG2;PRKCG;LAMA2;TGFB1;LAMC3;GNAQ;CD1B;SERPINB4;PIK3CB;COL4A2;ITGAM;ARG1;PLCB3,49
Taste transduction,0.9999208114476014,19/52,P2RX3;TAS2R3;GABBR2;TAS2R41;GABRA3;HTR1A;GABRA6;TAS2R7;HTR1B;TAS2R39;ITPR3;TAS2R14;GABRA5;TAS2R13;TRPM5;GRM4;TAS2R40;TAS2R16;ADCY4,0.9984928520369203,24/52,P2RX3;PKD2L1;GABBR2;HTR3E;GABRA3;HTR1A;TAS2R4;GNG13;TAS2R7;P2RX2;CACNA1A;SCNN1A;HTR1B;ITPR3;TAS2R14;GABRA5;GRM4;TRPM5;TAS2R40;GNB3;ADCY4;TAS2R38;TAS2R1;PLCB3,52
Neuroactive ligand-receptor interaction,0.9999346422827735,103/211,GABRP;PRLHR;MC4R;ADRB2;TAC3;MTNR1B;AGT;ADRB3;HCRTR1;PTGDR;GHRL;CHRNA4;CRHR2;NMU;GAL;INSL5;CCKAR;GLRB;CHRNA9;HTR2A;CALCB;CHRNA1;CSH2;CALCRL;TAAR8;P2RX3;GABRR1;PARD3;GNRH1;GHRH;CHRNA3;HTR1A;MC2R;TAAR9;LTB4R;ADM;TRH;EDN1;CHRNA5;RLN2;PENK;HTR7;P2RY2;MTNR1A;PTGER2;GABRA5;TAAR5;GRM4;CCKBR;GLRA2;ADCYAP1;GHSR;ADRB1;UCN;HCRTR2;GRM6;ADRA1D;P2RY8;EDN2;GABBR2;PTH;NMUR1;GABRA3;GABRA6;FPR1;PPY;F2RL3;P2RY13;AVP;GPR83;MCHR1;GIP;GNRH2;HTR6;CHRNE;ADCYAP1R1;GRIN3A;LEPR;LEP;ADORA2B;PTGER1;GCGR;FSHB;MCHR2;C3AR1;OPRL1;HTR1B;BDKRB2;SLURP1;PRLH;ADRA2C;ADRA2B;ADRA1A;GRIA1;CHRNB4;PYY;P2RY10;IAPP;S1PR1;GHRHR;HCRT;CHRNB3;GABRG3,0.9995555510824192,115/211,NTSR2;AGTR2;TRHR;GABRP;PRLHR;MC4R;UCN3;ADRB2;TAC3;AGT;HCRTR1;PTGDR;GHRL;CHRNA4;NMU;PMCH;GAL;INSL5;RLN1;LHB;GLRB;TACR3;CHRNA9;CYSLTR1;CALCB;S1PR2;CHRNA1;CSH2;CALCRL;P2RX3;GABRR1;CHRM1;GNRH1;CHRNA3;HRH4;HTR1A;CHRNA2;P2RX2;MC5R;MC2R;TAAR9;LTB4R;ADM;TRH;EDN1;CHRNA5;RLN2;GALR3;PENK;HTR7;PTGER2;GABRA5;GRM4;CCKBR;GLRA2;ADCYAP1;ADRB1;UCN;GRM3;HCRTR2;TSHB;GPR156;GRM6;P2RY11;P2RY8;EDN2;GABBR2;NMUR1;GABRA3;FPR1;PPY;GLP1R;F2RL3;P2RY13;AVP;UCN2;GPR83;GIP;CHRM4;GNRH2;HTR6;CALCR;CHRND;SCT;CHRNE;SSTR4;GALR2;GRIN3A;OPRD1;CALCA;LEPR;GRP;LEP;CHRNG;DRD1;GCGR;GRID2;C3AR1;UTS2R;NMUR2;HTR1B;BDKRB2;SLURP1;GPR50;ADRA2C;ADRA2B;GRIA1;TAC4;CHRNB4;PYY;P2RY10;BRS3;IAPP;S1PR1;HCRT,211
Olfactory transduction,0.9999978724542887,52/125,OR2T8;OR51D1;OR52B2;OR51B5;OR10A4;OR1S2;OR52K2;OR7G3;OR10C1;OR51A7;OR2A14;OR51B4;CAMK2D;CALML6;OR4D2;OR7D2;OR10H4;OR4K1;OR7D4;OR10J3;OR5AK2;OR2H2;OR7A5;RGS2;OR5I1;OR4A15;OR10H3;OR5P3;OR1F1;OR5T2;OR12D3;OR4K17;OR7A17;OR1Q1;OR4X2;OR2A7;OR8D1;OR6N1;OR13C4;OR6K2;OR1D2;PDE2A;OR2C3;SLC24A4;CALML4;OR8G1;OR51G1;OR2C1;OR2M2;OR2V2;OR10T2;OR7E24,1.0,21/125,OR2W3;OR51B5;OR1L3;GUCY2D;OR3A1;OR2B6;GNG13;CAMK2D;CALML6;OR7D2;OR8K3;OR2B2;OR7A5;RGS2;OR11H12;OR1Q1;PDE2A;SLC24A4;OR2C1;OR51B2;OR10T2,125
