set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
RNA transport,1.7670674535230828e-06,58/66,EIF4E2;RPP38;RPP25;FXR2;NUP214;POP5;DDX20;NXT1;DDX19B;EIF3H;RPP40;NUP133;POP7;EIF2B2;NUP85;NUP205;PNN;THOC2;NUP98;TGS1;EEF1A2;ELAC1;NUP107;NUP37;UPF1;NUP62;NUP54;XPO5;TACC3;EIF5B;RAE1;GEMIN5;NUP210L;NUP35;GEMIN6;EIF2B5;MAGOH;THOC3;EIF4EBP1;EIF3J;SENP2;EIF2B1;EIF4A3;AAAS;DDX19A;NXF5;PABPC3;EIF4G1;PABPC5;THOC7;ACIN1;THOC6;EIF1B;THOC1;CLNS1A;NXT2;NXF3;FUS,9.673741191660627e-05,57/66,EIF4E2;RPP25;FXR2;NUP214;POP5;DDX20;NXT1;DDX19B;EIF3H;RPP40;NUP133;POP7;EIF2B2;NUP85;NUP205;RANGAP1;PNN;THOC2;NUP98;TGS1;EEF1A2;NUP107;NUP37;UPF1;NUP62;NUP54;EIF4EBP3;XPO5;TACC3;EIF5B;RAE1;GEMIN5;NUP210L;NUP35;GEMIN6;EIF2B5;MAGOH;THOC3;EIF4EBP1;EIF3J;SENP2;EIF2B1;EIF4A3;AAAS;DDX19A;NXF5;RPP21;PABPC3;EIF4G1;THOC7;ACIN1;THOC6;THOC1;CLNS1A;NXT2;NXF3;FUS,66
Spliceosome,0.0003314810211038825,43/51,SF3B1;LSM2;LSM7;PRPF40A;USP39;EFTUD2;DHX38;PQBP1;SART1;PPIH;SMNDC1;SF3B2;DHX15;HSPA6;THOC2;PRPF3;AQR;CTNNBL1;SNRPD3;SNW1;SF3B4;HSPA1L;SNRPE;BUD31;PRPF4;DHX8;SNRPG;ISY1;DDX23;PHF5A;PRPF6;PRPF18;LSM6;MAGOH;THOC3;EIF4A3;CDC5L;DHX16;SF3B5;ACIN1;THOC1;SNRPB2;FUS,4.1479510310735936e-05,46/51,SF3B1;LSM2;LSM7;PRPF40A;USP39;TRA2A;EFTUD2;WBP11;DHX38;PQBP1;SART1;PPIH;SMNDC1;SF3B2;DHX15;HSPA6;THOC2;PRPF3;AQR;CTNNBL1;SNRPD3;SNW1;SF3B4;HSPA1L;SF3A2;BCAS2;SNRPE;BUD31;PRPF4;DHX8;SNRPG;ISY1;DDX23;PHF5A;PRPF6;PRPF18;LSM6;MAGOH;THOC3;EIF4A3;DHX16;SF3B5;ACIN1;THOC1;SNRPB2;FUS,51
Amyotrophic lateral sclerosis,0.0007561124384248033,113/153,GABARAP;TUBA8;DAXX;COX6B1;DNAL4;TUBB8;PSMB4;COX8A;COX7C;NUP98;NDUFA8;DNALI1;SDHB;WDR41;KIF5A;NDUFA4L2;MAP2K6;DCTN5;NDUFA7;NDUFB3;UBQLN4;PSMB3;NRG2;C9ORF72;COX7A1;FIG4;NUP214;DCTN2;NDUFA11;NUP85;PIK3R4;GPX6;COX7B2;ANXA7;PSMA2;COX7A2;DNAH2;PSMD4;MAP3K5;DNAH9;ATF6;NDUFS6;NDUFB8;PSMD8;TUBA3C;PSMD7;NDUFB1;COX7B;TUBA1A;PSMD11;NXF3;PSMD14;PRPH;NXT1;KIF5B;NDUFB5;NUP205;UQCRC1;MAPK11;TNFRSF1B;TUBAL3;NUP54;PSMA4;PIK3C3;NRG4;TANK;NDUFS8;RAE1;NUP35;PSMD6;GPX3;COX6C;TNFRSF1A;DDIT3;PSMD2;FUS;ACTR1B;RB1CC1;NDUFS3;UBQLN2;NUP133;NDUFA13;NDUFC1;BAD;UQCRC2;NDUFAB1;GPX5;PSMC5;NUP107;TRAF2;NUP37;UQCRQ;NUP62;ITPR3;NDUFB11;GRIA1;COX5B;ATXN2;NDUFA3;NUP210L;SQSTM1;TUBB2A;ULK2;NDUFB10;PPP3CC;NXF5;CYC1;GPX2;DNAL1;PFN3;PSMA5;PSMC3;NXT2,0.00024375581772020206,120/153,GABARAP;TUBA8;COX6A1;DNAI1;COX4I2;COX6B1;DAXX;DNAL4;TUBB8;PSMB4;TUBA1B;MATR3;COX8A;COX7C;PSMB6;NUP98;NDUFA8;DNALI1;SDHB;KIF5A;NDUFA4L2;MAP2K6;DCTN5;NDUFA7;NDUFA12;NDUFB3;UBQLN4;PSMB3;C9ORF72;COX7A1;FIG4;NDUFB2;KLC3;NUP214;DCTN2;PSMA8;NDUFA11;NUP85;PIK3R4;GPX6;PSMA2;ANXA7;COX7A2;DNAH2;GPX1;PSMD4;MAP3K5;NDUFV2;ATF6;NDUFS6;NDUFB8;PSMD8;TUBA3C;PSMD7;NDUFB1;COX7B;TUBA1A;PSMD11;NXF3;PSMD14;PRPH;NXT1;NDUFB5;NUP205;UQCRC1;MAPK11;TNFRSF1B;NUP54;PSMA4;COX6A2;TANK;NDUFS8;RAE1;NUP35;PSMD6;NDUFB4;GPX3;COX6C;TNFRSF1A;PSMD2;FUS;ACTR1B;RB1CC1;NDUFS3;UBQLN2;NUP133;NDUFA13;NDUFC1;BAD;UQCRC2;NDUFAB1;PSMC5;NUP107;TRAF2;NRBF2;NUP37;UQCRQ;NUP62;ITPR3;SMCR8;WIPI1;NDUFB11;GRIA1;COX5B;NDUFA3;NDUFS5;NUP210L;SQSTM1;TUBB2A;ULK2;NDUFB10;PPP3CC;NXF5;CYC1;GPX2;DNAL1;PFN3;PSMA5;PSMC3;NXT2,153
Ribosome,0.002610103812734368,39/48,MRPS14;MRPL27;MRPL11;RPL36;RPL36AL;RPS3;MRPS16;MRPL17;MRPL9;MRPL13;MRPL1;RPS20;MRPL36;MRPL12;MRPL28;MRPL22;RPS21;MRPS7;UBA52;RPL10L;RPS9;RPL7;RPL22L1;RPS23;RPS12;MRPL14;RPL35A;MRPL15;RPS16;MRPL4;MRPS18C;MRPS2;MRPS9;RPS18;MRPS17;MRPL23;RPL8;RPS27L;MRPL16,0.00045232296728142316,42/48,MRPS14;MRPL27;MRPL11;RPL36;RPL36AL;RPS3;MRPS16;MRPL17;MRPL9;MRPL13;MRPL1;RPS20;MRPL36;MRPL12;MRPL28;MRPL22;RPS21;MRPS7;UBA52;RPL11;RPL3L;RPL26;RPS9;RPL7;RPL22L1;RPS23;MRPL32;RPS12;MRPL14;RPL35A;MRPL15;RPS16;MRPL4;MRPS18C;MRPS2;MRPS9;RPS18;MRPS17;MRPL23;RPL8;RPS27L;MRPL16,48
Aminoacyl-tRNA biosynthesis,0.004514438495246235,15/16,IARS2;LARS2;WARS2;FARSA;AARS2;SARS2;NARS2;YARS2;FARS2;TARS2;MTFMT;PSTK;RARS2;DARS2;MARS2,0.4978175339239661,11/16,IARS2;LARS2;FARSA;SARS2;NARS2;YARS2;FARS2;PSTK;RARS2;DARS2;MARS2,16
mRNA surveillance pathway,0.00474558919175261,32/39,SSU72;NXT1;SYMPK;DDX19B;PNN;MSI2;ETF1;MSI1;CSTF2;GSPT2;PPP2R5B;UPF1;CPSF1;CPSF3;PPP2R5E;PPP2R2B;CSTF1;MAGOH;PAPOLB;EIF4A3;DDX19A;NXF5;PPP2R2A;PABPC3;PABPC5;ACIN1;DAZAP1;PPP2R3B;SMG5;NXT2;NXF3;FUS,0.04014991683518432,31/39,NXT1;SYMPK;DDX19B;PAPOLG;PNN;MSI2;ETF1;MSI1;CSTF2;GSPT2;PPP2R5B;UPF1;CPSF3;PPP2R5E;PPP2R2B;CSTF1;MAGOH;PAPOLB;EIF4A3;PELO;DDX19A;NXF5;PPP2R2A;PABPC3;ACIN1;DAZAP1;PPP2R3B;SMG5;NXT2;NXF3;FUS,39
DNA replication,0.0069370990379530205,14/15,POLE2;POLA1;RPA1;POLA2;PRIM1;RNASEH1;RFC2;SSBP1;LIG1;RFC5;RNASEH2B;RNASEH2A;RPA4;RPA3,0.06383050713856853,13/15,POLE2;POLA1;RPA1;POLA2;PRIM1;RNASEH1;RFC2;SSBP1;LIG1;RFC5;RNASEH2B;RNASEH2A;RPA3,15
Huntington disease,0.00993542356512255,91/127,TUBA8;COX6B1;DNAL4;TUBB8;PSMB4;COX8A;COX7C;NDUFA8;DNALI1;SDHB;KIF5A;NDUFA4L2;DCTN5;NDUFA7;HDAC1;POLR2J;NDUFB3;PSMB3;COX7A1;POLR2E;POLR2C;DCTN2;NDUFA11;PIK3R4;GPX6;PPIF;PSMA2;COX7B2;COX7A2;DNAH2;PSMD4;MAP3K5;DNAH9;NDUFS6;NDUFB8;PSMD8;TUBA3C;PSMD7;NDUFB1;COX7B;TUBA1A;PSMD11;PSMD14;TAF4;POLR2G;CLTCL1;KIF5B;NDUFB5;CREB3;UQCRC1;POLR2H;CREB3L4;TUBAL3;PSMA4;PIK3C3;NDUFS8;PSMD6;POLR2B;CLTA;SLC25A31;GPX3;COX6C;PSMD2;ACTR1B;RB1CC1;POLR2I;POLR2F;AP2S1;NDUFS3;NDUFA13;NDUFC1;UQCRC2;NDUFAB1;SIN3A;GPX5;PSMC5;TRAF2;UQCRQ;NDUFB11;GRIA1;COX5B;NDUFA3;TUBB2A;ULK2;NDUFB10;CYC1;GPX2;CREB3L1;DNAL1;PSMA5;PSMC3,9.448415170427637e-06,105/127,SLC25A4;TUBA8;COX6A1;DNAI1;COX4I2;COX6B1;DNAL4;TUBB8;PSMB4;TUBA1B;COX8A;COX7C;PSMB6;NDUFA8;DNALI1;SDHB;KIF5A;NDUFA4L2;AP2A1;DCTN5;NDUFA7;GNAQ;NDUFA12;HDAC1;POLR2J;NDUFB3;PSMB3;COX7A1;NDUFB2;KLC3;POLR2E;POLR2C;DCTN2;PSMA8;NDUFA11;PIK3R4;GPX6;PPIF;PSMA2;COX7A2;GPX1;DNAH2;PSMD4;MAP3K5;CACNA1B;NDUFV2;NDUFS6;NDUFB8;PSMD8;TUBA3C;PSMD7;NDUFB1;COX7B;TUBA1A;PSMD11;PSMD14;TAF4;POLR2G;CLTCL1;NDUFB5;UQCRC1;POLR2H;CREB3L4;SOD2;PSMA4;COX6A2;NDUFS8;PSMD6;NDUFB4;POLR2B;CLTA;GPX3;COX6C;PSMD2;ACTR1B;RB1CC1;POLR2I;POLR2F;AP2S1;NDUFS3;NDUFA13;NDUFC1;UQCRC2;NDUFAB1;SIN3A;PSMC5;NRBF2;TRAF2;UQCRQ;WIPI1;NDUFB11;GRIA1;COX5B;NDUFA3;NDUFS5;TUBB2A;ULK2;HDAC2;NDUFB10;CYC1;GPX2;DNAL1;PSMA5;PSMC3;PLCB3,127
Parkinson disease,0.009999357547324955,77/106,TUBA8;COX6B1;DAXX;TUBB8;SNCA;PSMB4;CALML6;COX8A;UBA7;COX7C;NDUFA8;SDHB;KIF5A;NDUFA4L2;NDUFA7;NDUFB3;PSMB3;SLC6A3;COX7A1;SNCAIP;NDUFA11;CAMK2D;SLC18A1;PPIF;PSMA2;COX7B2;COX7A2;SLC18A2;PSMD4;MAP3K5;ATF6;NDUFS6;NDUFB8;PSMD8;TUBA3C;PSMD7;TXN2;COX7B;CALML4;NDUFB1;TUBA1A;PSMD11;PSMD14;KIF5B;NDUFB5;UQCRC1;UBA52;TUBAL3;PSMA4;NFE2L2;NDUFS8;RYR3;PSMD6;SLC25A31;COX6C;DDIT3;PSMD2;NDUFS3;GNAI3;NDUFA13;NDUFC1;GNAI1;TRAP1;UQCRC2;NDUFAB1;PSMC5;UQCRQ;ITPR3;HTRA2;NDUFB11;COX5B;NDUFA3;TUBB2A;NDUFB10;CYC1;PSMA5;PSMC3,3.638544915100735e-05,88/106,SLC25A4;TUBA8;COX6A1;COX4I2;DAXX;COX6B1;TUBB8;SNCA;PSMB4;TUBA1B;CALML6;COX8A;UBA7;COX7C;PSMB6;NDUFA8;SDHB;KIF5A;NDUFA4L2;NDUFA7;NDUFA12;NDUFB3;PSMB3;SLC6A3;COX7A1;SNCAIP;NDUFB2;UBE2J1;KLC3;PSMA8;NDUFA11;CAMK2D;SLC18A1;PPIF;PSMA2;COX7A2;SLC18A2;PSMD4;MAP3K5;NDUFV2;ATF6;NDUFS6;ITPR2;NDUFB8;PSMD8;TUBA3C;PSMD7;TXN2;COX7B;NDUFB1;TUBA1A;PSMD11;PSMD14;NDUFB5;UQCRC1;UBA52;PSMA4;COX6A2;NFE2L2;NDUFS8;RYR3;PSMD6;NDUFB4;COX6C;PSMD2;DRD1;MAOA;NDUFS3;GNAI3;NDUFA13;NDUFC1;GNAI1;TRAP1;UQCRC2;NDUFAB1;PSMC5;UQCRQ;ITPR3;HTRA2;NDUFB11;COX5B;NDUFA3;NDUFS5;TUBB2A;NDUFB10;CYC1;PSMA5;PSMC3,106
RNA polymerase,0.011204218572851997,16/18,POLR2G;POLR1C;POLR3H;POLR3K;POLR2J;POLR2B;POLR2I;POLR2F;POLR1E;POLR2E;POLR3GL;POLR3D;POLR3E;POLR2C;POLR3G;POLR2H,0.024628809169214696,16/18,POLR2G;POLR1C;POLR2J;POLR3K;POLR2B;POLR2I;POLR2F;POLR1E;POLR2E;POLR3GL;POLR3D;POLR3E;POLR2C;POLR3G;POLR2H;POLR3C,18
Cardiac muscle contraction,0.0161663178416149,37/48,ASPH;ATP2A1;ATP1A3;CACNG4;MYL2;COX6B1;TNNI3;COX8A;COX7C;ATP1B2;CACNA1F;UQCRC2;UQCRC1;COX7B2;CACNG1;SLC9A7;ATP1A2;CACNB4;CASQ2;COX7A2;CACNG5;UQCRQ;COX5B;CACNG2;RYR2;HRC;COX7B;CACNG6;CACNG3;CACNA2D4;CYC1;CACNG8;ATP1A1;SLC9A1;ATP1B3;COX6C;COX7A1,0.054137764046060986,37/48,ASPH;ATP2A1;ATP1A3;CACNG4;COX6A1;COX4I2;COX6B1;TNNI3;COX8A;COX7C;ATP1B2;UQCRC2;UQCRC1;CACNG1;SLC9A7;ATP1A2;CACNB4;CASQ2;COX7A2;CACNG5;UQCRQ;COX6A2;COX5B;CACNG7;RYR2;HRC;COX7B;CACNG2;CACNG3;CACNA2D4;CACNG6;ATP1A1;CYC1;SLC9A1;ATP1B3;COX6C;COX7A1,48
Nucleotide excision repair,0.018864121494133485,20/24,XPC;ERCC4;LIG1;GTF2H1;GTF2H5;RBX1;ERCC6;CCNH;RFC2;POLE2;RPA1;DDB2;GTF2H4;CETN2;RPA3;CDK7;ERCC5;RAD23A;RFC5;RPA4,0.21713669512884826,18/24,CDK7;ERCC4;RPA1;ERCC5;CCNH;RFC2;GTF2H3;LIG1;GTF2H5;GTF2H1;ERCC3;DDB2;CETN2;RBX1;RAD23A;RFC5;POLE2;RPA3,24
Ribosome biogenesis in eukaryotes,0.02057808163804471,27/34,NAT10;RPP38;RPP25;NXT1;POP5;SPATA5;RPP40;MDN1;POP7;RIOK2;HEATR1;NVL;REXO1;UTP18;RCL1;XRN2;RBM28;IMP4;GTPBP4;DKC1;NXF5;IMP3;UTP6;PWP2;TBL3;NXT2;NXF3,0.00817170904927686,29/34,NAT10;RPP25;NXT1;POP5;SPATA5;RPP40;MDN1;POP7;FCF1;RIOK2;HEATR1;REXO1;UTP18;RCL1;TCOF1;XRN2;RBM28;IMP4;GTPBP4;WDR75;UTP14C;DKC1;NXF5;IMP3;UTP6;PWP2;TBL3;NXT2;NXF3,34
Fanconi anemia pathway,0.03294583712988568,23/29,UBE2T;FANCA;ERCC4;FANCC;FANCF;BRCA2;REV3L;BLM;RMI1;TELO2;POLH;BRIP1;WDR48;FANCG;RPA1;TOP3B;EME1;RPA3;POLN;ATR;FANCB;PALB2;RPA4,0.27283036913086595,21/29,UBE2T;FANCA;ERCC4;POLI;FANCC;FANCF;BRCA2;REV3L;BLM;RMI1;TELO2;POLH;BRIP1;FANCG;RPA1;TOP3B;EME1;RPA3;ATR;FANCB;PALB2,29
Cell cycle,0.03420747860816522,36/48,CDKN1C;CDC23;CDC16;RBX1;PTTG1;CCNE1;CCNB2;CDC6;CCNB3;CCNH;E2F3;PTTG2;YWHAH;CCNE2;SMC3;E2F1;ANAPC11;ANAPC10;ANAPC2;WEE1;TFDP2;GADD45G;TTK;HDAC1;BUB1B;CDK7;CDC20;ZBTB17;GADD45A;CDC14B;CCNA2;ATR;BUB1;CDC26;CHEK1;CDC14A,0.00045232296728142316,42/48,ANAPC13;CDKN1C;CDC23;CDC16;RBX1;PTTG1;SFN;CCNE1;CCNB2;CDC6;SMC1B;CCNH;CCNB3;E2F3;PTTG2;YWHAH;ANAPC4;SMC3;E2F1;ANAPC11;RAD21;ANAPC10;WEE1;TGFB1;TFDP2;GADD45G;TTK;CDC27;HDAC1;BUB1B;HDAC2;CDK7;CDC20;ZBTB17;GADD45A;CDC14B;CCNA2;ATR;BUB1;CDC26;CHEK1;CDC14A,48
Endocytosis,0.035760551179329705,60/84,RAB5B;VPS4A;GRK6;ARPC5;PARD3;RUFY2;ARPC2;VPS37D;DAB2;EHD4;VPS28;AP2S1;DNM3;VPS26A;CLTCL1;EPN1;KIF5B;CHMP6;SNX12;SNX4;SMURF2;GBF1;VPS36;HSPA6;EPS15L1;ARF4;ARFGAP3;SH3GL2;PLD2;VPS37B;ARFGEF2;VPS25;HSPA1L;TFRC;ARFGEF1;RUFY1;SPG21;ARPC1B;IL2RB;USP8;KIF5A;STAMBP;PML;FGFR2;PIP5KL1;CAPZB;WWP1;SNX6;CLTA;PIP5K1B;PSD2;VPS37C;RAB11B;ZFYVE27;ARPC3;FOLR1;ARPC5L;IL2RG;PSD4;STAM,0.010916546748496533,65/84,EHD1;RAB5B;VPS4A;ARPC1A;RUFY2;ARPC2;VPS37D;DAB2;EHD4;VPS28;AP2S1;DNM3;CLTCL1;CHMP1B;EPN1;CHMP6;SNX12;SNX4;SH3GLB1;VPS36;GBF1;HSPA6;VPS37A;ARF4;ARFGAP3;SH3GL2;EPS15L1;PLD2;VPS37B;CYTH3;ARFGEF2;VPS25;HSPA1L;TFRC;SNX2;ARFGEF1;RUFY1;SPG21;ARPC1B;IL2RB;IQSEC3;USP8;TSG101;PSD;KIF5A;AP2A1;STAMBP;PML;FGFR2;PIP5KL1;CAPZB;WWP1;WASL;SNX6;CLTA;PIP5K1B;PSD2;VPS37C;ZFYVE27;FOLR1;ARPC3;ARPC5L;IL2RG;PSD4;STAM,84
"Valine, leucine and isoleucine degradation",0.07049208473311436,18/23,MCEE;BCKDHA;HMGCL;EHHADH;ALDH7A1;OXCT1;HMGCLL1;ALDH9A1;PCCA;ACADS;MCCC1;MCCC2;IL4I1;OXCT2;HMGCS2;ALDH6A1;HIBADH;AACS,0.5953306992283994,15/23,BCKDHA;HMGCL;IVD;EHHADH;OXCT1;HMGCLL1;ALDH9A1;PCCA;ACADS;MCCC1;MCCC2;OXCT2;HMGCS2;HIBADH;AACS,23
Salmonella infection,0.08128729967883251,68/99,RIPK3;ACTR1B;RAB5B;ARPC5;TUBA8;PIK3CG;ARPC2;NLRC4;MYL2;NCKAP1L;RPS3;DCTN2;FBXO22;RAF1;TNFRSF1A;TUBB8;KIF5B;EXOC2;STX10;NLRP3;RIPK1;DYNLRB1;PIK3C2A;RHOH;FLNB;GAPDH;DYNLT1;MAPK11;MYL7;MAP2K2;PLEKHM2;IL18;TRAF2;TUBAL3;NCKAP1;DYNC1H1;CASP5;RAB9A;FLNC;ARPC1B;TLR2;GSDMD;KIF5A;PYCARD;MAP2K6;DCTN5;DYNLL2;PIK3C3;FOS;TUBB2A;S100A10;MYLPF;TLR9;TUBA3C;TLR5;TXN2;FYCO1;PIK3C2B;TUBA1A;MAP2K4;TCF7L1;NFKBIA;ARPC3;AKT3;MAP2K1;PFN3;ARPC5L;BIRC2,0.14804815741369404,70/99,RIPK3;ACTR1B;RAB5B;ARPC1A;TUBA8;PIK3CG;ARPC2;NLRC4;KLC3;NCKAP1L;RPS3;DCTN2;FBXO22;RAF1;TNFRSF1A;TUBB8;STX10;EXOC2;NLRP3;TUBA1B;RAB9B;RIPK1;PIK3C2A;RHOH;FLNB;GAPDH;MAPK11;MAP2K2;MYL7;PLEKHM2;CYTH3;IL18;TRAF2;IKBKG;NOD1;NCKAP1;DYNC1H1;CASP5;RAB9A;FLNC;ARPC1B;MYL9;GSDMD;KIF5A;TCF7L2;MAP2K6;DCTN5;DYNLL2;FOS;TUBB2A;S100A10;WASL;TLR9;TUBA3C;PIK3CB;TLR5;TXN2;FYCO1;PIK3C2B;TUBA1A;MAP2K4;TCF7L1;NFKBIA;ARPC3;AKT3;WASF3;MAP2K1;PFN3;ARPC5L;BIRC2,99
Protein processing in endoplasmic reticulum,0.08608121220716297,49/70,SEC61A1;PDIA6;PRKCSH;PLAA;CAPN1;HERPUD1;P4HB;TUSC3;RBX1;SEC24A;UBQLN2;CALR;ERP29;DNAJA2;SSR1;BAG1;UBE2D4;DNAJB1;HSPA6;PPP1R15A;SEC31B;DERL2;CRYAB;DNAJC5G;DNAJB11;EDEM3;HSPA4L;HSPA1L;TRAF2;FBXO2;PDIA4;RPN2;CKAP4;WFS1;MAP3K5;SIL1;FBXO6;CAPN2;NGLY1;NFE2L2;ATF6;SSR4;SEC24C;HSPH1;SVIP;UBQLN4;RAD23A;MBTPS2;DDIT3,0.021598944763022997,54/70,SEC61A1;UBE2J1;PDIA6;BAG2;PRKCSH;PLAA;CAPN1;HERPUD1;P4HB;TUSC3;RBX1;UBQLN2;CALR;ERP29;DNAJA2;SEC24B;EIF2AK2;DNAJB1;HSPA6;PREB;PPP1R15A;SEC31B;LMAN1L;DERL2;EIF2AK4;DNAJC5G;DNAJB11;EDEM3;HSPA4L;CRYAB;HSPA1L;TRAF2;FBXO2;PDIA4;RPN2;CKAP4;WFS1;MAP3K5;DNAJB12;FBXO6;CAPN2;NGLY1;NFE2L2;ATF6;SEC24D;SSR4;NPLOC4;HSPH1;SVIP;UBQLN4;RAD23A;MBTPS2;DNAJC3;UBE2D4,70
Homologous recombination,0.08768841401858418,15/19,BRCA2;BLM;BARD1;XRCC2;RPA1;SSBP1;UIMC1;TOP3B;BRIP1;PALB2;TOPBP1;RAD54B;EME1;RPA4;RPA3,0.06141153178532855,16/19,SYCP3;BRCA2;BLM;BARD1;XRCC2;RPA1;EME1;SSBP1;UIMC1;TOP3B;BRIP1;PALB2;TOPBP1;RAD54B;RAD52;RPA3,19
Hypertrophic cardiomyopathy,0.09604214464460165,35/49,PRKAA1;ATP2A1;SGCA;CACNG4;MYL2;SGCB;PRKAG1;TNNI3;ITGA8;ITGB5;ITGA4;AGT;CACNA1F;ITGB6;EDN1;CACNG1;EMD;ITGB7;CACNB4;CACNG5;LAMA2;DES;SGCG;MYBPC3;ITGA6;CACNG2;RYR2;CACNG6;CACNG3;CACNA2D4;ITGA11;CACNG8;TTN;ITGA7;PRKAB1,0.44192266337129754,33/49,PRKAA1;ATP2A1;SGCA;CACNG4;SGCB;PRKAG1;TNNI3;ITGA8;ITGB5;DMD;ITGA4;AGT;ITGB6;EDN1;CACNG1;EMD;ITGB7;CACNB4;ITGA10;CACNG5;LAMA2;TGFB1;SGCG;ITGA6;CACNG7;RYR2;CACNG2;CACNG6;CACNG3;CACNA2D4;ITGA11;ITGA7;PRKAB1,49
Toxoplasmosis,0.09711055801286858,33/46,BIRC2;IL12A;PIK3CG;IFNGR1;GNAI3;HLA-DRB3;CD40LG;JAK2;HLA-DOB;BAD;GNAI1;LAMB1;HSPA6;PPIF;ALOX5;MAPK11;IFNGR2;LAMB4;HSPA1L;LAMB2;IL10RB;LAMA3;TLR2;LAMA2;MAP2K6;HLA-DRB4;LAMC3;ITGA6;NFKBIA;HLA-DRB1;AKT3;HLA-DMB;TNFRSF1A,0.040538206404101794,36/46,BIRC2;IL12A;IL10;PIK3CG;IFNGR1;GNAI3;CD40LG;JAK2;HLA-DOB;BAD;GNAI1;IL12B;HSPA6;PPIF;ALOX5;LAMA5;MAPK11;IFNGR2;LAMB4;NFKBIB;LAMB2;HSPA1L;IL10RB;IKBKG;LAMA3;LAMA2;TGFB1;MAP2K6;HLA-DRB4;LAMC3;ITGA6;NFKBIA;HLA-DRB1;AKT3;HLA-DMB;TNFRSF1A,46
Ubiquitin mediated proteolysis,0.09711055801286858,33/46,DET1;RHOBTB1;UBE2E2;CDC23;CDC16;RBX1;KLHL9;SMURF2;UBA7;UBE2R2;HERC1;CUL2;UBA52;UBE4A;FBXO2;PIAS2;RNF7;ANAPC11;COP1;ANAPC10;ANAPC2;HERC3;DDB2;UBE2U;PML;WWP1;UBE2NL;CDC20;PIAS4;UBE2M;CDC26;BIRC2;UBE2D4,0.4453769239416682,31/46,ANAPC13;UBE2J1;DET1;UBE2E2;CDC23;CDC16;CUL7;RBX1;UBA7;UBE2R2;HERC1;UBA52;UBE4A;FBXO2;PIAS2;ANAPC4;RNF7;ANAPC11;ANAPC10;HERC3;DDB2;PML;WWP1;CDC27;PPIL2;UBE2NL;CDC20;UBE2M;CDC26;BIRC2;UBE2D4,46
Thermogenesis,0.09768552849065863,63/92,ACSL5;PRKAA1;LIPE;NDUFS3;RPS6KA2;COX6B1;PRKAG1;NDUFA13;COX17;TSC1;NDUFA11;NDUFB5;RPS6KB2;NPPA;NDUFC1;COX8A;ADRB3;COX7C;SLC25A20;ACSL4;CREB3;UQCRC2;MGLL;UQCRC1;MAPK11;NDUFAB1;CPT2;ARID1B;COX7B2;CREB3L4;DPF1;COX7A2;UQCRQ;NDUFA8;MAP3K5;ACSL6;SDHB;NDUFB11;COX5B;COX16;NDUFA4L2;NDUFA3;NPPB;NDUFS8;NDUFA7;NDUFS6;CPT1C;RPS6KA6;NDUFB10;NDUFB8;ZNF516;NDUFB1;NDUFB3;SIRT6;COX7B;CYC1;SMARCD3;CREB3L1;BMP8B;ADCY4;COX6C;PRKAB1;COX7A1,0.00893028735882854,71/92,ACSL5;NDUFB2;PRKAA1;COX6A1;LIPE;COX4I2;NDUFS3;COX6B1;PNPLA2;RPS6KA2;PRKAG1;DPF3;NDUFA13;COX17;TSC1;NDUFA11;NDUFB5;NPPA;NDUFC1;COX10;COX8A;COX7C;NRAS;SLC25A20;ACSL4;UQCRC2;MGLL;UQCRC1;MAPK11;NDUFAB1;CPT2;ARID1B;CREB3L4;NDUFAF1;DPF1;COX7A2;UQCRQ;NDUFA8;MAP3K5;ACSL6;SDHB;COX6A2;NDUFB11;COX16;NDUFV2;NDUFA4L2;FGF21;COX5B;NPPB;NDUFA3;NDUFS8;NDUFA7;NDUFS5;NDUFS6;CPT1C;NDUFA12;RPS6KA6;NDUFB4;NDUFB10;NDUFB8;NDUFB1;NDUFB3;SIRT6;COX7B;CYC1;SMARCD3;BMP8B;ADCY4;COX6C;PRKAB1;COX7A1,92
RNA degradation,0.09904513010029876,27/37,PFKM;WDR61;LSM2;BTG4;LSM7;MPHOSPH6;EXOSC5;BTG2;EXOSC2;EXOSC4;CNOT8;XRN2;CNOT1;LSM6;EXOSC9;DHX36;PNPT1;PABPC3;PABPC5;CNOT3;PAN3;PNLDC1;EXOSC1;EDC4;DCP1B;LSM1;CNOT10,0.06188050195387378,29/37,PFKM;WDR61;LSM2;LSM7;MPHOSPH6;EXOSC5;BTG2;PFKP;EXOSC2;EXOSC4;DCP1A;DCPS;BTG3;CNOT1;XRN2;EXOSC9;LSM6;DHX36;PNPT1;PABPC3;CNOT3;PAN3;PNLDC1;EXOSC1;EDC4;CNOT4;DCP1B;LSM1;CNOT10,37
