set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
ECM-receptor interaction,0.779005593943035,0.9999978724542887,28/49,TNR;LAMC3;ITGB5;COL6A3;COL4A4;DSPP;LAMB2;COL9A3;GP9;NPNT;LAMB1;COL2A1;LAMA2;ITGA7;SV2B;COL9A2;ITGB6;LAMA3;ITGA4;COL6A2;GP1BB;ITGA11;COL4A2;ITGA6;COL4A5;ITGB7;LAMB4;ITGA8,0.710084580033566,0.9999999908549448,32/49,LAMA5;TNR;LAMC3;GP5;COL4A3;ITGB5;COL6A3;COL4A4;CHAD;GP1BA;LAMB2;COL9A3;GP9;NPNT;THBS4;COL2A1;LAMA2;ITGA10;ITGA7;SV2B;COL9A2;ITGB6;LAMA3;ITGA4;GP1BB;ITGA11;COL4A2;ITGA6;ITGB7;TNN;LAMB4;ITGA8,49
Endocrine and other factor-regulated calcium reabsorption,0.8792341356851033,0.9999978724542887,13/25,PRKCG;CALB1;CLTCL1;ATP1B2;ATP1B3;ATP1A1;ATP1A3;ATP1A2;CLTA;BDKRB2;DNM3;AP2S1;PTH,0.740762609602041,0.9999999908549448,16/25,KL;CALB1;PRKCG;CLTCL1;ATP1B2;ATP1B3;ATP1A1;ATP1A3;GNAQ;KLK2;ATP1A2;CLTA;TRPV5;BDKRB2;DNM3;AP2S1,25
Endometrial cancer,0.8588618889118961,0.9999978724542887,11/21,BAD;RAF1;AKT3;MAP2K2;GADD45A;ARAF;BRAF;GADD45G;MAP2K1;TCF7L1;DDB2,0.05812359251184724,0.4177610024904979,18/21,BAD;RAF1;AKT3;EGF;MAP2K2;ARAF;GADD45A;PIK3CB;BAK1;BRAF;GADD45G;TCF7L2;CTNNA3;MAP2K1;TCF7L1;DDB2;PIK3CA;NRAS,21
Epithelial cell signaling in Helicobacter pylori infection,0.5194755588844655,0.9999978724542887,17/27,ATP6V1D;ATP6V0E2;ATP6V1G3;MAP2K4;ATP6V1G2;MAPK11;ATP6V1B2;MAP3K14;CCL5;ATP6V0A2;ATP6V0D1;TCIRG1;ATP6V1E1;ATP6V1B1;PLCG2;IGSF5;NFKBIA,0.18663358162020244,0.70028401082871,21/27,ATP6V0E2;MAP2K4;CCL5;NOD1;ATP6V1E1;ATP6V1G1;MAP3K14;PLCG2;ATP6V1B1;ATP6V1D;ATP6V1G2;ADAM10;ATP6V1B2;ATP6V0A2;ATP6V0D1;ATP6V1G3;ATP6V1F;MAPK11;IKBKG;IGSF5;NFKBIA,27
Epstein-Barr virus infection,0.2139511403361787,0.9999978724542887,55/83,PSMD7;AKT3;MAP2K4;RELB;B2M;PSMD8;BLNK;SAP30;MAP2K6;HDAC1;PSMD11;PSMD2;CCNE1;CD58;PSMD4;TAP1;CD3G;PSMD14;GADD45A;CCNE2;CALR;HLA-DRB3;MAP3K14;SYK;GADD45G;ICAM1;IFNA10;PLCG2;DDB2;HLA-DRB1;CCNA2;E2F3;IKBKE;IFNA8;PSMC3;HLA-DOB;IRF3;PSMC5;TLR2;HLA-DRB4;TRAF2;TAP2;SIN3A;NFKBIE;ENTPD1;HLA-DMB;MAPK11;RIPK1;STAT2;BTK;IRF9;E2F1;PSMD6;SNW1;NFKBIA,0.042693896297746954,0.3420196777776907,64/83,PSMD7;AKT3;MAP2K4;IFNAR1;RELB;B2M;PSMD8;NFKBIB;IFNA14;SAP30;MAP2K6;IFNA2;BLNK;HDAC1;PSMD2;CCNE1;CD58;PSMD4;HDAC2;TAP1;PIK3CA;CD3G;PSMD14;GADD45A;CALR;HLA-DRB3;IFNA21;DDX58;GADD45G;MAP3K14;SYK;ICAM1;PLCG2;DDB2;HLA-DRB1;CCNA2;E2F3;IFNA6;IKBKE;BAK1;IFNA8;PSMC3;HLA-DOB;IRF3;PSMC5;TLR2;TRAF2;TAP2;SIN3A;ENTPD1;HLA-DMB;PIK3CB;EIF2AK2;ENTPD8;MAPK11;RIPK1;STAT2;IKBKG;BTK;IRF9;E2F1;PSMD6;SNW1;NFKBIA,83
ErbB signaling pathway,0.27234117614984865,0.9999978724542887,18/26,CAMK2D;BAD;PRKCG;RAF1;AKT3;MAP2K2;ARAF;MAP2K4;SHC3;PAK6;NRG4;BRAF;RPS6KB2;NCK1;EIF4EBP1;NRG2;MAP2K1;PLCG2,0.5352577818978821,0.9961742051988361,18/26,BAD;PRKCG;RAF1;AKT3;EGF;MAP2K2;ARAF;MAP2K4;SHC3;PAK6;PIK3CB;BRAF;RPS6KB2;EIF4EBP1;MAP2K1;PLCG2;PIK3CA;NRAS,26
Estrogen signaling pathway,0.7551598903113177,0.9999978724542887,33/57,FOS;KRT27;RAF1;AKT3;ITPR3;SHC3;CREB3L1;KCNJ6;KRT23;KRT19;CALML6;CALML4;KCNJ3;CREB3;KRT26;HSPA6;ADCY4;KRT31;GNAI3;GNAI1;CREB3L4;KRT20;KRT9;MAP2K2;NCOA2;GABBR2;KRT33A;KRT12;MMP9;MAP2K1;KRT25;HSPA1L;KRT34,0.8191895993286006,0.9999999908549448,36/57,FOS;RAF1;AKT3;ITPR3;SHC3;KCNJ6;GNAQ;KRT23;KRT19;KRT40;CALML6;KRT37;PIK3CA;KCNJ3;KRT26;HSPA6;ADCY4;NRAS;KRT36;GNAI3;GNAI1;CREB3L4;KRT20;KRT9;KRT32;MAP2K2;GABBR2;PIK3CB;KCNJ9;KRT15;KRT12;PGR;MMP9;MAP2K1;KRT25;HSPA1L,57
Influenza A,0.7314400081271255,0.9999978724542887,44/75,TPSD1;RAF1;AKT3;NUP98;CCL2;CCL5;DNAJB1;IFIH1;NXF5;TLR3;KPNA5;HLA-DRB3;NXT1;JAK2;RAB11B;IL18;ICAM1;IFNA10;HLA-DRB1;IFNGR2;RNASEL;IKBKE;PYCARD;IL12A;IFNA8;KPNA2;HLA-DOB;IRF3;RAE1;HLA-DRB4;IL33;MAP2K2;TNFRSF1A;IFNGR1;NXT2;HLA-DMB;PML;SLC25A31;STAT2;IRF9;MAP2K1;NLRP3;NXF3;NFKBIA,0.44809265127660386,0.9455489153031956,52/75,TPSD1;RAF1;AKT3;IFNAR1;NUP98;NFKBIB;CCL2;IFNA14;DNAJB1;IFNA2;CCL5;IFIH1;PIK3CA;HLA-DRB3;NXT1;JAK2;IFNA21;DDX58;IL18;ICAM1;HLA-DRB1;TPSB2;IFNGR2;IFNA6;RNASEL;IKBKE;BAK1;IL12A;IFNA8;KPNA2;HLA-DOB;IRF3;RAE1;IL33;IL1B;DNAJC3;MAP2K2;TNFRSF1A;IFNGR1;NXT2;HLA-DMB;PIK3CB;EIF2AK2;TMPRSS2;STAT2;IKBKG;IRF9;NLRP3;MAP2K1;IL12B;NXF3;NFKBIA,75
Inositol phosphate metabolism,0.25406299954771133,0.9999978724542887,22/32,SACM1L;ALDH6A1;INPPL1;FIG4;MTMR7;INPP4A;PIK3C3;PIK3CG;PIP5K1B;PIP5KL1;PI4K2B;PLCD4;PLCG2;MIOX;MTMR3;IPMK;PIK3C2A;IMPA2;PIK3C2B;MINPP1;ITPKB;TPI1,0.5427449157663993,0.9962714892150343,22/32,ALDH6A1;INPPL1;FIG4;MTMR7;INPP4A;IPPK;PIK3CA;PIK3CG;PIP5K1B;PIP5KL1;PI4K2B;PLCD4;PLCG2;MTMR3;PIK3C2A;IMPA2;PIK3C2B;MINPP1;PIK3CB;PLCD3;ITPKB;TPI1,32
Insulin resistance,0.8628738635275348,0.9999978724542887,24/44,PRKAB1;AKT3;CREB3L1;RPS6KB2;SLC27A2;CREB3;SLC27A5;GYS1;MLXIPL;PPARGC1B;INS;PPP1R3C;AGT;IRS1;SLC27A3;PRKAG1;CREB3L4;PRKAA1;TBC1D4;TNFRSF1A;PYGM;RPS6KA2;RPS6KA6;NFKBIA,0.8617490545037015,0.9999999908549448,27/44,PRKAB1;AKT3;RPS6KB2;PIK3CA;SLC27A2;PPP1R3B;SLC27A5;GYS1;PPARGC1B;INS;PPP1R3C;AGT;IRS1;SLC27A3;PRKAG1;CREB3L4;PRKAA1;TBC1D4;TNFRSF1A;PTPN1;PIK3CB;PYGM;SLC2A1;G6PC3;RPS6KA2;RPS6KA6;NFKBIA,44
Insulin secretion,0.29775897014434477,0.9999978724542887,28/42,ITPR3;RYR2;CACNA1F;CREB3L1;ATP1A2;RAB3A;CREB3;ATP1A3;TRPM4;KCNJ11;INS;KCNMB4;GPR119;ADCY4;CAMK2D;ATP1B2;GCK;PDX1;CREB3L4;ADCYAP1R1;PRKCG;ADCYAP1;ATP1A1;KCNN3;KCNMB3;ATP1B3;CCKAR;GIP,0.9881507864494135,0.9999999908549448,22/42,ITPR3;RYR2;ATP1A2;GNAQ;ATP1A3;TRPM4;KCNJ11;INS;KCNMB4;ADCY4;ATP1B2;GCK;CREB3L4;PRKCG;GLP1R;ADCYAP1;ATP1A1;KCNN3;KCNMB3;SLC2A1;ATP1B3;GIP,42
Insulin signaling pathway,0.6210193162497097,0.9999978724542887,32/53,PRKAB1;EIF4E2;RAF1;AKT3;SHC3;INPPL1;RPS6KB2;EIF4EBP1;PHKG1;TSC1;FBP2;CALML6;CALML4;PRKAR2B;ARAF;LIPE;GYS1;INS;PPP1R3C;BAD;IRS1;PHKA2;PRKAG1;GCK;PRKAA1;FBP1;MAP2K2;FASN;PDE3B;BRAF;PYGM;MAP2K1,0.14913803077584553,0.6472803551695637,40/53,PRKAB1;EIF4E2;RAF1;AKT3;SHC3;INPPL1;RPS6KB2;EIF4EBP1;TSC1;FBP2;CALML6;PIK3CA;PRKAR2B;PPP1R3B;ARAF;LIPE;GYS1;INS;SH2B2;PPP1R3C;IRS4;NRAS;BAD;IRS1;PHKA2;TRIP10;PRKAG1;GCK;PRKAA1;FBP1;MAP2K2;SORBS1;PTPN1;PIK3CB;FASN;PDE3B;BRAF;PYGM;G6PC3;MAP2K1,53
Intestinal immune network for IgA production,0.5467362801024676,0.9999978724542887,15/24,TNFSF13B;ITGA4;CCR10;HLA-DMB;ICOS;TNFRSF13B;HLA-DRB3;ITGB7;CCR9;MAP3K14;HLA-DOB;CD40LG;HLA-DRB4;AICDA;HLA-DRB1,0.7864982180712967,0.9999999908549448,15/24,TNFSF13B;ITGA4;CCR10;HLA-DMB;ICOS;ITGB7;HLA-DRB3;IL10;MAP3K14;CCL25;HLA-DOB;CD40LG;TGFB1;TNFRSF13C;HLA-DRB1,24
JAK-STAT signaling pathway,0.9986905235438988,0.9999978724542887,29/66,IL21R;IL2RB;STAM;RAF1;AKT3;IL17D;CSH2;IL23R;PIAS4;JAK2;STAT6;IL9;IFNA10;IL2RG;IL20;PIAS2;IL7R;IFNGR2;IL12A;IFNA8;IL22;IL7;LEPR;IL20RB;IFNGR1;IL10RB;STAT2;LEP;IRF9,0.8100612613587705,0.9999999908549448,42/66,IL21R;IL2RB;STAM;RAF1;AKT3;IFNAR1;IFNW1;IFNA14;IFNA2;CSH2;IL23R;PIK3CA;PIAS4;CRLF2;JAK2;STAT6;IFNA21;CSF3R;IL10;IL2RG;PIAS2;IL7R;IFNGR2;EGF;IL21;IFNA6;CSF2RB;IL12A;IFNA8;IL22;IL7;AOX1;LEPR;IL20RB;IL23A;IFNGR1;PIK3CB;IL10RB;STAT2;LEP;IRF9;IL12B,66
Kaposi sarcoma-associated herpesvirus infection,0.715344049256035,0.9999978724542887,46/78,CD200R1;FOS;RAF1;AKT3;ITPR3;NFATC4;MAP2K4;CLEC2B;MAP2K6;TCF7L1;PIK3C3;CALML6;CALML4;PIK3CG;TLR3;ZFP36;GABARAP;PPP3CC;JAK2;SYK;UBA52;CCR4;ICAM1;IFNA10;PLCG2;HCK;PREX1;GNG5;E2F3;IKBKE;GNG8;MICA;IFNA8;IRF3;GNG12;TRAF2;MAP2K2;IFNGR1;TNFRSF1A;MAPK11;STAT2;IRF9;MAP2K1;E2F1;GNG3;NFKBIA,0.270613835758832,0.8148821121726627,56/78,CD200R1;FOS;RAF1;AKT3;ITPR3;NFATC4;MAP2K4;IFNAR1;CLEC2B;IFNA14;MAP2K6;IFNA2;TCF7L1;CALML6;E2F1;PIK3CA;PIK3CG;ZFP36;GABARAP;ATG3;PPP3CC;JAK2;IFNA21;SYK;UBA52;CCR4;ICAM1;PLCG2;HCK;NRAS;PREX1;E2F3;IFNA6;GNG8;IKBKE;BAK1;MICA;IFNA8;IRF3;GNG12;TRAF2;MAP2K2;IFNGR1;TNFRSF1A;PIK3CB;EIF2AK2;MAPK11;GNGT2;STAT2;IKBKG;IRF9;TCF7L2;MAP2K1;GNG13;GNG3;NFKBIA,78
Human cytomegalovirus infection,0.8778032829171103,0.9999978724542887,44/79,RAF1;AKT3;ITPR3;NFATC4;B2M;CREB3L1;RPS6KB2;CCL2;CCL5;EIF4EBP1;MAP2K6;TSC1;TAP1;CALML6;CALML4;PTGER1;PPP3CC;CREB3;CALR;IFNA10;ADCY4;GNG5;E2F3;GNG8;IFNA8;GNAI3;GNAI1;IRF3;CCL4;CREB3L4;GNG12;TRAF2;PTGER2;TAP2;PRKCG;MAP2K2;TNFRSF1A;MAPK11;RIPK1;IL10RB;MAP2K1;E2F1;GNG3;NFKBIA,0.7773932096200566,0.9999999908549448,51/79,RAF1;AKT3;ITPR3;NFATC4;B2M;GNAQ;RPS6KB2;CCL2;IFNA14;EIF4EBP1;MAP2K6;IFNA2;CCL5;TSC1;TAP1;CALML6;E2F1;PIK3CA;PPP3CC;CALR;IFNA21;ADCY4;NRAS;E2F3;IFNA6;GNG8;BAK1;IFNA8;GNAI3;GNAI1;IRF3;CCL4;CREB3L4;GNG12;TRAF2;PTGER2;IL1B;TAP2;PRKCG;MAP2K2;TNFRSF1A;PIK3CB;MAPK11;RIPK1;IL10RB;GNGT2;IKBKG;MAP2K1;GNG13;GNG3;NFKBIA,79
Human immunodeficiency virus 1 infection,0.8625507628957012,0.9999978724542887,49/87,FOS;RAF1;AKT3;ITPR3;NFATC4;B2M;WEE1;AP1S3;RPS6KB2;CHEK1;MAP2K6;TAP1;CALML6;CALML4;CD3G;PPP3CC;CALR;APOBEC3D;PLCG2;IFNA10;BAD;GNG5;GNG8;PAK6;RBX1;CCNB3;IFNA8;GNAI3;GNAI1;ATR;IRF3;TLR2;GNG12;TRAF2;TAP2;APOBEC3G;PRKCG;MAP2K2;LIMK1;TNFRSF1A;APOBEC3H;TNFRSF1B;MAPK11;RIPK1;RNF7;MAP2K1;CCNB2;GNG3;NFKBIA,0.2154707983904139,0.7598180785346175,63/87,FOS;RAF1;AKT3;ITPR3;NFATC4;B2M;WEE1;AP1S1;GNAQ;RPS6KB2;AP1S3;IFNA14;CHEK1;MAP2K6;AP1M2;IFNA2;CD4;TAP1;CALML6;CD3G;PIK3CA;PPP3CC;CALR;IFNA21;APOBEC3F;APOBEC3D;PLCG2;NRAS;BAD;IFNA6;GNG8;PAK6;RBX1;CCNB3;AP1B1;BAK1;IFNA8;GNAI3;GNAI1;ATR;IRF3;TLR2;GNG12;TRAF2;TAP2;APOBEC3G;PRKCG;MAP2K2;LIMK1;TNFRSF1A;APOBEC3H;PIK3CB;TNFRSF1B;MAPK11;RIPK1;RNF7;GNGT2;IKBKG;MAP2K1;GNG13;CCNB2;GNG3;NFKBIA,87
Human papillomavirus infection,0.934618615329676,0.9999978724542887,86/154,RAF1;AKT3;LAMC3;DLG1;HES4;COL4A4;CREB3;ATP6V1D;BAD;LAMA2;ATP6V0A2;CREB3L4;ITGA4;MAP2K2;TNFRSF1A;MAP2K1;E2F1;PARD3;NOTCH3;LFNG;CREB3L1;RPS6KB2;HDAC1;CCNE1;COL6A3;COL9A3;LAMB1;COL2A1;IFNA8;ATP6V0D1;PPP2R2A;ITGB6;CHD4;COL6A2;COL4A2;COL4A5;STAT2;ITGA8;ATP6V0E2;PPP2R5B;TNR;PPP2R2B;EIF4EBP1;JAG1;TCF7L1;TUBG1;ITGB5;NOTCH1;FZD9;IFNA10;IRF1;WNT5B;ATP6V1G2;FZD3;HES6;NOTCH2;ATP6V1G3;FZD2;IRF9;TCIRG1;UBR4;FZD8;TSC1;ATP6V1E1;PPP2R3B;TLR3;CCNE2;FZD10;LAMB2;ATP6V1B1;WNT5A;CCNA2;IKBKE;ATP6V1B2;ATR;IRF3;ITGA7;COL9A2;LAMA3;ITGA11;PPP2R5E;ITGA6;ITGB7;HEYL;LAMB4;HEY1,0.11222066009203115,0.588775569849799,112/154,RAF1;AKT3;LAMC3;DLG1;HES4;COL4A4;IFNA21;WNT9A;ATP6V1D;BAD;EGF;WNT10B;BAK1;LAMA2;ATP6V0A2;CSNK1A1L;CREB3L4;MAML2;ITGA4;MAP2K2;TNFRSF1A;MAP2K1;E2F1;NOTCH3;LFNG;IFNAR1;RPS6KB2;COL4A3;HDAC1;CCNE1;TBP;PIK3CA;COL6A3;HES7;CHAD;COL9A3;COL2A1;IFNA8;ATP6V0D1;PPP2R2A;ITGB6;CHD4;WNT8A;ATP6V1F;COL4A2;STAT2;TNN;IKBKG;ITGA8;ATP6V0E2;PPP2R5B;TNR;PPP2R2B;MAML3;IFNA14;EIF4EBP1;JAG1;TCF7L1;WNT3A;TUBG1;ITGB5;NOTCH1;FZD9;IRF1;IFNA6;WNT5B;ATP6V1G2;TUBG2;HES6;NOTCH2;WNT2B;ATP6V1G3;FZD2;PIK3CB;EIF2AK2;IRF9;TCF7L2;WNT7A;UBR4;LAMA5;WNT8B;FZD8;IFNA2;HDAC2;TSC1;ATP6V1E1;PPP2R3B;ATP6V1G1;FZD10;LAMB2;ATP6V1B1;WNT5A;NRAS;CCNA2;IKBKE;THBS4;ATP6V1B2;ATR;ITGA10;TBPL1;IRF3;ITGA7;COL9A2;LAMA3;ITGA11;PPP2R5E;ITGA6;ITGB7;HEYL;LAMB4;HEY1;LLGL1,154
Hypertrophic cardiomyopathy,0.09604214464460165,0.9999978724542887,35/49,PRKAB1;MYL2;RYR2;CACNA1F;CACNG5;CACNA2D4;CACNG8;CACNG6;CACNB4;ITGB5;EDN1;SGCB;TNNI3;SGCA;AGT;ATP2A1;LAMA2;PRKAG1;ITGA7;EMD;PRKAA1;TTN;ITGB6;CACNG1;ITGA4;ITGA11;CACNG3;MYBPC3;ITGA6;DES;ITGB7;CACNG2;CACNG4;SGCG;ITGA8,0.35850681708803683,0.9046042263052287,35/49,PRKAB1;MYL2;RYR2;CACNA2D4;CACNG5;CACNG6;CACNB4;CACNG7;ITGB5;EDN1;SGCB;TNNI3;SGCA;AGT;ATP2A1;LAMA2;PRKAG1;ITGA10;ITGA7;DMD;EMD;PRKAA1;ITGB6;CACNG1;ITGA4;ITGA11;CACNG3;MYBPC3;ITGA6;ITGB7;CACNG2;CACNG4;TGFB1;SGCG;ITGA8,49
IL-17 signaling pathway,0.9669101380652054,0.9999978724542887,21/43,FOS;CCL17;CCL7;CCL2;IL17D;MMP13;IL17B;IL17C;MMP1;S100A7;S100A9;IKBKE;IL17RB;TRAF2;CCL20;S100A8;NFKBIA;MAPK11;MMP9;IL17A;MAPK4,0.9970641023903318,0.9999999908549448,21/43,FOS;JUND;CCL7;CCL2;MMP13;IL17B;MMP1;S100A7;S100A9;IKBKE;IL17RB;IL1B;TRAF2;S100A8;IL17F;NFKBIA;TRAF3IP2;MAPK11;MMP9;IKBKG;MAPK4,43
Inflammatory bowel disease,0.8010052807371707,0.9999978724542887,19/34,IL21R;TLR5;IL23R;HLA-DRB3;STAT6;IL18;IL2RG;HLA-DRB1;NOD2;IFNGR2;IL18RAP;IL12A;IL22;HLA-DOB;HLA-DRB4;TLR2;IFNGR1;HLA-DMB;IL17A,0.18813600290920565,0.70028401082871,26/34,IL21R;MAF;TLR5;IL23R;TBX21;HLA-DRB3;STAT6;IL10;IL18;IL2RG;HLA-DRB1;NOD2;IFNGR2;IL21;IL18RAP;IL12A;IL22;HLA-DOB;TLR2;IL1B;IL17F;IL23A;IFNGR1;HLA-DMB;TGFB1;IL12B,34
Inflammatory mediator regulation of TRP channels,0.9715043451172973,0.9999978724542887,17/36,CAMK2D;PRKCG;ITPR3;MAPK11;HTR2A;ADCY4;CYP2J2;BDKRB2;TRPM8;P2RY2;MAP2K6;CALML6;PLA2G4A;PLCG2;PTGER2;TRPV2;CALML4,0.9919955906935141,0.9999999908549448,18/36,PRKCG;PLA2G4F;PLA2G6;ITPR3;PIK3CB;MAPK11;CYP2J2;GNAQ;BDKRB2;MAP2K6;CALML6;PLA2G4A;IL1B;PLCG2;PTGER2;TRPV2;ADCY4;PIK3CA,36
Hematopoietic cell lineage,0.9413178058287804,0.9999978724542887,23/45,CD5;ITGAM;CD3G;HLA-DRB3;CD1C;GP9;HLA-DRB1;IL7R;CD37;HLA-DOB;CD8A;IL7;HLA-DRB4;CD1B;ITGA4;CSF1R;GP1BB;HLA-DMB;TFRC;ITGA6;CD24;CD9;CD2,0.6376427874338819,0.9999999908549448,30/45,GP5;CD5;CD4;CD7;ITGAM;CD3G;CD8B;HLA-DRB3;CSF3R;CD38;CD1C;GP1BA;GP9;HLA-DRB1;IL7R;CD37;HLA-DOB;CD8A;DNTT;IL7;IL1B;CD1B;ITGA4;CSF1R;GP1BB;HLA-DMB;TFRC;ITGA6;CD9;CD2,45
Hepatitis B,0.517813193093358,0.9999978724542887,36/58,FOS;RAF1;AKT3;NFATC4;MAP2K4;CREB3L1;MAP2K6;IFIH1;CCNE1;TLR3;ARAF;CREB3;CCNE2;JAK2;STAT6;IFNA10;DDB2;BAD;CCNA2;E2F3;IKBKE;IFNA8;IRF3;CREB3L4;TLR2;EGR2;PRKCG;MAP2K2;TICAM2;MAPK11;BRAF;STAT2;MMP9;MAP2K1;E2F1;NFKBIA,0.2782626969045745,0.8286044752269551,42/58,FOS;RAF1;AKT3;NFATC4;MAP2K4;IFNAR1;IFNA14;IFNA2;MAP2K6;IFIH1;CCNE1;PIK3CA;ARAF;JAK2;STAT6;IFNA21;DDX58;DDB2;NRAS;BAD;CCNA2;E2F3;IFNA6;IKBKE;IFNA8;IRF3;CREB3L4;TLR2;EGR2;PRKCG;MAP2K2;PIK3CB;MAPK11;BRAF;SLC10A1;STAT2;IKBKG;MMP9;TGFB1;MAP2K1;E2F1;NFKBIA,58
Hepatitis C,0.9954948330491502,0.9999978724542887,29/63,RAF1;AKT3;PPP2R2B;CLDN10;TLR3;ARAF;CLDN2;IFNA10;BAD;E2F3;RNASEL;IKBKE;IFNA8;IRF3;YWHAH;PPP2R2A;TRAF2;CLDN7;MAP2K2;TNFRSF1A;CLDN23;RIPK1;BRAF;STAT2;CLDN15;IRF9;MAP2K1;E2F1;NFKBIA,0.6395667011016899,0.9999999908549448,42/63,RAF1;AKT3;IFNAR1;PPP2R2B;IFNA14;IFNA2;CLDN6;PSME3;PIK3CA;ARAF;CLDN4;IFNA21;DDX58;NRAS;BAD;EGF;EIF2AK3;EIF2AK4;E2F3;IFNA6;RNASEL;IKBKE;BAK1;IFNA8;IRF3;YWHAH;PPP2R2A;TRAF2;MAP2K2;TNFRSF1A;CLDN23;PIK3CB;EIF2AK2;RIPK1;BRAF;STAT2;IKBKG;CLDN15;IRF9;MAP2K1;E2F1;NFKBIA,63
Hepatocellular carcinoma,0.7939951519693297,0.9999978724542887,39/68,RAF1;AKT3;LRP5;GSTA4;BRD7;SHC3;FZD8;RPS6KB2;ARID2;TCF7L1;ARAF;GADD45A;GSTM2;FZD10;FZD9;FRAT2;GADD45G;NFE2L2;PLCG2;GSTA2;SMARCD3;DDB2;WNT5A;BAD;WNT5B;E2F3;FZD3;GSTA5;ARID1B;FRAT1;DPF1;GSTO2;PRKCG;MAP2K2;FZD2;BRAF;MAP2K1;E2F1;GSTA3,0.012263509603593228,0.1825900318757214,55/68,TXNRD2;RAF1;AKT3;WNT8B;LRP5;GSTA4;BRD7;SHC3;FZD8;RPS6KB2;TCF7L1;GSTP1;MGST3;WNT3A;PIK3CA;ARAF;GSTM1;GADD45A;GSTM2;FZD10;FZD9;FRAT2;GADD45G;NFE2L2;PLCG2;WNT9A;GSTA2;SMARCD3;DDB2;WNT5A;NRAS;BAD;WNT5B;E2F3;WNT10B;BAK1;ARID1B;FRAT1;CSNK1A1L;DPF1;GSTO2;PRKCG;WNT2B;MAP2K2;WNT8A;FZD2;PIK3CB;BRAF;DPF3;TGFB1;TCF7L2;MAP2K1;E2F1;WNT7A;GSTA3,68
