set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
Malaria,0.8588618889118961,0.9999978724542887,11/21,HBA1;KLRB1;IL12A;CCL2;CD40LG;IL18;SELE;TLR2;ICAM1;SDC2;TLR9,0.46601114905302526,0.949376809084005,15/21,HBA1;KLRB1;THBS4;IL12A;CCL2;IL10;CD40LG;IL18;TGFB1;SELE;TLR2;IL1B;ICAM1;SDC2;TLR9,21
Measles,0.9939696639103726,0.9999978724542887,23/51,FOS;IL2RB;AKT3;EIF3H;IFIH1;CCNE1;CD3G;RAB9A;CCNE2;IFNA10;IL2RG;HSPA6;BAD;IKBKE;IL12A;IFNA8;IRF3;TLR2;TLR9;STAT2;IRF9;HSPA1L;NFKBIA,0.29065030994500507,0.837572936185606,37/51,FOS;IL2RB;AKT3;IFNAR1;NFKBIB;IFNA14;EIF3H;IFNA2;IFIH1;CCNE1;CD3G;PIK3CA;RAB9A;IFNA21;DDX58;IL2RG;HSPA6;BAD;EIF2AK4;EIF2AK3;IFNA6;IKBKE;BAK1;IL12A;IFNA8;IRF3;TLR2;IL1B;TLR9;PIK3CB;EIF2AK2;STAT2;IKBKG;IRF9;IL12B;HSPA1L;NFKBIA,51
Melanogenesis,0.9413178058287804,0.9999978724542887,23/45,RAF1;FZD8;CREB3L1;TCF7L1;CALML6;CALML4;EDN1;CREB3;FZD10;FZD9;ADCY4;WNT5A;CAMK2D;WNT5B;FZD3;GNAI3;GNAI1;CREB3L4;PRKCG;MAP2K2;FZD2;MAP2K1;TYRP1,0.8357571418287526,0.9999999908549448,28/45,ASIP;RAF1;WNT8B;FZD8;GNAQ;TCF7L1;CALML6;WNT3A;EDN1;FZD10;FZD9;WNT9A;ADCY4;WNT5A;NRAS;WNT5B;WNT10B;GNAI3;GNAI1;CREB3L4;WNT2B;PRKCG;MAP2K2;WNT8A;FZD2;TCF7L2;MAP2K1;WNT7A,45
Melanoma,0.6121702803325573,0.9999978724542887,17/28,BAD;RAF1;AKT3;FGF22;E2F3;GADD45A;ARAF;MAP2K2;FGF10;BRAF;FGF3;GADD45G;FGF6;FGF17;MAP2K1;E2F1;DDB2,0.008618676666413923,0.13998826440693013,25/28,RAF1;AKT3;FGF22;FGF21;PIK3CA;ARAF;GADD45A;FGF10;GADD45G;FGF8;DDB2;NRAS;BAD;EGF;E2F3;BAK1;FGF23;FGF4;MAP2K2;PIK3CB;BRAF;FGF3;FGF17;MAP2K1;E2F1,28
Metabolism of xenobiotics by cytochrome P450,0.8412648066003761,0.9999978724542887,22/40,GSTA4;CYP3A5;AKR7A2;CYP1B1;CBR1;CYP2A6;ADH7;GSTM2;EPHX1;GSTA2;CYP1A1;CYP3A4;GSTA5;UGT2A3;UGT1A8;DHDH;GSTO2;ALDH3A1;ADH1C;GSTK1;AKR7A3;GSTA3,0.986108159786857,0.9999999908549448,21/40,GSTA4;CYP3A5;CYP1B1;GSTP1;CBR1;MGST3;CYP2A6;GSTM1;GSTM2;ADH4;EPHX1;GSTA2;ALDH3B2;CYP1A1;UGT2A1;DHDH;GSTO2;ALDH3A1;GSTK1;AKR7A3;GSTA3,40
Legionellosis,0.4224301077508194,0.9999978724542887,12/18,PYCARD;IL12A;TLR5;IL18;HSF1;TLR2;EEF1A2;HSPA1L;HSPA6;ITGAM;NLRC4;NFKBIA,0.26554236999903735,0.8148821121726627,14/18,BNIP3;IL12A;TLR5;HSPA6;IL18;HSF1;TLR2;IL1B;EEF1A2;HSPA1L;IL12B;ITGAM;NLRC4;NFKBIA,18
Leishmaniasis,0.26292649887933894,0.9999978724542887,20/29,FOS;ITGAM;NCF4;HLA-DRB3;JAK2;HLA-DRB1;IFNGR2;IL12A;FCGR2A;HLA-DOB;TLR2;HLA-DRB4;ITGA4;IFNGR1;HLA-DMB;CYBA;MAPK11;MARCKSL1;EEF1A2;NFKBIA,0.05923476900984671,0.4177610024904979,24/29,FOS;NFKBIB;ITGAM;NCF4;HLA-DRB3;JAK2;IL10;HLA-DRB1;IFNGR2;IL12A;FCGR2A;HLA-DOB;TLR2;IL1B;ITGA4;IFNGR1;HLA-DMB;CYBA;MAPK11;MARCKSL1;EEF1A2;TGFB1;IL12B;NFKBIA,29
Leukocyte transendothelial migration,0.7087014889866821,0.9999978724542887,24/41,MYL2;THY1;CTNND1;ITGAM;CLDN10;NCF4;CLDN2;MYLPF;RHOH;ICAM1;PLCG2;MYL7;GNAI3;GNAI1;CLDN7;PRKCG;ITGA4;CLDN23;CYBA;MAPK11;SIPA1;MMP9;CLDN15;RASSF5,0.8673456363528318,0.9999999908549448,25/41,MYL2;CTNNA3;CLDN6;CTNND1;ITGAM;PIK3CA;CLDN4;NCF4;RHOH;ICAM1;PLCG2;MYL7;CDH5;GNAI3;GNAI1;PRKCG;ITGA4;CLDN23;PIK3CB;CYBA;MAPK11;SIPA1;MMP9;CLDN15;RASSF5,41
Linoleic acid metabolism,0.9233800854418452,0.9999978724542887,7/15,CYP3A4;PLA2G12A;CYP2J2;PLA2G1B;PLA2G2A;PLA2G4A;PLA2G10,0.9937099170702242,0.9999999908549448,6/15,PLA2G4F;PLA2G6;CYP2J2;PLA2G2A;PLA2G4A;PLA2G10,15
Lipid and atherosclerosis,0.9279264945239223,0.9999978724542887,45/83,FOS;AKT3;MAP2K4;CCL2;CCL5;MAP2K6;SELE;CALML6;CALML4;CYP2A6;DDIT3;NCF4;PPP3CC;JAK2;MMP1;IL18;NFE2L2;ICAM1;IFNA10;HSPA6;CAMK2D;BAD;CYP1A1;IKBKE;PYCARD;IL12A;IFNA8;CYP2J2;IRF3;TLR2;TRAF2;TANK;RXRB;TNFRSF1A;TICAM2;CYBA;MAP3K5;MAPK11;APOA1;MMP9;CD40LG;NLRP3;HSPA1L;ATF6;NFKBIA,0.8187616760395022,0.9999999908549448,53/83,SOD2;FOS;AKT3;MAP2K4;CCL2;IFNA14;IFNA2;MAP2K6;SELE;CCL5;IL12B;CALML6;PIK3CA;CYP2A6;RXRG;NCF4;PPP3CC;JAK2;IFNA21;MMP1;IL18;NFE2L2;ICAM1;LBP;HSPA6;NRAS;BAD;CYP1A1;EIF2AK3;IFNA6;IKBKE;IL12A;IFNA8;CYP2J2;IRF3;TLR2;TRAF2;IL1B;TANK;RXRB;TNFRSF1A;PIK3CB;NOX1;MAP3K5;MAPK11;CYBA;MMP9;IKBKG;CD40LG;NLRP3;HSPA1L;ATF6;NFKBIA,83
Long-term depression,0.9384092834852147,0.9999978724542887,11/23,PRKCG;RAF1;MAP2K2;ITPR3;ARAF;BRAF;GNAI3;GNAI1;PLA2G4A;MAP2K1;GRIA1,0.5310268951452024,0.9952112440483513,16/23,PRKCG;PLA2G4F;RAF1;MAP2K2;ITPR3;ARAF;BRAF;GNAI3;GNAQ;GNAI1;GRID2;PLA2G4A;MAP2K1;GRIA1;GUCY1A2;NRAS,23
Long-term potentiation,0.642524001869578,0.9999978724542887,15/25,CAMK2D;PRKCG;RAF1;MAP2K2;ITPR3;ARAF;GRIA1;PPP3CC;BRAF;RPS6KA2;MAP2K1;CAMK4;RPS6KA6;CALML6;CALML4,0.9287745657155169,0.9999999908549448,14/25,PRKCG;RAF1;MAP2K2;ITPR3;ARAF;GRIA1;PPP3CC;BRAF;GNAQ;RPS6KA2;MAP2K1;RPS6KA6;CALML6;NRAS,25
Longevity regulating pathway,0.5880428676700606,0.9999978724542887,22/36,PRKAB1;EIF4E2;AKT3;CREB3L1;RPS6KB2;EIF4EBP1;TSC1;HDAC1;RB1CC1;CAMK4;CREB3;SESN3;INS;HSPA6;ADCY4;IRS1;CLPB;PRKAG1;CRYAB;CREB3L4;PRKAA1;HSPA1L,0.35947375176105295,0.9046042263052287,26/36,PRKAB1;EIF4E2;SOD2;KL;AKT3;RPS6KB2;EIF4EBP1;HDAC2;TSC1;HDAC1;RB1CC1;PIK3CA;SIRT1;INS;IRS4;HSPA6;ADCY4;NRAS;IRS1;CLPB;PRKAG1;CRYAB;CREB3L4;PRKAA1;PIK3CB;HSPA1L,36
Phosphatidylinositol signaling system,0.6149847267189181,0.9999978724542887,23/38,SACM1L;ITPR3;INPPL1;MTMR7;INPP4A;PIK3C3;CALML6;CALML4;PIP5K1B;DGKH;PI4K2B;PLCD4;PLCG2;MTMR3;IPMK;PIK3C2A;IMPA2;DGKQ;PIK3C2B;DGKB;DGKI;PRKCG;ITPKB,0.9300829174503474,0.9999999908549448,22/38,ITPR3;INPPL1;MTMR7;INPP4A;CALML6;IPPK;PIK3CA;PIP5K1B;DGKH;PI4K2B;PLCD4;PLCG2;MTMR3;PIK3C2A;IMPA2;DGKQ;PIK3C2B;DGKB;PRKCG;PIK3CB;PLCD3;ITPKB,38
Phospholipase D signaling pathway,0.6406459385035759,0.9999978724542887,27/45,RAF1;AKT3;PLD2;SHC3;FCER1A;TSC1;GRM6;PIK3CG;PIP5K1B;DGKH;SYK;PLA2G4A;INS;PLCG2;ADCY4;AGT;DGKQ;RRAS2;DGKB;SPHK2;DGKI;MAP2K2;AGPAT1;GRM4;MAP2K1;AVP;DNM3,0.3873713859501467,0.9046042263052287,32/45,RAF1;AKT3;PLD2;SHC3;FCER1A;TSC1;GRM6;PIK3CA;PIK3CG;PLA2G4F;PIP5K1B;GRM3;DGKH;SYK;PLA2G4A;INS;PLCG2;ADCY4;AGT;NRAS;EGF;DGKQ;RRAS2;DGKB;CYTH3;SPHK2;MAP2K2;GRM4;PIK3CB;MAP2K1;AVP;DNM3,45
Platelet activation,0.9325709406977407,0.9999978724542887,21/41,AKT3;ITPR3;F2RL3;P2RY12;PIK3CG;SNAP23;SYK;PLA2G4A;PLCG2;ADCY4;GP9;LCP2;STIM1;GNAI3;GNAI1;FCGR2A;MYLK2;GP1BB;MAPK11;BTK;VAMP8,0.5522996516348684,0.9999999908549448,28/41,AKT3;ITPR3;F2RL3;GNAQ;P2RY12;GP5;PIK3CA;PIK3CG;PLA2G4F;SNAP23;SYK;PLA2G4A;GP1BA;PLCG2;ADCY4;GP9;LCP2;STIM1;GNAI3;GNAI1;FCGR2A;MYLK2;GUCY1A2;GP1BB;PIK3CB;MAPK11;BTK;VAMP8,41
Porphyrin and chlorophyll metabolism,0.7134274129739884,0.9999978724542887,11/19,UROS;CP;CPOX;FECH;BLVRA;BLVRB;ALAD;UGT2A3;UROD;FXN;UGT1A8,0.9947429470384629,0.9999999908549448,8/19,UROS;CP;CPOX;FECH;ALAD;UGT2A1;UROD;FXN,19
Primary bile acid biosynthesis,0.9932440254314963,0.9999978724542887,5/15,SLC27A5;SCP2;ACOX2;CYP46A1;CH25H,0.9759719767072241,0.9999999908549448,7/15,CYP7A1;CYP27A1;SLC27A5;AKR1C4;SCP2;ACOX2;CYP46A1,15
Primary immunodeficiency,0.6462462015156802,0.9999978724542887,12/20,IL7R;TAP2;ICOS;RAG2;TNFRSF13B;CD40LG;BLNK;BTK;CD8A;TAP1;IL2RG;AICDA,0.33846730933421293,0.9046042263052287,15/20,IL7R;TAP2;ICOS;RAG2;CD40LG;BLNK;BTK;CD8A;IKBKG;CD4;TAP1;IL2RG;TNFRSF13C;RFXAP;CD8B,20
Prion disease,0.20840569924382596,0.9999978724542887,76/116,NCAM2;PSMD7;ITPR3;PSMA5;NDUFAB1;COX7C;RYR2;COX7A1;CACNA1F;CREB3L1;NDUFA4L2;C9;PSMD8;TUBB8;COX8A;TUBA1A;CCL5;COX6C;PSMD4;PSMD2;UQCRC2;PSMD11;COX7A2;PSMD14;TUBA8;DDIT3;GRIN3A;NDUFA8;PPP3CC;CREB3;NCF4;NOTCH1;KIF5B;EGR1;NDUFC1;NDUFS3;PSMA2;NDUFA13;HSPA6;PPIF;BAD;TUBB2A;CYC1;PSMB3;NDUFB3;TUBAL3;COX5B;NDUFA7;PSMC3;PSMB4;SDHB;UQCRQ;PSMC5;CREB3L4;NDUFS6;NDUFB10;COX7B;NDUFA3;NDUFS8;UQCRC1;NDUFB5;NDUFB8;KIF5A;CYBA;MAPK11;NDUFB11;COX6B1;TUBA3C;NDUFB1;COX7B2;NDUFA11;PSMD6;HSPA1L;PSMA4;RYR3;SLC25A31,0.22817522571222554,0.7839866729599544,83/116,ITPR3;PSMA5;PSMB6;PSMD2;TUBA1B;NDUFA8;NDUFB4;EGR1;NDUFS3;PSMA2;BAD;EIF2AK3;NDUFA7;PSMC3;PSMB4;UQCRQ;PSMC5;CREB3L4;UQCRC1;NDUFAB1;COX7C;RYR2;UQCRC2;COX7A2;PIK3CA;TUBA8;GRIN3A;PPP3CC;COX6A2;NDUFS5;NDUFC1;NDUFS4;NDUFA13;HSPA6;PPIF;PSMB3;NDUFA3;MAPK11;HSPA1L;RYR3;KLC2;PSMD7;COX7A1;NDUFV2;NDUFA4L2;PSMD8;TUBB8;NDUFA12;NOTCH1;CACNA1B;CYC1;NDUFS6;NDUFB2;KLC3;COX6A1;NDUFB5;PIK3CB;PSMA8;COX6B1;TUBA3C;PSMD6;COX5B;COX8A;TUBA1A;CCL5;COX6C;PSMD4;PSMD14;NCF4;TUBB2A;NDUFB3;IL1B;NDUFB10;COX7B;NDUFS8;NDUFB8;KIF5A;CYBA;NDUFB11;NDUFB1;NDUFA11;NCAM2;PSMA4,116
Progesterone-mediated oocyte maturation,0.2774765885333844,0.9999978724542887,25/37,RAF1;AKT3;ANAPC10;CPEB1;MAP2K1;BUB1;ARAF;CDC26;INS;ADCY4;CCNA2;CCNB3;GNAI3;GNAI1;KIF22;ANAPC2;ANAPC11;MAPK11;PDE3B;BRAF;CDC16;CDC23;RPS6KA2;CCNB2;RPS6KA6,0.11424003594100576,0.588775569849799,29/37,RAF1;AKT3;ANAPC10;CPEB1;MAP2K1;PIK3CA;BUB1;ARAF;INS;ADCY4;CDC27;CCNA2;CCNB3;GNAI3;GNAI1;KIF22;ANAPC2;ANAPC11;ANAPC13;PIK3CB;MAPK11;PDE3B;BRAF;CDC16;PGR;CDC23;RPS6KA2;CCNB2;RPS6KA6,37
Pathogenic Escherichia coli infection,0.7809066943439488,0.9999978724542887,38/66,FOS;TUBA1A;TLR5;TUBB8;GAPDH;ARPC1B;HCLS1;TUBA8;NCKAP1;CLDN10;RPS3;CLDN2;IL18;SEC24A;ARPC3;MYO5C;TUBB2A;ARPC5L;TUBAL3;PYCARD;FCGR2A;NCK1;ARPC5;TRAF2;CLDN7;BAIAP2L1;SEC24C;ARHGEF2;TNFRSF1A;CLDN23;ARPC2;MAPK11;RIPK1;TUBA3C;CLDN15;NCKAP1L;NLRP3;NFKBIA,0.8718837055381006,0.9999999908549448,41/66,FOS;TUBA1A;TLR5;NFKBIB;TUBB8;GAPDH;CLDN6;HCLS1;TUBA8;TUBA1B;NCKAP1;RPS3;CLDN4;WASL;ARPC1A;IL18;ARPC3;MYO5C;TUBB2A;ARPC5L;SEC24B;BAK1;SEC24D;CYTH3;FCGR2A;MYO1E;TRAF2;IL1B;BAIAP2L1;SEC24C;ARHGEF2;TNFRSF1A;CLDN23;MAPK11;RIPK1;IKBKG;TUBA3C;CLDN15;NCKAP1L;NLRP3;NFKBIA,66
Pathways in cancer,0.9214257215259579,0.9999978724542887,119/209,DAPK2;RAF1;AKT3;LRP5;GSTA4;LAMC3;RASGRP3;MSH2;IL23R;CALML4;COL4A4;MMP1;GADD45G;GSTA2;ADCY4;AGT;BAD;GSTA5;LAMA2;MAP2K2;IFNGR1;RUNX1T1;SMO;RASSF5;MAP2K1;NOTCH3;E2F1;GNG3;BRCA2;NFKBIA;RPS6KB2;HDAC1;CCNE1;PTGER1;ZBTB17;ARAF;CKS2;CUL2;JAK2;ALK;DDB2;GNG5;FGFR2;LAMB1;GNAI3;IFNA8;GNAI1;BIRC2;FGF6;FH;GNG12;PTGER2;GSTO2;PRKCG;COL4A2;COL4A5;STAT2;CTBP2;GSTA3;IL2RB;FOS;PLD2;JAG1;TCF7L1;BDKRB2;PLEKHG5;EDN1;NOTCH1;GLI3;FZD9;FRAT2;GLI1;NFE2L2;IFNA10;IL2RG;E2F3;WNT5B;GNG8;FZD3;IL12A;FRAT1;NOTCH2;IL7;TRAF2;CSF1R;FZD2;KIF7;BRAF;FGF22;F2RL3;FZD8;EGLN2;CALML6;JAG2;GADD45A;FGF10;CCNE2;GSTM2;FZD10;STAT6;LAMB2;PLCG2;WNT5A;CAMK2D;IL7R;CCNA2;IFNGR2;RBX1;BMP2;LAMA3;RXRB;PML;ITGA6;HEYL;FGF3;LAMB4;MMP9;FGF17;HEY1,0.1609701832144344,0.6549011843093608,149/209,DAPK2;RAF1;AKT3;LRP5;GSTA4;LAMC3;RASGRP3;MSH2;FGF21;IL23R;MGST3;COL4A4;IFNA21;MMP1;GADD45G;GSTA2;WNT9A;ADCY4;AGT;BAD;EGF;WNT10B;BAK1;LAMA2;FGF23;MAP2K2;IFNGR1;RUNX1T1;SMO;SLC2A1;TGFB1;RASSF5;MAP2K1;GNG13;NOTCH3;E2F1;GNG3;BRCA2;NFKBIA;IFNAR1;RPS6KB2;GNAQ;COL4A3;HDAC1;CCNE1;GSTP1;PIK3CA;ZBTB17;ARAF;CKS2;CUL2;JAK2;ALK;DDB2;DAPK3;FGFR2;GNAI3;IFNA8;GNAI1;BIRC2;FH;GNG12;PTGER2;GSTO2;PRKCG;WNT8A;COL4A2;STAT2;IKBKG;CTBP2;GSTA3;IL2RB;FOS;TXNRD2;PLD2;IFNA14;JAG1;CTNNA3;TCF7L1;BDKRB2;WNT3A;PLEKHG5;RXRG;EDN1;GSTM1;NOTCH1;GLI3;FZD9;FRAT2;GLI1;FGF8;NFE2L2;IL2RG;E2F3;IFNA6;WNT5B;GNG8;IL12A;FRAT1;NOTCH2;IL7;TRAF2;FGF4;WNT2B;IL23A;CSF1R;FZD2;PIK3CB;KIF7;BRAF;GNGT2;TCF7L2;IL12B;WNT7A;FGF22;WNT8B;LAMA5;F2RL3;FZD8;IFNA2;HDAC2;CALML6;JAG2;PTCH2;GADD45A;FGF10;GSTM2;FZD10;STAT6;CSF3R;LAMB2;PLCG2;WNT5A;HHIP;NRAS;IL7R;CCNA2;IFNGR2;RBX1;CSF2RB;LAMA3;RXRB;ITGA6;HEYL;FGF3;LAMB4;MMP9;FGF17;HEY1,209
Pathways of neurodegeneration,0.1460147631944768,0.9999978724542887,128/196,RAF1;CAPN2;ITPR3;LRP5;PSMA5;DNAL4;MAP2K6;PSMD2;PIK3C3;RB1CC1;CALML4;DKK1;NDUFA8;ATXN2;NDUFS3;PSMA2;SPTBN2;BAD;GPX6;NDUFA7;PSMC3;PSMB4;SLC6A3;UQCRQ;PSMC5;GRIA1;C9ORF72;TANK;UQCRC1;MAP2K2;TNFRSF1A;CDK5R1;MAP2K1;ATF6;SLC25A31;DNAL1;NDUFAB1;WDR41;COX7C;RYR2;UBA7;PSMD11;UQCRC2;COX7A2;TUBA8;DDIT3;GABARAP;ARAF;PPP3CC;TRAP1;NDUFC1;NDUFA13;PPIF;DNAH2;SNCAIP;PSMB3;CAPN1;ULK2;NDUFA3;PRKCG;TNFRSF1B;MAPK11;COX7B2;PIK3R4;GPX2;DCTN2;RYR3;SQSTM1;PSMD7;COX7A1;CACNA1F;NDUFA4L2;PSMD8;TUBB8;GPX3;SNCA;HTRA2;KIF5B;FZD9;FRAT2;CYC1;WNT5B;ATP2A1;TUBAL3;FZD3;FRAT1;TRAF2;NDUFS6;NDUFB5;FUS;FZD2;MAP3K5;BRAF;DCTN5;COX6B1;TUBA3C;PSMD6;DNALI1;GPX5;COX5B;COX8A;FZD8;TUBA1A;FIG4;COX6C;PSMD4;CALML6;PSMD14;ACTR1B;FZD10;UBA52;WNT5A;CAMK2D;TUBB2A;NDUFB3;DNAH9;SDHB;NDUFB10;COX7B;DAXX;NDUFS8;PRPH;NDUFB8;KIF5A;NDUFB11;NDUFB1;NDUFA11;PSMA4,0.007433697909305408,0.13998826440693013,149/196,RAF1;ITPR3;LRP5;PSMA5;DNAL4;MAP2K6;PSMB6;PSMD2;RB1CC1;NRBF2;TUBA1B;DKK1;NDUFA8;NDUFB4;ATXN2;NDUFS3;PSMA2;WNT9A;SPTBN2;BAD;EIF2AK3;GPX6;WNT10B;BAK1;NDUFA7;PSMC3;PSMB4;SLC6A3;UQCRQ;CSNK1A1L;PSMC5;GRIA1;C9ORF72;TANK;UQCRC1;MAP2K2;TNFRSF1A;CDK5R1;GPX1;MAP2K1;SMCR8;ATF6;DNAL1;NDUFAB1;WDR41;COX7C;RYR2;GNAQ;UBA7;DKK4;UQCRC2;COX7A2;TUBA8;GABARAP;ARAF;COX6A2;PPP3CC;NDUFS5;TRAP1;NDUFC1;NDUFS4;NDUFA13;PPIF;DNAH2;SNCAIP;PSMB3;CAPN1;ULK2;NDUFA3;PRKCG;WNT8A;UBE2L6;TNFRSF1B;MAPK11;DCTN2;PIK3R4;GPX2;DNAI1;RYR3;WIPI1;KLC2;PSMD7;SQSTM1;COX7A1;NDUFV2;NDUFA4L2;PSMD8;TUBB8;NDUFA12;WNT3A;GPX3;SNCA;FZD9;FRAT2;CACNA1B;CYC1;WNT5B;ATP2A1;FRAT1;TRAF2;NDUFS6;NDUFB2;KLC3;WNT2B;COX6A1;NDUFB5;UBE2J1;FUS;NOX1;FZD2;MAP3K5;BRAF;PSMA8;DCTN5;COX6B1;TUBA3C;PSMD6;WNT7A;DNALI1;WNT8B;COX5B;COX8A;FZD8;TUBA1A;FIG4;COX6C;PSMD4;CALML6;PSMD14;FZD10;UBA52;WNT5A;NRAS;TUBB2A;NDUFB3;CHRM1;DNAH9;IL1B;NDUFB10;COX7B;DAXX;NDUFS8;PRPH;NDUFB8;KIF5A;NDUFB11;NDUFB1;NDUFA11;PSMA4,196
Pentose phosphate pathway,0.11613386290848705,0.9999978724542887,14/18,DERA;PGM2;FBP1;PFKM;GPI;G6PD;PGM1;TKTL2;TKT;RPIA;ALDOC;PRPS1L1;RBKS;FBP2,0.04090562655475906,0.3420196777776907,16/18,DERA;PGM2;FBP1;PFKM;GPI;G6PD;FBP2;TKTL2;TKT;RPIA;ALDOC;PRPS1L1;GLYCTK;TKTL1;RBKS;PFKP,18
Peroxisome,0.46744240535519516,0.9999978724542887,34/54,HMGCLL1;PECR;ACOX3;PEX13;PEX3;ACOX2;CROT;ACSL6;PEX11G;SLC27A2;DHRS4;PIPOX;PEX16;EHHADH;HAO1;XDH;PHYH;PEX11A;ABCD1;ACSL5;SCP2;HAO2;PXMP4;PXMP2;EPHX2;HMGCL;ACSL4;CRAT;GSTK1;PEX1;PAOX;HACL1;PEX14;DECR2,0.20484504308553061,0.7319796206256295,40/54,SOD2;HMGCLL1;PECR;ACOX3;PEX13;PEX10;PEX6;ACOX2;CROT;ACSL6;PEX11G;SLC27A2;DHRS4;DAO;PIPOX;GNPAT;PEX16;EHHADH;DECR2;XDH;PEX11A;ABCD1;AGXT;ACSL5;MVK;SCP2;HAO2;PXMP4;PXMP2;EPHX2;HMGCL;ACSL4;CRAT;GSTK1;PEX12;PEX1;PAOX;HACL1;PEX14;SLC25A17,54
Pertussis,0.9698565202541751,0.9999978724542887,16/34,FOS;IRF1;PYCARD;TICAM2;MAPK11;IRF8;ITGAM;IL12A;C1R;GNAI3;GNAI1;IRF3;NLRP3;CALML6;CALML4;C4B,0.977485103208315,0.9999999908549448,18/34,FOS;IL23A;IRF1;MAPK11;IRF8;IL12A;GNAI3;IL12B;C4BPA;IL10;GNAI1;IRF3;NOD1;IL1B;NLRP3;CALML6;ITGAM;C4B,34
Phagosome,0.14345836977296514,0.9999978724542887,42/61,ATP6V0E2;STX12;TUBA1A;TUBB8;ATP6V1E1;PIK3C3;TAP1;ITGAM;RAB5B;ITGB5;TUBA8;NCF4;CALR;HLA-DRB3;C1R;ATP6V1B1;HLA-DRB1;ATP6V1D;TUBB2A;TUBAL3;ATP6V1G2;SEC61A1;ATP6V1B2;ATP6V0A2;ATP6V0D1;HLA-DOB;FCGR2A;TLR2;HLA-DRB4;TAP2;LAMP2;DYNC1H1;HLA-DMB;ATP6V1G3;CYBA;TFRC;COLEC12;MSR1;STX7;TUBA3C;MARCO;TCIRG1,0.38816972397425864,0.9046042263052287,43/61,ATP6V0E2;STX12;TUBA1A;TUBB8;SFTPD;ATP6V1E1;TAP1;RAB5B;ITGAM;ITGB5;TUBA8;TUBA1B;ATP6V1G1;NCF4;CALR;HLA-DRB3;CLEC7A;ATP6V1B1;HLA-DRB1;ATP6V1D;TUBB2A;THBS4;ATP6V1G2;SEC61A1;ATP6V1B2;ATP6V0A2;ATP6V0D1;HLA-DOB;FCGR2A;TLR2;TAP2;LAMP2;DYNC1H1;HLA-DMB;ATP6V1G3;ATP6V1F;CYBA;TFRC;COLEC12;MSR1;STX7;TUBA3C;MARCO,61
Oxidative phosphorylation,0.12307342425363907,0.9999978724542887,43/62,ATP6V0E2;COX5B;NDUFAB1;COX7C;COX7A1;COX8A;NDUFA4L2;COX6C;UQCRC2;ATP6V1E1;COX7A2;PPA1;NDUFA8;NDUFC1;NDUFS3;NDUFA13;ATP6V1B1;ATP6V1D;CYC1;NDUFB3;ATP6V1G2;NDUFA7;ATP6V1B2;ATP6V0A2;ATP6V0D1;SDHB;UQCRQ;NDUFS6;NDUFB10;COX7B;COX17;NDUFA3;NDUFS8;UQCRC1;NDUFB5;ATP6V1G3;NDUFB8;NDUFB11;COX6B1;NDUFB1;COX7B2;TCIRG1;NDUFA11,0.00844372106710114,0.13998826440693013,51/62,ATP6V0E2;NDUFAB1;NDUFV2;COX7C;COX7A1;COX5B;COX8A;NDUFA4L2;NDUFA12;COX6C;UQCRC2;ATP6V1E1;COX7A2;ATP6V1G1;PPA1;NDUFA8;COX6A2;NDUFB4;NDUFS5;NDUFC1;NDUFS3;NDUFS4;NDUFA13;ATP12A;ATP6V1B1;ATP6V1D;CYC1;NDUFB3;ATP6V1G2;NDUFA7;ATP6V1B2;ATP6V0A2;ATP6V0D1;UQCRQ;NDUFS6;NDUFB10;NDUFB2;COX7B;NDUFA3;COX17;NDUFS8;UQCRC1;COX6A1;NDUFB5;ATP6V1G3;ATP6V1F;NDUFB8;NDUFB11;COX6B1;NDUFB1;NDUFA11,62
Oxytocin signaling pathway,0.3833960161508252,0.9999978724542887,41/64,PRKAB1;FOS;RAF1;ITPR3;NFATC4;RYR2;CACNA1F;CACNG5;CACNA2D4;CACNG8;RGS2;KCNJ6;CACNG6;NPPA;CAMK4;CACNB4;CALML6;CALML4;PIK3CG;KCNJ3;PPP3CC;CAMK1D;PLA2G4A;ADCY4;CAMK2D;GNAI3;GNAI1;PRKAG1;KCNJ14;PPP1R12C;MYLK2;PRKAA1;CACNG1;PRKCG;MAP2K2;CACNG3;EEF2;CACNG2;CACNG4;MAP2K1;RYR3,0.6061109850637931,0.9999999908549448,43/64,PRKAB1;FOS;RAF1;ITPR3;NFATC4;RYR2;CACNA2D4;CACNG5;RGS2;GNAQ;KCNJ6;CACNG6;NPPA;CACNB4;CALML6;CACNG7;MYL6B;PIK3CG;PLA2G4F;KCNJ3;PPP3CC;CD38;PLA2G4A;ADCY4;NRAS;GNAI3;GNAI1;PRKAG1;KCNJ14;PPP1R12C;MYLK2;PRKAA1;GUCY1A2;CACNG1;PRKCG;MAP2K2;CACNG3;EEF2;KCNJ9;CACNG2;CACNG4;MAP2K1;RYR3,64
