set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
translation (GO:0006412),9.099531903780336e-05,68/84,DARS2;PPA1;IGF2BP3;RPS16;EEF2;GSPT2;MRPS16;RARS2;SRBD1;FTSJ1;NDUFA7;MARS2;RPS6KB2;RPS18;RPS12;EEF1A2;MRPS36;MRPL11;IGHMBP2;MRPL51;MRPL27;TUFM;EEFSEC;MRPS34;RPS21;MRPS2;SARS2;N6AMT1;DRG1;ETF1;MRPS18B;MRPS17;MRPS18C;ASMT;MRPL9;RPS3;RPL35A;RPL22L1;MRPL37;MRPS14;FARS2;MRPL28;ZAR1;EEF1E1;FARSA;MRPL36;UBA52;MRPL13;RPL7;RPS20;MRRF;RPL36;YARS2;RPS9;EIF4G1;WARS2;MRPL16;RPL8;MRPL23;ZC3H15;RPS23;MRPS33;LARS2;IARS2;MRPS24;TSFM;DRG2;MRPS7,2.0515993763892183e-05,72/84,RPL26;DARS2;PPA1;COPS5;IGF2BP3;RPS16;EEF2;GSPT2;MRPS16;RARS2;SRBD1;FTSJ1;NDUFA7;MARS2;RPS18;RPS12;EEF1A2;MRPS36;MRPL11;MRPS28;IGHMBP2;MRPL51;MRPL27;TUFM;EEFSEC;MRPS34;RPS21;MRPS2;SARS2;N6AMT1;MRPL43;DRG1;ETF1;MRPS18B;RPL3L;MRPS18C;MRPS17;MRPL9;RPS3;RPL35A;RPL22L1;MRPL37;MRPS14;FARS2;MRPL28;ZAR1;EEF1E1;FARSA;MRPL36;UBA52;MRPL13;RPL7;RPS20;MRRF;RPL11;YARS2;RPL36;RPS9;EIF4G1;MRPL16;RPL8;MRPL23;MRPL32;ZC3H15;RPS23;MRPS33;LARS2;IARS2;MRPS24;TSFM;DRG2;MRPS7,84
translational termination (GO:0006415),0.00015776268239428958,48/57,MRPS25;MRPL15;MRPL44;MRPL14;GSPT2;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;MRPL51;MRPL27;MRPS35;MRPS34;MRPS2;MRPS9;N6AMT1;ETF1;MRPS18B;MRPS17;GADD45GIP1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRRF;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPS33;MRPL17;MRPS24;MRPL48;MRPS7;MRPS30,9.243449907122287e-07,53/57,MRPS25;MRPL15;MRPL44;MRPL14;GSPT2;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;MRPS28;MRPL51;MRPL27;MRPS35;MRPS34;MRPS2;MRPS9;N6AMT1;MRPL43;ETF1;MRPS18B;GADD45GIP1;MRPS17;MRPS18C;ERAL1;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRPS31;MRRF;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPL32;MRPS33;MRPL17;MRPS24;MRPL48;MRPS7;MRPS30,57
cellular macromolecule biosynthetic process (GO:0034645),0.00018696177442691984,98/128,BLM;GSPT2;MRPS16;FUT9;NT5M;BARD1;RPS12;PTH;MRPL11;FAM111B;EXT1;RBMS1;DRG1;TOP1;RFC2;MRPS18C;RPL35A;MRPL37;MRPL28;ZAR1;HUS1;TIPIN;RECQL4;PPP5C;MRPS33;E2F1;TSFM;RPA3;MRPS7;POLR2B;RPS16;RAD1;BCL3;NR4A2;POLR2E;RPS6KB2;EEF1A2;IGHMBP2;RFC5;RPS3;RPA1;RECQL5;PWP1;MRPL36;RPA4;YARS2;CLSPN;RPL8;GRWD1;CHEK1;TOPBP1;POLR2F;TOP1MT;POLA1;IGF2BP3;UPF1;EEF2;SRBD1;RPS18;HOXD3;MRPL27;MRPS18B;THAP1;POLR2G;RPL7;MRPL13;TYMS;RPS20;RPL36;WRN;EIF4G1;MRPL23;POLR2J;CDC6;POLE2;RMI1;POLR2C;MRPS36;POLA2;TUFM;NKX2-8;EEFSEC;EPC1;MRPL51;RPS21;MRPS17;BRIP1;ASMT;POLR2I;MRPL9;MRPS14;GOLPH3;MRRF;RPS9;RPS23;ATR;POLR2H;RNASEH2A,0.0001067850665833174,103/128,BLM;GSPT2;MRPS16;NT5M;BARD1;RPS12;MRPL11;FAM111B;RBMS1;DRG1;TOP1;MRPL43;RFC2;MRPS18C;A4GNT;RPL35A;MRPL37;MRPL28;ZAR1;HUS1;RPL11;TIPIN;RECQL4;PPP5C;MRPS33;E2F1;TSFM;RPA3;MRPS7;POLR2B;COPS5;RPS16;RAD1;BCL3;NR4A2;POLR2E;EEF1A2;IGHMBP2;NFKBIB;RFC5;RPS3;RPA1;RECQL5;GAL3ST2;PWP1;MRPL36;YARS2;CLSPN;RPL8;GRWD1;CHEK1;TOPBP1;POLR2F;TOP1MT;GAL3ST4;POLA1;IGF2BP3;UPF1;EEF2;ST3GAL2;SRBD1;RPS18;HOXD3;MRPL27;MRPS18B;RPL3L;POLR2G;TAF1B;RPL7;MRPL13;TYMS;RPS20;RPL36;WRN;EIF4G1;INHA;MRPL23;POLR2J;CDC6;POLE2;RPL26;RMI1;POLR2C;MRPS36;POLA2;TUFM;EPC1;EEFSEC;MRPL51;RPS21;MRPS17;BRIP1;POLR2I;MRPL9;MRPS14;GOLPH3;MRRF;RPS9;MRPL32;RPS23;ATR;POLR2H;RNASEH2A,128
translational elongation (GO:0006414),0.0001974108797361148,50/60,MRPS25;MRPL15;MRPL44;MRPL14;EEF2;MRPS16;MRPL54;MRPS23;MRPL50;EEF1A2;MRPS36;MRPL11;TUFM;MRPL27;MRPL51;MRPS35;EEFSEC;MRPS34;MRPS2;MRPS9;MRPS17;MRPS18B;GADD45GIP1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;ZNF598;MRPL36;MRPL13;OXA1L;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPS33;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,1.951613280529142e-06,55/60,MRPS25;MRPL15;MRPL44;MRPL14;EEF2;MRPS16;MRPL54;MRPS23;MRPL50;EEF1A2;MRPS36;MRPL11;MRPS28;TUFM;MRPL27;MRPL51;MRPS35;EEFSEC;MRPS34;MRPS2;MRPS9;MRPL43;MRPS18B;MRPS17;GADD45GIP1;ERAL1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;ZNF598;MRPL36;MRPL13;OXA1L;MRPS31;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPL32;MRPS33;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,60
regulation of posttranscriptional gene silencing (GO:0060147),0.00020671477639098857,22/23,NUP37;NUP133;NUP214;NUP107;POLR2E;POLR2C;POLR2I;POLR2G;RAE1;NUP205;NUP62;IPO8;NUP35;NUP85;EIF4G1;POLR2J;AAAS;NUP98;POLR2H;POLR2F;NUP54;POLR2B,0.004563324798627155,21/23,NUP37;NUP133;NUP214;NUP107;POLR2E;POLR2C;POLR2I;POLR2G;RAE1;NUP205;NUP62;NUP35;NUP85;EIF4G1;POLR2J;AAAS;NUP98;POLR2H;POLR2F;NUP54;POLR2B,23
regulation of gene silencing by RNA (GO:0060966),0.00020671477639098857,22/23,NUP37;NUP133;NUP214;NUP107;POLR2E;POLR2C;POLR2I;POLR2G;RAE1;NUP205;NUP62;IPO8;NUP35;NUP85;EIF4G1;POLR2J;AAAS;NUP98;POLR2H;POLR2F;NUP54;POLR2B,0.004563324798627155,21/23,NUP37;NUP133;NUP214;NUP107;POLR2E;POLR2C;POLR2I;POLR2G;RAE1;NUP205;NUP62;NUP35;NUP85;EIF4G1;POLR2J;AAAS;NUP98;POLR2H;POLR2F;NUP54;POLR2B,23
mitochondrial translation (GO:0032543),0.0002404279900396769,52/63,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;RARS2;NDUFA7;MRPS23;MRPL50;MRPS36;MRPL11;TUFM;MRPL27;MRPL51;MRPS35;MRPS34;MRPS2;MRPS9;MRPS17;MRPS18B;GADD45GIP1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRRF;MRPS27;MRPL12;MRPL4;MTIF2;MRPL16;MRPS26;MRPL23;MRPS33;LARS2;IARS2;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,3.7029147045195998e-06,57/63,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;RARS2;NDUFA7;MRPS23;MRPL50;MRPS36;MRPL11;MRPS28;TUFM;MRPL27;MRPL51;MRPS35;MRPS34;MRPS2;MRPS9;MRPL43;MRPS18B;MRPS17;GADD45GIP1;ERAL1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRPS31;MRRF;MRPS27;MRPL12;MRPL4;MTIF2;MRPL16;MRPS26;MRPL23;MRPL32;MRPS33;LARS2;IARS2;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,63
DNA metabolic process (GO:0006259),0.00030312660024293584,87/113,TOP2A;ERCC5;BLM;PURA;BARD1;LONP1;XPC;TOP1;RFC2;NTHL1;LIG1;ALKBH1;RNASEH1;FBXO6;PARG;HUS1;XRCC2;BTG2;UBE2U;PNKP;MSH2;RECQL4;RPA3;GMNN;HELLS;RAD1;IGHMBP2;SMARCAD1;RFC5;SMUG1;THAP9;RPA1;DNASE1L3;SUPV3L1;DNASE1L2;RECQL5;RPA4;PSME4;TRIM28;CHEK1;TOPBP1;TOP1MT;POLH;ERCC4;POLA1;UPF1;NUDT15;DOT1L;KPNA2;TRRAP;REXO4;GTF2H1;DDX23;TREX2;GTF2H4;NEIL1;TOP3B;RAD18;ENDOG;FANCA;TYMS;WRN;GADD45A;PARP2;CDC6;POLE2;DDB2;GLRX2;CHRNA4;MBD4;TERF2IP;POLQ;FANCG;FANCC;POLA2;RAD51AP1;PARP1;NEIL3;NOC3L;UBA52;CHD1L;PRIM1;ATR;MGMT;DCLRE1B;UBE2T;RNASEH2A,4.382718956779917e-05,93/113,TOP2A;ERCC5;BLM;POLI;BARD1;LONP1;EID3;TOP1;RFC2;NTHL1;LIG1;ALKBH1;RNASEH1;FBXO6;PARG;HUS1;XRCC2;BTG2;PNKP;MSH2;RECQL4;RPA3;GMNN;HELLS;RAD1;POLB;DNTT;IGHMBP2;SMARCAD1;RFC5;INTS3;SMUG1;THAP9;RPA1;DNASE1L3;SUPV3L1;DNASE1L2;RECQL5;RAD21;PSME4;TRIM28;CHEK1;TOPBP1;TOP1MT;POLH;RTEL1;ERCC4;POLA1;UPF1;NUDT15;ERCC3;DOT1L;KPNA2;REXO4;GTF2H1;DDX23;TREX2;TCF7L2;NEIL1;TOP3B;RAD18;ENDOG;FANCA;TYMS;WRN;GADD45A;RAD52;GTF2H3;PARP2;CDC6;POLE2;DDB2;GLRX2;CHRNA4;MBD4;TERF2IP;POLQ;FANCG;FANCC;POLA2;RAD51AP1;PARP1;NEIL3;UVRAG;NOC3L;UBA52;CHD1L;PRIM1;ATR;MGMT;DCLRE1B;UBE2T;RNASEH2A,113
rRNA processing (GO:0006364),0.00032645898603411553,51/62,EXOSC4;PIH1D1;RIOK3;MDN1;RPS16;PWP2;IMP4;EXOSC9;UTP3;WDR46;TEX10;TFB1M;PDCD11;TBL3;RRP9;DDX49;DKC1;SART1;RCL1;HEATR1;WDR18;BOP1;MRPL1;LSM6;NVL;IMP3;RPL35A;NOC4L;LYAR;SRFBP1;UTP6;POP5;UBA52;EXOSC5;NAT10;EXOSC1;RPL7;MPHOSPH6;RPL36;RPS9;RIOK2;DDX27;RPL8;DHX37;BYSL;EXOSC2;NOL11;UTP18;RRP12;XRN2;WDR12,5.168256403833768e-06,56/62,EXOSC4;RPL26;RIOK3;PIH1D1;MDN1;RPS16;PWP2;IMP4;EXOSC9;UTP3;WDR46;PELP1;TEX10;TFB1M;PDCD11;TBL3;RRP9;DDX49;DKC1;SART1;RCL1;HEATR1;WDR18;BOP1;MRPL1;LSM6;IMP3;RPL35A;NOC4L;LYAR;FCF1;SRFBP1;UTP6;POP5;UBA52;EXOSC5;NAT10;EXOSC1;RPL7;MPHOSPH6;NOL9;RPL11;RPL36;RPS9;RIOK2;DDX27;WDR75;RPL8;DHX37;BYSL;EXOSC2;NOL11;UTP18;RRP12;XRN2;WDR12,62
mitochondrial translational termination (GO:0070126),0.0004145605647765576,45/54,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;MRPL51;MRPL27;MRPS35;MRPS34;MRPS2;MRPS9;MRPS17;MRPS18B;GADD45GIP1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRRF;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPS33;MRPL17;MRPS24;MRPL48;MRPS7;MRPS30,2.708585410327828e-06,50/54,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;MRPS28;MRPL51;MRPL27;MRPS35;MRPS34;MRPS2;MRPS9;MRPL43;MRPS18B;MRPS17;GADD45GIP1;ERAL1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRPS31;MRRF;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPL32;MRPS33;MRPL17;MRPS24;MRPL48;MRPS7;MRPS30,54
ribosome biogenesis (GO:0042254),0.0004466490998061222,55/68,EXOSC4;PIH1D1;MDN1;RPS16;PWP2;IMP4;EXOSC9;UTP3;WDR46;TEX10;TSC1;PDCD11;TBL3;RRP9;RRS1;DDX49;DKC1;RCL1;HEATR1;WDR18;BOP1;NVL;IMP3;LTV1;PAK1IP1;RPL35A;NOC4L;NIP7;LYAR;MRPL22;HEATR3;UTP6;POP5;UBA52;MRPL36;EXOSC5;EXOSC1;RPL7;DDX31;MPHOSPH6;RPL36;RPS9;RIOK2;DDX27;RPL8;DHX37;BYSL;EXOSC2;NOL11;GTF3A;UTP18;RRP12;XRN2;ZNF622;WDR12,5.3910963426741905e-05,59/68,EXOSC4;RPL26;PIH1D1;MDN1;RPS16;PWP2;IMP4;EXOSC9;UTP3;WDR46;PELP1;TEX10;TSC1;PDCD11;TBL3;RRP9;RRS1;DDX49;DKC1;RCL1;HEATR1;WDR18;BOP1;IMP3;LTV1;PAK1IP1;RPL35A;NOC4L;NIP7;LYAR;FCF1;MRPL22;UTP6;POP5;UBA52;MRPL36;EXOSC5;EXOSC1;RPL7;DDX31;MPHOSPH6;NOL9;RPL11;RPL36;RPS9;RIOK2;DDX27;WDR75;RPL8;DHX37;BYSL;EXOSC2;NOL11;GTF3A;UTP18;RRP12;XRN2;ZNF622;WDR12,68
DNA repair (GO:0006281),0.0005596393947793282,91/120,ERCC5;BLM;SMARCA5;BARD1;XPC;TRIP13;DCLRE1A;UBE2NL;RFC2;GTF2H5;LIG1;ALKBH1;FBXO6;HUS1;XRCC2;BTG2;UBE2U;PNKP;MSH2;UIMC1;RECQL4;PPP5C;RPA3;TNKS1BP1;RAD1;ASCC2;IGHMBP2;RNF168;CETN2;WDR48;PIAS4;RFC5;FANCF;MLH3;SMUG1;RPA1;RECQL5;APEX2;DDX1;RPA4;PSME4;TRIM28;CHEK1;TOPBP1;POLH;XRCC4;ACTR5;ERCC4;POLA1;UPF1;DOT1L;CDCA5;KPNA2;FANCB;TRRAP;REXO4;GTF2H1;GTF2H4;NEIL1;RAD18;FANCA;WRN;GADD45A;PARP2;RAD23A;ERCC6;POLE2;DDB2;CHRNA4;MBD4;EYA1;POLQ;FANCG;FANCC;EME1;SLC30A9;RAD51AP1;BRIP1;PARP1;NEIL3;NSMCE1;BRCA2;UBA52;CHD1L;POLN;ATR;MGMT;DCLRE1B;APTX;UBE2T;RNASEH2A,0.007923994947954477,91/120,ERCC5;BLM;SMARCA5;POLI;BARD1;EID3;TRIP13;DCLRE1A;UBE2NL;RFC2;GTF2H5;LIG1;ALKBH1;FBXO6;HUS1;XRCC2;BTG2;PNKP;MSH2;UIMC1;RECQL4;PPP5C;RPA3;RAD1;PRMT6;POLB;ASCC2;IGHMBP2;RNF168;CETN2;NEIL2;RFC5;INTS3;FANCF;MLH3;SMUG1;RPA1;RECQL5;APEX2;DDX1;RAD21;PSME4;TRIM28;CHEK1;TOPBP1;POLH;XRCC4;ERCC4;POLA1;UPF1;ERCC3;DOT1L;CDCA5;KPNA2;FANCB;REXO4;GTF2H1;NEIL1;RAD18;FANCA;WRN;GADD45A;RAD52;GTF2H3;PARP2;RAD23A;POLE2;DDB2;CHRNA4;MBD4;POLQ;FANCG;FANCC;EME1;SLC30A9;RAD51AP1;BRIP1;PARP1;NEIL3;UVRAG;NSMCE1;BRCA2;UBA52;CHD1L;ATR;MDC1;MGMT;DCLRE1B;APTX;UBE2T;RNASEH2A,120
tRNA aminoacylation for protein translation (GO:0006418),0.0006643898280370033,15/15,NARS2;PPA1;DARS2;WARS2;RARS2;FARS2;LARS2;EEF1E1;FARSA;SARS2;TARS2;IARS2;MARS2;AARS2;YARS2,0.17729646396125634,12/15,NARS2;PPA1;DARS2;RARS2;FARS2;LARS2;EEF1E1;FARSA;SARS2;IARS2;MARS2;YARS2,15
mitochondrial translational elongation (GO:0070125),0.0006830832757513568,46/56,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;TUFM;MRPL27;MRPL51;MRPS35;MRPS34;MRPS2;MRPS9;MRPS17;MRPS18B;GADD45GIP1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPS33;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,7.718031891197975e-06,51/56,MRPS25;MRPL15;MRPL44;MRPL14;MRPS16;MRPL54;MRPS23;MRPL50;MRPS36;MRPL11;MRPS28;TUFM;MRPL27;MRPL51;MRPS35;MRPS34;MRPS2;MRPS9;MRPL43;MRPS18B;MRPS17;GADD45GIP1;ERAL1;MRPS18C;MRPL1;CHCHD1;MRPL9;MRPL40;MRPS14;MRPL22;MRPL37;MRPL28;MRPS22;MRPL36;MRPL13;OXA1L;MRPS31;MRPS27;MRPL12;MRPL4;MRPL16;MRPS26;MRPL23;MRPL32;MRPS33;MRPL17;MRPS24;TSFM;MRPL48;MRPS7;MRPS30,56
gene expression (GO:0010467),0.000714392686877595,107/144,MRPL44;THOC2;NUP133;GSPT2;MRPS16;CPSF3;RPS12;NXT1;MRPL11;RBMS1;DRG1;MRPS18C;RPL35A;MRPL37;RAE1;MRPL28;ZAR1;CPSF1;MAGOH;PPP5C;MRPS33;AAAS;E2F1;DDX20;XRN2;MRPS7;POLR2B;APOBEC1;NUP37;RPS16;SLBP;BCL3;NUP214;NR4A2;POLR2E;RPS6KB2;EEF1A2;IGHMBP2;RPS3;NUP205;TASP1;SORL1;PWP1;MRPL36;NXF3;EIF4A3;YARS2;RPL8;RNASEL;NUP98;POLR2F;IGF2BP3;UPF1;THOC1;NUP107;SRBD1;NXF5;RPS18;THOC7;HOXD3;GALNT2;MRPL27;SYMPK;MRPS18B;SMG5;THAP1;POLR2G;DHX8;THOC3;RPL7;MRPL13;RPS20;RPL36;NUP35;NUP85;EIF4G1;PRPF4;MRPL23;POLR2J;ADARB2;DHX38;DNAJB11;POLR2C;MRPS36;MRPL51;NKX2-8;EPC1;DKC1;RPS21;MRPS17;RBM4;ASMT;POLR2I;MRPL9;MRPS14;GOLPH3;NUP62;MRRF;RPS9;RPS23;NOVA1;DDX19B;POLR2H;DUOXA2;THOC6;ELAVL4;NUP54,0.0003534306156519826,113/144,MRPL44;THOC2;NUP133;GSPT2;MRPS16;CPSF3;RPS12;NXT1;MRPL11;DUSP11;RBMS1;MRPL43;DRG1;MRPS18C;RPL35A;MRPL37;RAE1;MRPL28;ZAR1;NOL9;RPL11;MAGOH;PPP5C;MRPS33;AAAS;E2F1;DDX20;XRN2;MRPS7;POLR2B;COPS5;NUP37;RPS16;SLBP;BCL3;NUP214;NR4A2;POLR2E;EEF1A2;IGHMBP2;NFKBIB;DDX25;YTHDC1;RPS3;NUP205;TASP1;SORL1;PWP1;MRPL36;NXF3;EIF4A3;YARS2;RPL8;RNASEL;NUP98;POLR2F;IGF2BP3;RBMS2;THOC1;UPF1;NUP107;SRBD1;NXF5;RPS18;THOC7;HOXD3;GALNT2;MRPL27;SYMPK;MRPS18B;RPL3L;SMG5;POLR2G;TAF1B;DHX8;THOC3;RPL7;MRPL13;RPS20;RPL36;NUP35;NUP85;EIF4G1;PRPF4;MRPL23;POLR2J;DHX38;RPL26;DNAJB11;POLR2C;MRPS36;MRPL51;EPC1;DKC1;RPS21;MRPS17;RBM4;POLR2I;MRPL9;MRPS14;GOLPH3;NUP62;MRRF;RPS9;MRPL32;RPS23;NOVA1;DDX19B;POLR2H;DUOXA2;THOC6;ELAVL4;NUP54,144
mitotic spindle organization (GO:0007052),0.000776693893240339,43/52,DYNC1H1;NUP37;KIF18A;DLGAP5;NUP133;SMC3;NUP107;DCTN2;INCENP;CENPQ;BUB1;DYNLL2;PLK2;EFHC1;ERCC6L;KNTC1;AURKB;BUB1B;TAOK1;PMF1;CENPH;EML1;KIF4A;SPC24;DSN1;CENPK;CENPM;KIFC2;SPC25;TUBG1;ITGB3BP;CENPE;TTK;NUP85;CDCA8;CDC20;TPX2;AAAS;NEK6;NUP98;RCC1;KIF2C;CENPP,0.0004897484794383757,45/52,DYNC1H1;NUP37;KIF18A;RANGAP1;DLGAP5;NUP133;SMC3;NUP107;DCTN2;INCENP;CENPQ;BUB1;DYNLL2;PLK2;EFHC1;ERCC6L;KNTC1;TUBG2;AURKB;BUB1B;TAOK1;EML1;CENPH;KIF4A;SPC24;DSN1;CENPK;CENPM;KIFC2;SPC25;TUBG1;ITGB3BP;CENPE;TTK;NUP85;NSL1;CEP192;CDCA8;CDC20;TPX2;AAAS;NUP98;RCC1;KIF2C;CENPP,52
microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.0008746134056865657,40/48,DYNC1H1;NUP37;KIF18A;DLGAP5;NUP133;NUP107;DCTN2;INCENP;CENPQ;BUB1;DYNLL2;PLK2;EFHC1;ERCC6L;KNTC1;AURKB;BUB1B;TAOK1;PMF1;CENPH;TACC3;EML1;KIF4A;SPC24;DSN1;CENPK;CENPM;SPC25;TUBG1;ITGB3BP;CENPE;TTK;NUP85;CDCA8;CDC20;NEK6;NUP98;RCC1;KIF2C;CENPP,0.0015482549321701067,41/48,DYNC1H1;NUP37;KIF18A;RANGAP1;DLGAP5;NUP133;NUP107;DCTN2;INCENP;CENPQ;BUB1;DYNLL2;PLK2;EFHC1;ERCC6L;KNTC1;TUBG2;AURKB;BUB1B;TAOK1;EML1;CENPH;TACC3;KIF4A;SPC24;DSN1;CENPK;CENPM;SPC25;TUBG1;ITGB3BP;CENPE;TTK;NUP85;NSL1;CDCA8;CDC20;NUP98;RCC1;KIF2C;CENPP,48
nuclear-transcribed mRNA catabolic process (GO:0000956),0.0008746134056865657,40/48,EXOSC4;TNKS1BP1;PPP2R2A;RPS16;UPF1;GSPT2;EXOSC9;RPS18;CNOT10;RPS12;CNOT3;LSM1;RPS21;CNOT1;PAN3;PNLDC1;ETF1;SMG5;CNOT8;PNRC2;RC3H1;RPS3;RPL35A;POLR2G;UBA52;EXOSC5;RPL7;EIF4A3;ZFP36;RPS20;RPL36;RPS9;MAGOH;EIF4G1;RPL8;DCP1B;RPS23;XRN2;ZC3H12A;DHX34,2.2370992264553148e-05,44/48,EXOSC4;RPL26;PPP2R2A;RPS16;UPF1;GSPT2;EXOSC9;CNOT4;RPS18;CNOT10;RPS12;CNOT3;LSM1;RPS21;CNOT1;PAN3;PNLDC1;ETF1;SMG5;DCPS;PNRC2;RC3H1;PELO;RPS3;RPL35A;POLR2G;UBA52;EXOSC5;RPL7;EIF4A3;ZFP36;RPS20;DCP1A;RPL11;RPL36;RPS9;MAGOH;EIF4G1;RPL8;DCP1B;RPS23;XRN2;ZC3H12A;DHX34,48
DNA-dependent DNA replication (GO:0006261),0.001245328751609575,44/54,POLA1;BLM;PSMD8;PURA;PSMB10;PSMA4;PSMD4;PSMB3;DDX23;POLG2;POLA2;PSMC3;PSMD11;PSMA5;RFC5;PSMD14;RFC2;GINS2;GINS1;RPA1;RECQL5;NOC3L;UBA52;PSMB4;SSBP1;RPA4;PSMB8;WRN;PNKP;CDK2AP1;PSMD2;PSMD7;RECQL4;PSME4;PSMA2;REV3L;PRIM1;PSMC5;PSMD6;CDC6;RPA3;TOPBP1;GMNN;POLE2,0.0009039559981373025,46/54,POLA1;BLM;PSMD8;PSMA4;POLB;PSMD4;PSMB3;DDX23;POLG2;POLA2;PSMB6;PSMC3;PSMD11;PSMA5;RFC5;PSMD14;RFC2;GINS2;PSME2;GINS1;RPA1;RECQL5;NOC3L;PSMA8;UBA52;PSMB4;SSBP1;PSMB8;WRN;PNKP;CDK2AP1;PSMD2;PSMD7;RECQL4;PSME4;PSMA2;REV3L;PRIM1;PSMC5;PSMD6;CDC6;PSME3;RPA3;TOPBP1;GMNN;POLE2,54
DNA replication (GO:0006260),0.0013461798136152302,36/43,POLA1;BLM;UPF1;RAD1;NT5M;RMI1;BARD1;POLG2;FAM111B;POLA2;IGHMBP2;RBMS1;RFC5;TOP1;RFC2;BRIP1;RPA1;RECQL5;HUS1;RPA4;WRN;PNKP;CLSPN;CDK2AP1;TIPIN;RECQL4;ATR;REV3L;CDC6;GRWD1;CHEK1;RNASEH2A;RPA3;TOPBP1;TOP1MT;POLE2,0.006084409639838194,36/43,POLA1;BLM;UPF1;RAD1;NT5M;POLB;RMI1;BARD1;POLG2;FAM111B;POLA2;IGHMBP2;RBMS1;RFC5;TOP1;RFC2;BRIP1;RPA1;RECQL5;HUS1;WRN;PNKP;CLSPN;CDK2AP1;TIPIN;RECQL4;ATR;REV3L;CDC6;GRWD1;CHEK1;RNASEH2A;RPA3;TOPBP1;TOP1MT;POLE2,43
