set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
response to UV (GO:0009411),0.4193448721630914,22/34,ERCC5;MFAP4;BCL3;IVL;TRIAP1;PTPRK;AURKB;BRSK1;IL12A;PARP1;RUVBL2;TMEM161A;DTL;WRN;YY1;MSH2;ATR;DHX36;POLH;ERCC6;DDB2;ERCC4,0.11346016036084769,26/34,ERCC5;RPL26;DCUN1D3;RHBDD1;ERCC3;MFAP4;BCL3;EIF2AK4;TRIAP1;AURKB;BRSK1;GPX1;IL12B;IL12A;PARP1;RUVBL2;TMEM161A;DTL;WRN;MSH2;ATR;DHX36;POLH;YY1;DDB2;ERCC4,34
regulation of fat cell differentiation (GO:0045598),0.4193448721630914,22/34,GDF3;BBS12;WNT5A;LRP3;SYAP1;RARRES2;TRPM4;RUNX1T1;ALOX5;CARM1;ZFP36L2;LRP5;ENPP1;LEP;ZFP36;CCDC85B;BMP2;GPS2;LPL;E2F1;ZC3H12A;SIRT2,0.20295144284581512,25/34,ASXL2;BBS12;WNT5A;TGFB1;LRP3;ZFPM1;SYAP1;RARRES2;TRPM4;WNT10B;RUNX1T1;ALOX5;CARM1;ZFP36L2;LRP5;ENPP1;LEP;ZFP36;CCDC85B;GPS2;GNB3;LPL;E2F1;ZC3H12A;SIRT2,34
negative regulation of translation (GO:0017148),0.4193448721630914,22/34,CPEB1;IGF2BP3;TSC1;PAIP2;EIF4EBP1;CNOT10;CNOT1;RBM4;CNOT8;RPS3;FXR2;EIF4E2;ZNF540;MRPL13;RNF139;EIF4A3;TYMS;BTG2;GAPDH;DHX36;EIF4ENIF1;CALR,0.32232919872054866,24/34,CPEB1;IGF2BP3;TSC1;NANOS1;EIF4EBP1;CNOT10;EIF2AK4;CNOT1;EIF4EBP3;PRG3;RBM4;RPS3;FXR2;EIF4E2;ZNF540;MRPL13;EIF4A3;TYMS;BTG2;GAPDH;DHX36;EIF2AK2;EIF4ENIF1;CALR,34
negative regulation of protein kinase activity (GO:0006469),0.42158346083044984,17/26,UBASH3B;DBNDD2;MVP;EPHA1;DTNBP1;TAF7;PYCARD;GADD45A;ITGB1BP1;SORL1;LRP5;THY1;SH3BP5L;CDKN1C;DUSP26;SNCA;DBNDD1,0.14685020667524223,20/26,GNAQ;DTNBP1;CDKN1C;GSTP1;SNCA;DBNDD2;PYDC1;DUSP26;UBASH3B;MVP;SFN;SORL1;LRP5;SMCR8;TAF7;GADD45A;PTK6;SH3BP5L;EPHA1;DBNDD1,26
glutathione metabolic process (GO:0006749),0.42158346083044984,17/26,CHAC2;CTNS;GSTA4;GGCT;CHAC1;GSS;MMACHC;GSTA2;GSTA3;G6PD;GSTZ1;GSTM2;GSTK1;GCLM;GSTA5;GSR;GLRX2,0.06777579912526052,21/26,GSS;GSTA2;GSTA3;G6PD;GSTP1;GSTM1;GSR;NAT8;CTNS;GSTA4;GSTM2;GSTK1;GCLM;GPX1;GSTZ1;DPEP1;CHAC2;GGCT;MMACHC;CHAC1;GLRX2,26
"regulation of synaptic transmission, glutamatergic (GO:0051966)",0.42158346083044984,17/26,CACNG5;NLGN2;DGKI;CACNG8;CACNG3;CCL2;GRM4;CDH2;CACNG2;SHANK3;TPRG1L;CACNG4;OPHN1;ATP1A2;GRM6;SYT1;HOMER1,0.5830020358873396,17/26,CACNG5;NLGN2;CACNG3;GRM3;CCL2;CACNG7;GRM4;CACNG2;SHANK3;TPRG1L;CACNG4;OPHN1;ATP1A2;DRD1;GRM6;SYT1;HOMER1,26
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),0.42158346083044984,17/26,GABARAP;DAB2;HECTD1;SIRT6;HERPUD1;FBXO22;UBQLN2;COP1;RNF217;CDC20;DET1;NFE2L2;RBX1;PRICKLE1;CBFA2T3;SIRT2;RAD23A,0.06777579912526052,21/26,FBXO22;DET1;CSNK1D;SIRT6;GSK3A;RNF217;RNF180;ARIH1;BAG2;GABARAP;HECTD1;HERPUD1;RFPL1;DAB2;UBQLN2;CDC20;NFE2L2;RBX1;PRICKLE1;SIRT2;RAD23A,26
fat cell differentiation (GO:0045444),0.42158346083044984,17/26,MAFB;WNT5B;ZNF516;METRNL;CTBP2;NR4A2;CBY1;FAM120B;SENP2;ZBTB7A;KLF4;TFAP2B;ATF5;BBS2;NR4A3;EGR2;PSMB8,0.2674128761518146,19/26,WNT5B;NR4A2;FAM120B;BBS2;TCF7L2;SENP2;NR4A3;EGR2;CTBP2;TFAP2B;KLF4;MAFB;PSMB8;METRNL;STEAP4;ALOXE3;CBY1;FFAR2;ATF5,26
central nervous system development (GO:0007417),0.42215730937405666,79/126,UGT8;CIC;CDH2;SH3GL2;CAPG;SHROOM4;SIX3;NPAS1;POU6F2;ZIC2;SOX12;EIF2B2;HAPLN3;AMIGO3;CX3CR1;MBP;VIT;EIF2B5;NR4A2;UGP2;ROGDI;HPCAL4;ATP6AP2;SMO;CDK5RAP1;CTNS;AMIGO2;S100B;VAX2;TBR1;ACAN;EOMES;ADAM22;JARID2;HESX1;MARCKSL1;SETD1A;NHLH1;HAPLN1;MARCKS;UTP3;SCYL2;SLC6A17;NHEJ1;ITGAM;B3GNT5;EGR2;DSCAML1;SNTG2;PTS;KLHL17;DHX37;POU6F1;PSPN;TPPP;VCY;RNF103;COX7B;AFF2;NCKAP1;PAFAH1B3;DNER;VCAN;SPINK6;NHLH2;SCIN;EML1;EMX2;NCOA6;PCDH18;HAPLN2;SEMA6B;NKX2-2;SPATA5;RPS6KA6;THOC6;RAB3GAP1;CDK5R1;WWP1,0.1166301688846987,89/126,EPHA7;PROP1;UGT8;CIC;PBX3;SH3GL2;NEUROG3;CAPG;SHROOM4;SCT;SIX3;NPAS1;ZIC2;GLIS2;CCIN;SOX12;EIF2B2;HAPLN3;AMIGO1;MBP;EIF2B5;NR4A2;PITPNM1;UGP2;ROGDI;HPCAL4;ATP6AP2;ZIC3;SMO;CDK5RAP1;CTNS;AMIGO2;S100B;VAX2;TBR1;ACAN;EOMES;ADAM22;HESX1;MARCKSL1;SETD1A;NHLH1;HAPLN1;MARCKS;UTP3;SCYL2;SLC6A17;IL1RAPL2;GSTP1;NHEJ1;ITGAM;LSR;B3GNT5;EGR2;DSCAML1;SNTG2;NMUR2;PTS;KLHL17;DHX37;POU6F1;PSPN;TPPP;VCY;RNF103;UFC1;COX7B;AFF2;NCKAP1;MAP1S;PAFAH1B3;DNER;VCAN;NHLH2;SCIN;EML1;EMX2;AGTR2;NCOA6;PCDH18;HAPLN2;ADAM23;SPATA5;RPS6KA6;DMBX1;THOC6;RAB3GAP1;CDK5R1;WWP1,126
limb development (GO:0060173),0.4224301077508194,12/18,MEGF8;SMOC1;KREMEN1;LRP4;GREM1;FGF10;KREMEN2;DKK1;BMPR1B;GLI3;INTU;PCSK5,0.19395260372601292,14/18,MEGF8;SMOC1;KREMEN1;GREM1;FGF10;KREMEN2;DKK1;BMPR1B;IQCE;GLI3;FGF8;INTU;TBX4;PCSK5,18
postreplication repair (GO:0006301),0.4224301077508194,12/18,MSH2;NSMCE1;RPA1;RAD18;UBE2NL;RFC5;UBA52;RPA3;POLH;RFC2;POLN;DTL,0.3625973988226935,13/18,POLI;MSH2;NSMCE1;USP43;RPA1;RAD18;UBE2NL;RFC5;UBA52;RPA3;POLH;RFC2;DTL,18
bicarbonate transport (GO:0015701),0.4224301077508194,12/18,CA2;CA3;CYB5R4;HBA1;SLC4A2;SLC4A10;CA9;CYB5R1;SLC39A8;CA14;CA6;CYB5R2,0.3625973988226935,13/18,CA2;CA3;SLC4A9;CYB5R4;HBA1;SLC4A2;SLC4A10;CA9;CYB5R1;SLC39A8;CA14;CA6;CYB5R2,18
autophagosome organization (GO:1905037),0.4224301077508194,12/18,GABARAP;STX12;TP53INP1;UBQLN2;WDR45;MAP1LC3C;RB1CC1;ULK2;ATG16L1;ATG9A;TP53INP2;PIK3C3,0.19395260372601292,14/18,GABARAP;STX12;TP53INP1;UBQLN2;WDR45;MAP1LC3C;RB1CC1;WIPI1;ULK2;ATG7;ATG16L1;ATG9A;TP53INP2;TMEM41B,18
synaptic vesicle cycle (GO:0099504),0.4224301077508194,12/18,RAB3A;SLC17A7;SYT7;PLD2;RIMS1;SYT10;CPLX4;BRSK1;CPLX3;SLC18A2;SNCA;OTOF,0.7354411747557171,11/18,WNT7A;PLD2;SYT7;RIMS1;SYT10;WNT3A;BRSK1;CPLX3;SLC18A2;SNCA;OTOF,18
positive regulation of myeloid leukocyte differentiation (GO:0002763),0.4224301077508194,12/18,HLA-DRB1;PF4;FES;IL17A;ACIN1;POU4F2;RIPK1;HAX1;EVI2B;HSF1;IL23R;HCLS1,0.5574301469424092,12/18,HLA-DRB1;PF4;ACIN1;POU4F2;RIPK1;CD4;HAX1;EVI2B;HSF1;IL23R;IL12B;HCLS1,18
phagosome acidification (GO:0090383),0.4224301077508194,12/18,ATP6V0E2;ATP6V1G2;RAB20;ATP6V1B2;ATP6V1E1;ATP6V0D1;SLAMF8;ATP6V1G3;TCIRG1;ATP6V1B1;ATP6V0A2;ATP6V1D,0.024628809169214696,16/18,ATP6V1G1;ATP6V0E2;ATP6V1G2;RAB20;RAB38;ATP6V1B2;ATP6V1E1;ATP6V0D1;ATP6V1F;SLAMF8;ATP6V1G3;TCIRG1;ATP6V1B1;ATP6V0A2;ATP6V1D;ATP6V1E2,18
cell cycle G1/S phase transition (GO:0044843),0.4224301077508194,12/18,CDK7;E2F3;CCNA2;CDK3;CCNE2;CUL2;E2F1;RCC1;CCNH;EIF4EBP1;CCNE1;PLK2,0.8658347393018268,10/18,CDK7;E2F3;CCNA2;MAP3K11;E2F1;RCC1;CCNH;EIF4EBP1;CCNE1;PLK2,18
positive regulation of TOR signaling (GO:0032008),0.4224301077508194,12/18,PIH1D1;WDR24;FNIP1;RRAGA;GOLPH3;GPR137;HTR6;GPR137B;TELO2;LEP;RRAGD;NCKAP1L,0.9429827939961389,9/18,PIH1D1;SMCR8;GOLPH3;GPR137;HTR6;GPR137B;TELO2;LEP;NCKAP1L,18
chromatin organization (GO:0006325),0.42947954199415506,30/47,HCFC1;PIH1D1;SMARCA5;CHRAC1;NPM3;EZH1;HDAC1;BRDT;SATB2;SMARCAD1;SMARCD3;FAM50A;TOP1;TAF6L;HIRIP3;TCF7L1;MTF2;SUV39H1;RUVBL2;SUPV3L1;HDAC11;ZBTB7A;NUDT5;JARID2;HCFC2;CHD1L;SNAI1;MTA2;FAM50B;DAXX,0.4039555549290338,32/47,HCFC1;PIH1D1;SMARCA5;MPND;CHRAC1;NPM3;EZH1;HDAC1;PADI3;BRDT;SATB2;SMARCAD1;SMARCD3;FAM50A;TOP1;TAF6L;HIRIP3;TCF7L1;HDAC10;MTF2;SUV39H1;RUVBL2;SUPV3L1;HDAC11;HDAC2;NUDT5;HCFC2;CHD1L;SNAI1;CHD1;MTA2;DAXX,47
response to tumor necrosis factor (GO:0034612),0.42947954199415506,30/47,CCL20;CCL19;CCL7;CCL1;TCL1A;GBP2;CCL22;CCL16;CCL2;PYCARD;UBD;NPNT;CD58;HMHB1;RPS3;ZFP36L2;RIPK1;JAK2;CCL15;CCL17;ZFP36;TANK;SELE;CRHBP;CCL4;CCL5;NFE2L2;ZC3H12A;HYAL3;ARHGEF2,0.4039555549290338,32/47,CCL19;CCL7;CCL1;TCL1A;GBP2;CCL22;BAG4;CCL25;CCL16;CCL2;UBD;NPNT;ADAM10;ADAM9;CD58;RPS3;ZFP36L2;RIPK1;JAK2;XCL2;ZFP36;TANK;SELE;CRHBP;CCL4;CCL24;CCL5;NFE2L2;ZC3H12A;HYAL3;ARHGEF2;CCL21,47
calcium-mediated signaling (GO:0019722),0.4338512561879124,25/39,CCL20;CXCR3;BTK;NMUR1;CCR7;PLCG2;CCR4;EDN1;DMPK;P2RY12;SLC9A1;TRPM4;EDN2;RYR2;MCTP1;PPP3CC;CCRL2;CCR9;SELE;TNNI3;CX3CR1;LAT2;CCR10;RCAN3;PRKAA1,0.4988723409361152,26/39,CXCR3;BTK;NMUR1;GPR143;CCR7;P2RY11;PLCG2;CCR4;SAMD14;DEFB1;EDN1;DMPK;P2RY12;SLC9A1;TRPM4;RYR2;EDN2;PPP3CC;NMUR2;CCRL2;SELE;TNNI3;LAT2;CCR10;RCAN3;PRKAA1,39
cellular protein metabolic process (GO:0044267),0.43586916286542815,114/183,P4HB;GSPT2;MRPS16;MEPE;LMCD1;PHKA2;HTRA2;RPS12;MRPL11;MMP1;CDH2;HM13;NCSTN;CDKL3;MRPS18C;PHEX;SIAH2;RPL35A;MRPL37;MRPL28;ZAR1;TTF1;GNMT;FDX1;MRPS33;PENK;MRPS7;FBXO11;RPS16;PROC;ADORA2B;L2HGDH;RPS6KB2;EEF1A2;IGFBP2;PDIA6;IGHMBP2;FDXR;AFP;FBXL2;BMP15;RPS3;MRPL36;APOA1;LOX;SPCS3;YARS2;RPL8;PLOD2;PCSK5;SPCS1;IGF2BP3;UBE2M;CP;FBXO2;SRBD1;GATA6;LCMT1;RPS18;TGM5;MRPL27;FAM20C;SDC2;RIPK3;MRPS18B;ARAF;RPN2;RIPK1;MGAT4A;RPL7;MRPL13;LAMB2;RPS20;STOML2;RPL36;PGA3;CKAP4;EIF4G1;MRPL23;PRKCSH;UBA7;FSTL3;WFS1;SERPINC1;IDE;LTA4H;IGFALS;FBXO22;ABCA3;IGFBP7;MRPS36;VGF;MRPL51;APOA5;VCAN;RPS21;APH1B;MRPS17;PSENEN;ASMT;MRPL9;MRPS14;HRC;UBA52;MRRF;RPS9;IGFBP6;TIMP1;APOA2;RPS23;RABGGTA;B4GALT7;PGA5;LAMB1,0.1687274764351973,126/183,DUSP12;P4HB;GSPT2;MRPS16;PHKA2;ADPRH;HTRA2;RPS12;MRPL11;MMP1;HM13;MSRB3;MRPL43;NCSTN;CDKL3;MRPS18C;PHEX;SIAH2;RPL35A;FGF23;MRPL37;MRPL28;FUCA2;ZAR1;TTF1;GNMT;RPL11;MRPS33;PENK;MRPS7;COPS5;FBXO11;RPS16;L2HGDH;EEF1A2;IGFBP2;PDIA6;IGHMBP2;FDXR;AFP;FBXL2;DNAJC3;BMP15;RPS3;SFTPC;MRPL36;MSLN;LOX;SPCS3;YARS2;IGFBP4;RPL8;PLOD2;PCSK5;SPCS1;IGF2BP3;UBE2M;MAGEC2;CP;FBXO2;SRBD1;GATA6;LCMT1;RPS18;MRPL27;FAM20C;SDC2;RIPK3;MRPS18B;RPL3L;ARAF;RPN2;RIPK1;MGAT4A;RPL7;MRPL13;LAMB2;RPS20;STOML2;RPL36;CHRDL1;PGA3;CKAP4;EIF4G1;MRPL23;PRKCSH;UBA7;FSTL3;WFS1;SERPINC1;IDE;RPL26;LTA4H;FBXO22;PNPLA2;ABCA3;IGFBP7;CSF2RB;MRPS36;TGM3;VGF;MRPL51;APOA5;SFTPD;VCAN;RPS21;ITIH2;APH1B;MRPS17;PSENEN;ADAM10;MRPL9;AMBN;MRPS14;HRC;UBA52;PAPPA2;MRRF;RPS9;LIPT1;IGFBP6;TIMP1;MRPL32;RPS23;B4GALT7;PGA5,183
carbohydrate homeostasis (GO:0033500),0.43845914786045587,20/31,NGFR;IRS1;INS;SLC30A8;VGF;LEPR;NEUROD1;RBP4;MLXIPL;BAD;GCK;ALOX5;CYB5R4;TFAP2B;PDK2;GCGR;GCKR;MTNR1B;WFS1;PRKAA1,0.8479766248237112,18/31,VGF;GCKR;NGFR;IRS1;INS;TCF7L2;ALOX5;LEPR;NEUROD1;CYB5R4;FFAR2;TFAP2B;RBP4;PDK2;BAD;WFS1;GCGR;PRKAA1,31
regulation of plasma membrane bounded cell projection assembly (GO:0120032),0.43845914786045587,20/31,TBC1D10A;TBC1D17;TBC1D19;CCR7;ATP8B1;RDX;TWF2;TBC1D24;IFT140;TBC1D10C;CDKL5;TBC1D2;CAPZB;WAS;TBC1D21;FXR2;IFT88;TBC1D16;EPHA2;TBC1D22B,0.10535638665720228,24/31,TBC1D10A;TBC1D17;FER;TBC1D19;CCR7;TBC1D22A;ATP8B1;RDX;TWF2;TBC1D24;IFT140;TBC1D10C;CDKL5;TBC1D2;CAPZB;WAS;TBC1D10B;FXR2;IFT88;TBC1D16;EPHA2;DCDC2;TBC1D22B;IFT20,31
cellular response to interleukin-1 (GO:0071347),0.4404305759127523,46/73,CCL20;UPF1;CCL19;CCL7;PSMD8;CCL1;SQSTM1;PSMB10;PSMA4;MAP3K8;RPS6KA4;PSMD4;GBP2;PSMB3;CCL22;PELI1;CCL16;CCL2;PYCARD;PSMC3;PSMD11;PSMA5;NOD2;PSMD14;RC3H1;NFKBIA;CCL15;UBA52;CCL17;PSMB4;TANK;TNIP2;CCL4;MAPK11;PSMB8;PSMD2;PSMD7;PSME4;PSMA2;CCL5;PSMC5;PSMD6;RBX1;ZC3H12A;HYAL3;EGR1,0.11301661038346783,53/73,UPF1;CCL19;CCL7;PSMD8;CCL1;SQSTM1;PSMA4;MAP3K8;RPS6KA4;PSMD4;GBP2;PSMB3;CCL22;CCL25;CCL16;PSMB6;CCL2;PELI1;PSMC3;PSMD11;PSMA5;NOD2;PSMD14;IRAK2;PSME2;PELI3;RC3H1;NFKBIA;PSMA8;UBA52;IKBKG;XCL2;PSMB4;TANK;TNIP2;NOD1;CCL4;MAPK11;PSMB8;CCL24;PSMD2;PSMD7;PSME4;PSMA2;CCL5;PSMC5;PSMD6;RBX1;ZC3H12A;HYAL3;PSME3;EGR1;CCL21,73
regulation of heart contraction (GO:0008016),0.44094055755652245,33/52,S100A1;ATP1B2;ATP2A1;ASPH;CYP2J2;NPPC;FXYD1;ATP1B3;ITPR3;KCNG2;DMPK;SCN10A;ASB3;TBX2;DES;RYR2;ATP1A3;CASQ1;HRC;NPPA;CASQ2;KCNJ11;TMEM65;AGT;STIM1;GJA5;FXYD6;CAMK2D;HSPB7;FXYD7;RYR3;ATP1A2;ATP1A1,0.14758380689737724,38/52,S100A1;ATP1B2;ATP2A1;ASPH;NPPC;FXYD1;ATP1B3;ITPR3;NKX2-5;GSK3A;KCNG2;DMPK;SCN10A;ASB3;ACE2;TBX2;ITPR2;RYR2;ATP1A3;CASQ1;FXYD3;HRC;NPPA;CASQ2;KCNJ11;TMEM65;AGT;STIM1;GJA5;FXYD6;BMP10;CAMK2D;HSPB7;FXYD7;RYR3;CORIN;ATP1A2;ATP1A1,52
protein phosphorylation (GO:0006468),0.4409623365361069,117/188,LIMK1;CAMK1D;SRPK1;INCENP;TLR3;PRKAB1;LMTK3;AURKB;TEK;TOP1;CCNH;CDKL3;CDKL5;GTF2H5;AKT3;BRAF;PKN3;EPHB4;GRK6;TGFBR3;DGKQ;TSSK1B;RIOK2;BMP2;SYK;CSF1R;CAMK2D;MAST2;LIPE;BLK;ULK2;TSSK3;RPS6KB2;HCST;FES;MELK;PIM3;CAD;TNK1;MAP3K5;TLR9;EPHB3;IKBKE;ALK;PRKX;INSRR;TTK;CLSPN;RNASEL;NEK6;SGK1;CHEK1;TLR2;PRKAG1;CAMKV;EPHA1;MAP3K12;STK17B;PRDX4;PNCK;COPS2;ABI3;DAPK2;CAB39;RPS6KA4;GTF2H1;CCL2;FAM20C;CDK3;RIPK3;BRSK1;TAOK1;SGK3;GTF2H4;MORC3;PIK3R4;STK32A;LTK;RIPK1;JAK2;PDK2;HCK;PDK3;PRKCG;BMPR1B;NEK11;MAP2K1;PRKAA1;CAMK4;BTK;CDKL2;RYK;PLK2;MARK4;MYOD1;MYLK2;STK33;DMPK;FRK;AMHR2;GMFG;PASK;CDK7;HIPK1;CCNA2;NUAK2;CDC42BPB;CCNE1;RPS6KA2;PAK6;RPS6KA6;ATR;FGFR2;COPS8;MAP2K6;DCLK3;CDK5R1,0.22702657497753226,128/188,CAMK1D;LIMK1;SRPK1;FER;NLK;INCENP;CDC42BPG;TGFB1;PRKAB1;LMTK3;GLYCTK;AURKB;TEK;TOP1;CCNH;CDKL3;CDKL5;GTF2H5;TSSK2;BRAF;AKT3;CSNK1A1L;PKN3;STK32C;EPHB4;TGFBR3;STK10;DGKQ;TSSK1B;RIOK2;ADM2;SYK;CSF1R;CAMK2D;EIF2AK2;MAST2;CDK8;LIPE;MAP3K11;CSNK1D;TSSK3;ULK2;MELK;PIM3;CAD;TNK1;MAP3K5;TLR9;ROS1;EPHB3;IKBKE;ALK;PRKX;INSRR;TTK;CLSPN;EPHA3;MAP4K2;RNASEL;BMP10;SGK1;CHEK1;PRKAG1;CAMKV;EPHA1;MAP3K12;TSSK4;STK17B;PRDX4;COPS2;ABI3;DAPK2;CAB39;RPS6KA4;GTF2H1;CCL2;FAM20C;RIPK3;BRSK1;TAOK1;SGK3;PIK3R4;STK32A;LTK;ERN2;RIPK1;JAK2;PDK2;GDF2;HCK;PDK3;PRKCG;BMPR1B;GTF2H3;NEK11;PTK6;MAP2K1;PRKAA1;BTK;CDKL2;NEK7;RYK;PLK2;EIF2AK4;MARK4;MYOD1;GSK3A;MYLK2;STK33;DMPK;AMHR2;PASK;ADAM10;CDK7;STK36;CCNA2;NUAK2;CCNE1;RPS6KA2;PAK6;RPS6KA6;ATR;FGFR2;COPS8;MAP2K6;SBK1;DCLK3;CDK5R1,188
regulation of intrinsic apoptotic signaling pathway (GO:2001242),0.4432743965967442,15/23,BOK;NDUFS3;DNM1L;HERPUD1;P4HB;MMP9;PYCARD;S100A9;NDUFA13;S100A8;DDIT3;DAPK2;BAD;PPIF;STYXL1,0.8631293929191993,13/23,BOK;NDUFS3;DNM1L;BCL2L2;HERPUD1;P4HB;MMP9;S100A9;S100A8;NDUFA13;DAPK2;BAD;PPIF,23
cellular response to mechanical stimulus (GO:0071260),0.4432743965967442,15/23,MAP2K4;CASP5;BAD;TLR8;CRADD;GADD45A;MAP3K14;SLC9A1;TNFSF14;CHEK1;TLR5;PDE2A;TNFRSF1A;IRF1;TLR3,0.5953306992283994,15/23,MAP2K4;CASP5;BAD;TLR8;CRADD;GADD45A;MAP3K14;SLC9A1;CASP8AP2;TNFSF14;CHEK1;TLR5;PDE2A;TNFRSF1A;IRF1,23
regulation of chemokine production (GO:0032642),0.4432743965967442,15/23,IL7;WNT5A;TLR9;IL18;EGR1;PYCARD;SNAI2;CSF1R;TNFSF4;IL33;SIGIRR;TLR2;LPL;TLR3;ALOX15B,0.935111523798758,12/23,WNT5A;IL7;TLR9;IL18;FFAR2;EIF2AK2;CSF1R;IL33;SIGIRR;LPL;EGR1;ALOX15B,23
gluconeogenesis (GO:0006094),0.4432743965967442,15/23,TPI1;PC;SLC37A4;ALDOC;GAPDHS;GPI;GAPDH;MDH2;RBP4;SLC25A1;SLC25A11;PGM1;FBP2;SLC25A10;FBP1,0.2606375079639273,17/23,TPI1;MDH1;PC;PGAM2;SLC37A4;ALDOC;GAPDHS;GPI;PFKFB1;GAPDH;MDH2;RBP4;PGAM1;SLC25A11;FBP2;SLC25A10;G6PC3,23
regulation of B cell proliferation (GO:0030888),0.4432743965967442,15/23,BST1;TNFRSF13B;IL7;TLR9;RC3H1;GPR183;TNFRSF4;AHR;BLK;TNFSF13B;IKZF3;TFRC;CD320;TYROBP;NCKAP1L,0.5953306992283994,15/23,BST1;IL7;TLR9;RC3H1;GPR183;TNFRSF4;IL10;AHR;IL21;TNFSF13B;TFRC;CD320;CD38;TNFRSF13C;NCKAP1L,23
regulation of axonogenesis (GO:0050770),0.4432743965967442,15/23,PLXNA3;NGFR;LRP4;METRN;CDH2;SLIT2;EPHB3;LRRC4C;RTN4R;THY1;BRSK1;CHODL;TIAM2;RTN4;MAP6,0.42261523581861565,16/23,PLXNA3;NGFR;AMIGO1;EPHB3;SLIT2;OMG;LRRC4C;RTN4R;BRSK1;CHODL;RUFY3;TIAM2;RTN4;NGF;MAP6;PLXNB3,23
dicarboxylic acid metabolic process (GO:0043648),0.4432743965967442,15/23,MTHFD2;AADAT;FH;MTHFD1;MDH1B;ADHFE1;ACOT4;L2HGDH;ASS1;MDH2;GCLM;NIT2;SLC19A1;MRPS36;PHYH,0.5953306992283994,15/23,MTHFD2;MDH1;MTHFS;AADAT;FH;MTHFD1;ADHFE1;ACOT4;L2HGDH;ASS1;MDH2;GCLM;SLC19A1;MRPS36;PHYH,23
protein deacetylation (GO:0006476),0.4432743965967442,15/23,SIN3A;RBM14;SIRT5;MTA2;SIRT6;SIN3B;TRERF1;MIER2;HDAC11;SUDS3;TBL1Y;MTA3;PRDM5;HDAC1;SIRT2,0.5953306992283994,15/23,SIN3A;RBM14;SIRT4;MTA2;SIRT6;SIN3B;TRERF1;HDAC10;HDAC11;SUDS3;MTA3;HDAC2;PRDM5;HDAC1;SIRT2,23
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),0.44641701247588966,28/44,IFNGR1;CCL19;IL33;ADAM8;TYROBP;IFIH1;PLCG2;TLR3;ARFGEF2;WNT5A;PYCARD;ORM1;NOD2;TLR9;IL17A;RIPK1;SPHK2;JAK2;C1QTNF4;PF4;CD2;CYBA;SYK;TMEM106A;TLR2;LPL;LILRA5;ARHGEF2,0.6533962428793542,28/44,IFNGR1;CCL19;CLEC7A;IL17F;IL33;IFIH1;PLCG2;DDX58;ARFGEF2;ISL1;WNT5A;NOD2;SPN;IL12B;TLR9;RIPK1;SPHK2;JAK2;C1QTNF4;PF4;CD2;CYBA;SYK;TMEM106A;LPL;LILRA5;ARHGEF2;LBP,44
