set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Mineral absorption,0.7264902682262226,15/26,SLC5A1;TRPV6;CLCN2;ATP1A3;S100G;ATP1B2;SLC9A3;ATP7B;MT1A;ATP1A1;ATP1A2;SLC39A4;STEAP2;ATP1B3;SLC30A1,0.1330855823655578,23/26,ATP1B4;SLC5A1;SLC26A9;ATP1A3;CLCN2;STEAP2;MT1M;SLC30A1;ATP1B2;MT1B;ATP1A2;S100G;SLC8A2;SLC9A3;ATP7B;MT1A;SLC34A1;SLC39A4;TRPV6;ATOX1;ATP1A1;ATP1B3;SLC34A3,26
Circadian entrainment,0.7283018668966221,25/43,GNG3;PER1;GNAI3;KCNJ3;CAMK2D;GNAI1;CALML6;MTNR1B;GNG8;GNG12;NOS1AP;GNG5;ITPR3;MTNR1A;PRKCG;GRIA1;FOS;RYR3;ADCYAP1;ADCYAP1R1;KCNJ6;RYR2;CALML4;ADCY4;CACNA1G,0.9171013033192298,30/43,GNB2;GNG3;CALML3;KCNJ3;CAMK2D;GNAI1;CALML6;MTNR1B;PLCB3;PRKG2;GNG8;KCNJ9;GNG12;NOS1AP;GNG5;ADCY4;MTNR1A;GNAI2;GRIN2D;FOS;RYR3;ADCYAP1;ADCYAP1R1;PRKACG;KCNJ6;RYR2;CALML4;GRIN2B;GNB3;CACNA1G,43
HIF-1 signaling pathway,0.7283018668966221,25/43,EIF4E2;PFKM;IFNGR1;ALDOC;RBX1;RPS6KB2;NPPA;CAMK2D;INS;PLCG2;GAPDH;CUL2;MAP2K2;PDHA1;EDN1;IFNGR2;TEK;TFRC;LDHAL6A;PRKCG;EIF4EBP1;TIMP1;EGLN2;MAP2K1;AKT3,0.9171013033192298,30/43,ANGPT4;EIF4E2;PFKM;PGK2;IFNGR1;ALDOC;RPS6KB2;NPPA;CAMK2D;INS;EPO;PLCG2;GAPDH;MAP2K2;LDHAL6B;PDHA1;EDN1;IFNGR2;PDHA2;TEK;LDHAL6A;LTBR;LDHC;EIF4EBP1;EGLN2;PIK3CA;MAP2K1;AKT3;EGF;SERPINE1,43
Influenza A,0.7314400081271255,44/75,TPSD1;IL33;IKBKE;IL12A;CCL2;IFNGR1;NXT1;HLA-DRB3;STAT2;IRF3;RAF1;JAK2;HLA-DOB;NLRP3;TLR3;RNASEL;DNAJB1;NUP98;IRF9;MAP2K2;ICAM1;IFNGR2;IL18;KPNA5;NXT2;CCL5;PYCARD;HLA-DRB4;PML;RAE1;IFNA8;NXF5;RAB11B;SLC25A31;IFIH1;HLA-DRB1;NFKBIA;AKT3;MAP2K1;HLA-DMB;IFNA10;TNFRSF1A;NXF3;KPNA2,0.6858977031557631,57/75,TPSD1;TNFRSF10A;IFNA5;IKBKE;IL12A;CCL2;IFNGR1;NXT1;HLA-DRB3;STAT2;IRF3;RAF1;JAK2;TMPRSS2;NLRP3;TLR3;TRADD;EIF2AK2;RNASEL;DNAJB1;NUP98;IFNA6;IRF9;MAP2K2;IFNA14;ICAM1;IFNGR2;IL18;IFNA13;IKBKG;KPNA5;IFNA4;NXT2;IFNA21;CCL5;IL1A;BAK1;PML;HLA-DRB4;RAE1;IL1B;IFNA2;IFNA8;NXF5;PIK3CA;CXCL10;RAB11B;SLC25A31;IFNB1;HLA-DRB1;IFIH1;AKT3;MAP2K1;HLA-DMB;IFNA10;TNFRSF1A;KPNA2,75
Vascular smooth muscle contraction,0.736423961716487,35/60,PPP1R14A;NPPC;ADRA1D;ADORA2B;EDN2;RAMP2;RAF1;PLA2G10;NPPA;KCNMB4;PLA2G2A;CALML6;PLA2G12A;AGT;CACNA1F;PLA2G4A;AVP;ARAF;MAP2K2;ADM;EDN1;BRAF;PPP1R12C;ITPR3;MYLK2;PLA2G1B;ADRA1A;PRKCG;NPPB;KCNMB3;CALCB;CALML4;MAP2K1;ADCY4;CALCRL,0.892694164791361,43/60,PPP1R14A;NPPC;ADRA1D;EDN2;EDN3;RAF1;CALML3;PLA2G10;NPR1;NPPA;KCNMB4;PLA2G2A;AVPR1B;CALML6;PLA2G12A;CACNA1F;PLA2G4A;AVP;ARAF;MYL6B;MAP2K2;ADM;EDN1;AVPR1A;BRAF;PPP1R12C;MYLK2;ADRA1A;NPPB;ITPR2;KCNMB3;PRKACG;PLA2G5;CALCB;CALML4;RAMP1;MAP2K1;CALCA;PRKCQ;PLA2G12B;ADCY4;CALCRL;PLCB3,60
Pyruvate metabolism,0.7379704130998214,12/21,FH;ALDH7A1;ADH1C;LDHD;LDHAL6A;ALDH9A1;ADH7;ACOT12;PDHA1;GLO1;MDH2;PC,0.6743385763297988,16/21,ADH4;ALDH7A1;HAGH;ADH1C;LDHD;LDHAL6A;ALDH9A1;ADH7;ACOT12;LDHC;LDHAL6B;PDHA1;PDHA2;GLO1;MDH2;PC,21
MAPK signaling pathway,0.7416304851330613,63/107,PTPN5;ECSIT;MAP3K14;CACNG4;NGFR;RPS6KA2;DAXX;RAF1;FGF10;NTF4;INS;CACNA1F;MAP3K12;HSPA6;FLNB;PLA2G4A;ARAF;MAPK11;FGF3;TAOK1;MAP2K2;CACNG1;RASA1;GNG12;HSPA1L;TRAF2;FGF6;CACNB4;TEK;PPP5C;RASGRP3;BRAF;MAP3K5;CACNG5;RRAS2;CSF1R;FLNC;PRKCG;MAP2K6;FGFR2;GADD45G;FGF22;DUSP5;FOS;EPHA2;RPS6KA6;PPP3CC;CACNG2;CACNG6;FGF17;GADD45A;RELB;CACNA2D4;MAP2K4;CACNG8;CACNG3;AKT3;MAP3K8;MAP2K1;TNFRSF1A;RPS6KA4;DDIT3;CACNA1G,0.6428972742081981,82/107,DAXX;PGF;NTF4;EFNA2;NGF;HSPA6;ARAF;RASA1;BRAF;RRAS2;CSF1R;FLNC;MAP2K6;FGFR2;FGF22;DUSP5;FGF20;EFNA3;TRADD;CACNA1G;DUSP9;PTPN5;ANGPT4;FGF16;FGF8;MAP4K2;FLNB;FGF3;CACNG1;CACNA2D1;RASGRP3;MAP3K5;CACNA1B;IL1A;FOS;PRKACG;FGF17;RELB;CACNA2D4;MAP2K4;CACNG8;EGF;ECSIT;JUND;FGF10;INS;CACNA1A;CACNA1F;PLA2G4A;MAPK11;TAOK1;GNG12;IKBKG;GADD45G;IL1B;CACNG3;AKT3;MAP3K8;FLT3LG;TNFRSF1A;RPS6KA4;STK3;CACNG4;NGFR;RPS6KA2;RAF1;SOS1;MAP3K12;MAP2K2;RASGRF2;TRAF2;CACNB4;TEK;PPP5C;RAC3;EPHA2;RPS6KA6;PPP3CC;CACNG2;CACNG6;GADD45A;MAP2K1,107
Cortisol synthesis and secretion,0.7479562698977744,16/28,MRAP;KCNA4;HSD3B2;CYP17A1;ITPR3;AGT;CACNA1F;MC2R;CYP21A2;CREB3;CYP11A1;KCNK2;CREB3L1;ADCY4;CREB3L4;CACNA1G,0.8433433355167743,20/28,HSD3B2;NR5A1;PDE8A;CACNA1F;MC2R;CREB3;POMC;CREB3L4;CACNA1G;CYP17A1;CYP21A2;ITPR2;MRAP;KCNA4;PRKACG;PDE8B;CYP11A1;KCNK2;ADCY4;PLCB3,28
Estrogen signaling pathway,0.7551598903113177,33/57,MMP9;GABBR2;GNAI3;RAF1;KRT9;NCOA2;KRT19;KRT27;KCNJ3;GNAI1;CALML6;KRT26;KRT12;HSPA6;CREB3;SHC3;MAP2K2;CREB3L4;KRT23;HSPA1L;ITPR3;KRT31;KRT33A;KRT20;KRT25;FOS;KCNJ6;CALML4;KRT34;MAP2K1;AKT3;CREB3L1;ADCY4,0.8796525104581571,41/57,MMP9;GABBR2;CALML3;RAF1;SOS1;NCOA2;KRT19;KRT27;KCNJ3;KRT37;GNAI1;CALML6;KRT28;KRT26;HSPA6;CREB3;SHC3;MAP2K2;KCNJ9;CREB3L4;POMC;KRT23;KRT40;PGR;KRT35;KRT33A;KRT31;GNAI2;KRT20;KRT25;FOS;ITPR2;PRKACG;KCNJ6;PIK3CA;CALML4;KRT34;MAP2K1;AKT3;ADCY4;PLCB3,57
Dopaminergic synapse,0.7551598903113177,33/57,GNG3;GNAI3;CLOCK;KIF5B;KCNJ3;CAMK2D;GNAI1;CALML6;CREB3;GNG8;SLC18A1;MAPK11;CREB3L4;GNG12;GNG5;SLC18A2;PPP2R5B;ITPR3;PRKCG;GRIA1;KIF5A;PPP2R5E;PPP2R2B;FOS;SCN1A;KCNJ6;PPP3CC;PPP2R2A;CALML4;AKT3;PPP2R3B;CREB3L1;SLC6A3,0.9294025216836905,40/57,GNB2;GNG3;DRD1;MAOA;CALML3;KCNJ3;CAMK2D;GNAI1;CACNA1A;CALML6;CREB3;GNG8;SLC18A1;MAPK11;KCNJ9;CREB3L4;GNG12;GNG5;SLC18A2;PPP2R5B;CACNA1B;KIF5A;PPP2R2D;GNAI2;PPP2R2B;FOS;ITPR2;SCN1A;PRKACG;KCNJ6;PPP3CC;PPP1R1B;PPP2R2A;CALML4;GRIN2B;AKT3;PPP2R3B;GNB3;SLC6A3;PLCB3,57
Glycolysis / Gluconeogenesis,0.7585240927198957,20/35,PFKM;ALDH9A1;ALDOC;MINPP1;FBP2;PGM1;ALDH7A1;ADH7;GAPDH;ADPGK;PGM2;PDHA1;LDHAL6A;FBP1;ALDH3A1;ADH1C;GAPDHS;GPI;TPI1;GCK,0.30114032878167013,29/35,PFKM;PGK2;PGAM2;ALDH9A1;ALDOC;MINPP1;FBP2;PGM1;PGAM1;ALDH7A1;ADH7;G6PC2;GAPDH;ADPGK;PGM2;LDHAL6B;PDHA1;PDHA2;LDHAL6A;LDHC;FBP1;ALDH3A1;G6PC3;ADH4;ADH1C;GAPDHS;GPI;TPI1;GCK,35
Arachidonic acid metabolism,0.7673662479697057,17/30,PLA2G2A;PLA2G12A;CBR1;CYP2J2;LTC4S;PLA2G1B;PLA2G4A;LTA4H;GPX6;ALOX5;GPX2;GPX3;GPX5;AKR1C3;ALOX15B;EPHX2;PLA2G10,0.9769350499346391,19/30,LTC4S;AKR1C3;PLA2G10;PLA2G2A;ALOX15;PLA2G12A;CBR1;PLA2G4A;GPX6;CBR3;PTGES;ALOX15B;CYP2J2;CYP2C8;PLA2G5;CYP2C9;GPX3;PLA2G12B;EPHX2,30
Nicotinate and nicotinamide metabolism,0.776728396575326,10/18,ENPP1;NNT;NT5M;BST1;SIRT6;SIRT5;NADSYN1;ENPP3;SIRT2;NT5C1A,0.6213841396512345,14/18,CD38;NNT;ENPP1;NT5M;BST1;AOX1;SIRT6;SIRT5;SIRT7;ENPP3;SIRT2;SIRT1;NMNAT3;NT5C1A,18
ECM-receptor interaction,0.779005593943035,28/49,COL2A1;COL6A2;DSPP;COL9A3;COL9A2;NPNT;ITGA8;ITGB5;ITGA4;LAMB1;TNR;GP9;ITGB6;LAMB4;COL6A3;LAMB2;ITGB7;LAMA3;COL4A4;LAMA2;COL4A5;LAMC3;SV2B;GP1BB;ITGA6;COL4A2;ITGA11;ITGA7,0.007893278982187002,45/49,TNN;THBS3;COL2A1;COL6A2;RELN;DSPP;ITGA1;COL9A3;NPNT;ITGA8;ITGB5;COL1A1;LAMB1;TNR;GP9;COL4A3;ITGB6;LAMB3;LAMA5;LAMB4;COL6A3;LAMB2;LAMA3;ITGA10;ITGA5;COL4A4;GP1BA;IBSP;LAMA2;LAMC2;CHAD;COL4A5;LAMC3;DMP1;LAMC1;SV2B;GP1BB;ITGA6;COL4A2;THBS2;FRAS1;ITGA11;ITGA7;GP5;GP6,49
Fc epsilon RI signaling pathway,0.779187011847029,14/25,BTK;SYK;FCER1A;PLA2G4A;MAP2K4;PLCG2;MAP2K1;MAPK11;ALOX5;RAF1;LCP2;MAP2K2;MAP2K6;AKT3,0.820446965385635,18/25,IL3;MS4A2;RAC3;SYK;PIK3CA;FCER1A;PLA2G4A;MAP2K4;PLCG2;MAP2K1;MAPK11;MAP2K2;RAF1;LCP2;MAP2K6;AKT3;SOS1;IL13,25
Pathogenic Escherichia coli infection,0.7809066943439488,38/66,ARPC5;TUBA8;ARPC2;HCLS1;NCKAP1L;MYO5C;RPS3;SEC24A;NLRP3;TUBB8;CLDN10;RIPK1;GAPDH;MAPK11;IL18;TRAF2;ARHGEF2;NCK1;TUBAL3;FCGR2A;NCKAP1;CLDN2;ARPC1B;CLDN23;PYCARD;BAIAP2L1;SEC24C;FOS;TUBB2A;TUBA3C;TLR5;CLDN7;TUBA1A;NFKBIA;ARPC3;ARPC5L;TNFRSF1A;CLDN15,0.6987352236670978,50/66,LPAR2;TNFRSF10A;CLDN18;TUBA8;ARPC2;CLDN19;F2R;HCLS1;NCKAP1L;MYO5C;SEC24A;MYO1A;NLRP3;TUBB8;TRADD;TUBA1B;SEC24B;CLDN8;GAPDH;MAPK11;CYTH3;IL18;TRAF2;ARHGEF2;NCK1;IKBKG;TUBAL3;NCKAP1;CLDN2;ARPC1B;CLDN23;BAK1;SEC24D;BAIAP2L1;IL1B;SEC24C;FOS;TUBB2A;WASL;TUBA3C;TLR5;CLDN4;TUBA1A;ARPC3;MYO5B;CLDN17;WASF3;ARPC5L;TNFRSF1A;CLDN15,66
Breast cancer,0.7809066943439488,38/66,FRAT1;HEY1;RAF1;FGF10;JAG2;RPS6KB2;BRCA2;FZD3;HEYL;E2F3;SHC3;ARAF;FGF3;MAP2K2;JAG1;FGF6;FZD9;E2F1;BRAF;NOTCH3;FZD10;NOTCH1;DDB2;FZD8;GADD45G;FGF22;FOS;WNT5B;LRP5;FRAT2;GADD45A;FGF17;TCF7L1;MAP2K1;AKT3;FZD2;WNT5A;NOTCH2,0.6987352236670978,50/66,FRAT1;FGF16;WNT7A;CSNK1A1L;FGF8;HEY1;RAF1;FGF10;SOS1;JAG2;WNT3A;RPS6KB2;BRCA2;HEYL;WNT8B;E2F3;SHC3;ARAF;FGF3;MAP2K2;WNT16;JAG1;PGR;FZD9;WNT2B;E2F1;BRAF;LRP6;NOTCH3;FZD10;NOTCH1;DDB2;FZD8;BAK1;GADD45G;FGF22;FOS;WNT5B;FGF20;LRP5;WNT9B;GADD45A;FGF17;PIK3CA;TCF7L1;MAP2K1;AKT3;WNT5A;NOTCH2;EGF,66
Hepatocellular carcinoma,0.7939951519693297,39/68,FRAT1;BRD7;RAF1;RPS6KB2;BAD;FZD3;E2F3;PLCG2;ARAF;SHC3;GSTA2;MAP2K2;ARID1B;DPF1;ARID2;FZD9;GSTA3;BRAF;E2F1;PRKCG;FZD10;DDB2;NFE2L2;GSTA4;FZD8;GADD45G;GSTA5;GSTO2;WNT5B;LRP5;FRAT2;GADD45A;GSTM2;SMARCD3;TCF7L1;MAP2K1;AKT3;FZD2;WNT5A,0.9617995732667103,47/68,FRAT1;WNT7A;CSNK1A1L;BRD7;GSTM1;RAF1;GSTP1;SOS1;MGST3;WNT3A;RPS6KB2;WNT8B;E2F3;PLCG2;ARAF;SHC3;GSTA2;MAP2K2;DPF1;WNT16;ARID2;FZD9;WNT2B;GSTA3;BRAF;E2F1;LRP6;FZD10;DDB2;NFE2L2;GSTA4;MGST2;FZD8;SMAD4;BAK1;GADD45G;GSTO2;WNT5B;LRP5;WNT9B;GADD45A;PIK3CA;SMARCD3;TCF7L1;MAP2K1;AKT3;WNT5A,68
Mitophagy,0.7955377825341425,11/20,FUNDC1;TBC1D17;E2F1;GABARAP;RRAS2;USP8;UBA52;TFEB;ATG9A;CITED2;SQSTM1,0.7181270303911288,15/20,FUNDC1;TBC1D17;GABARAP;E2F1;TFE3;RRAS2;RHOT2;SQSTM1;BNIP3;USP8;UBA52;TFEB;ATG9A;CITED2;TBC1D15,20
Carbohydrate digestion and absorption,0.7955377825341425,11/20,SLC5A1;ATP1A3;ATP1B2;ATP1A1;SI;AKT3;AMY1C;ATP1B3;SLC2A5;SLC37A4;ATP1A2,0.1406330333276594,18/20,ATP1B4;SLC5A1;ATP1A3;LCT;PLCB3;ATP1B2;PIK3CA;G6PC3;G6PC2;ATP1A1;SI;AKT3;AMY1C;ATP1B3;SLC2A5;TAS1R2;MGAM;ATP1A2,20
Regulation of lipolysis in adipocytes,0.7966477586833661,15/27,AQP7;NPPA;INS;GNAI1;ADRB2;ABHD5;ADRB3;IRS1;LIPE;GNAI3;MGLL;ADRB1;AKT3;ADCY4;PDE3B,0.8689458652186319,19/27,ABHD5;IRS1;PDE3B;NPR1;NPPA;INS;GNAI1;ADRB2;PRKG2;MGLL;IRS4;GNAI2;AQP7;PRKACG;PIK3CA;ADRB1;AKT3;ADCY4;TSHB,27
Inflammatory bowel disease,0.8010052807371707,19/34,IL12A;IL18RAP;IFNGR1;HLA-DRB3;HLA-DOB;IFNGR2;IL18;IL21R;TLR2;IL17A;IL22;HLA-DRB4;STAT6;IL23R;TLR5;HLA-DRB1;HLA-DMB;NOD2;IL2RG,0.9395324716051983,23/34,IL12A;IL12RB2;IL18RAP;IL17F;IFNGR1;HLA-DRB3;IL21;IL13;IFNGR2;IL18;IL21R;TLR2;IL22;IL1A;HLA-DRB4;IL1B;IL23R;TLR5;MAF;HLA-DRB1;HLA-DMB;NOD2;IL23A,34
Purine metabolism,0.8019964546145911,33/58,RRM1;GMPS;HPRT1;AMPD2;ENPP4;PDE3B;PGM1;NUDT5;RRM2B;PGM2;ADSL;HDDC3;ENPP3;ENPP1;NME7;ENTPD1;GMPR;PDE6G;PDE7B;PDE7A;ALLC;NT5M;ATIC;PDE2A;IMPDH2;ENTPD4;PDE6H;NME3;XDH;ADCY4;PRPS1L1;GUCY2F;NT5C1A,0.446983603134824,46/58,RRM1;GMPS;HPRT1;ENPP4;GUCY2D;PDE3B;PGM1;GUCY2C;NPR1;ENTPD5;ADA;PDE8A;NME6;NUDT5;RRM2B;ENTPD6;ENTPD8;PGM2;ADSL;HDDC3;ENPP3;ENPP1;PDE4B;GMPR;PDE6G;ADCY4;PDE7B;PDE7A;GUK1;ALLC;PDE6A;AK7;NT5M;ATIC;PDE2A;AK3;IMPDH2;PDE6H;PDE8B;PDE6C;PDE1B;XDH;NME7;PRPS1L1;GUCY2F;NT5C1A,58
GABAergic synapse,0.8067599500666689,23/41,GABRR1;GABARAP;GABBR2;GNG3;SLC6A11;GABRP;GABRA3;GNAI3;SLC6A13;GABRA6;SLC12A5;GNAI1;CACNA1F;GNG8;GNG12;SLC38A5;GNG5;PRKCG;GABRA5;SLC6A12;KCNJ6;ADCY4;GABRG3,0.8085838846736992,30/41,GABRR1;GNB2;GABARAP;GABBR2;GABRR2;GABRB2;GNG3;SLC6A11;GABRP;GABRA3;SLC32A1;SLC6A13;GABRA6;GNAI1;CACNA1A;CACNA1F;GNG8;GNG12;SLC38A5;GNG5;GAD2;ADCY4;CACNA1B;GABRA5;SLC6A12;GNAI2;KCNJ6;PRKACG;GNB3;GABRG3,41
Renal cell carcinoma,0.812253275671817,12/22,BAD;PAK6;FH;BRAF;EGLN2;MAP2K1;ARAF;CUL2;MAP2K2;RAF1;AKT3;RBX1,0.9860065646853373,13/22,PAK6;BRAF;TFE3;EGLN2;PIK3CA;MAP2K1;ARAF;PRCC;MAP2K2;RAF1;AKT3;SOS1;ARNT2,22
Shigellosis,0.8144632683112862,44/77,ARPC5;GABARAP;NLRC4;ARPC2;RRAGA;HCLS1;MYL2;CAPN1;IRF3;RBX1;NLRP3;RPS6KB2;PLCD4;RIPK1;PIK3R4;PLCG2;MAPK11;UBA52;MYL7;GLMN;ATG16L1;IL18;ARHGEF2;TRAF2;ITPR3;ARPC1B;CAPN2;CCL5;PYCARD;PIK3C3;SQSTM1;MYLPF;UBE2NL;RRAGD;TLR5;RBCK1;NFKBIA;DOCK1;ARPC3;AKT3;PFN3;ARPC5L;TNFRSF1A;UBE2D4,0.8753439703406369,56/77,PLCZ1;GABARAP;UBE2V2;ARPC2;HCLS1;MYL2;BNIP3;MYL5;CAPN1;IRF3;TNFRSF1A;NLRP3;RPS6KB2;PLCD4;PIK3R4;PLCG2;MAPK11;UBA52;MYL7;GLMN;CYTH3;IL18;TRAF2;ARHGEF2;IKBKG;ITGA5;NOD1;PLCD3;ARPC1B;WIPI1;CAPN2;PFN4;CCL5;PIK3C3;IL1B;SQSTM1;ITPR2;WASL;MYLPF;U2AF1L4;UBE2NL;RRAGD;TLR5;PIK3CA;RBCK1;IFNB1;DOCK1;ARPC3;RRAGB;AKT3;PRKCQ;PFN3;ARPC5L;TRADD;UBE2D4;PLCB3,77
Tight junction,0.8145195330576289,34/60,PRKAA1;ARPC5;TUBA8;PARD3;ARPC2;HCLS1;DLG1;MYL2;SYMPK;MPDZ;PRKAG1;CLDN10;CD1C;TJP2;RDX;GATA4;IGSF5;ARHGEF2;TUBAL3;MAP3K5;CLDN2;ARPC1B;CLDN23;PPP2R2B;CD1B;TUBA3C;PPP2R2A;CLDN7;TUBA1A;ARPC3;WAS;ARPC5L;PRKAB1;CLDN15,0.6358175996605173,46/60,CLDN18;TUBA8;PARD3;ARPC2;CLDN19;HCLS1;DLG1;MYL2;SYMPK;MPDZ;LLGL2;TUBA1B;CD1C;RAB13;CLDN8;TJP2;CFTR;AMOT;MYL6B;GATA4;IGSF5;ARHGEF2;TUBAL3;MAP3K5;CLDN2;ARPC1B;CLDN23;PPP2R2D;PPP2R2B;CD1B;PRKAG3;PRKACG;TUBA3C;AMOTL2;PPP2R2A;CLDN4;TUBA1A;LLGL1;MARVELD3;CLDN17;ARPC3;JAM2;WAS;ARPC5L;PRKAB1;CLDN15,60
Adipocytokine signaling pathway,0.815630014245977,20/36,ACSBG1;ACSL5;PRKAA1;IRS1;PRKAG1;JAK2;TNFRSF1A;RXRB;ACSL4;TNFRSF1B;TRAF2;ACSL6;AGRP;CPT1C;NFKBIA;AKT3;LEPR;PRKAB1;LEP;NFKBIE,0.5811441179050776,28/36,ACSBG1;ACSBG2;ACSL5;RXRG;IRS1;JAK2;TNFRSF1A;RXRB;TRADD;G6PC2;TNFRSF1B;POMC;IRS4;TRAF2;IKBKG;ACSL6;CPT1A;AGRP;G6PC3;CPT1C;PRKAG3;ACSL1;AKT3;LEPR;PRKCQ;PRKAB1;LEP;NFKBIE,36
Renin secretion,0.815630014245977,20/36,EDN2;GNAI3;PDE3B;NPPA;GNAI1;ADRB2;CALML6;CLCA1;ADRB3;AGT;CACNA1F;EDN1;ITPR3;PTGER2;ADCYAP1;ADCYAP1R1;PPP3CC;CALML4;ADRB1;CLCA2,0.8348952200592987,26/36,EDN2;EDN3;CALML3;PDE3B;NPR1;NPPA;GNAI1;ADRB2;CALML6;CLCA1;CLCA4;CACNA1F;PRKG2;EDN1;KCNJ2;GNAI2;ITPR2;ADCYAP1;ADCYAP1R1;PRKACG;PPP3CC;CALML4;ADRB1;PDE1B;CLCA2;PLCB3,36
T cell receptor signaling pathway,0.815630014245977,20/36,MAP3K14;DLG1;CD40LG;RAF1;LCP2;CD8A;MAPK11;MAP2K2;CD3G;ICOS;NCK1;PAK6;FOS;PPP3CC;CARD11;NFKBIA;MAP2K1;AKT3;MAP3K8;NFKBIE,0.9972760759289452,21/36,DLG1;CD40LG;RAF1;LCP2;SOS1;CD8A;MAPK11;MAP2K2;CD4;NCK1;PAK6;CD28;IKBKG;FOS;PPP3CC;PIK3CA;MAP2K1;AKT3;MAP3K8;PRKCQ;NFKBIE,36
GnRH secretion,0.8266676594528091,17/31,KCNJ3;KCNJ6;ITPR3;GABBR2;TRPC5;CACNA1F;GNRH1;PRKCG;KCNJ11;MAP2K1;AKT3;MAP2K2;RAF1;KCNN3;HCN3;GNRH2;CACNA1G,0.9958556093344916,18/31,KCNJ3;KCNJ6;CACNA1G;GABBR2;CACNA1F;PIK3CA;KCNN4;GNRH1;MAP2K1;KCNJ11;AKT3;KISS1R;RAF1;KCNJ9;MAP2K2;GNRH2;ITPR2;PLCB3,31
Steroid hormone biosynthesis,0.8266676594528091,17/31,SULT2B1;CYP1A1;HSD3B2;CYP17A1;HSD11B2;CYP3A4;CYP11B2;CYP21A2;CYP1B1;CYP3A5;UGT2A3;UGT1A8;STS;CYP3A7;CYP11A1;HSD17B6;AKR1C3,0.8628008841462464,22/31,UGT2B7;UGT2B15;CYP7A1;UGT2A3;UGT1A8;CYP3A7;HSD17B6;AKR1C3;CYP1A1;HSD3B2;SULT1E1;AKR1C4;HSD11B1L;HSD11B1;CYP17A1;SRD5A1;CYP21A2;UGT2B11;HSD11B2;CYP1B1;CYP3A5;CYP11A1,31
Tuberculosis,0.8326628596222378,39/69,RAB5B;CLEC4E;IL12A;IFNGR1;CAMP;HLA-DRB3;TCIRG1;RAF1;JAK2;HLA-DOB;ATP6V0A2;BAD;CAMK2D;CALML6;MAPK11;CEBPG;IFNGR2;IL18;IL10RB;FCGR2A;ATP6V0D1;TLR2;PIK3C3;HLA-DRB4;TLR9;SPHK2;IFNA8;CYP27B1;LAMP2;PPP3CC;SYK;IFNA10;CALML4;HLA-DRB1;ITGAM;AKT3;HLA-DMB;NOD2;TNFRSF1A,0.6250881520085549,53/69,RAB5B;IFNA5;CLEC4E;IL12A;IFNGR1;IRAK2;HLA-DRB3;RAF1;CALML3;JAK2;TNFRSF1A;ATP6V0A2;TRADD;CAMK2D;CALML6;CLEC7A;IFNA6;FCGR2B;MRC2;MAPK11;CEBPG;IFNA14;IFNGR2;IL18;IFNA13;IL10RB;IFNA4;ATP6V0D1;IFNA21;TLR2;IL1A;PIK3C3;HLA-DRB4;HLA-DMB;IL1B;IFNA2;SPHK2;IFNA8;CYP27B1;LAMP2;PPP3CC;SYK;IFNA10;CALML4;IFNB1;HLA-DRB1;ITGAM;AKT3;TLR1;RFXAP;NOD2;LBP;IL23A,69
Galactose metabolism,0.8339597105480018,9/17,B4GALT1;PFKM;UGP2;GALK1;SI;PGM2;GCK;PGM1;GLA,0.23000663061230522,15/17,MGAM;UGP2;PFKM;LCT;GANC;G6PC2;GALK1;SI;PGM2;LALBA;AKR1B1;GCK;G6PC3;PGM1;GLA,17
"Alanine, aspartate and glutamate metabolism",0.8339597105480018,9/17,NIT2;ASS1;IL4I1;NAT8L;CAD;ASL;ADSL;GPT;CPS1,0.449198589807472,14/17,GFPT2;GLUD2;NIT2;GAD2;FOLH1;ASS1;IL4I1;NAT8L;CAD;ASL;ADSL;GPT;AGXT;CPS1,17
Cytosolic DNA-sensing pathway,0.8412648066003761,22/40,RIPK3;IKBKE;IL33;POLR2F;POLR2E;POLR3D;POLR3E;IRF3;POLR1C;POLR3H;RIPK1;POLR3GL;POLR3G;POLR2H;IL18;POLR3K;CCL5;PYCARD;IFNA8;NFKBIA;CCL4;IFNA10,0.8323270296939619,29/40,RIPK3;IFNA5;IKBKE;POLR2F;POLR2E;POLR3D;IRF3;POLR1C;POLR3H;POLR3GL;IFNA6;POLR2H;IFNA14;POLR3C;IL18;POLR3K;IFNA13;IKBKG;IFNA4;IFNA21;CCL5;IL1B;IFNA2;IFNA8;CXCL10;IFNB1;CCL4;AIM2;IFNA10,40
Metabolism of xenobiotics by cytochrome P450,0.8412648066003761,22/40,UGT2A3;UGT1A8;CYP1A1;CBR1;GSTK1;ADH7;AKR7A3;GSTA2;GSTA3;CYP3A4;CYP2A6;GSTA4;ALDH3A1;GSTA5;GSTO2;EPHX1;ADH1C;GSTM2;CYP1B1;CYP3A5;DHDH;AKR7A2,0.44215982572864737,32/40,UGT2B7;GSTM1;UGT2B15;UGT2A3;CYP2S1;UGT1A8;GSTP1;CYP2A13;MGST3;CYP1A1;CBR1;ADH7;AKR7A3;CBR3;GSTA2;HSD11B1L;GSTA3;HSD11B1;CYP2A6;CYP2A7;GSTA4;MGST2;ALDH3A1;UGT2B11;GSTO2;EPHX1;ADH4;ADH1C;CYP1B1;CYP2C9;CYP3A5;DHDH,40
