set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
spindle assembly (GO:0051225),0.539232196692058,12/19,AAAS;GOLGA8B;SAC3D1;NUMA1;SMC3;NEK6;TPX2;RPS3;RCC1;KIFC2;TUBGCP6;MAPRE3,0.307211134987501,14/19,AAAS;GOLGA8B;SAC3D1;NUMA1;SMC3;CEP192;TPX2;RPS3;RCC1;NEK7;CSNK1D;KIFC2;TUBGCP6;MAPRE3,19
peptidyl-tyrosine phosphorylation (GO:0018108),0.539232196692058,12/19,TEK;ABI3;BLK;EPHA1;BTK;CSF1R;SYK;HCK;FES;JAK2;FGFR2;LEP,0.1568651300640411,15/19,EPHA3;TEK;ABI3;EPHA1;BTK;CSF1R;PTK6;SYK;FER;FES;HCK;JAK2;FGFR2;LEP;IL21,19
autophagosome assembly (GO:0000045),0.539232196692058,12/19,ULK2;RB1CC1;TP53INP2;MAP1LC3C;TP53INP1;GABARAP;STX12;WDR45;PIK3C3;UBQLN2;ATG9A;ATG16L1,0.1568651300640411,15/19,ULK2;RB1CC1;TP53INP2;MAP1LC3C;TP53INP1;GABARAP;STX17;STX12;TMEM41B;WIPI1;WDR45;UBQLN2;ATG9A;ATG7;ATG16L1,19
positive regulation of cell-matrix adhesion (GO:0001954),0.539232196692058,12/19,COL16A1;THY1;EMP2;TEK;MYOC;EPHA1;CCR7;CEACAM6;CDH13;LIMS1;S100A10;TSC1,0.6769991903544328,12/19,COL16A1;THY1;CCL21;TEK;EMP2;EPHA1;CCR7;CDH13;LIMS1;S100A10;TSC1;CCL25,19
cytosolic transport (GO:0016482),0.5425449032172444,26/42,ANKRD27;SYS1;CLTCL1;VPS26A;BAIAP3;AP4M1;STX10;GOSR1;TBC1D10C;TBC1D17;GBF1;TMEM87A;WDR91;TBC1D10A;HEATR5B;VPS13C;HOOK2;RAB9A;RNF126;PIK3C3;WDR81;EMP2;SNX6;RAB6C;CORO7;STX8,0.046316047886206343,33/42,ANKRD27;SYS1;CLTCL1;BAIAP3;AP4M1;STX10;GOSR1;TBC1D10C;VPS13A;RAB9B;TBC1D17;GBF1;ARFRP1;TMEM87A;TBC1D10B;WDR91;TBC1D10A;HEATR5B;SNX2;VPS13C;HOOK2;STX5;RAB9A;VPS52;RNF126;AP2A1;WDR81;EMP2;SNX6;RAB6C;CORO7;GGA1;STX8,42
positive regulation of cytoskeleton organization (GO:0051495),0.5425449032172444,26/42,CCR7;HCLS1;NCKAP1L;FCHSD1;HAX1;FES;PFDN2;LIMK1;SPAG5;HCK;EDN1;PLEK;NCK1;SYNPO2L;NUMA1;BAIAP2L2;TEK;CDC42EP1;NUP62;DYNC1H1;NCKAP1;CDC42EP2;PYCARD;BAIAP2L1;SORBS3;PFN3,0.25487705225845125,30/42,CCR7;HCLS1;NCKAP1L;CCL24;FCHSD1;HAX1;FES;SEMA5A;PFDN2;LIMK1;SPAG5;HCK;EDN1;PLEK;SYNPO2L;NUMA1;BAIAP2L2;TEK;CDC42EP1;NUP62;PDXP;DYNC1H1;NCKAP1;CDC42EP2;FER;BAIAP2L1;CCL21;SORBS3;BMP10;PFN3,42
granulocyte chemotaxis (GO:0071621),0.5425449032172444,26/42,CCL1;CCL22;CCL16;EDN2;PIK3CG;CCL2;NCKAP1L;ANXA1;PPIB;CCL19;GBF1;S100A8;EDN1;CCL20;PF4V1;CCL17;PLA2G1B;CCL15;CCL5;S100A9;PF4;SYK;PPBP;CCL7;SRP54;CCL4,0.498906091846571,28/42,CCL1;CCL22;CCL16;EDN2;PIK3CG;CCL2;NCKAP1L;CCL24;XCL2;CCL18;ANXA1;PPIB;CCL19;GBF1;S100A8;EDN1;PF4V1;CCL5;S100A12;CCL21;S100A9;PF4;SYK;PPBP;CCL7;SRP54;CCL4;CCL25,42
cellular response to alcohol (GO:0097306),0.5467362801024676,15/24,ADAM15;SPHK2;BLM;GNAI1;GRAMD1B;AHR;SMO;GPLD1;PTGER2;TNFSF4;GOLPH3;GRAMD1A;AKR1C3;GLRA2;KLF9,0.8261598539197235,14/24,SPHK2;OSBPL7;BLM;GNAI1;GRAMD1B;AHR;SMO;CYP7A1;GPLD1;PTGER2;GOLPH3;AKR1C3;GLRA2;KLF9,24
acylglycerol catabolic process (GO:0046464),0.5467362801024676,15/24,LPL;APOA2;LIPH;DAGLA;PNPLA1;PNPLA3;FABP3;LIPE;ABHD6;FABP7;MGLL;FAAH;APOA5;CPS1;PNPLA5,0.37024692127255976,17/24,LPL;LIPH;DAGLA;PNPLA1;PNPLA3;LIPI;FABP3;LIPE;ABHD6;FABP7;MGLL;PNPLA2;CPS1;FAAH;APOA5;LYPLA2;PNPLA5,24
protein catabolic process (GO:0030163),0.5467362801024676,15/24,UCHL3;FBXO2;LAMP2;LRSAM1;RIPK1;CLN6;SIAH2;FBXO17;HTRA2;NGLY1;FBXO6;PRSS16;ATE1;IDE;DDI2,0.5394986389073242,16/24,TPP1;UCHL3;IDE;FBXO2;LAMP2;LRSAM1;RIPK1;CLN6;SIAH2;FBXO17;HTRA2;NGLY1;FBXO6;ATE1;PSMA8;MAGEC2,24
iron ion transport (GO:0006826),0.5467362801024676,15/24,ABCB7;TFRC;CP;ATP6V0D1;RAB11B;ATP6V1B2;IREB2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;ATP6V1G3;ATP6V0E2;ATP6V1E1;ATP6V0A2,0.2202043951202185,18/24,ATP6V1E2;ABCB7;TFRC;HFE;CP;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;ATP6V1G3;TFR2;ATP6V1G1;ATP6V1F;ATP6V0E2;ATP6V1E1;ATP6V0A2,24
regulation of protein ubiquitination (GO:0031396),0.5467362801024676,15/24,BIRC2;WFS1;PAXIP1;PRICKLE1;SENP2;TBC1D7;GTPBP4;VPS28;RPS3;PRKCG;DAXX;TSPYL5;NXN;SQSTM1;DCUN1D1,0.6991507950777385,15/24,BIRC2;IVNS1ABP;BAG2;WFS1;PRICKLE1;SENP2;TBC1D7;GTPBP4;VPS28;RPS3;PRKCG;DAXX;NXN;SQSTM1;DCUN1D1,24
hexose biosynthetic process (GO:0019319),0.5467362801024676,15/24,RBP4;SLC25A11;SLC37A4;SLC25A10;GAPDHS;ALDOC;GPI;GAPDH;FBP1;TPI1;SLC25A1;MDH2;FBP2;PGM1;PC,0.1103330115017213,19/24,RBP4;PGAM2;ALDOC;FBP2;PGAM1;AKR1B1;GAPDH;PFKFB1;MDH1;FBP1;G6PC3;SLC37A4;MDH2;PC;SLC25A11;SLC25A10;GAPDHS;GPI;TPI1,24
positive regulation of transcription by RNA polymerase II (GO:0045944),0.5519685879967922,226/369,GPS2;YY1;CITED1;TRIAP1;CTAG1A;ZNF76;THAP3;EGR4;RAX;HCFC1;HSF1;RBM14;CTCFL;IRF8;NR4A3;SETD3;NCOA2;GTF2F1;HOXD3;PDX1;USP16;ZNF750;SRY;LPIN1;ZC3H12A;HEYL;MTF2;GLI1;CEBPG;ARF4;PIN1;GLIS3;BCL9;GATA6;JAG1;BEX1;GAL;ARHGEF2;E2F1;PPRC1;SREBF2;IL17A;ZNF746;NOTCH1;TFEB;POU4F2;FGFR2;BMPR1B;HOXA5;PRDM15;CALCOCO1;HDAC1;HOXD13;NKRF;PF4;TBX1;CEBPZ;CDX2;FIZ1;FOXH1;LMX1B;ZEB2;AKAP8L;IL33;MOSPD1;DBP;GABPA;PFKM;LAGE3;NANOG;ATF1;HEY1;E2F7;NHLH2;MED25;HAX1;ATF5;NFAT5;TLR3;FOXJ3;RIPK1;NKX2-8;REL;EPC1;HOXD4;POU3F2;PLAG1;SATB2;EDN1;RORB;GATA5;E2F8;PAXIP1;ITGB1BP1;ARNTL2;ETV5;IL4I1;EGR1;TFDP2;PRPF6;RUVBL2;ATF6;FOS;ADCYAP1;MED12;DHX36;CDK7;LRP5;ZBTB17;FOXF1;NHLH1;TAF6L;SOX12;CTBP2;SIRT2;MZF1;NEUROD1;DLGAP5;NFIA;TNIP2;PTH;DAB2;ZBED4;ESRRA;ZNF639;SPAG8;NLRP3;TBX5;RNASEL;KLF4;CREB3;MED4;UBA52;TFAP2B;LEO1;CREB3L4;SNW1;SMARCA5;YEATS4;HOXD8;ELK3;NCK1;EAPP;MYBL2;NOTCH3;TNIP3;CRX;TLR2;LMO2;NFE2L2;SOX18;LILRB1;TAF7;PRDM10;NFKBIA;CDH13;TOX2;HOXA7;GLIS1;WNT5A;DOT1L;TNFRSF1A;NOD2;DDIT3;RPS6KA4;NCOA6;DLX5;RNF111;HCLS1;NGFR;PER1;MED19;LHX4;IRF3;GATA1;SSBP2;CLOCK;FSHB;ASCL1;HIVEP1;TRERF1;RXRB;GREM1;NPAS4;IRF1;FSTL3;E2F3;SIN3A;GATA4;CDC73;EGR2;DPF1;IL18;MLXIPL;MYOD1;ZNF263;LPIN3;PLA2G1B;NR4A2;STAT6;SFPQ;SQSTM1;CITED2;SLC30A9;TLR9;RLF;PTPRN;WWOX;PPARGC1B;ITGA6;EAF2;CDC5L;ZMIZ1;GLI3;AHR;BMP2;SMARCD3;SLC9A1;EOMES;ECD;ZFP64;FOXC2;PARP1;WAS;PSMC3;SS18L2,0.12227929044425309,252/369,GPS2;YY1;CITED1;TRIAP1;IL10;ZNF76;EGR4;THAP3;EHF;HCFC1;HSF1;RBM14;CTCFL;IRF8;NR4A3;SETD3;NCOA2;GTF2F1;HOXD3;NR5A1;USP16;ZNF750;LPIN1;ZC3H12A;HEYL;MTF2;GLI1;CEBPG;ARF4;PIN1;GLIS3;BCL9;NEUROG3;GATA6;JAG1;BEX1;GAL;ARHGEF2;E2F1;ZNF513;PPRC1;ZNF746;NRL;TFEB;POU4F2;NOTCH1;NR1H4;PELP1;FGFR2;BMPR1B;BCL2L12;HOXA5;ZIC3;CALCOCO1;HDAC1;MEF2B;HOXD13;NKRF;PF4;TBX1;GLIS2;WNT8A;CEBPZ;MAML3;FOXH1;LMX1B;ZEB2;AKAP8L;IL33;MOSPD1;DBP;GABPA;PFKM;LAGE3;MIXL1;ATF1;HEY1;E2F7;NHLH2;MED25;HAX1;SERPINF2;ATF5;ZNF175;NFAT5;WNT3A;FOXJ3;WAS;RIPK1;ZNF462;EPC1;HOXD4;DDX58;PLAG1;SATB2;EDN1;RORB;NR2F1;MPND;PGR;GALR3;GATA5;E2F8;NKX2-5;ARNTL2;TGFB1;BMP6;SHOX;ATF6;PRPF6;RUVBL2;EGR1;FOS;WASL;ADCYAP1;MED12;DHX36;CRTC3;LRP5;CDK7;ZBTB17;FOXF1;NHLH1;TAF6L;SOX12;CTBP2;SIRT2;NEUROD1;DLGAP5;NFIA;TNIP2;ZBED4;DAB2;GDF2;ESRRA;OTX2;ZNF639;SPAG8;JUND;MED30;NLRP3;TBX5;RNASEL;KLF4;UBA52;TFAP2B;LEO1;BCL9L;CREB3L4;SNW1;SMARCA5;YEATS4;HOXD8;ELK3;EAPP;MYBL2;IKBKG;DPF2;NOTCH3;WT1;LMO2;NFE2L2;TFR2;SP7;ASXL2;LILRB1;TAF7;PRDM10;NFKBIA;GALR2;CDH13;BARX2;TOX2;HOXA7;DUX4;GLIS1;WNT5A;DOT1L;TNFRSF1A;NOD2;DDIT3;RPS6KA4;WNT7A;DLX5;NCOA6;HCLS1;NGFR;PER1;FOXD3;MED19;NEUROG1;DPF3;IRF3;GATA1;CDK8;CLOCK;SSBP2;ASCL1;HIVEP1;TRERF1;RXRB;COPS5;GREM1;NPAS4;NR2C2;IRF1;FSTL3;E2F3;MYOCD;SIN3A;GATA4;EGR2;DPF1;SHH;IL18;OSR1;ZNF263;MYOD1;LPIN3;SUPT5H;FHL5;TCF7L2;E4F1;NR4A2;STAT6;SFPQ;SQSTM1;CITED2;SLC30A9;TLR9;RLF;MAML2;WWOX;PPARGC1B;ITGA6;PTPRN;CDC5L;ZMIZ1;EAF2;GLI3;AHR;LMX1A;SMARCD3;SLC9A1;EOMES;ECD;ZFP64;PARP1;RFXAP;PSMC3;SS18L2;ZFPM1,369
positive regulation of defense response (GO:0031349),0.5543549075684153,32/52,CCL1;IL33;NLRP10;TLR8;POLR3D;NMI;SNCA;TLR3;LPL;PLA2G2A;LRSAM1;RIPK1;AGT;POLR3G;S100A8;TNFSF4;PLA2G7;IL18;FEM1A;TLR2;CCL5;CYBA;TLR9;S100A9;GRN;PDE2A;RIOK3;NFKBIA;ADAM8;WNT5A;TNFRSF1A;LILRA5,0.9029794278807931,30/52,CCL1;IL33;TLR8;POLR3D;IL21;SNCA;LPL;PLA2G2A;LRSAM1;RIPK1;IL12B;AGT;POLR3G;S100A8;PLA2G7;POLR3C;IL18;FEM1A;CCL5;CYBA;S100A12;TLR9;S100A9;GRN;PDE2A;RIOK3;NFKBIA;WNT5A;TNFRSF1A;LILRA5,52
cell morphogenesis involved in differentiation (GO:0000904),0.5591483671123604,21/34,NTN4;OPHN1;EPHA1;EPHB3;PARVB;DACT2;ITGA8;ITGA4;LAMB1;TMEFF2;LAMB4;RAB25;LAMB2;ITGB7;TEK;NTNG2;KIF14;LAMC3;EPHA2;MEGF9;PARVG,0.466233631023709,23/34,OPHN1;EPHA1;EPHB3;PARVB;DACT2;ITGA8;RILPL1;ITGA4;TMEFF2;LAMA5;LAMB4;LAMB2;ITGB7;TEK;PKHD1;LPXN;NTNG2;FER;KIF14;LAMC3;EPHA2;MEGF9;PARVG,34
organonitrogen compound catabolic process (GO:1901565),0.5591483671123604,21/34,GNPDA1;IDE;PLA2G10;UCHL3;LRSAM1;NPL;PLA2G4A;PLA2G7;GNPDA2;NAGK;ADAMTS13;PDXDC1;CYP3A4;IL4I1;ALLC;CLN6;TXN2;TRHDE;PRSS16;LTA4H;CYP3A5,0.735359899346292,21/34,GNPDA1;PLA2G6;IDE;PLA2G10;TPP1;UCHL3;LRSAM1;NPL;PLA2G4A;PLA2G7;GNPDA2;NAGK;ADAMTS13;PDXDC1;CTH;AMDHD2;CLN6;TXN2;LTA4H;CYP3A5;RENBP,34
glycosaminoglycan metabolic process (GO:0030203),0.5591483671123604,21/34,SGSH;B4GALT7;HS3ST5;CHST9;HYAL4;B3GAT3;SDC2;B3GALT6;GPC4;GPC2;HPSE;EXT1;NDST2;GCNT2;FUCA1;CLN6;NDST1;GPC1;SLC35D2;HS3ST2;XYLT2,0.735359899346292,21/34,SGSH;B4GALT7;HS3ST5;CHST9;HEXA;GALNT5;B3GAT3;SDC2;B3GALT6;GNS;GPC2;HPSE;B3GAT2;NDST2;GCNT2;FUCA1;CLN6;GPC1;SLC35D2;HS3ST2;XYLT2,34
transcription initiation from RNA polymerase II promoter (GO:0006367),0.5645204373712578,38/62,GTF2E1;POLR2G;TAF12;POLR2I;POLR2F;POLR2E;ESRRA;GTF2H5;POLR2C;GTF2H1;NR4A3;RXRB;GTF2F1;NPPA;TBX5;GTF2A2;CCNH;E2F3;TAF10;POLR2H;RORB;SNW1;NR0B2;TAF4;TAF1L;TEAD4;NOTCH3;GTF2E2;NOTCH1;GTF2H4;NR4A2;HDAC1;TAF7;POLR2J;CDK7;POLR2B;NOTCH2;GTF2B,0.006224489905272014,50/62,GTF2E1;POLR2G;HDAC10;POLR2I;POLR2F;POLR2E;ESRRA;GTF2H5;POLR2C;NRBP1;GTF2H1;NR4A3;RXRB;GTF2F1;NPPA;NR5A1;TBX5;GTF2A2;NR2C2;CCNH;E2F3;TAF10;ERCC3;NR2F6;POLR2H;RORB;SNW1;TAF4;NR2F1;TAF1L;NRBF2;TEAD2;TAF7L;PGR;TEAD4;NOTCH3;GTF2E2;GTF2H3;NOTCH1;NR1H4;NR4A2;MAML2;HDAC1;TAF7;POLR2J;CDK7;POLR2B;MAML3;NOTCH2;GTF2B,62
neutrophil migration (GO:1990266),0.5694559125895111,27/44,CCL1;CCL22;CCL16;EDN2;PIK3CG;CCL2;NCKAP1L;PPIB;GP2;CCL19;GBF1;S100A8;EDN1;CCL20;PF4V1;CCL17;PLA2G1B;CCL15;CCL5;S100A9;PF4;UMODL1;SYK;PPBP;CCL7;SRP54;CCL4,0.6586885975024652,28/44,CCL1;CCL22;CCL16;EDN2;PIK3CG;CCL2;NCKAP1L;CCL24;XCL2;CCL18;PPIB;CCL19;GBF1;S100A8;EDN1;PF4V1;PRTN3;CCL5;S100A12;CCL21;S100A9;PF4;SYK;PPBP;CCL7;SRP54;CCL4;CCL25,44
cellular response to hypoxia (GO:0071456),0.5740817264242837,30/49,PSMB8;P4HB;RBX1;PSMB4;BAD;CUL2;LIMD1;UBA52;PSMA2;PSMC5;GATA6;SUV39H1;PSMD4;PSMA4;CA9;PSMB10;PSMD14;PSMD6;PSMD8;PSMD7;EGLN2;PSME4;PSMB3;CPEB1;PSMD11;ADAM8;PSMA5;SIRT2;PSMC3;PSMD2,0.567203043603294,32/49,TBL2;PSMB8;P4HB;RBX1;PSMA8;PSMB4;BAD;PSMB6;UBA52;LIMD1;PSMA2;PSMC5;GATA6;SUV39H1;PSMD4;PSMA4;CA9;PSME2;PSMD14;PSMD6;PSME3;PSMD8;PSMD7;PSME4;PSMB3;OPRD1;CPEB1;PSMD11;PSMA5;SIRT2;PSMC3;PSMD2,49
cellular response to virus (GO:0098586),0.5742645725132433,10/16,IL12A;CCL19;RIOK3;ZC3H12A;GBF1;IFIH1;CCL5;MAPK11;IRF3;VWCE,0.29868731319361724,12/16,IL12A;CCL19;RIOK3;ZC3H12A;GBF1;DDX58;IFIH1;CCL5;MAPK11;IRF3;VWCE;IL21,16
glutamine family amino acid metabolic process (GO:0009064),0.5742645725132433,10/16,NIT2;ART4;GCLM;AADAT;CAD;OAT;SLC39A8;DDAH2;CPS1;GLYATL1,0.6983877265250614,10/16,SIRT4;ART4;MTHFS;GCLM;AADAT;CAD;SLC39A8;DDAH2;CPS1;GLYATL1,16
hydrogen peroxide metabolic process (GO:0042743),0.5742645725132433,10/16,HBM;DUOX1;PXDNL;PRDX4;HBA1;HBQ1;GPX3;PRDX3;CYBA;HBG2,0.29868731319361724,12/16,HBZ;GPX1;HBM;PXDNL;PRDX4;HBA1;NOX1;GPX3;PRDX3;HBQ1;CYBA;DUOX1,16
erythrocyte differentiation (GO:0030218),0.5742645725132433,10/16,FLVCR1;SLC25A38;HCLS1;ACIN1;NCKAP1L;TGFBR3;CEBPG;GATA1;JAK2;LYAR,0.29868731319361724,12/16,SLC25A38;HCLS1;ACIN1;NCKAP1L;KLF1;INHA;TGFBR3;CEBPG;GATA1;JAK2;ZFPM1;LYAR,16
negative regulation of protein catabolic process (GO:0042177),0.5742645725132433,10/16,SNX12;TIMP1;INS;SERPINB12;TIMP3;TIMP4;PRKCG;PIN1;SIRT2;SNCA,0.5012868822850061,11/16,INS;IRAK3;IL10;TIMP2;TIMP3;TIMP4;PRKCG;PIN1;SIRT2;TRIM40;SNCA,16
defense response to fungus (GO:0050832),0.5742645725132433,10/16,S100A9;CLEC4E;DEFA4;CX3CR1;NLRP10;RARRES2;PLCG2;GAPDH;S100A8;DEFB119,0.847737154218767,9/16,S100A9;CLEC4E;DEFA4;CLEC7A;RARRES2;PLCG2;GAPDH;S100A8;S100A12,16
regulation of long-term synaptic potentiation (GO:1900271),0.5742645725132433,10/16,CALB2;TYROBP;INS;SCGN;SHANK3;CYP46A1;AKAP5;CALB1;ARC;SQSTM1,0.6983877265250614,10/16,CALB2;INS;SCGN;SHANK3;CYP46A1;AKAP5;CALB1;ARC;EIF2AK4;SQSTM1,16
very long-chain fatty acid metabolic process (GO:0000038),0.5742645725132433,10/16,ACSBG1;ELOVL4;ABCD1;ACSL6;ELOVL1;ACOT4;ACOX2;SLC27A5;SLC27A2;ELOVL2,0.6983877265250614,10/16,ACSBG1;ELOVL4;ABCD1;ACSL6;ELOVL1;ACOT4;ACOX2;SLC27A5;SLC27A2;ELOVL2,16
homotypic cell-cell adhesion (GO:0034109),0.5742645725132433,10/16,P2RY12;PLEK;STXBP3;CLIC1;PIK3CG;TJP2;MEGF11;GATA1;UBASH3B;FIBP,0.29868731319361724,12/16,P2RY12;PLEK;STXBP3;CLIC1;PIK3CB;PIK3CG;GP1BA;MYL9;MEGF11;GATA1;UBASH3B;FIBP,16
synaptic vesicle endocytosis (GO:0048488),0.5742645725132433,10/16,SNCG;SYT2;STON2;OPHN1;DNM3;STON1;SYT1;NLGN2;SNCA;SNCB,0.5012868822850061,11/16,SNCG;SYT2;STON2;OPHN1;SYT8;DNM3;STON1;SYT1;NLGN2;SNCA;SNCB,16
bile acid and bile salt transport (GO:0015721),0.5742645725132433,10/16,SLCO1B1;ABCC11;ABCC3;SLC10A3;ABCB11;SLC27A5;SLCO1C1;SLCO2B1;NCOA2;ATP8B1,0.047560512029906556,14/16,SLCO1B1;ABCC11;ABCC3;SLC10A4;SLC10A3;AKR1C4;ABCB11;SLC27A5;SLCO1C1;SLCO2B1;NR1H4;SLC10A1;NCOA2;ATP8B1,16
regulation of mitochondrion organization (GO:0010821),0.5742645725132433,10/16,PDE2A;IAPP;PLSCR3;DNM1L;HTRA2;SREBF2;STAT2;HAX1;GOLPH3;SQSTM1,0.847737154218767,9/16,PDE2A;IAPP;PLSCR3;DNM1L;HTRA2;STAT2;HAX1;GOLPH3;SQSTM1,16
translesion synthesis (GO:0019985),0.5742645725132433,10/16,REV3L;RPA1;POLN;RFC2;POLH;DTL;RFC5;UBA52;POLE2;RPA3,0.5012868822850061,11/16,USP43;REV3L;RPA1;RFC2;POLH;DTL;POLI;RFC5;UBA52;POLE2;RPA3,16
vasculogenesis (GO:0001570),0.5742645725132433,10/16,TNNI3;TGFBR3;RAMP2;NOTCH1;EGFL7;ADM;CCM2;SOX18;RASA1;GLMN,0.13967770918296404,13/16,NKX2-5;WT1;TNNI3;TGFBR3;NOTCH1;TGFB1;EGFL7;ADM;CUL7;CCM2;RASA1;GLMN;SHH,16
sterol biosynthetic process (GO:0016126),0.5742645725132433,10/16,G6PD;APOA1;DHCR7;IDI1;SQLE;CH25H;GGPS1;FDFT1;EBP;APOA5,0.6983877265250614,10/16,G6PD;MVK;DHCR7;IDI1;SQLE;MVD;FDFT1;EBP;APOA5;IDI2,16
regulation of DNA metabolic process (GO:0051052),0.5742645725132433,10/16,IL7R;UPF1;SMARCAD1;POLH;SMG5;WDR18;TERF2IP;PARG;THOC1;KPNA2,0.5012868822850061,11/16,IL7R;UPF1;SMARCAD1;TOM1L1;POLH;WDR18;TERF2IP;PARG;THOC1;MPV17;KPNA2,16
DNA synthesis involved in DNA repair (GO:0000731),0.5742645725132433,10/16,WRN;POLA1;RPA1;POLN;RFC2;POLH;DTL;RFC5;UBA52;RPA3,0.5012868822850061,11/16,USP43;WRN;POLA1;RPA1;RFC2;POLH;DTL;POLI;RFC5;UBA52;RPA3,16
regulation of AMPA receptor activity (GO:2000311),0.5742645725132433,10/16,CACNG5;ADRB2;CACNG2;CACNG4;CACNG3;CACNG8;ARC;CNIH3;SHANK3;NLGN2,0.5012868822850061,11/16,CACNG5;ADRB2;CACNG7;CACNG2;CACNG4;CACNG3;CACNG8;ARC;CNIH3;SHANK3;NLGN2,16
negative regulation of ERK1 and ERK2 cascade (GO:0070373),0.5742645725132433,10/16,FBLN1;EMILIN1;SPRY1;ITGB1BP1;TIMP3;C3ORF33;DLG1;DUSP26;PIN1;RPS6KA6,0.847737154218767,9/16,FBLN1;EMILIN1;SPRY1;TIMP3;C3ORF33;DLG1;DUSP26;PIN1;RPS6KA6,16
negative regulation of axon extension (GO:0030517),0.5742645725132433,10/16,RTN4;RTN4R;SEMA3G;SEMA6B;SEMA4A;CDKL3;SEMA4D;SEMA4G;SEMA3C;SEMA6C,0.13967770918296404,13/16,RTN4;SEMA5A;RTN4R;SEMA3G;SEMA4A;CDKL3;SEMA4D;SEMA4B;SEMA4G;TRIM46;SEMA3C;SEMA6C;PTPRS,16
phagosome maturation (GO:0090382),0.577453042827575,13/21,RAB34;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;SLAMF8;ATP6V1G3;ATP6V0E2;ATP6V1E1;RAB20;ATP6V0A2,0.09740605003501096,17/21,ATP6V1E2;RAB38;RAB34;ATP6V0D1;ATP6V1B2;ATP6V1G2;ATP6V1B1;ATP6V1D;TCIRG1;SLAMF8;ATP6V1G3;ATP6V1G1;ATP6V1F;ATP6V0E2;ATP6V1E1;RAB20;ATP6V0A2,21
positive regulation of protein localization to cell periphery (GO:1904377),0.577453042827575,13/21,PLS1;NUMA1;GNAI1;DLG1;STX3;AKAP5;CNPY4;ARHGEF16;EPB41L2;SQSTM1;EPHA2;KIF5B;STAC2,0.5494211046365285,14/21,EPHA3;SORBS1;PLS1;NUMA1;GNAI1;DLG1;STX3;ZDHHC8;AKAP5;CNPY4;EPB41L2;SQSTM1;EPHA2;STAC2,21
regulation of cellular protein localization (GO:1903827),0.577453042827575,13/21,ABCA2;PRKAA1;MAP1A;LCP1;GBF1;RAB11B;GPC1;GPC4;PARP1;PIN1;CEP72;CCDC66;GPC2,0.36860894154066476,15/21,ABCA2;PRKAA1;MAP1A;HFE;LCP1;GBF1;EGF;GPC1;PARP1;TRIM46;PIN1;CEP72;CCDC66;SHH;GPC2,21
protein K63-linked ubiquitination (GO:0070534),0.577453042827575,13/21,UBE2T;PELI1;TRIM56;TRAF2;RNF135;UBE2NL;ZFP91;RNF168;UBE2E2;RNF126;HECTD1;RNF152;UBE2D4,0.5494211046365285,14/21,UBE2T;PELI1;TRAF2;RNF135;UBE2NL;PELI3;ZFP91;RNF168;UBE2E2;RNF126;HECTD1;RNF152;TRAF3IP2;UBE2D4,21
negative regulation of catabolic process (GO:0009895),0.577453042827575,13/21,SNX12;PRKAA1;INS;SERPINB12;APOA2;CBFA2T3;ALK;PRKCG;PIN1;ACTN3;SIRT2;PDE3B;FBP1,0.8459227468047924,12/21,PRKAA1;INS;IRAK3;ALK;PRKCG;PFKFB1;TRIM40;PIN1;ACTN3;SIRT2;PDE3B;FBP1,21
regulation of actin filament-based process (GO:0032970),0.5809487398747049,16/26,IQGAP3;ODAM;BST1;RND3;RHOD;RHOBTB1;RHOH;IQGAP2;IQGAP1;CORO2B;GPM6B;TAOK1;FZD10;ARHGAP18;RND2;TWF2,0.9654253951730968,13/26,EPHA3;IQGAP3;ODAM;BST1;RND3;RHOD;RHOH;IQGAP2;IQGAP1;CORO2B;ARHGAP18;TAOK1;RND2,26
protein secretion (GO:0009306),0.5809487398747049,16/26,GAL;ADCYAP1;PPY;NEUROD1;PDIA4;PDX1;MTTP;RAB15;PCSK5;RAB3A;CYB5R4;ARFGAP3;GOLPH3;PTPRN;SLC30A8;ANXA1,0.7342152671528924,16/26,MAFA;GAL;PPY;ADCYAP1;PDIA4;NEUROD1;MTTP;RAB15;PCSK5;RAB3A;CYB5R4;ARFGAP3;GOLPH3;RAB3C;PTPRN;ANXA1,26
phosphatidic acid metabolic process (GO:0046473),0.5809487398747049,16/26,ABHD4;DGKB;AGPAT1;PLA2G2A;DGKH;ACP6;PLD6;ABHD5;PLA2G12A;PNPLA3;PLA2G1B;LIPH;PLA2G4A;DGKQ;PLD2;PLA2G10,0.42443895539077103,18/26,ABHD4;DGKB;PLA2G2A;DGKH;DDHD2;ACP6;PLD6;ABHD5;LIPH;PNPLA3;LIPI;PLA2G6;PLA2G4A;DGKE;GNPAT;DGKQ;PLD2;PLA2G10,26
