set,Real_Score,Real_Rank,Real_Count,Syn_Score,Syn_Rank,Syn_Count,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes
DNA integrity checkpoint signaling (GO:0031570),0.8156909331673302,35.0,20,0.8002796260983494,312.0,20,0.021588130263795188,0.3314043995101765,17/20,FBXO6;CDC5L;DOT1L;ATR;BRIP1;RPA4;CDC6;TIPRL;ERCC6;RAD1;CHEK1;TIPIN;CLOCK;HUS1;INTS7;CLSPN;E2F1,0.31203864798036834,0.9999841444821818,17/20,CDC5L;DOT1L;ATR;BRIP1;RPA4;CDC6;RAD9B;ERCC6;RAD1;CHEK1;TIPIN;FBXO6;HUS1;INTS7;CLSPN;E2F1;TP53BP1
ribosome biogenesis (GO:0042254),0.8113001130214352,36.0,68,0.8351780518846946,203.0,68,0.0004466490998061222,0.054937839276153026,55/68,POP5;RRP12;DDX49;NIP7;UTP18;EXOSC5;UTP3;NVL;TEX10;MRPL22;RCL1;WDR12;PWP2;HEATR3;BYSL;IMP3;IMP4;UBA52;NOL11;PAK1IP1;LYAR;RPL8;RRP9;NOC4L;GTF3A;RPL35A;RPS9;ZNF622;PDCD11;BOP1;EXOSC4;WDR46;TSC1;EXOSC9;RRS1;RPS16;DHX37;LTV1;XRN2;DKC1;RPL7;RIOK2;PIH1D1;EXOSC2;EXOSC1;MDN1;TBL3;RPL36;UTP6;WDR18;MPHOSPH6;DDX27;MRPL36;HEATR1;DDX31,0.4227611306664429,0.9999841444821818,54/68,POP5;RRP12;DDX49;FCF1;NIP7;MRTO4;EXOSC5;UTP3;TEX10;MRPL22;RCL1;WDR12;PWP2;EBNA1BP2;BYSL;IMP3;IMP4;UBA52;RPL11;NOL11;PAK1IP1;LYAR;RPL8;RRP9;MRPL36;NOC4L;GTF3A;RPL35A;RPS9;RIOK1;PELP1;PDCD11;BOP1;EXOSC4;WDR46;TSC1;EXOSC9;RRS1;RPS16;DHX37;VCX;LTV1;XRN2;DKC1;RIOK2;PIH1D1;EXOSC2;TBL3;RPL26;UTP6;WDR18;MPHOSPH10;HEATR1;DDX31
positive regulation of DNA biosynthetic process (GO:2000573),0.8095249943919296,37.0,20,0.8068647973682804,294.0,20,0.021588130263795188,0.3314043995101765,17/20,RFC5;DKC1;TNKS2;AURKB;DSCC1;RFC2;KLF4;ATR;GREM1;CCT2;PNKP;POLG2;NVL;CCT4;SMOC2;HMBOX1;CCT7,0.5229101406486185,0.9999841444821818,16/20,RFC5;DKC1;AURKB;DSCC1;RFC2;KLF4;ATR;GREM1;CCT2;GRHL2;PNKP;POLG2;PRKCQ;SMOC2;HMBOX1;CCT7
rRNA metabolic process (GO:0016072),0.8084915414209359,38.0,56,0.8430142093090219,184.0,56,0.010998760229714733,0.2807796715246044,43/56,POP5;RRP12;DDX49;UTP18;EXOSC5;UTP3;NVL;TEX10;RCL1;WDR12;PWP2;BYSL;IMP3;IMP4;UBA52;NOL11;LYAR;RPL8;RRP9;NOC4L;RPL35A;RPS9;PDCD11;BOP1;EXOSC4;WDR46;RPS16;EXOSC9;DHX37;XRN2;DKC1;RPL7;PIH1D1;EXOSC2;EXOSC1;MDN1;TBL3;RPL36;UTP6;WDR18;MPHOSPH6;DDX27;HEATR1,0.503575969807434,0.9999841444821818,44/56,POP5;RRP12;DDX49;FCF1;MRTO4;EXOSC5;UTP3;TEX10;RCL1;WDR12;PWP2;EBNA1BP2;BYSL;IMP3;IMP4;UBA52;RPL11;NOL11;DIS3L;LYAR;RPL8;RRP9;NOC4L;RPL35A;RPS9;PELP1;PDCD11;BOP1;EXOSC4;WDR46;RPS16;EXOSC9;DHX37;XRN2;DKC1;PIH1D1;EXOSC2;TBL3;DEDD2;RPL26;UTP6;WDR18;MPHOSPH10;HEATR1
double-strand break repair via homologous recombination (GO:0000724),0.807437757979802,39.0,38,0.7780598802216249,377.0,38,0.01706863722604865,0.30025512773844354,30/38,ERCC5;NSMCE1;RMI1;ZSWIM7;PARP1;BRCA2;HUS1;RPA3;BLM;RAD54B;RPA1;RECQL5;RPA4;REC8;POLN;GINS2;WRN;SFPQ;ERCC4;RECQL4;XRCC2;RAD51AP1;REV3L;POLQ;NSMCE2;SMC6;PSMD14;YY1;FANCB;PALB2,0.05046081479598137,0.9999841444821818,34/38,SMC5;ERCC5;NSMCE1;RMI1;ZSWIM7;PARP1;BRCA2;HUS1;RPA3;BLM;POLL;RAD54B;RPA1;RECQL5;RAD52;RPA4;REC8;POLN;GINS2;WRN;RPA2;SFPQ;SAMHD1;ERCC4;RECQL4;XRCC2;RAD51AP1;REV3L;POLQ;NSMCE2;SMC6;YY1;FANCB;PALB2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),0.8074016104284473,40.0,27,0.8872836652450291,97.0,27,0.022044638548348764,0.3314043995101765,22/27,CCNH;CCNI;CDK5R1;CDC6;CDK5RAP1;HERC5;CCNG1;BLM;CCNB3;CCNE1;CCNE2;DIRAS3;GADD45A;CDC37;CDKN1C;MAPRE3;TFAP4;GTPBP4;CDK7;CCNB2;GTF2H1;CCNA2,0.5966797114080999,0.9999841444821818,21/27,CCNH;HEXIM2;CDKN2C;CCNI;CDC6;CDK5RAP1;CCNG1;BLM;CCNB3;CCNE1;LATS1;CCNE2;DIRAS3;GADD45A;CDKN1C;TFAP4;GTPBP4;CDK7;CCNB2;MYOCD;CCNA2
"base-excision repair, gap-filling (GO:0006287)",0.8066977611302907,41.0,15,0.9445883293230471,48.0,15,0.10984545748549425,0.7303436097156739,12/15,RFC5;PARG;SMUG1;NTHL1;RPA1;MBD4;NEIL1;RFC2;PARP1;PNKP;LIG1;RPA3,0.11794078354041247,0.9999841444821818,14/15,RFC5;PARG;SMUG1;NTHL1;RPA1;MBD4;NEIL1;RFC2;PARP1;PNKP;LIG1;RPA3;RPA2;POLL
"nucleotide-excision repair, DNA incision (GO:0033683)",0.7989546819944843,42.5,19,0.8560577215582965,154.5,19,0.08768841401858418,0.6745003148720369,15/19,RFC5;DDB2;ERCC5;UBA52;RPA1;NTHL1;RFC2;RBX1;GTF2H5;PARP1;ERCC4;CHD1L;GTF2H1;RPA3;GTF2H4,0.5717143630842458,0.9999841444821818,15/19,RFC5;DDB2;ERCC5;UBA52;RPA1;NTHL1;RFC2;GTF2H3;GTF2H5;PARP1;ERCC4;RPA3;RPA2;GTF2H4;ERCC3
"nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",0.7989546819944843,42.5,19,0.8560577215582965,154.5,19,0.08768841401858418,0.6745003148720369,15/19,RFC5;DDB2;ERCC5;UBA52;RPA1;NTHL1;RFC2;RBX1;GTF2H5;PARP1;ERCC4;CHD1L;GTF2H1;RPA3;GTF2H4,0.5717143630842458,0.9999841444821818,15/19,RFC5;DDB2;ERCC5;UBA52;RPA1;NTHL1;RFC2;GTF2H3;GTF2H5;PARP1;ERCC4;RPA3;RPA2;GTF2H4;ERCC3
translation (GO:0006412),0.7983767023009323,44.0,84,0.8416927838952812,187.0,84,9.099531903780336e-05,0.04647129578909755,68/84,DRG2;MRPS34;PPA1;MRPS33;EEF2;SARS2;MARS2;MRPS36;MRPL16;IGF2BP3;MRPL11;RPS18;RARS2;FTSJ1;WARS2;ZAR1;FARS2;MRPL27;N6AMT1;EEFSEC;RPS20;MRPL51;MRPL9;MRPL37;EEF1A2;MRPS16;TUFM;UBA52;EEF1E1;DRG1;MRPS17;MRRF;MRPS14;RPL8;FARSA;GSPT2;RPL35A;MRPS18B;RPS9;SRBD1;RPS12;MRPL23;IGHMBP2;ZC3H15;MRPS24;ASMT;RPS3;EIF4G1;RPS16;TSFM;NDUFA7;LARS2;RPS21;MRPS2;RPL7;MRPL13;DARS2;RPS23;MRPL28;RPS6KB2;YARS2;RPL36;IARS2;MRPS7;RPL22L1;MRPL36;ETF1;MRPS18C,0.022088642757171744,0.9999841444821818,73/84,DRG2;MRPS34;PPA1;MRPS18C;EEF2;MRPS33;SARS2;MARS2;MRPS36;MRPL16;IGF2BP3;MRPL11;FARS2;RPS4Y1;RARS2;FTSJ1;ZAR1;WARS2;MRPL27;MRPL35;EEFSEC;RPS20;MRPL51;MRPL9;MRPS15;EEF1A2;MRPS16;TUFM;UBA52;RPL11;MRPL43;EEF1E1;DRG1;MRPS17;MRRF;MRPS14;RPL8;MRPS28;FARSA;GSPT2;RPL35A;MRPS18B;RPS9;SRBD1;RPS12;MRPL23;IGHMBP2;ZC3H15;MRPS24;ASMT;EIF4G1;RPS16;TSFM;NDUFA7;LARS2;RPS21;MRPS2;MRPL13;MRPL32;DARS2;RPS23;MRPL28;RPS6KB2;RPL26;RPS4Y2;IARS2;RWDD1;RPL22L1;MRPS7;MRPL36;ETF1;MRPL41;MRPS5
G1/S transition of mitotic cell cycle (GO:0000082),0.7977783730706812,45.0,22,0.8779499257384512,114.0,22,0.1933168159288575,0.9288434365410292,16/22,CCNH;EIF4EBP1;CCNE1;CUL2;FBXO5;CCNE2;CDK3;POLA1;TFDP2;CDC6;PLK2;E2F3;TYMS;E2F1;RCC1;CDK7,0.43024629519029445,0.9999841444821818,18/22,CCNH;EIF4EBP1;CDKN2C;CCNE1;FBXO5;CDK3;LATS1;CCNE2;CDK5;TFDP2;POLA1;CDC6;PLK2;E2F3;TYMS;INHBA;E2F1;CDK7
tRNA aminoacylation for protein translation (GO:0006418),0.796977704950409,46.0,15,0.8815281838559688,106.0,15,0.0006643898280370033,0.06443822035635906,15/15,PPA1;AARS2;DARS2;SARS2;MARS2;NARS2;EEF1E1;YARS2;FARS2;RARS2;WARS2;IARS2;LARS2;FARSA;TARS2,0.11794078354041247,0.9999841444821818,14/15,PPA1;AARS2;DARS2;SARS2;MARS2;NARS2;EEF1E1;FARS2;RARS2;WARS2;IARS2;LARS2;FARSA;TARS2
signal transduction in response to DNA damage (GO:0042770),0.7908301304176567,47.0,25,0.8117103779243038,272.0,25,0.013575137170683217,0.29922223699255324,21/25,CDC5L;DOT1L;ATR;HUS1;INTS7;CLSPN;FBXO6;BRIP1;RPA4;GADD45A;E2F7;TIPRL;ERCC6;RAD1;BCL3;STK33;CHEK1;CLOCK;TRIAP1;PAXIP1;E2F1,0.30933808577008814,0.9999841444821818,21/25,CDC5L;DOT1L;SESN2;ATR;HUS1;INTS7;CLSPN;FBXO6;E2F1;BRIP1;RPA4;GADD45A;E2F7;ERCC6;RAD1;BCL3;STK33;CHEK1;TRIAP1;BATF;TP53BP1
base-excision repair (GO:0006284),0.7888641801115829,48.0,24,0.8218880976615649,242.0,24,0.1219797584837431,0.7303436097156739,18/24,LIG1;RFC5;PARG;ERCC5;SMUG1;NEIL3;APEX2;RPA1;NTHL1;MBD4;NEIL1;RFC2;ERCC6;POLQ;PARP1;PNKP;WRN;RPA3,0.17958116380611472,0.9999841444821818,21/24,PARG;ERCC5;PARP1;PNKP;RPA3;POLL;NEIL3;RPA1;NTHL1;NEIL1;PRMT6;WRN;RPA2;RFC5;SMUG1;MBD4;RFC2;ERCC6;APEX2;POLQ;LIG1
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)",0.7887402266394336,49.0,25,0.924313349451855,63.0,25,0.013575137170683217,0.29922223699255324,21/25,RC3H1;CNOT8;PNLDC1;EXOSC5;CNOT10;ZFP36;WDR61;LSM6;TNKS1BP1;CNOT1;PAN3;LSM2;LSM7;EXOSC4;DCP1B;EXOSC9;EDC4;LSM1;CNOT3;EXOSC2;EXOSC1,0.820446965385635,0.9999841444821818,18/25,RC3H1;CNOT3;LSM6;DCPS;CNOT1;PAN3;LSM2;EXOSC2;LSM7;EXOSC4;PNLDC1;EXOSC5;CNOT10;DCP1B;EXOSC9;EDC4;SKIV2L;CNOT4
ncRNA processing (GO:0034470),0.783295639559153,50.0,69,0.8090151091870604,280.0,69,0.01026408815861798,0.2777462255722025,52/69,POP5;RRP12;DDX49;UTP18;EXOSC5;UTP3;FARS2;NVL;TEX10;INTS7;RCL1;WDR12;PWP2;BYSL;IMP3;IMP4;UBA52;NOL11;MPHOSPH6;LYAR;RPL8;RRP9;NOC4L;RPL35A;TRPT1;RPS9;PDCD11;BOP1;INTS8;EXOSC4;WDR46;RPS16;EXOSC9;INTS2;DHX37;XRN2;RPL7;DKC1;POP7;PIH1D1;EXOSC2;EXOSC1;MDN1;INTS5;TBL3;RPL36;UTP6;WDR18;INTS12;DDX27;HEATR1;MRPL44,0.5127800441769181,0.9999841444821818,54/69,POP5;RRP12;DDX49;FCF1;MRTO4;EXOSC5;UTP3;FARS2;TEX10;INTS7;RCL1;WDR12;PWP2;EBNA1BP2;METTL3;BYSL;IMP3;IMP4;UBA52;RPL11;NOL11;LYAR;RPL8;RRP9;NOC4L;RPL35A;TRPT1;RPS9;PELP1;PDCD11;BOP1;EXOSC4;WDR46;RPS16;EXOSC9;INTS2;DHX37;ZCCHC8;XRN2;DKC1;POP7;PIH1D1;EXOSC2;PRKRA;TBL3;INTS5;RPL26;UTP6;INTS10;WDR18;INTS12;MPHOSPH10;HEATR1;MRPL44
DNA recombination (GO:0006310),0.7798227395793974,51.0,17,0.8960703963396282,83.0,17,0.30470224267530366,0.9998690134726378,12/17,ENDOG;RAD54B;SUPV3L1;THAP9;RPA1;RECQL5;IGHMBP2;MSH2;RECQL4;WRN;BLM;XRCC2,0.449198589807472,0.9999841444821818,14/17,ENDOG;RAD54B;SUPV3L1;THAP9;RPA1;RAD52;RECQL5;IGHMBP2;MSH2;RECQL4;WRN;HDAC10;BLM;XRCC2
recombinational repair (GO:0000725),0.7781518814105861,52.0,34,0.7654833172606322,420.0,34,0.02057808163804471,0.3314043995101765,27/34,ERCC5;NSMCE1;RMI1;ZSWIM7;PARP1;BRCA2;HUS1;RPA3;BLM;RAD54B;RPA1;RECQL5;RPA4;POLN;WRN;SFPQ;ERCC4;RECQL4;XRCC2;RAD51AP1;REV3L;POLQ;NSMCE2;SMC6;PSMD14;YY1;PALB2,0.03567066211449931,0.9999841444821818,31/34,SMC5;ERCC5;NSMCE1;RMI1;ZSWIM7;PARP1;BRCA2;HUS1;RPA3;BLM;POLL;RAD54B;RPA1;RECQL5;RAD52;RPA4;POLN;WRN;RPA2;SFPQ;SAMHD1;ERCC4;RECQL4;XRCC2;RAD51AP1;REV3L;POLQ;NSMCE2;SMC6;YY1;PALB2
DNA damage checkpoint signaling (GO:0000077),0.7781150546514681,53.0,19,0.7990352210590863,315.0,19,0.03038339096403248,0.39911386382850433,16/19,CDC5L;DOT1L;ATR;BRIP1;RPA4;TIPRL;ERCC6;RAD1;STK33;CHEK1;FBXO6;CLOCK;HUS1;INTS7;CLSPN;E2F1,0.35421294651401847,0.9999841444821818,16/19,CDC5L;DOT1L;ATR;BRIP1;RPA4;ERCC6;RAD1;STK33;FBXO6;CHEK1;HUS1;INTS7;CLSPN;ZNF830;E2F1;TP53BP1
mRNA catabolic process (GO:0006402),0.7779817253768921,54.0,16,0.8339618662434052,208.0,16,0.08078481143735393,0.6506062492544039,13/16,RC3H1;ZFP36;SUPV3L1;LSM6;LSM2;PNPT1;ZFP36L2;EXOSC4;CNOT10;EXOSC9;UPF1;DHX34;XRN2,0.5014305579459015,0.9999841444821818,13/16,RC3H1;METTL3;SUPV3L1;LSM6;MRTO4;LSM2;ERN1;ZFP36L2;EXOSC4;CNOT10;EXOSC9;DHX34;XRN2
cytoskeleton-dependent cytokinesis (GO:0061640),0.7770645977836167,55.0,19,0.9310894985037215,56.0,19,0.19578111980021493,0.9288434365410292,14/19,USP8;AURKB;ROPN1B;INCENP;RASA1;JTB;UNC119;ANLN;STAMBP;SPIRE2;KIF20A;VPS4A;KIF4A;EFHC1,0.16634387552556573,0.9999841444821818,17/19,USP8;AURKB;INCENP;RASA1;JTB;UNC119;MITD1;ANLN;NOX5;STAMBP;SPIRE2;CUL7;KIF20A;SPIRE1;VPS4A;KIF4A;EFHC1
regulation of exit from mitosis (GO:0007096),0.7745310185944646,56.0,21,0.7967819512051648,320.0,21,0.11989991871081958,0.7303436097156739,16/21,CDC16;SIRT2;CDC14A;UBA52;ANAPC10;KNTC1;CDC26;ANLN;CDC23;ANAPC2;CDC20;ANAPC11;CDCA5;BUB1B;CDC14B;PHB2,0.6743385763297988,0.9999841444821818,16/21,NPM2;CDC16;SIRT2;CDC14A;UBA52;ANAPC10;KNTC1;CDC26;ANLN;CDC23;ANAPC2;CDC20;ANAPC11;CDCA5;BUB1B;CDC14B
DNA metabolic process (GO:0006259),0.7732621100384072,57.0,113,0.8755635799436613,118.0,113,0.00030312660024293584,0.049077667567128704,87/113,NEIL3;NTHL1;RECQL5;RPA1;DNASE1L3;GADD45A;WRN;POLE2;KPNA2;RNASEH2A;IGHMBP2;PRIM1;ERCC4;HELLS;POLA2;CHRNA4;PARG;SUPV3L1;DOT1L;TOP1MT;THAP9;CDC6;CHD1L;HUS1;BLM;BARD1;NEIL1;RNASEH1;TYMS;TREX2;FANCA;LONP1;RAD1;RECQL4;PARP2;XRCC2;POLH;POLA1;BTG2;UBE2T;LIG1;FBXO6;DNASE1L2;ENDOG;TOP2A;ERCC5;XPC;TOP3B;TRRAP;RAD18;FANCC;RPA4;DDX23;TOP1;GMNN;RFC5;SMUG1;MBD4;TERF2IP;FANCG;SMARCAD1;MSH2;POLQ;UBE2U;GLRX2;GTF2H1;MGMT;ATR;PARP1;PNKP;RPA3;NOC3L;UBA52;ALKBH1;TOPBP1;DCLRE1B;PURA;UPF1;NUDT15;DDB2;RFC2;PSME4;CHEK1;REXO4;GTF2H4;RAD51AP1;TRIM28,0.03326362668462171,0.9999841444821818,96/113,UBE2V2;NEIL3;NTHL1;RECQL5;RPA1;DNASE1L3;GADD45A;WRN;POLE2;KPNA2;RNASEH2A;TOP2B;SAMHD1;IGHMBP2;GTF2H3;PRIM1;ERCC4;HELLS;POLA2;TINF2;PARG;SUPV3L1;DOT1L;TOP1MT;THAP9;CDC6;RAD9B;HUS1;BLM;BARD1;NEIL1;RNASEH1;TYMS;FANCA;LONP1;RAD1;RECQL4;PARP2;XRCC2;POLH;POLA1;BTG2;UBE2T;SIRT7;LIG1;FBXO6;DNASE1L2;ENDOG;TOP2A;ERCC5;XPC;TOP3B;TRRAP;RAD18;RAD52;FANCC;RPA4;DDX23;TOP1;GMNN;POLI;RFC5;SMUG1;MBD4;TERF2IP;EID3;FANCG;SMARCAD1;TOP3A;MSH2;POLQ;UBE2U;DNTT;MGMT;ALKBH3;ATR;PARP1;PNKP;RPA3;NOC3L;POLL;ALKBH1;UBA52;TOPBP1;PURA;NUDT15;RPA2;DDB2;RFC2;PSME4;CHEK1;REXO4;GTF2H4;RAD51AP1;TRIM28;ERCC3
nucleic acid-templated transcription (GO:0097659),0.7723439516673191,58.0,21,0.8412237609465245,190.0,21,0.015236020980121745,0.30025512773844354,18/21,THAP1;POLR2I;NKX2-8;POLR2B;POLR2J;NR4A2;PPP5C;HOXD3;PWP1;POLR2F;DRG1;POLR2C;BCL3;POLR2H;POLR2E;E2F1;POLR2G;EPC1,0.47558875449824967,0.9999841444821818,17/21,TOPORS;POLR2I;NKX2-8;POLR2B;NR4A2;PPP5C;HOXD3;POLR2F;DRG1;POLR2C;BCL3;TAF1B;POLR2H;POLR2E;E2F1;POLR2G;EPC1
regulation of DNA replication (GO:0006275),0.7705738051765977,59.0,21,1.0083962952591625,15.0,21,0.23946144495082258,0.9962206661546672,15/21,SMC3;BCAR3;DSCC1;FBXO5;BRPF3;ATR;RBBP6;CDC6;GTPBP4;ESCO2;GMNN;CCNA2;BLM;FAF1;GLI1,0.2735562699761611,0.9999841444821818,18/21,NPM2;SMC3;CCNA2;BCAR3;DSCC1;FBXO5;ATR;RBBP6;CDC6;GTPBP4;ESCO2;CDAN1;EGF;GMNN;GDF2;BLM;FAF1;GLI1
protein import into nucleus (GO:0006606),0.7698804913836923,60.0,32,0.9032750438632517,76.0,32,0.013767243909886212,0.29922223699255324,26/32,NUP133;IPO13;KPNA5;EIF4ENIF1;NUP85;E2F3;RANBP17;PHB2;HEATR3;NUP62;PRICKLE1;NUP54;IPO4;NUP35;NUP62CL;NXT2;RGPD5;SYK;NXT1;NUP107;KPNA2;NUP214;NUTF2;IPO11;GCKR;IPO8,0.24443816306380237,0.9999841444821818,27/32,IPO13;KPNA5;RANBP6;EIF4ENIF1;NUP85;E2F3;RANBP17;NUP62;PRICKLE1;NUP54;IPO4;NUP35;NUP62CL;NXT2;RGPD5;SYK;NXT1;NUP107;KPNA2;NUP88;NUP214;NUTF2;IPO11;GCKR;KPNA3;PPP1R10;IPO8
7-methylguanosine mRNA capping (GO:0006370),0.769739121390428,61.5,18,0.764323240766346,426.5,18,0.11613386290848705,0.7303436097156739,14/18,CCNH;POLR2I;POLR2J;POLR2B;GTF2F1;POLR2F;GTF2H5;POLR2C;POLR2H;GTF2H1;POLR2E;GTF2H4;POLR2G;CDK7,0.1960074130500583,0.9999841444821818,16/18,CCNH;POLR2I;CDK7;RNGTT;POLR2B;GTF2H3;GTF2F1;POLR2F;GTF2H5;SUPT5H;POLR2C;POLR2H;POLR2E;GTF2H4;POLR2G;ERCC3
7-methylguanosine RNA capping (GO:0009452),0.769739121390428,61.5,18,0.764323240766346,426.5,18,0.11613386290848705,0.7303436097156739,14/18,CCNH;POLR2I;POLR2J;POLR2B;GTF2F1;POLR2F;GTF2H5;POLR2C;POLR2H;GTF2H1;POLR2E;GTF2H4;POLR2G;CDK7,0.1960074130500583,0.9999841444821818,16/18,CCNH;POLR2I;CDK7;RNGTT;POLR2B;GTF2H3;GTF2F1;POLR2F;GTF2H5;SUPT5H;POLR2C;POLR2H;POLR2E;GTF2H4;POLR2G;ERCC3
RNA transport (GO:0050658),0.7638250539553346,63.0,25,0.8412326429101243,189.0,25,0.00357104463789553,0.1666077032783673,22/25,THOC7;MAGOH;SLBP;PNPT1;RFTN1;ZFP36;THOC2;THOC6;NUP62;SIDT1;NXF5;NUP62CL;NUP214;RAE1;SIDT2;XPO5;THOC1;ATXN2;DHX38;ARC;EIF4A3;THOC3,0.30933808577008814,0.9999841444821818,21/25,THOC7;POLDIP3;MAGOH;SLBP;RFTN1;NUP62;THOC6;NXF5;NUP62CL;NUP214;RAE1;U2AF1L4;SIDT2;XPO5;THOC1;ATXN2;DHX38;THOC5;ARC;EIF4A3;THOC3
cellular macromolecule biosynthetic process (GO:0034645),0.7586452862072968,64.0,128,0.8394147066667181,192.0,128,0.00018696177442691984,0.04647129578909755,98/128,POLR2I;MRPL27;MRPS16;RBMS1;RECQL5;RPA1;DRG1;PTH;WRN;POLE2;GSPT2;MRPS18B;RNASEH2A;NR4A2;IGHMBP2;PWP1;POLR2F;GOLPH3;POLA2;POLR2H;PPP5C;RPS23;RPS6KB2;MRPL36;MRPS18C;THAP1;TOP1MT;POLR2B;CDC6;RPS18;HUS1;ZAR1;CLSPN;BLM;MRPL51;BARD1;MRPL37;POLR2J;BRIP1;FUT9;MRPS17;TYMS;RPL8;RPL35A;RPS12;ASMT;RAD1;RECQL4;NT5M;RPS21;RPL7;POLA1;EEF2;RMI1;IGF2BP3;MRPL11;TUFM;NKX2-8;RPA4;TOP1;RPS9;SRBD1;RFC5;MRPL23;EIF4G1;GRWD1;YARS2;MRPL28;RPL36;TIPIN;E2F1;MRPS33;ATR;EXT1;POLR2C;EEFSEC;RPA3;POLR2E;MRPL9;RPS20;EEF1A2;MRRF;TOPBP1;MRPS14;UPF1;FAM111B;RFC2;HOXD3;RPS3;BCL3;CHEK1;TSFM;RPS16;POLR2G;EPC1;MRPL13;MRPS7;MRPS36,0.03592699172454696,0.9999841444821818,108/128,POLR2I;ST3GAL4;MRPL27;MRPS16;RBMS1;RECQL5;RPA1;MRPL43;DRG1;PTH;WRN;POLE2;GSPT2;MRPS18B;RNASEH2A;NR4A2;IGHMBP2;POLR2F;TAF1B;POLA2;GOLPH3;POLR2H;TOPORS;PPP5C;RPS23;RPS6KB2;MRPL36;MRPS5;MRPS18C;TOP1MT;POLR2B;CDC6;RAD9B;RPS4Y1;HUS1;ZAR1;CLSPN;BLM;MRPL51;MRPS15;BARD1;BRIP1;FUT9;MRPS17;TYMS;RPL8;RPL35A;RPS12;ASMT;RAD1;RECQL4;INHBA;A4GNT;NT5M;RPS21;POLA1;EEF2;RMI1;IGF2BP3;MRPL11;TUFM;NKX2-8;RPL11;RPA4;TOP1;GAL3ST2;RPS9;SRBD1;RFC5;MRPL23;EIF4G1;GRWD1;TOP3A;MRPL28;RPL26;RPS4Y2;TIPIN;E2F1;MRPL41;MRPS33;ATR;EXT1;POLR2C;MRPL35;EEFSEC;RPA3;POLR2E;MRPL9;RPS20;POLL;EEF1A2;MRRF;TOPBP1;MRPS14;RPA2;FAM111B;RFC2;HOXD3;BCL3;CHEK1;TSFM;RPS16;POLR2G;EPC1;MRPL13;MRPL32;MRPS7;MRPS36
transcription elongation from RNA polymerase II promoter (GO:0006368),0.7583388623377437,65.0,27,0.7377975597072021,531.0,27,0.022044638548348764,0.3314043995101765,22/27,CCNH;EAF2;POLR2I;POLR2B;CDC73;GTF2F1;POLR2C;SSRP1;POLR2E;IWS1;WDR61;POLR2J;ELP4;POLR2F;POLR2H;GTF2H4;ELOF1;LEO1;CDK7;POLR2G;GTF2H5;GTF2H1,0.414526795110711,0.9999841444821818,22/27,CCNH;EAF2;POLR2I;POLR2B;CDC73;GTF2F1;SUPT5H;POLR2C;SSRP1;POLR2E;IWS1;ELP4;GTF2H3;POLR2F;POLR2H;GTF2H4;ELOF1;LEO1;CDK7;POLR2G;GTF2H5;ERCC3
telomere maintenance (GO:0000723),0.7546285086087141,66.0,19,0.7669970475506165,414.0,19,0.08768841401858418,0.6745003148720369,15/19,TPRKB;RPA1;SMC6;ATR;PARP1;DCLRE1B;ERCC4;TERF2IP;ZBTB48;HUS1;RECQL4;WRN;RPA3;NSMCE2;BLM,0.35421294651401847,0.9999841444821818,16/19,SMC5;RPA1;SMC6;ATR;RPA2;PARP1;ERCC4;TINF2;TERF2IP;NSMCE2;HUS1;RECQL4;WRN;RPA3;TPRKB;BLM
RNA biosynthetic process (GO:0032774),0.7539737358932037,67.0,18,0.8810457008658305,107.0,18,0.11613386290848705,0.7303436097156739,14/18,TAF4;TCEA2;TAF12;TAF7;TTF1;GTF2B;POLA1;TAF10;SMARCA5;PRIM1;POLA2;NCOA6;BRF2;NAT14,0.6213841396512345,0.9999841444821818,14/18,TAF4;TCEA2;TAF7;TTF1;GTF2B;TBP;POLA1;TAF10;SMARCA5;PRIM1;POLA2;NCOA6;TAF13;BRF2
autophagy of mitochondrion (GO:0000422),0.7537942154343321,68.0,17,0.7584809835048306,452.0,17,0.30470224267530366,0.9998690134726378,12/17,RB1CC1;WDR45;MAP1LC3C;FUNDC2;FUNDC1;SQSTM1;CISD2;ULK2;CTSK;GABARAP;PHB2;ATG9A,0.449198589807472,0.9999841444821818,14/17,RB1CC1;WDR45;MAP1LC3C;FUNDC2;ATG3;SQSTM1;FUNDC1;CISD2;ULK2;ATG9A;WIPI1;CTSK;GABARAP;BNIP3
DNA duplex unwinding (GO:0032508),0.7504852081011487,69.0,26,0.7591178645216222,445.0,26,0.0740642198416642,0.6465089641662688,20/26,DDX1;SUPV3L1;ANXA1;RBX1;PARP1;CHD1L;XPC;BLM;UBA52;CETN2;RPA1;RECQL5;PURA;WRN;DDB2;RECQL4;GTF2H4;SSBP1;GTF2H5;GTF2H1,0.892164885251993,0.9999841444821818,18/26,DDX1;DDB2;SUPV3L1;UBA52;RPA1;RECQL5;ANXA1;GTF2H3;SSBP1;GTF2H5;PARP1;PURA;XPC;RECQL4;WRN;BLM;GTF2H4;ERCC3
