set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
regulation of RNA metabolic process (GO:0051252),0.04858459471940733,0.5432641045897365,17/21,NOVA2;PTBP2;NOVA1;FUS;TNFRSF1B;ZNF326;IGF2BP3;PQBP1;BRDT;RC3H1;GRSF1;RASA1;MYOD1;RBM12B;MBNL3;AFF2;FAM50A,0.6595090535669866,0.9999948639545445,7/21,NOVA1;TNFRSF1B;ZNF326;PQBP1;GRSF1;AFF2;FAM50A,21
mitotic sister chromatid segregation (GO:0000070),0.050122492832100685,0.5558666623101003,28/37,KIF25;NCAPG2;NCAPD2;SPAG5;NCAPD3;TUBG1;PHF13;KIF2C;DLGAP5;KIF14;KIF18A;RRS1;DSN1;NCAPH;VPS4A;CDCA8;NCAPG;KIF22;CHMP6;NUP62;TTN;REC8;CDCA5;CENPK;CDC23;AKAP8L;DCTN2;CENPE,0.006452522044361947,0.5897374411089544,21/37,NCAPG2;SPAG5;TUBG1;CHMP1B;PHF13;KIF2C;KIF14;KIF18A;RRS1;DSN1;CHMP2A;CDCA8;TUBG2;KIF22;CHMP6;EML3;REC8;CDCA5;CENPK;CDC23;DCTN2,37
regulation of type I interferon production (GO:0032479),0.051418717273140034,0.5637097639247673,30/40,POLR2E;RNF125;TRAF3IP1;IRF8;DHX58;RNF26;PQBP1;IFIH1;UBA7;POLR1C;TRIM56;GAPDH;DHX36;POLR3G;STAT6;PIN1;POLR2F;POLR3H;RNF135;POLR3K;IRF1;GPATCH3;IKBKE;POLR2H;IRF3;POLR3D;HERC5;POLR3GL;POLA1;POLR3E,0.21931408552043716,0.9999948639545445,17/40,GPATCH3;HERC5;UBE2L6;POLR3C;NLRP4;RNF125;DHX58;PQBP1;IRF3;POLR3H;UBA7;TRIM56;POLR3D;POLR3K;IRF1;POLA1;POLR3E,40
regulation of reactive oxygen species metabolic process (GO:2000377),0.053329526816238156,0.5637097639247673,19/24,SIRT5;CYP1B1;CBR1;DHRS4;SNCA;GADD45A;DCXR;PDK3;ZC3H12A;AKR1C3;AGT;XDH;NOXO1;SPHK2;SIRT2;BST1;ALOX5;RIPK1;ARF4,0.006234572156614888,0.5897374411089544,15/24,XDH;DHRS4;SIRT5;SNCA;GADD45A;DCXR;PDK3;UCP1;RIPK1;MPV17;AKR1C3;ARF4;CBR1;BST1;AGT,24
RNA modification (GO:0009451),0.053329526816238156,0.5637097639247673,19/24,ALKBH1;TFB1M;TRMT1;NSUN5;AARS2;LCMT2;NSUN6;TRIT1;NSUN2;CDKAL1;NSUN3;RBM15;BCDIN3D;NAT10;C9ORF64;APOBEC3G;FTSJ3;QTRT1;FTSJ1,0.33004546017124664,0.9999948639545445,10/24,TRIT1;NSUN2;ALKBH1;TFB1M;FTSJ3;TRMT1;QTRT1;C9ORF64;PUS3;NSUN6,24
ribonucleoprotein complex biogenesis (GO:0022613),0.053329526816238156,0.5637097639247673,19/24,WDR12;RIOK2;RPS16;DDX31;RRS1;NVL;LTV1;ZNF622;DHX37;HEATR3;TGS1;MRPL36;GTF3A;PAK1IP1;BOP1;NIP7;RPL35A;BYSL;RPL7,0.8027083156952632,0.9999948639545445,7/24,GTF3A;PAK1IP1;NIP7;MRTO4;MRPL36;RRS1;BYSL,24
interstrand cross-link repair (GO:0036297),0.053329526816238156,0.5637097639247673,19/24,FANCG;EME1;FANCB;RPA1;RPA3;FANCC;UBA52;FANCF;ERCC4;NEIL3;ATR;POLN;UBE2T;WDR48;RAD51AP1;DCLRE1B;FANCA;DCLRE1A;RNF168,0.10220576665775775,0.9999948639545445,12/24,RPA1;RPA2;UBE2T;RPA3;FANCG;FANCC;FANCE;RAD51AP1;ATR;DCLRE1A;POLN;FANCF,24
regulation of translation (GO:0006417),0.05297914883651909,0.5637097639247673,48/67,EIF4E2;ALKBH1;PIWIL2;BCL3;PAIP2;NSUN5;ETF1;EIF3H;KLHL25;FXR2;TSC1;GAPDH;CNOT1;DHX36;TSFM;RBM4;UPF1;RPS3;EIF1B;IGF2BP3;TRAP1;TYMS;CALR;ATXN2;MTIF2;GEMIN5;NSUN3;RBM4B;METTL5;EIF4ENIF1;CNOT10;DDX1;EIF4H;NAT10;OGFOD1;RPS27L;MRPL13;EIF5B;CNOT8;PASK;EEF2;BTG2;EIF4G1;ZNF540;RNF139;ZNF598;EIF2B2;EIF4A3,0.7150344609252944,0.9999948639545445,22/67,EIF4E2;ALKBH1;PIWIL2;ETF1;EIF3H;FXR2;TSC1;CNOT1;RBM4;RPS3;TRAP1;GEMIN5;RBM4B;DAPK3;EIF2AK4;EIF4H;OGFOD1;EIF2AK2;EEF2;ZNF598;EIF2B2;POLDIP3,67
peptide biosynthetic process (GO:0043043),0.05379154324316482,0.5641857209922636,42/58,MRPL28;MRPL9;RPS12;RPS21;ASMT;MRPL11;MRRF;MRPS36;RPS23;RPS6KB2;MRPS7;MRPS17;GSPT2;MRPL51;MRPS14;IGHMBP2;ZAR1;RPS20;RPS18;RPS3;RPL36;IGF2BP3;RPS16;RPS9;MRPL27;MRPS16;MRPL23;GGTA1;MRPL36;PCSK5;RPL8;MRPL13;MRPL37;MRPS33;EIF4G1;SRBD1;MRPS18B;MRPS18C;EEF1A2;RPL35A;YARS2;RPL7,0.13945849744575056,0.9999948639545445,25/58,MRPL28;MRPL43;RPS12;RPS21;RPL3L;MRRF;MRPS36;RPS23;GSPT2;MRPL51;MRPS14;RPS18;COPS5;RPS3;RPL36;MRPS16;PABPC4;GGTA1;MRPL36;RPL8;MRPL37;RPS4Y2;SRBD1;MRPS18C;YARS2,58
negative regulation of supramolecular fiber organization (GO:1902904),0.05697441220394978,0.576714583505478,21/27,ARFGEF1;IAPP;TAOK1;EMILIN1;PFDN4;TWF2;SNCA;LIMA1;VBP1;MYADM;SHANK3;EML2;TRIM54;TPX2;MID1IP1;PFDN2;CRYAB;PFDN6;ARHGEF2;KATNB1;SLIT2,0.5035536987953448,0.9999948639545445,10/27,TRIM54;ARHGEF2;SNCA;TPX2;ARFGEF1;MID1IP1;CRYAB;KATNB1;TAOK1;PFDN4,27
negative regulation of nucleic acid-templated transcription (GO:1903507),0.0571411941993828,0.576714583505478,127/189,PTPRK;ZBTB7A;HMBOX1;ZNF217;BRD7;CBX5;TFAP2B;NKAP;SCML4;HOXA7;CCDC85B;LIMS1;YEATS2;RBM15;EID2B;ZNF91;TLE1;ELK3;ACTRT1;LIMD1;FERD3L;PER1;KLF4;DPF1;THAP7;ZNF568;NKX6-2;CDK5R1;TRERF1;RUNX1T1;ZNF540;SMURF2;E2F1;NFIL3;PBXIP1;SAMD11;PHC3;BCL3;CREB3L1;SFPQ;HDAC1;HMX1;DDIT3;PRICKLE1;SAMD7;PRDM5;CBFA2T3;CDKN1C;EPC1;PHB2;SIX3;NDUFA13;NPAS1;PHF12;TWIST2;NKRF;SNX6;ZMYND15;CRYAB;ZIC2;TBX2;BASP1;ZNF746;NR0B2;SIN3A;JARID2;CTBP2;TFAP4;UIMC1;ZNF503;SOX18;BAHD1;COPS2;WWP1;NOTCH1;GLI3;CIC;RORB;MLXIPL;IRF1;PCGF6;MTA3;TBR1;SOX13;GATA6;CITED2;ZNF639;SUV39H1;SCMH1;SNW1;CBY1;ZNF281;TFDP2;SOX14;AHR;ZNF350;SUDS3;PIAS4;TAF7;CALR;ZNF653;WNT5A;MBD2;ZKSCAN3;NIF3L1;ZNF256;GMNN;GATAD2A;ATF5;ZHX3;SIRT2;DAXX;BMP2;CLOCK;CITED1;TNFSF4;PML;HEY1;TRIM28;HEYL;ATP8B1;RING1;MBD1;ASCL1;ZNF423;TNFRSF4;PEX14,0.6471279242892547,0.9999948639545445,65/189,PTPRK;HMBOX1;PBXIP1;WT1;BRD7;SAMD11;PHC3;ZNF423;HDAC1;HMX1;ZNF503;CTBP2;ZNF350;PRICKLE1;SIRT1;CDK5;SUDS3;PRDM5;CCDC85B;ZNF148;GLI3;PHB2;CIC;ZNF703;NDUFA13;MLXIPL;DNMT3L;NPAS1;IRF1;PCGF6;DEDD2;TLE1;ZNF256;HDAC3;SNX6;CREBZF;KLF4;FERD3L;DPF2;CRYAB;GLIS2;DPF1;ZNF224;PATZ1;ZHX3;DAXX;FOXP2;BMP2;CLOCK;CITED1;SOX13;CDK5R1;TRERF1;GATA6;PML;PRMT6;RUNX1T1;ATP8B1;DPF3;TGFB1;ASCL1;SUV39H1;SCMH1;SNW1;NFIL3,189
primary alcohol metabolic process (GO:0034308),0.05882233002494897,0.576714583505478,14/17,GDPD1;CYP11B2;ADH7;CYP3A4;CYP1A1;CYP11A1;PECR;RDH12;RDH11;ADH1C;RBP4;RETSAT;CYP1B1;GDPD3,0.9040188791768646,0.9999948639545445,4/17,RDH11;CYP11B2;CYP1A1;RETSAT,17
response to peptide hormone (GO:0043434),0.05697441220394978,0.576714583505478,21/27,TRIM16;GHRHR;TGFBR3;TSC1;EIF2B5;REG3A;KHK;REG1A;STAT6;PRLH;CYP11B2;IRS1;REG1B;CYP11A1;GNAI1;EIF2B1;ANXA1;CITED1;STAT2;LEP;EIF2B2,0.34826519109743087,0.9999948639545445,11/27,CYP11B2;REG1B;CITED1;SIRT1;TRIM16;KHK;GHRHR;GNAI1;LEP;EIF2B2;TSC1,27
tRNA modification (GO:0006400),0.05697441220394978,0.576714583505478,21/27,ALKBH1;TRMT1;WDR6;AARS2;LCMT2;NSUN6;TRIT1;NSUN2;TARBP1;CDKAL1;TRMT12;GTPBP3;BCDIN3D;TPRKB;MTO1;C9ORF64;THUMPD2;MOCS3;METTL6;QTRT1;FTSJ1,0.12011483754770383,0.9999948639545445,13/27,TRIT1;NSUN2;ALKBH1;MOCS3;TRMT5;MTO1;TRMT1;TARBP1;QTRT1;TPRKB;C9ORF64;PUS3;NSUN6,27
positive regulation of growth (GO:0045927),0.05697441220394978,0.576714583505478,21/27,CDKN2AIP;WFS1;CSH2;ADNP2;EXOSC4;EXOSC9;MMP14;INS;FXN;S100A9;EXOSC2;SDCBP;SUPV3L1;RFTN1;S100A8;EIF4G1;LEP;ZNF639;DDX49;N6AMT1;DERL2,0.34826519109743087,0.9999948639545445,11/27,EXOSC2;EXOSC4;WFS1;SUPV3L1;LEP;EXOSC9;MMP14;DDX49;INS;RFTN1;FXN,27
negative regulation of cellular metabolic process (GO:0031324),0.05882233002494897,0.576714583505478,14/17,TRAT1;SIRT5;ABCA2;EDN1;PTX3;SDCBP;TRAP1;APCS;ATXN2;WDR54;SLC22A13;INS;SIRT2;UGT1A8,0.5956713357309877,0.9999948639545445,6/17,SIRT5;ABCA2;PTX3;TRAP1;WDR54;INS,17
regulation of dendrite morphogenesis (GO:0048814),0.05882233002494897,0.576714583505478,14/17,GORASP1;CDKL5;SARM1;SS18L2;SEMA4D;IL1RAPL1;OBSL1;LZTS1;CDKL3;YWHAH;HECW1;RAP2A;CHRNA3;SDC2,0.22439728000051998,0.9999948639545445,8/17,GORASP1;CDKL5;SARM1;SEMA4D;OBSL1;LZTS1;YWHAH;CHRNA3,17
"nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)",0.05882233002494897,0.576714583505478,14/17,EXOSC2;CNOT8;LSM7;LSM1;EXOSC4;POLR2G;WDR61;DCP1B;EXOSC5;EXOSC9;EDC4;LSM2;LSM6;EXOSC1,0.22439728000051998,0.9999948639545445,8/17,EXOSC2;LSM7;DCPS;EXOSC4;POLR2G;EXOSC9;LSM2;LSM6,17
NIK/NF-kappaB signaling (GO:0038061),0.061825402430540806,0.5932607765143384,25/33,PSMD7;REL;PSMA5;RELB;PSMD8;PSMD4;PSMD2;PSMD11;PSMD14;TLR3;MAP3K14;PSMA2;PSMB3;PSMC3;COPS8;PSMB10;PSMB4;BIRC2;PSMC5;TRAF2;PSMB8;ZFP91;PSME4;PSMD6;PSMA4,0.6632406314115165,0.9999948639545445,11/33,PSMD7;PSMC2;COPS8;PSMC3;PSMB4;BIRC2;TRAF2;PSMC5;PSMD2;PSMA4;PSME4,33
negative regulation of cellular amide metabolic process (GO:0034249),0.061825402430540806,0.5932607765143384,25/33,EIF4E2;PAIP2;FXR2;TSC1;GAPDH;CNOT1;DHX36;RBM4;RPS3;IGF2BP3;CALR;TYMS;PIN1;ABCA7;EIF4ENIF1;CNOT10;MRPL13;RTN2;CNOT8;BTG2;RTN4;ZNF540;RNF139;SORL1;EIF4A3,0.8798181564977542,0.9999948639545445,9/33,RBM4;EIF4E2;ABCA7;DAPK3;RPS3;EIF2AK2;FXR2;TSC1;CNOT1,33
establishment of protein localization to membrane (GO:0090150),0.061825402430540806,0.5932607765143384,25/33,NACA2;VPS37B;ZDHHC15;ZDHHC12;RTP4;AQP11;ZDHHC23;NPC1;GORASP1;VPS37D;OXA1L;RAB11B;RAB3GAP2;FRMPD1;RAB3GAP1;ARL6;SDCBP;ZDHHC19;RFTN1;ZDHHC24;VPS37C;ZDHHC6;BRAF;YIF1B;PARD3,0.37914113686461426,0.9999948639545445,13/33,ZDHHC24;ZDHHC18;GORASP1;VPS37C;ARL6;ZDHHC15;RTP3;YIF1B;AQP11;RAB11B;PARD3;RFTN1;RAB3GAP1,33
histone modification (GO:0016570),0.0656635531900299,0.5962603185644997,35/48,ENY2;EYA1;USP21;HDAC1;EYA4;MIER2;TAF6L;RBM14;MAP3K12;SUDS3;RPS6KA4;PRDM5;TBL1Y;TAF10;CARM1;HLCS;NEK11;CCNA2;SIN3B;MTA2;PARP2;HDAC11;SUPT3H;MTA3;SIRT2;CTCFL;SIN3A;TRRAP;UBE2U;TRERF1;RUVBL2;AURKB;USP51;USP16;INCENP,0.14621246242498584,0.9999948639545445,21/48,USP21;HDAC1;EYA4;SIRT1;RBM14;MAP3K12;SUDS3;PRDM5;TAF10;HLCS;NEK11;CCNA2;SIN3B;PARP2;HDAC11;CTCFL;TRERF1;PRMT6;AURKB;USP16;INCENP,48
negative regulation of DNA recombination (GO:0045910),0.06556443376498167,0.5962603185644997,16/20,POLR2E;POLR2I;POLR2J;KLHL15;BLM;MSH2;POLR2H;FANCB;POLR2G;UBQLN4;POLR2F;POLR2C;TERF2IP;POLR2B;DAXX;POLQ,0.5999867179977203,0.9999948639545445,7/20,POLR2J;POLR2G;UBQLN4;TINF2;POLR2B;DAXX;POLQ,20
synaptic vesicle exocytosis (GO:0016079),0.06556443376498167,0.5962603185644997,16/20,SNAP23;CPLX3;SNCA;SYT2;SYT7;DOC2B;STX3;OTOF;STX2;SYT1;SNPH;CPLX4;RIMS1;PRRT2;SYT10;RAB3A,0.25099827678295084,0.9999948639545445,9/20,SYT2;SNCA;CDK5;SYT7;OTOF;STX2;SNPH;CPLX4;SYT10,20
regulation of double-strand break repair via homologous recombination (GO:0010569),0.06556443376498167,0.5962603185644997,16/20,WAS;FUS;KLHL15;WDR48;PPP4C;ARID2;FANCB;ERCC6;CHEK1;RAD51AP1;USP51;UBQLN4;SIRT6;TERF2IP;PARP1;POLQ,0.7678403888612518,0.9999948639545445,6/20,RPA2;RAD51AP1;CHEK1;UBQLN4;PARP1;POLQ,20
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.06334482722891095,0.5962603185644997,27/36,PSMD7;PSMA5;PSMD8;DNAJB1;CHEK1;CA9;PSMD4;PSMD2;PSMD11;EGLN2;PSMD14;DDIT3;CUL2;PSMA2;UBA52;NFE2L2;PSMB3;RBX1;PSMC3;PSMB4;PSMB10;LIMD1;PSMC5;PSMB8;PSME4;PSMD6;PSMA4,0.7829846262796243,0.9999948639545445,11/36,PSMD7;PSMC2;RBX1;PSMC3;PSMB4;DNAJB1;CHEK1;PSMC5;PSMD2;PSMA4;PSME4,36
regulation of vesicle-mediated transport (GO:0060627),0.06334482722891095,0.5962603185644997,27/36,RIT2;SYT7;DNAJC13;CDH13;RUFY1;RAB5B;RAB3A;FES;RAB11B;SYK;SYT1;HCK;AP2S1;LGI3;SNX12;STON1;STON2;OPHN1;SLC30A8;RUFY2;MAP2K2;RAB15;STXBP5;RNF139;MAP2K1;RAB26;RAB25,0.7829846262796243,0.9999948639545445,11/36,SNX12;RAB15;STON2;SYT7;RINT1;RAB11B;SYK;RAB17;RUFY1;RAB5B;RAB25,36
regulation of cell communication (GO:0010646),0.06556443376498167,0.5962603185644997,16/20,CAMK2D;GJA5;IGFBP7;TBX18;RYR2;UGCG;IGFBPL1;MGLL;KAZALD1;CASQ2;GRK6;ANXA1;GLRX2;CCKAR;NUP62;SCG5,0.5999867179977203,0.9999948639545445,7/20,GJA5;RYR2;MGLL;GRK6;GLRX2;CCKAR;SCG5,20
regulation of protein serine/threonine kinase activity (GO:0071900),0.0656635531900299,0.5962603185644997,35/48,CDC37;LRP5;CCNI;THY1;CCNG1;PIH1D1;CCNE1;PARP16;CAB39;SNCA;GADD45A;CCNE2;BLM;SYAP1;TELO2;TCL1B;CCNA2;GTPBP4;PYCARD;CCNB3;CDK7;DIRAS3;GTF2H1;TCL1A;INCENP;HERC5;MAP2K2;CSF1R;CDK5R1;MST1;CCNH;CDC6;ADRB2;MAP2K1;CCNB2,0.026720345636155052,0.8033917254603953,24/48,CCNI;THY1;CCNG1;PIH1D1;CCNE1;PARP16;SNCA;SIRT1;GADD45A;SYAP1;TELO2;TCL1B;CCNA2;GTPBP4;CCNB3;LIME1;CDKN2C;CAMK1;HERC5;CDK5R1;MST1;CCNH;ADRB2;INCENP,48
protein targeting to ER (GO:0045047),0.07049208473311436,0.6274723068677877,18/23,RPS12;SPCS1;RPS21;RPS18;RPS3;RPL36;SEC61A1;RPS23;SRP54;SPCS3;RPL7;UBA52;RPS16;RPS9;ZFAND2A;RPL35A;RPL8;RPS20,0.43186514428463063,0.9999948639545445,9/23,RPS12;RPS21;RPS18;RPS3;RPL36;SEC61A1;RPS23;SPCS2;RPL8,23
response to unfolded protein (GO:0006986),0.07049208473311436,0.6274723068677877,18/23,DDIT3;DNAJC4;DNAJB5;HSPA14;HSPB8;HSPE1;HSPB2;HSPH1;HSPA4L;DNAJB1;HERPUD1;HSPB7;HSF1;DAXX;HSPA1L;HSPA6;HSPB3;PACRG,0.6041911516606486,0.9999948639545445,8/23,RHBDD1;HSPE1;BAK1;HSPH1;DNAJB1;DAXX;HSPA6;HSPB3,23
positive regulation of viral process (GO:0048524),0.07049208473311436,0.6274723068677877,18/23,POLR2E;CLEC4G;POLR2I;RAD23A;POLR2J;GTF2F1;POLR2H;PPIH;POLR2G;SRPK1;CCL5;KPNA2;POLR2F;POLR2C;STAU1;FKBP6;POLR2B;VPS4A,0.8785289621934916,0.9999948639545445,6/23,POLR2J;GTF2F1;POLR2G;SRPK1;CCL5;POLR2B,23
regulation of cellular amine metabolic process (GO:0033238),0.0740642198416642,0.6465089641662688,20/26,PSMD7;PSMA5;PSMD8;PSMD4;PSMD2;PSMD11;PSMD14;PSMA2;INS;PSMB3;OAZ2;PSMC3;PSMB10;PSMB4;PSMC5;PSMB8;PSME4;ODC1;PSMD6;PSMA4,0.6082710330031471,0.9999948639545445,9/26,PSMD7;PSMC2;PSMC3;PSMB4;PSMC5;INS;PSMD2;PSMA4;PSME4,26
DNA duplex unwinding (GO:0032508),0.0740642198416642,0.6465089641662688,20/26,CHD1L;GTF2H5;RECQL4;RPA1;BLM;UBA52;PARP1;DDB2;PURA;WRN;RBX1;DDX1;SUPV3L1;ANXA1;GTF2H1;CETN2;RECQL5;XPC;GTF2H4;SSBP1,0.2945882427454656,0.9999948639545445,11/26,RPA1;RECQL;WRN;RBX1;RECQL5;SUPV3L1;GTF2H4;CHD1L;PARP1;CETN2;RECQL4,26
pre-replicative complex assembly (GO:0036388),0.0740642198416642,0.6465089641662688,20/26,PSMD7;PSMA5;PSMD8;PSMD4;PSMD2;PSMD11;PSMD14;PSMA2;UBA52;PSMB3;PSMC3;PSMB10;GMNN;PSMB4;PSMC5;PSMB8;CDC6;PSME4;PSMD6;PSMA4,0.7559176541056895,0.9999948639545445,8/26,PSMD7;PSMC2;PSMB4;PSMC3;PSMC5;PSMD2;PSMA4;PSME4,26
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.07795838338139088,0.6506062492544039,147/222,PTPRK;ZBTB7A;HMBOX1;ZNF217;BRD7;CBX5;TFAP2B;CNOT1;NKAP;SCML4;HOXA7;CCDC85B;TYMS;LIMS1;YEATS2;PEX14;RBM15;EID2B;ZNF91;TLE1;ELK3;ACTRT1;LIMD1;FERD3L;PER1;KLF4;DPF1;THAP7;ZNF568;NKX6-2;CDK5R1;TRERF1;CNOT8;RUNX1T1;ZNF540;SMURF2;E2F1;NFIL3;EIF4E2;PBXIP1;SAMD11;PHC3;BCL3;CREB3L1;PAIP2;SFPQ;FXR2;HDAC1;HMX1;RBM4;DDIT3;PRICKLE1;SAMD7;PRDM5;CBFA2T3;CDKN1C;EPC1;PHB2;SIX3;NDUFA13;NPAS1;GTPBP4;PHF12;TWIST2;NKRF;SNX6;ZMYND15;CRYAB;ZIC2;TBX2;BASP1;ZNF746;NR0B2;SIN3A;PASK;BTG2;CDC6;JARID2;CTBP2;TFAP4;UIMC1;GAPDH;ZNF503;SOX18;DHX36;BAHD1;WWP1;IGF2BP3;NOTCH1;GLI3;CIC;RORB;MLXIPL;ENPP1;IRF1;PCGF6;MTA3;MRPL13;TBR1;SOX13;GATA6;CITED2;ZNF639;SUV39H1;SCMH1;SNW1;CBY1;ZNF281;TFDP2;SOX14;TSC1;AHR;ZNF350;RPS3;SUDS3;PIAS4;TAF7;CALR;WNT5A;MBD2;ZKSCAN3;EIF4ENIF1;CNOT10;ZNF256;GMNN;ATR;GATAD2A;ATF5;ZHX3;SIRT2;DAXX;BMP2;CLOCK;CITED1;TNFSF4;PML;HEY1;TRIM28;HEYL;ATP8B1;RING1;MBD1;RNF139;ASCL1;ZNF423;TNFRSF4;EIF4A3,0.620170046510033,0.9999948639545445,77/222,PTPRK;HMBOX1;WT1;BRD7;CNOT1;CCDC85B;DNMT3L;TLE1;KLF4;FERD3L;DPF1;CDK5R1;TRERF1;RUNX1T1;DPF3;TGFB1;NFIL3;EIF4E2;PBXIP1;SAMD11;PHC3;FXR2;HDAC1;HMX1;RBM4;PRICKLE1;CDK5;PRDM5;PHB2;NDUFA13;NPAS1;DAPK3;GTPBP4;HDAC3;SNX6;DPF2;CRYAB;GLIS2;ZNF224;PRMT6;CTBP2;ZNF503;GLI3;CIC;MLXIPL;ENPP1;IRF1;PCGF6;CREBZF;FOXP2;SOX13;GATA6;EIF2AK2;SUV39H1;SCMH1;SNW1;TSC1;ZNF350;RPS3;SIRT1;SUDS3;ZNF148;ZNF703;DEDD2;ZNF256;ATR;PATZ1;ZHX3;DAXX;BMP2;CLOCK;CITED1;PML;ATP8B1;ASCL1;CDAN1;ZNF423,222
exonucleolytic catabolism of deadenylated mRNA (GO:0043928),0.08078481143735393,0.6506062492544039,13/16,EXOSC2;CNOT8;LSM7;LSM1;EXOSC4;WDR61;DCP1B;EXOSC5;EXOSC9;EDC4;LSM2;LSM6;EXOSC1,0.32555730501338365,0.9999948639545445,7/16,EXOSC2;LSM7;DCPS;EXOSC4;EXOSC9;LSM2;LSM6,16
protein complex oligomerization (GO:0051259),0.08015262764793875,0.6506062492544039,28/38,KCNC3;ARC;ALAD;C9;AQP11;KCNC1;POLQ;CUTC;BOK;SNCA;OXA1L;EHD4;BLM;ZC3H12A;UPB1;RNF135;HLA-DRB1;PYCARD;GSDMD;SLC9A1;DNM1L;NLRC4;CARD11;FUS;LETM1;STOML2;HOMER1;PNPT1,0.48946044813695494,0.9999948639545445,14/38,EHD1;KCNC3;BOK;SNCA;ARC;STOML2;GSDMD;LETM1;ALAD;AQP11;UPB1;NLRC4;CHMP2A;POLQ,38
regulation of G2/M transition of mitotic cell cycle (GO:0010389),0.08038346071122973,0.6506062492544039,32/44,FBXO5;PSMD7;PSMA5;TUBA1A;CEP72;PSMD8;CEP76;PSMD4;PSMD2;PSMD11;TUBG1;PSMD14;PRKAR2B;PSMA2;KIF14;AVEN;PSMB3;TPX2;RBX1;PSMC3;PSMB4;PSMB10;PSMC5;PSMB8;CETN2;DYNC1H1;DTL;DCTN2;CEP135;PSME4;PSMD6;PSMA4,0.016140958775672964,0.7346530113362937,23/44,FBXO5;PSMD7;CEP72;FHL1;PSMD2;TUBG1;PRKAR2B;PSMC2;CSNK1D;KIF14;AVEN;TPX2;RBX1;PSMC3;PSMB4;PSMC5;CETN2;DYNC1H1;DTL;DCTN2;CEP135;PSME4;PSMA4,44
inorganic anion transmembrane transport (GO:0098661),0.07836167551322913,0.6506062492544039,24/32,SLC25A11;GABRR1;GABRP;SLC12A6;SLC20A2;SLC37A4;SLC5A5;SLC25A10;SLC25A30;SLC12A5;CLCN1;GLRB;GABRA3;SLC12A4;GLRA2;SLC12A8;SLC37A1;ANO3;SLC37A2;CLCN3;GABRG3;GABRA5;GABRA6;SLC5A1,0.3293396208603712,0.9999948639545445,13/32,GABRR1;GABRA3;SLC37A2;CLCN3;SLC20A2;SLC5A5;SLC25A10;SLC12A5;CLCN1;SLC12A4;GLRA2;SLC37A1;GLRB,32
regulation of DNA recombination (GO:0000018),0.08078481143735393,0.6506062492544039,13/16,IL7R;ZCWPW1;BLM;MSH2;PPP4C;RAD51AP1;KPNA2;CHEK1;THOC1;USP51;SIRT6;TERF2IP;SMARCAD1,0.5253294487161881,0.9999948639545445,6/16,RPA2;ZCWPW1;RAD51AP1;THOC1;CHEK1;SMARCAD1,16
negative regulation of mitotic cell cycle phase transition (GO:1901991),0.08042156128890945,0.6506062492544039,30/41,FBXO5;PSMD7;TFDP3;PSMA5;BRD7;WEE1;PSMD8;CCL2;DLG1;PSMD4;PSMD2;PSMD11;PSMD14;PSMA2;CDC73;AVEN;PSMB3;ZFP36L2;RBX1;CDK2AP2;PSMC3;PSMB4;PSMB10;E2F7;KLF4;PSMC5;PSMB8;PSME4;PSMD6;PSMA4,0.09867222967351935,0.9999948639545445,19/41,FBXO5;PSMD7;DCUN1D3;BRD7;WEE1;FHL1;PSMD2;PSMC2;AVEN;ZFP36L2;RBX1;CDKN2C;PSMC3;PSMB4;E2F7;KLF4;PSMC5;PSME4;PSMA4,41
regulation of cellular response to heat (GO:1900034),0.07836167551322913,0.6506062492544039,24/32,NUP35;NUP98;DNAJB1;NUP205;NUP54;RPA1;RPA3;NUP37;NUP85;CAMK2D;BAG1;ATR;CRYAB;HSF1;RAE1;NUP214;NUP62;CHORDC1;NUP133;HSPB8;AAAS;NUP107;HSPA1L;HSPH1,0.3293396208603712,0.9999948639545445,13/32,RPA1;NUP35;RPA2;SIRT1;RPA3;NUP98;ATR;DNAJB1;CRYAB;NUP205;DNAJB6;NUP85;HSPH1,32
mRNA catabolic process (GO:0006402),0.08078481143735393,0.6506062492544039,13/16,ZFP36;UPF1;ZFP36L2;CNOT10;LSM2;EXOSC4;SUPV3L1;RC3H1;EXOSC9;DHX34;XRN2;LSM6;PNPT1,0.0721448803280972,0.9689671311789294,9/16,ZFP36;ZFP36L2;SUPV3L1;EXOSC4;EXOSC9;MRTO4;DHX34;LSM2;LSM6,16
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.07949934790935927,0.6506062492544039,26/35,PSMD7;PSMA5;B2M;PSMD8;PSMD4;PSMD2;PSMD11;TAP1;PSMD14;ITGB5;SNAP23;NCF4;CALR;PSMA2;PSMB3;PSMC3;PSMB10;PSMB4;PSMC5;TAP2;PSMB8;PSME4;CYBA;VAMP8;PSMD6;PSMA4,0.9198074397896434,0.9999948639545445,9/35,PSMD7;PSMA4;PSMC2;PSMB4;PSMC3;PSMC5;PSMD2;TAP2;PSME4,35
