set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Inositol phosphate metabolism,0.25406299954771133,22/32,PIK3C2A;PIP5KL1;PIK3CG;PIP5K1B;PIK3C3;PLCG2;PI4K2B;PIK3C2B;IPMK;IMPA2;INPPL1;MIOX;TPI1;MTMR3;MINPP1;SACM1L;PLCD4;INPP4A;FIG4;ITPKB;MTMR7;ALDH6A1,0.6160555115938082,11/32,PI4K2B;TPI1;PIK3C2B;INPP4A;MTMR3;IPPK;PIP5KL1;ITPKB;INPPL1;PIK3CG;PLCG2,32
Leishmaniasis,0.26292649887933894,20/29,HLA-DRB1;IFNGR1;ITGA4;EEF1A2;NCF4;ITGAM;HLA-DOB;IL12A;NFKBIA;JAK2;FOS;HLA-DMB;MAPK11;HLA-DRB4;CYBA;MARCKSL1;IFNGR2;HLA-DRB3;TLR2;FCGR2A,0.6122246449201731,10/29,TGFB1;MAPK12;NFKBIB;MARCKSL1;IFNGR2;ITGA4;JAK2;FOS;HLA-DMB;IL12B,29
ErbB signaling pathway,0.27234117614984865,18/26,MAP2K4;BRAF;NRG2;BAD;NCK1;PRKCG;ARAF;SHC3;MAP2K2;PAK6;MAP2K1;RAF1;CAMK2D;NRG4;RPS6KB2;EIF4EBP1;PLCG2;AKT3,0.8690233290032489,7/26,EGF;NRG3;SHC3;AREG;EIF4EBP1;PLCG2;AKT3,26
Regulation of actin cytoskeleton,0.2748535151058575,51/78,NCKAP1;LIMK1;INS;PPP1R12C;ITGA4;TMSB4Y;GNG12;MYL2;ITGA7;ITGAE;RDX;PIP5K1B;ARPC5L;IQGAP1;ITGAM;MAP2K2;ARPC3;FGF17;MYLK2;FGF22;SLC9A1;ITGA11;ITGA8;SCIN;RRAS2;BDKRB2;ITGB5;DIAPH2;ARPC2;MYLPF;BRAF;IQGAP2;ARAF;RAF1;ITGB6;FGF6;PFN3;ITGB7;NCKAP1L;ARPC1B;INSRR;PAK6;FGF10;DOCK1;ARPC5;FGFR2;ITGA6;IQGAP3;MAP2K1;FGF3;MYL7,0.9302165600081337,22/78,EGF;NCKAP1;INS;ITGA4;ITGA7;ITGA10;ARPC5L;IQGAP1;ARPC3;FGF17;MYLK2;BDKRB2;FGF8;ITGB6;PFN3;INSRR;PFN4;FGF10;ARPC5;FGFR2;IQGAP3;MYL7,78
Progesterone-mediated oocyte maturation,0.2774765885333844,25/37,ANAPC10;CPEB1;ANAPC2;INS;BUB1;ADCY4;CDC23;PDE3B;CCNB2;AKT3;BRAF;ARAF;CCNA2;GNAI1;RAF1;CDC26;CDC16;MAPK11;RPS6KA2;RPS6KA6;ANAPC11;GNAI3;KIF22;MAP2K1;CCNB3,0.06763464356686189,18/37,ANAPC10;CPEB1;MAPK12;ADCY4;CDC23;PDE3B;INS;ANAPC13;ANAPC11;CCNA2;PGR;GNAI1;GNAI3;KIF22;GNAI2;CCNB3;ANAPC4;AKT3,37
Amino sugar and nucleotide sugar metabolism,0.28783158422024424,23/34,GNPDA2;CMAS;GNPDA1;NAGK;UGP2;GMDS;CYB5R2;PGM1;GCK;GALK1;FPGT;PMM1;UXS1;NANP;GPI;CYB5R4;NANS;CYB5R3;PMM2;UAP1;PGM2;NPL;CYB5R1,0.8195693814997078,10/34,CMAS;GALK1;NANP;NAGK;PGM2;CYB5R4;NANS;MPI;GMDS;CYB5R2,34
Insulin secretion,0.29775897014434477,28/42,CREB3L1;ADCYAP1;INS;ATP1B2;GIP;CREB3;ADCY4;ATP1B3;ITPR3;KCNMB4;TRPM4;RYR2;GCK;GPR119;ATP1A3;ADCYAP1R1;KCNN3;CACNA1F;KCNJ11;CREB3L4;RAB3A;PRKCG;CCKAR;PDX1;CAMK2D;KCNMB3;ATP1A2;ATP1A1,0.19813756822486892,18/42,ADCY4;ATP1B3;FFAR1;ITPR3;ADCYAP1;INS;ATP1B2;GPR119;ATP1A3;KCNN3;CCKAR;ATP1A1;KCNN4;GCG;CREB3;TRPM4;ATP1B4;RYR2,42
Ferroptosis,0.30470224267530366,12/17,SAT2;GSS;CP;ACSL6;GPX4;LPCAT3;MAP1LC3C;TFRC;ACSL5;GCLM;ACSL4;SLC39A8,0.9040188791768646,4/17,CP;ATG7;LPCAT3;SAT2,17
NF-kappa B signaling pathway,0.3090520745499867,26/39,BTK;BIRC2;CCL19;TICAM2;TRAF2;ICAM1;BLNK;PLCG2;GADD45G;EDA2R;CD40LG;PIAS4;RELB;TNFRSF1A;PARP1;NFKBIA;RIPK1;TNFSF13B;PLAU;CCL4;CARD11;GADD45A;MAP3K14;SYK;TNFSF14;EDARADD,0.4046782992670015,15/39,PARP1;BIRC2;CCL19;EDA2R;GADD45A;RIPK1;CD40LG;TNFSF13B;SYK;TRAF2;TNFSF14;ICAM1;PLCG2;TNFRSF13C;CCL4,39
Glioma,0.3109461249970621,19/28,CALML4;CAMK1D;PLCG2;GADD45G;SHC3;MAP2K2;E2F3;AKT3;BRAF;ARAF;CALML6;RAF1;PRKCG;GADD45A;E2F1;CAMK2D;MAP2K1;DDB2;CAMK4,0.26319939365910455,12/28,EGF;CALML4;CAMK1D;SHC3;E2F3;CALML6;GADD45A;CAMK1;CAMK4;BAK1;PLCG2;AKT3,28
mTOR signaling pathway,0.31236156636985046,43/66,WNT5B;IRS1;INS;ATP6V1B2;ATP6V1E1;ULK2;TSC1;RPS6KB2;TELO2;FZD10;FZD8;EIF4EBP1;CAB39;WDR24;FZD3;WNT5A;RNF152;MAP2K2;FNIP1;DEPDC5;TNFRSF1A;RRAGD;AKT3;BRAF;TBC1D7;RRAGA;RAF1;LRP5;FZD9;EIF4E2;LPIN1;ATP6V1G3;ATP6V1D;ATP6V1B1;RPS6KA2;PRKCG;ATP6V1G2;RPS6KA6;FZD2;LPIN3;SGK1;MAP2K1;PRKAA1,0.8985441764033755,19/66,INS;ATP6V1B2;TSC1;TELO2;FZD8;EIF4EBP1;WDR24;DEPDC5;AKT3;WNT8B;WNT8A;WNT10B;TBC1D7;FZD9;EIF4E2;WNT9B;LPIN3;SGK1;PRKAA1,66
Cell adhesion molecules,0.32293874198881317,41/63,HLA-DRB1;CD276;CLDN23;ITGA4;MPZ;ICAM3;ICAM1;VTCN1;CD226;NLGN2;ITGAM;CDH2;VCAN;CD40LG;HLA-DOB;SDC2;ITGA8;SELPLG;NCAM2;CD58;CLDN2;NTNG2;LRRC4C;PDCD1LG2;CNTNAP1;CDH15;CLDN15;SELE;HLA-DMB;ITGB7;ICOS;NEGR1;HLA-DRB4;CD2;CLDN10;CLDN7;CD8A;LRRC4B;ITGA6;HLA-DRB3;LRRC4,0.6822789614558245,21/63,ITGA4;ICAM1;CD274;VTCN1;NLGN2;VCAN;CD40LG;SELL;NCAM2;CD4;CNTNAP1;CDH15;CLDN15;SELE;HLA-DMB;NEGR1;ICOS;CD2;CD8A;CLDN6;LRRC4,63
Non-alcoholic fatty liver disease,0.324903623328433,46/71,NDUFB5;IRS1;INS;NDUFS8;NDUFB8;TRAF2;COX5B;NDUFA7;CYC1;UQCRQ;PRKAB1;UQCRC2;NDUFS6;NDUFA13;LEPR;DDIT3;NDUFB3;COX8A;MLXIPL;COX7C;TNFRSF1A;NDUFB11;MAP3K5;AKT3;NDUFA4L2;NDUFS3;COX6B1;UQCRC1;NDUFA8;COX7B;FOS;LEP;NDUFC1;MAPK11;COX6C;NDUFA3;NDUFB1;COX7A2;NDUFB10;NDUFAB1;PRKAG1;COX7A1;COX7B2;SDHB;PRKAA1;NDUFA11,0.2783226142854004,28/71,MAPK12;NDUFS8;INS;NDUFB8;TRAF2;COX5B;NDUFA7;CYC1;TGFB1;PRKAB1;COX4I2;NDUFA13;NDUFV2;NDUFB2;COX8A;MLXIPL;MAP3K5;AKT3;NDUFS3;NDUFA8;FOS;LEP;NDUFC1;NDUFB10;NDUFAB1;PRKAG1;COX7A1;PRKAA1,71
Tyrosine metabolism,0.3542955558684298,13/19,PNMT;AOC3;IL4I1;ADH1C;TYRP1;TPO;ALDH3A1;FAHD1;GSTZ1;FAH;HGD;ADH7;DBH,0.984676173589713,3/19,PNMT;HPD;MAOA,19
Fluid shear stress and atherosclerosis,0.3714963561716815,33/51,MAP2K4;CALML4;THBD;GSTA2;GSTA3;SQSTM1;NPPC;ASS1;ICAM1;GSTA4;CCL2;MMP9;EDN1;SDC2;PIAS4;GSTM2;TNFRSF1A;MAP3K5;AKT3;CALML6;FOS;TXN2;SELE;GSTO2;MAPK11;CYBA;BMPR1B;GPC1;NFE2L2;MAP2K6;ARHGEF2;GSTA5;PRKAA1,0.4454242078519598,19/51,MAPK12;CALML4;THBD;GSTA2;GSTA3;NPPC;ICAM1;MMP9;GSTM2;MAP3K5;AKT3;NOX1;CALML6;FOS;SELE;BMPR1B;MAP2K6;ARHGEF2;PRKAA1,51
Notch signaling pathway,0.3811972664933105,16/24,HDAC1;NOTCH3;NOTCH2;HEY1;CTBP2;HEYL;PTCRA;NOTCH1;APH1B;LFNG;JAG2;NCSTN;JAG1;PSENEN;SNW1;TLE1,0.19589440716877873,11/24,HDAC1;NOTCH2;CTBP2;MAML3;DLL4;APH1B;LFNG;JAG2;PSENEN;SNW1;TLE1,24
Oxytocin signaling pathway,0.3833960161508252,41/64,CALML4;CAMK1D;EEF2;PPP1R12C;CACNA2D4;KCNJ3;PIK3CG;CACNG1;CACNG5;PRKAB1;ADCY4;ITPR3;CACNB4;MAP2K2;MYLK2;PLA2G4A;RYR2;CACNG8;RGS2;PPP3CC;CALML6;NFATC4;PRKAG1;GNAI1;CACNA1F;RAF1;FOS;NPPA;KCNJ6;CACNG4;PRKCG;CACNG6;CACNG2;KCNJ14;GNAI3;CAMK2D;RYR3;MAP2K1;CACNG3;PRKAA1;CAMK4,0.15873524310375192,27/64,CALML4;CAMK1D;EEF2;CACNA2D4;PIK3CG;CACNG1;ADCY4;PRKAB1;ITPR3;MYLK2;PLA2G4A;RYR2;GUCY1A2;CACNG7;CALML6;KCNJ9;GNAI1;FOS;NPPA;CACNG4;GNAI3;GNAI2;PRKAG1;CACNG3;CAMK1;PRKAA1;CAMK4,64
Vibrio cholerae infection,0.4004658246447619,14/21,ATP6V0E2;TJP2;ATP6V1G2;ATP6V1B2;ATP6V1E1;ATP6V0D1;PDIA4;ATP6V1G3;TCIRG1;ATP6V1B1;ATP6V0A2;ATP6V1D;PLCG2;SEC61A1,0.9699733806790846,4/21,ATP6V1B2;PLCG2;ATP6V0E1;SEC61A1,21
Ovarian steroidogenesis,0.4004658246447619,14/21,ADCY4;CYP1A1;BMP15;INS;ALOX5;FSHB;AKR1C3;HSD3B2;CYP1B1;CYP17A1;CYP2J2;ACOT4;PLA2G4A;CYP11A1,0.3093205661981114,9/21,ADCY4;CYP1A1;INS;AKR1C3;HSD3B2;CYP17A1;CYP2J2;HSD17B2;PLA2G4A,21
Thyroid hormone signaling pathway,0.41361865027905015,32/50,ATP1B2;MED12;ATP2A1;HDAC1;PLCG2;SIN3A;ATP1B3;NCOA2;SLC16A10;MAP2K2;SLC9A1;SLCO1C1;BAD;AKT3;ATP1A3;NOTCH1;MAP2K1;RAF1;MED4;RXRB;NOTCH2;PLCD4;PRKCG;NOTCH3;PFKM;TBC1D4;MED12L;GATA4;SLC16A2;ATP1A2;DIO1;ATP1A1,0.9707083847038191,12/50,ATP1B3;NOTCH2;HDAC3;ATP1B2;ATP1A3;PFKM;ATP1B4;HDAC1;DIO1;PLCG2;ATP1A1;AKT3,50
C-type lectin receptor signaling pathway,0.41658383033179547,27/42,CALML4;NLRP3;BCL3;PLCG2;CCL22;IL17D;ITPR3;PYCARD;RELB;RRAS2;EGR2;AKT3;IL12A;NFKBIA;IRF9;PPP3CC;CALML6;NFATC4;IKBKE;RAF1;CCL17;STAT2;IRF1;MAPK11;CLEC4E;MAP3K14;SYK,0.7779183363345402,13/42,MAPK12;ITPR3;CALML4;NLRP3;CALML6;IL23A;AKT3;IRF1;SYK;CLEC4D;PLCG2;IL12B;CCL22,42
VEGF signaling pathway,0.4224301077508194,12/18,PRKCG;MAP2K2;PPP3CC;SPHK2;AKT3;RAF1;SH2D2A;MAP2K1;BAD;PLA2G4A;PLCG2;MAPK11,0.927424278603179,4/18,PLA2G4A;MAPK12;PLCG2;AKT3,18
Legionellosis,0.4224301077508194,12/18,IL12A;HSPA6;NLRC4;IL18;ITGAM;NFKBIA;PYCARD;TLR5;TLR2;HSPA1L;HSF1;EEF1A2,0.927424278603179,4/18,HSPA6;NLRC4;IL18;IL12B,18
Mucin type O-glycan biosynthesis,0.4224301077508194,12/18,GALNT9;GALNT7;C1GALT1;ST6GALNAC2;ST6GALNAC1;ST6GALNAC4;GALNT8;GALNT12;GALNTL5;GALNT14;ST6GALNAC3;GALNT2,0.28534384934600315,8/18,GALNT9;C1GALT1;ST6GALNAC2;ST6GALNAC1;GALNT1;GCNT3;ST6GALNAC3;GALNT2,18
Collecting duct acid secretion,0.4224301077508194,12/18,ATP6V0E2;CA2;ATP6V1G2;ATP6V1B2;ATP6V1E1;ATP6V0D1;CLCNKB;ATP6V1G3;TCIRG1;ATP6V1B1;ATP6V0A2;ATP6V1D,0.927424278603179,4/18,CA2;ATP6V1B2;ATP6V0E1;CLCNKB,18
beta-Alanine metabolism,0.4480691662850669,10/15,ALDH7A1;SMOX;ACOX3;UPB1;ALDH3A1;ACADS;AOC3;EHHADH;ALDH9A1;ALDH6A1,0.6617217408490095,5/15,ALDH7A1;SMOX;ACOX3;UPB1;EHHADH,15
Cysteine and methionine metabolism,0.4480691662850669,10/15,CDO1;IL4I1;GSS;SRM;MDH2;GCLM;ENOPH1;APIP;LDHAL6A;SDSL,0.8365411717136093,4/15,SRM;APIP;CTH;MAT1A,15
Peroxisome,0.46744240535519516,34/54,PIPOX;DHRS4;PEX11G;HAO1;PEX1;EHHADH;SLC27A2;PEX16;PAOX;PEX14;GSTK1;SCP2;HMGCLL1;PXMP2;PHYH;ABCD1;CRAT;ACOX3;EPHX2;CROT;ACOX2;ACSL5;ACSL4;PECR;PEX11A;PXMP4;PEX3;ACSL6;PEX13;XDH;HMGCL;HAO2;DECR2;HACL1,0.6762381743377325,18/54,CRAT;MVK;DHRS4;SLC27A2;ACOX3;PEX11A;MPV17;PEX3;ACOT8;PMVK;PEX16;XDH;DECR2;GSTK1;EHHADH;SCP2;HMGCLL1;PXMP2,54
Fatty acid degradation,0.4678895268096429,13/20,ALDH7A1;ACOX3;ADH1C;ACSL6;CPT2;ACSBG1;CPT1C;ACSL5;ACADS;ACSL4;ADH7;EHHADH;ALDH9A1,0.8900035089033506,5/20,ALDH7A1;ACOX3;ACSBG2;CPT1C;EHHADH,20
Choline metabolism in cancer,0.47279914964369396,21/33,DGKH;DGKB;TSC1;SLC5A7;RPS6KB2;PIP5K1B;EIF4EBP1;DGKI;MAP2K2;SLC22A2;PLA2G4A;SLC22A4;WAS;AKT3;PCYT1A;RAF1;FOS;DGKQ;PRKCG;PLD2;MAP2K1,0.5216852719583918,12/33,EGF;DGKI;DGKB;PLA2G4A;SLC22A2;TSC1;FOS;DGKQ;EIF4EBP1;WASF3;SLC22A4;AKT3,33
Apelin signaling pathway,0.4930772809240228,35/56,CALML4;LIPE;GNG12;MYL2;RPS6KB2;PIK3CG;PIK3C3;ADCY4;PRKAB1;ITPR3;PDE3B;MAP2K2;MYLK2;SLC9A1;RRAS2;JAG1;RYR2;AKT3;GABARAP;PIK3R4;GNG8;CALML6;PRKAG1;SPHK2;GNAI1;RAF1;GNG5;NOTCH3;GNG3;GNAI3;RYR3;MAP2K1;EGR1;PRKAA1;CAMK4,0.4229352935061716,21/56,CALML4;PIK3CG;MEF2B;ADCY4;PRKAB1;GNB2;ITPR3;PDE3B;MYLK2;RYR2;AKT3;GABARAP;CALML6;GNAI1;GNG13;GNAI3;UCP1;GNAI2;PRKAG1;PRKAA1;CAMK4,56
Prostate cancer,0.5052196756769574,22/35,CREB3L1;INS;CREB3;CCNE2;MAP2K2;MMP9;E2F3;BAD;ETV5;BRAF;TCF7L1;AKT3;NFKBIA;ARAF;RAF1;PLAU;CCNE1;CREB3L4;INSRR;FGFR2;E2F1;MAP2K1,0.9198074397896434,9/35,EGF;INSRR;INS;MMP9;E2F3;FGFR2;CREB3;CCNE1;AKT3,35
Hepatitis B,0.517813193093358,36/58,MAP2K4;CREB3L1;IFNA10;TICAM2;IRF3;CCNE2;CREB3;IFIH1;TLR3;STAT6;MAP2K2;MMP9;E2F3;BAD;EGR2;AKT3;BRAF;NFKBIA;ARAF;NFATC4;CCNA2;IKBKE;RAF1;JAK2;FOS;STAT2;CCNE1;MAPK11;CREB3L4;PRKCG;IFNA8;MAP2K6;E2F1;TLR2;MAP2K1;DDB2,0.9768757547185619,14/58,TGFB1;MAPK12;IFNA5;MMP9;E2F3;IRF3;CCNA2;JAK2;FOS;CREB3;MAP2K6;IFNA21;CCNE1;AKT3,58
Epithelial cell signaling in Helicobacter pylori infection,0.5194755588844655,17/27,MAP2K4;ATP6V0E2;ATP6V1G2;NFKBIA;ATP6V1B2;ATP6V1E1;ATP6V0D1;MAP3K14;CCL5;IGSF5;ATP6V1G3;TCIRG1;ATP6V1B1;ATP6V0A2;ATP6V1D;PLCG2;MAPK11,0.9542858482780008,6/27,MAPK12;ATP6V1B2;CCL5;IGSF5;ATP6V0E1;PLCG2,27
Rheumatoid arthritis,0.5219958953134678,28/45,HLA-DRB1;CCL20;ATP6V1B2;ATP6V1E1;ATP6V0D1;ICAM1;TCIRG1;PTH;ATP6V0E2;IL18;MMP1;CCL2;HLA-DOB;TEK;CTSK;IL17A;TNFSF13B;FOS;ATP6V1G3;ATP6V1D;ATP6V1B1;ATP6V0A2;HLA-DMB;HLA-DRB4;ATP6V1G2;CCL5;HLA-DRB3;TLR2,0.9591930003032307,11/45,TGFB1;IL18;ATP6V1B2;IL23A;TNFSF13B;CCL5;FOS;ATP6V0E1;TEK;ICAM1;HLA-DMB,45
Viral protein interaction with cytokine and cytokine receptor,0.5356235576921555,34/55,CCL20;CXCR3;TNFRSF10C;CCL19;CXCL14;IL2RB;CCR7;CCL7;CCL1;IL20RB;TNFRSF1B;TNFRSF14;CCR4;CCL22;IL18;CCL16;CCL2;TNFRSF1A;PF4V1;IL10RB;IL20;CCL15;CCR9;PPBP;CCL17;CCL4;IL2RG;PF4;CX3CR1;CCL5;TNFSF14;CSF1R;CCR10;IL18RAP,0.49424607555594874,20/55,TNFRSF10C;CCL19;CXCL14;IL2RB;CCL1;TNFRSF1B;TNFRSF14;CCL22;IL18;CCL25;PF4V1;IL10RB;IL20;PPBP;XCL2;CCL4;PF4;CCL24;CCL5;TNFSF14,55
Viral carcinogenesis,0.5356235576921555,34/55,CREB3L1;IRF3;ATP6V0D1;TRAF2;CCNE2;CREB3;HDAC1;GTF2A2;GTF2B;YWHAH;CCR4;GTF2H1;SCIN;DLG1;MRPS18B;BAD;EGR2;GTF2H4;REL;GTF2E2;NFKBIA;IRF9;DNAJA3;CCNA2;HDAC11;CCNE1;CREB3L4;UBR4;GTF2E1;CDC20;SYK;CHD4;CHEK1;SNW1,0.38378161637502034,21/55,HDAC3;IRF3;TRAF2;CREB3;POLB;HDAC1;YWHAH;BAK1;GTF2H4;TBP;GTF2E2;DNAJA3;CCNA2;HDAC11;CCNE1;UBR4;CDC20;SYK;EIF2AK2;CHEK1;SNW1,55
Intestinal immune network for IgA production,0.5467362801024676,15/24,HLA-DRB1;TNFRSF13B;HLA-DRB4;ITGB7;CD40LG;HLA-DOB;ITGA4;TNFSF13B;MAP3K14;CCR9;HLA-DRB3;CCR10;AICDA;HLA-DMB;ICOS,0.6598082501146421,8/24,TGFB1;CCL25;CD40LG;TNFSF13B;ITGA4;TNFRSF13C;HLA-DMB;ICOS,24
ABC transporters,0.5532818690596517,18/29,ABCD1;ABCB7;TAP2;ABCA4;ABCA10;ABCA7;ABCC12;TAP1;ABCB1;ABCG4;ABCC11;ABCA3;ABCB11;ABCC3;ABCA6;ABCA8;ABCC10;ABCA2,0.3128520851722656,12/29,DEFB1;TAP2;ABCA13;ABCA10;ABCA7;ABCG4;ABCC11;ABCB11;ABCC9;ABCA6;ABCA8;ABCA2,29
Th17 cell differentiation,0.5645033181221784,24/39,HLA-DRB1;IFNGR1;IL2RB;NFKBIE;IL17D;STAT6;IL22;HLA-DOB;NFKBIA;IL17A;PPP3CC;JAK2;FOS;RXRB;HLA-DMB;MAPK11;IL2RG;HLA-DRB4;AHR;IFNGR2;IL21R;HLA-DRB3;IL23R;CD3G,0.8687338548917732,11/39,NFKBIE;TGFB1;MAPK12;NFKBIB;IL2RB;IL23A;IFNGR2;CD4;JAK2;FOS;HLA-DMB,39
Focal adhesion,0.5735305083666449,44/72,PARVB;BIRC2;PPP1R12C;LAMC3;COL6A2;ITGA4;MYL2;COL9A2;ITGA7;COL2A1;MYL7;COL4A2;PIP5K1B;SHC3;FLNB;MYLK2;ITGA11;ITGA8;ITGB5;BAD;PARVG;MYLPF;AKT3;BRAF;FLNC;LAMB4;COL6A3;RAF1;LAMA3;COL4A4;LAMA2;ITGB6;LAMB2;ITGB7;PAK6;PRKCG;COL9A3;DOCK1;ITGA6;TNR;MAP2K1;COL4A5;LAMB1;CAPN2,0.8943485424288555,21/72,EGF;PARVB;BIRC2;ITGA4;COL9A2;ITGA7;CHAD;ITGA10;SHC3;FLNB;MYLK2;THBS3;PARVG;AKT3;LAMB4;COL4A4;ITGB6;LAMB2;TNR;LAMB1;MYL7,72
Starch and sucrose metabolism,0.577453042827575,13/21,GBE1;GYS1;PGM2;GPI;UGP2;AGL;SI;ENPP3;ENPP1;AMY1C;PYGM;PGM1;GCK,0.3093205661981114,9/21,MGAM;GANC;GYS2;PGM2;AGL;ENPP3;ENPP1;AMY1C;G6PC3,21
Ether lipid metabolism,0.577453042827575,13/21,PLD2;GAL3ST1;PAFAH2;PAFAH1B3;GDPD3;PLA2G1B;PLA2G2A;GDPD1;PLA2G12A;PLA2G10;PLA2G7;PLA2G4A;UGT8,0.6595090535669866,7/21,PLA2G4A;PLA2G6;PAFAH1B3;PLA2G2A;PLA2G7;CEPT1;UGT8,21
Chemical carcinogenesis,0.5787186491785465,61/100,EPHX1;CREB3L1;CHRNA4;SULT1A1;CYP3A4;GSTA2;GSTA3;KPNA5;CREB3;CYP2A6;UGT2A3;KPNA2;RPS6KB2;SULT1A4;EIF4EBP1;CYP3A7;ADCY4;CHRNB4;GSTA4;CBR1;CYP1A1;MAP2K2;FGF17;FGF22;GSTM2;GSTK1;BAD;JAG1;CHRNA3;UGT1A8;AKT3;CHRNA9;CYP3A5;GNAI1;IKBKE;CACNA1F;JAK2;RAF1;EPHX2;FOS;ADRB1;FGF6;RXRB;GSTO2;KLF4;CREB3L4;NOTCH2;PRKCG;RPS6KA2;FGF10;AHR;RPS6KA6;CYP1B1;CDC6;GNAI3;ADRB3;E2F1;MAP2K1;FGF3;ADRB2;GSTA5,0.8955780405295674,30/100,EGF;EPHX1;CYP2A7;GSTA2;PGR;GSTA3;CREB3;SULT1A4;EIF4EBP1;UGT2B7;ADCY4;CYP2C9;CBR1;CYP1A1;FGF17;GSTM2;GSTK1;CHRNA3;AKT3;GNAI1;JAK2;FOS;FGF8;KLF4;NOTCH2;FGF10;DLL4;GNAI3;GNAI2;ADRB2,100
Chronic myeloid leukemia,0.5809487398747049,16/26,BRAF;NFKBIA;MAP2K2;SHC3;E2F3;ARAF;CTBP2;GADD45A;AKT3;MAP2K1;RAF1;E2F1;HDAC1;BAD;DDB2;GADD45G,0.7559176541056895,8/26,TGFB1;CTBP2;SHC3;E2F3;GADD45A;HDAC1;BAK1;AKT3,26
Glycosphingolipid biosynthesis,0.5845103291443143,19/31,ST6GALNAC4;FUT9;FUT5;SLC33A1;B3GALNT1;B3GNT5;GBGT1;B4GALT3;B3GNT2;B3GALT1;B4GALT4;ST6GALNAC3;ST8SIA1;B4GALT1;GCNT2;ST6GALNAC6;ST6GALNAC5;GLA;FUT3,0.4171592584571393,12/31,B4GALT1;B4GALT3;SLC33A1;GCNT2;ST6GALNAC6;B3GALNT1;ST6GALNAC5;FUT7;NAGA;B3GNT5;GLA;ST6GALNAC3,31
Glycerolipid metabolism,0.5845103291443143,19/31,DGKH;DGKB;AGPAT1;ALDH9A1;LIPF;DGKI;ALDH7A1;MGLL;MOGAT1;PNPLA3;MBOAT1;LPIN1;GK;DGKQ;DGAT1;LPIN3;MOGAT2;LPL;GLA,0.28113254074401134,13/31,DGKI;ALDH7A1;MBOAT1;DGAT1;DGKB;MGLL;LPIN3;PNLIPRP1;GLYCTK;GK;DGKQ;PNLIP;GLA,31
Longevity regulating pathway,0.5880428676700606,22/36,CREB3L1;CRYAB;IRS1;INS;TSC1;CREB3;HDAC1;RPS6KB2;EIF4EBP1;SESN3;ADCY4;PRKAB1;HSPA1L;AKT3;CLPB;RB1CC1;EIF4E2;CREB3L4;HSPA6;PRKAG1;PRKAA1;CAMK4,0.16918912777686895,16/36,ADCY4;PRKAB1;HSPA6;CRYAB;INS;PRKAG1;SIRT1;RB1CC1;TSC1;CREB3;EIF4E2;HDAC1;EIF4EBP1;CAMK4;PRKAA1;AKT3,36
Pancreatic cancer,0.6117027160012962,14/23,BRAF;PLD2;ARAF;E2F3;GADD45A;AKT3;MAP2K1;BRCA2;RAF1;E2F1;RPS6KB2;BAD;DDB2;GADD45G,0.8785289621934916,6/23,EGF;TGFB1;E2F3;GADD45A;BAK1;AKT3,23
Melanoma,0.6121702803325573,17/28,BRAF;ARAF;MAP2K2;FGF10;E2F3;FGF17;GADD45A;FGF22;AKT3;MAP2K1;RAF1;E2F1;FGF6;FGF3;BAD;DDB2;GADD45G,0.8309930118015887,8/28,EGF;FGF10;E2F3;FGF17;GADD45A;FGF8;BAK1;AKT3,28
Amphetamine addiction,0.6121702803325573,17/28,GRIN3A;CREB3L1;PRKCG;CALML4;CREB3L4;PPP3CC;CALML6;ARC;GRIA1;FOS;CREB3;CAMK2D;SLC6A3;HDAC1;SLC18A1;SLC18A2;CAMK4,0.40330776591046563,11/28,CALML4;ARC;CALML6;MAOA;FOS;CREB3;SLC6A3;HDAC1;SIRT1;SLC18A2;CAMK4,28
Th1 and Th2 cell differentiation,0.6149847267189181,23/38,HLA-DRB1;IFNGR1;IL2RB;STAT6;NFKBIE;HLA-DOB;JAG1;IL12A;NFKBIA;PPP3CC;NOTCH1;JAK2;FOS;HLA-DMB;MAPK11;IL2RG;HLA-DRB4;NOTCH2;NOTCH3;IFNGR2;HLA-DRB3;JAG2;CD3G,0.35812860677036523,15/38,NFKBIE;MAPK12;NOTCH2;NFKBIB;IL2RB;MAML3;DLL4;IFNGR2;CD4;JAK2;FOS;JAG2;IL13;HLA-DMB;IL12B,38
Phosphatidylinositol signaling system,0.6149847267189181,23/38,DGKH;CALML4;DGKB;PIK3C2A;PIP5K1B;PIK3C3;PLCG2;PI4K2B;DGKI;PIK3C2B;ITPR3;IPMK;IMPA2;INPPL1;MTMR3;CALML6;DGKQ;SACM1L;INPP4A;PLCD4;PRKCG;ITPKB;MTMR7,0.48946044813695494,14/38,PI4K2B;DGKI;PIK3C2B;ITPR3;INPP4A;CALML4;DGKB;MTMR3;CALML6;IPPK;DGKQ;ITPKB;INPPL1;PLCG2,38
