set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
translational termination (GO:0006415),0.00015776268239428958,0.04647129578909755,48/57,MRPL28;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS7;MRPS17;GSPT2;MRPL51;ETF1;MRPS9;CHCHD1;MRPS14;MRPL12;MRPS22;OXA1L;MRPS26;MRPL15;MRPL16;MRPS30;MRPL27;MRPS24;MRPS16;MRPL23;MRPL50;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS18B;MRPS34;MRPS18C;N6AMT1;MRPS2,8.518468561907816e-07,0.00016464982806087538,54/57,MRPL28;MRPL43;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS31;MRPS7;MRPS17;GSPT2;MRPL51;ETF1;MRPS9;CHCHD1;ERAL1;MRPL12;MRPS22;OXA1L;MRPL35;MRPS26;MRPL15;MRPS28;MRPL16;MRPL32;MRPL27;MRPL41;MRPS24;MRPS30;MRPS16;MRPL23;MRPS15;MRPL50;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS34;MRPS18C;N6AMT1;MRPS2,57
regulation of posttranscriptional gene silencing (GO:0060147),0.00020671477639098857,0.04647129578909755,22/23,POLR2E;NUP35;NUP98;NUP205;NUP54;IPO8;POLR2J;NUP37;POLR2F;NUP85;POLR2I;POLR2H;POLR2G;RAE1;POLR2C;NUP214;NUP62;NUP133;EIF4G1;AAAS;NUP107;POLR2B,0.009203200017509756,0.17788470890986713,21/23,POLR2E;NUP35;NUP98;NUP205;NUP54;POLR2J;NUP37;POLR2F;NUP85;POLR2I;POLR2H;POLR2G;RAE1;POLR2C;NUP214;NUP62;NUP133;EIF4G1;AAAS;NUP107;POLR2B,23
mitochondrial translation (GO:0032543),0.0002404279900396769,0.04647129578909755,52/63,MRPL28;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;MRPS14;TSFM;MRPL12;OXA1L;MRPS22;RARS2;MRPS26;MRPL15;MTIF2;MRPL16;MRPS30;MRPL27;MRPS24;MRPS16;MRPL23;NDUFA7;MRPL50;TUFM;MRPL17;MRPL36;LARS2;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS18B;MRPS34;MRPS18C;MRPS2;IARS2,1.1023928194208166e-07,4.2713905135643814e-05,60/63,MRPL28;MRPL43;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS31;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;ERAL1;TSFM;MRPL12;OXA1L;MRPS22;RARS2;MRPL35;MRPS26;MRPL15;MRPS28;MTIF2;MRPL16;MRPL32;MRPL27;GFM1;MRPL41;MRPS24;MRPS16;MTIF3;MRPS30;MRPL23;MRPS15;NDUFA7;MRPL50;TUFM;MRPL17;MRPL36;LARS2;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS34;MRPS18C;MRPS2;IARS2,63
regulation of gene silencing by RNA (GO:0060966),0.00020671477639098857,0.04647129578909755,22/23,POLR2E;NUP35;NUP98;NUP205;NUP54;IPO8;POLR2J;NUP37;POLR2F;NUP85;POLR2I;POLR2H;POLR2G;RAE1;POLR2C;NUP214;NUP62;NUP133;EIF4G1;AAAS;NUP107;POLR2B,0.009203200017509756,0.17788470890986713,21/23,POLR2E;NUP35;NUP98;NUP205;NUP54;POLR2J;NUP37;POLR2F;NUP85;POLR2I;POLR2H;POLR2G;RAE1;POLR2C;NUP214;NUP62;NUP133;EIF4G1;AAAS;NUP107;POLR2B,23
cellular macromolecule biosynthetic process (GO:0034645),0.00018696177442691984,0.04647129578909755,98/128,MRPL28;RPS21;RNASEH2A;ASMT;RPA4;NKX2-8;MRPS7;MRPS17;FAM111B;MRPL51;IGHMBP2;RPS20;TSFM;GOLPH3;UPF1;RPA3;RPL36;BLM;TYMS;RMI1;POLR2F;RPS9;PPP5C;HUS1;MRPL27;MRPS16;CLSPN;TUFM;GRWD1;FUT9;THAP1;RPL8;DRG1;BARD1;NT5M;RECQL5;MRPS18C;E2F1;EEF1A2;RPL35A;YARS2;MRPL9;MRRF;MRPS36;NR4A2;BCL3;TOPBP1;RPS6KB2;CHEK1;PWP1;ZAR1;POLA2;EPC1;POLR2I;POLR2C;HOXD3;EEFSEC;CDC6;TOP1;RFC2;POLR2B;POLA1;MRPL11;GSPT2;MRPS14;RPA1;POLR2J;IGF2BP3;RPS16;RFC5;MRPL23;POLR2G;MRPL36;MRPL13;BRIP1;MRPS33;EEF2;SRBD1;POLE2;RBMS1;RPL7;POLR2E;RPS12;RPS23;RAD1;RECQL4;RPS18;RPS3;TIPIN;WRN;POLR2H;ATR;MRPL37;EIF4G1;EXT1;MRPS18B;PTH;TOP1MT,4.058326706066236e-05,0.0032299506078280102,107/128,MRPL28;MRPL43;RPS21;RNASEH2A;RPA4;RPL26;MRPS7;FAM111B;MRPS17;MRPL51;IGHMBP2;RPS20;TSFM;RPA2;GOLPH3;UPF1;RPA3;RPL36;COPS5;BLM;TYMS;RMI1;POLR2F;RPS9;PPP5C;HUS1;MRPL27;MRPS16;CLSPN;MRPS15;TUFM;GRWD1;RPL8;DRG1;BARD1;NT5M;RECQL5;MRPS18C;E2F1;EEF1A2;RPL35A;YARS2;MRPL9;MRRF;MRPS36;NR4A2;BCL3;TOPBP1;RPS6KB2;CHEK1;PWP1;ZAR1;POLA2;INHA;RPL11;POLL;EPC1;POLR2I;POLR2C;HOXD3;EEFSEC;A4GNT;CDC6;TOP1;RFC2;POLR2B;POLA1;RPL3L;MRPL11;GSPT2;POLR2J;IGF2BP3;RPS16;MRPL32;MRPL41;RFC5;MRPL23;TAF1B;POLR2G;GAL3ST4;MRPL36;MRPL13;BRIP1;MRPS33;EEF2;SRBD1;POLE2;RBMS1;RPL7;POLR2E;RPS12;RPS23;NFKBIB;RAD1;RECQL4;RPS18;RPS3;MRPL35;TIPIN;WRN;POLR2H;TOPORS;ATR;MRPL37;EIF4G1;EXT1;TOP1MT,128
translational elongation (GO:0006414),0.0001974108797361148,0.04647129578909755,50/60,MRPL28;MRPS23;MRPL9;MRPL11;MRPS36;MRPL44;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;MRPS14;TSFM;MRPL12;OXA1L;MRPS22;MRPS26;MRPL15;MRPL16;MRPS30;MRPL27;MRPS24;MRPS16;MRPL23;MRPL50;TUFM;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;EEFSEC;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;EEF2;MRPL4;MRPL54;MRPL14;MRPS27;ZNF598;MRPS18B;MRPS34;MRPS18C;EEF1A2;MRPS2,3.0760915507119883e-07,6.936586446855533e-05,57/60,MRPL28;MRPL43;MRPS23;MRPL9;MRPL11;MRPS36;MRPL44;MRPS31;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;ERAL1;TSFM;MRPL12;OXA1L;MRPS22;MRPL35;MRPS26;MRPL15;MRPS28;MRPL16;MRPL32;MRPL27;GFM1;MRPL41;MRPS24;MRPS16;MRPS30;MRPL23;MRPS15;MRPL50;TUFM;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;EEFSEC;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;EEF2;MRPL4;MRPL54;MRPL14;MRPS27;ZNF598;MRPS34;MRPS18C;EEF1A2;MRPS2,60
translation (GO:0006412),9.099531903780336e-05,0.04647129578909755,68/84,MRPL28;MRPL9;RPS12;RPS21;ASMT;MRPL11;MRRF;FARS2;MRPS36;RPS23;RPS6KB2;MRPS7;MRPS17;WARS2;MRPL51;GSPT2;FARSA;ETF1;IGHMBP2;MRPS14;RPS20;ZAR1;TSFM;MARS2;RPS18;PPA1;RPS3;RPL36;RARS2;IGF2BP3;RPL7;UBA52;RPS16;RPS9;MRPL16;MRPL27;MRPS24;MRPS16;MRPL23;NDUFA7;TUFM;MRPL36;SARS2;LARS2;RPL8;DRG1;MRPL13;MRPL37;EEFSEC;N6AMT1;MRPS33;DARS2;EEF2;DRG2;EIF4G1;SRBD1;RPL22L1;MRPS18B;ZC3H15;MRPS34;EEF1E1;MRPS18C;EEF1A2;RPL35A;FTSJ1;MRPS2;YARS2;IARS2,3.955857444007639e-06,0.0004460229268118613,75/84,MRPL28;MRPL43;MRPL9;RPS21;RPL3L;MRPL11;RPS12;MRRF;FARS2;MRPS36;RPS23;RPS6KB2;MRPS7;RPL26;MRPS17;MRPL51;WARS2;GSPT2;FARSA;ETF1;IGHMBP2;RPS20;ZAR1;TSFM;MARS2;RPS18;PPA1;COPS5;RPS3;RPL36;RPL11;RARS2;IGF2BP3;MRPL35;RPL7;MRPS28;UBA52;RPS16;RPS9;MRPL16;MRPL32;MRPL27;MRPL41;MRPS24;MRPS16;MRPL23;MRPS15;NDUFA7;TUFM;MRPL36;SARS2;LARS2;RPL8;DRG1;MRPL13;MRPL37;EEFSEC;N6AMT1;MRPS33;DARS2;EEF2;DRG2;EIF4G1;SRBD1;RPL22L1;ZC3H15;MRPS34;EEF1E1;MRPS18C;EEF1A2;RPL35A;FTSJ1;MRPS2;YARS2;IARS2,84
rRNA processing (GO:0006364),0.00032645898603411553,0.049077667567128704,51/62,TFB1M;LYAR;RPL35A;RIOK3;SRFBP1;UTP18;DKC1;PIH1D1;HEATR1;SART1;EXOSC5;NOL11;IMP3;RPL36;UTP3;WDR12;EXOSC4;RIOK2;EXOSC9;UBA52;RPS16;RPS9;TBL3;TEX10;NVL;EXOSC1;RRP12;WDR18;EXOSC2;PDCD11;DHX37;DDX27;MDN1;IMP4;RRP9;NAT10;RCL1;LSM6;RPL8;MPHOSPH6;WDR46;MRPL1;NOC4L;UTP6;PWP2;DDX49;POP5;XRN2;BOP1;BYSL;RPL7,1.567957487570794e-08,1.060723240341642e-05,60/62,TFB1M;LYAR;RPL35A;NOL9;RIOK3;SRFBP1;RPL26;UTP18;DKC1;PIH1D1;HEATR1;FCF1;SART1;EXOSC5;NOL11;IMP3;RPL36;RPL11;UTP3;WDR12;EXOSC4;RIOK2;EXOSC9;UBA52;RPS16;RPS9;TBL3;TEX10;NVL;EXOSC1;RRP12;WDR18;EXOSC2;PELP1;PDCD11;WDR75;DHX37;DDX27;MDN1;IMP4;MPHOSPH10;RRP9;NAT10;RCL1;LSM6;RPL8;MPHOSPH6;WDR46;MRPL1;EBNA1BP2;NOC4L;UTP6;MRTO4;PWP2;DDX49;POP5;XRN2;BOP1;BYSL;RPL7,62
DNA metabolic process (GO:0006259),0.00030312660024293584,0.049077667567128704,87/113,ALKBH1;RNASEH2A;RAD18;RPA4;CHRNA4;PRIM1;MSH2;IGHMBP2;POLQ;UPF1;PARG;RPA3;BLM;TYMS;HUS1;PARP1;TOP3B;ERCC4;PURA;RNASEH1;TREX2;NEIL3;KPNA2;BARD1;RECQL5;DCLRE1B;PSME4;SMARCAD1;FANCG;TOPBP1;CHEK1;CHD1L;POLA2;FANCC;NEIL1;DDB2;DDX23;PARP2;PNKP;NUDT15;DNASE1L3;GTF2H1;UBE2U;UBE2T;BTG2;CDC6;TOP1;RFC2;GTF2H4;SMUG1;POLA1;FBXO6;DNASE1L2;GLRX2;HELLS;ERCC5;THAP9;RPA1;MGMT;MBD4;RFC5;NTHL1;XRCC2;POLH;LIG1;REXO4;POLE2;ENDOG;XPC;RAD1;TOP2A;RECQL4;NOC3L;GADD45A;UBA52;LONP1;WRN;SUPV3L1;GMNN;ATR;DOT1L;TERF2IP;TRRAP;TRIM28;RAD51AP1;FANCA;TOP1MT,9.309697657822536e-06,0.000968924687002607,97/113,ALKBH1;RNASEH2A;RAD18;RPA4;CHRNA4;PRIM1;MSH2;IGHMBP2;POLQ;RPA2;UPF1;PARG;RPA3;GTF2H3;BLM;TYMS;HUS1;PARP1;ALKBH3;TOP3B;ERCC4;PURA;RNASEH1;TREX2;NEIL3;KPNA2;BARD1;RECQL5;DCLRE1B;PSME4;SMARCAD1;FANCG;TOPBP1;CHEK1;CHD1L;POLA2;ERCC3;POLL;FANCC;NEIL1;DDB2;DDX23;PARP2;PNKP;DNTT;NUDT15;RAD52;DNASE1L3;GTF2H1;UBE2T;EID3;BTG2;CDC6;TOP1;RFC2;TINF2;POLA1;FBXO6;DNASE1L2;RAD21;GLRX2;HELLS;ERCC5;THAP9;MGMT;MBD4;RFC5;NTHL1;XRCC2;POLH;LIG1;REXO4;XPA;POLE2;ENDOG;TCF7L2;XPC;UBE2V2;RAD1;TOP2A;RECQL4;NOC3L;GADD45A;UBA52;LONP1;WRN;SUPV3L1;GMNN;ATR;DOT1L;TERF2IP;UVRAG;TRIM28;RAD51AP1;INTS3;FANCA;TOP1MT,113
mitochondrial translational termination (GO:0070126),0.0004145605647765576,0.054937839276153026,45/54,MRPL28;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;MRPS14;MRPL12;MRPS22;OXA1L;MRPS26;MRPL15;MRPL16;MRPS30;MRPL27;MRPS24;MRPS16;MRPL23;MRPL50;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS18B;MRPS34;MRPS18C;MRPS2,2.339362463659333e-06,0.00035168415703678636,51/54,MRPL28;MRPL43;MRPS23;MRPL9;MRPL11;MRRF;MRPS36;MRPL44;MRPS31;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;ERAL1;MRPL12;MRPS22;OXA1L;MRPL35;MRPS26;MRPL15;MRPS28;MRPL16;MRPL32;MRPL27;MRPL41;MRPS24;MRPS30;MRPS16;MRPL23;MRPS15;MRPL50;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS34;MRPS18C;MRPS2,54
ribosome biogenesis (GO:0042254),0.0004466490998061222,0.054937839276153026,55/68,LYAR;RPL35A;UTP18;DKC1;PIH1D1;TSC1;HEATR1;EXOSC5;NOL11;RPL36;IMP3;UTP3;WDR12;EXOSC4;RIOK2;EXOSC9;UBA52;RPS16;TBL3;RPS9;TEX10;NVL;RRS1;DDX31;LTV1;EXOSC1;ZNF622;RRP12;WDR18;EXOSC2;PDCD11;DHX37;DDX27;MDN1;IMP4;RRP9;HEATR3;MRPL36;RCL1;RPL8;MPHOSPH6;WDR46;MRPL22;NOC4L;GTF3A;PAK1IP1;UTP6;NIP7;PWP2;DDX49;POP5;XRN2;BOP1;BYSL;RPL7,1.5784887337636296e-07,4.2713905135643814e-05,64/68,LYAR;RPL35A;NOL9;RPL26;UTP18;DKC1;PIH1D1;TSC1;HEATR1;FCF1;EXOSC5;NOL11;RPL36;IMP3;RPL11;UTP3;WDR12;EXOSC4;RIOK2;EXOSC9;UBA52;RPS16;RPS9;TBL3;TEX10;NVL;RRS1;DDX31;LTV1;EXOSC1;DHX29;ZNF622;WDR18;RRP12;EXOSC2;PELP1;PDCD11;WDR75;DHX37;DDX27;MDN1;IMP4;MPHOSPH10;RRP9;MRPL36;RCL1;RPL8;MPHOSPH6;WDR46;EBNA1BP2;MRPL22;NOC4L;GTF3A;PAK1IP1;UTP6;NIP7;MRTO4;PWP2;DDX49;POP5;XRN2;BOP1;BYSL;RPL7,68
DNA repair (GO:0006281),0.0005596393947793282,0.06309934176136925,91/120,ALKBH1;RNASEH2A;RAD18;RPA4;CHRNA4;MSH2;IGHMBP2;POLQ;UPF1;RPA3;BLM;HUS1;PPP5C;PARP1;ERCC4;NEIL3;DDX1;XRCC4;KPNA2;BARD1;RECQL5;DCLRE1B;MLH3;RNF168;PSME4;BRCA2;FANCG;TOPBP1;FANCB;CHEK1;APEX2;CHD1L;GTF2H5;FANCC;NEIL1;FANCF;DDB2;PARP2;PNKP;GTF2H1;CETN2;TNKS1BP1;UBE2U;UBE2T;CDCA5;BTG2;RFC2;GTF2H4;APTX;SMUG1;POLA1;FBXO6;NSMCE1;EME1;UIMC1;ERCC5;RPA1;MGMT;SLC30A9;MBD4;RFC5;TRIP13;UBE2NL;XRCC2;POLH;BRIP1;LIG1;REXO4;SMARCA5;WDR48;POLE2;XPC;EYA1;RAD1;ERCC6;RECQL4;GADD45A;PIAS4;RAD23A;UBA52;WRN;ATR;DOT1L;POLN;TRRAP;TRIM28;RAD51AP1;FANCA;DCLRE1A;ASCC2;ACTR5,0.00022067045469184585,0.014217482152288925,99/120,ALKBH1;RNASEH2A;RAD18;RPA4;CHRNA4;MSH2;IGHMBP2;POLQ;RPA2;UPF1;RPA3;GTF2H3;BLM;HUS1;PPP5C;PARP1;ALKBH3;ERCC4;NEIL3;DDX1;XRCC4;KPNA2;BARD1;RECQL5;DCLRE1B;MLH3;RNF168;PSME4;BRCA2;FANCG;TOPBP1;FANCB;CHEK1;APEX2;CHD1L;GTF2H5;ERCC3;POLL;FANCC;NEIL1;FANCF;DDB2;PARP2;PNKP;RAD52;GTF2H1;CETN2;UBE2T;EID3;CDCA5;BTG2;PRMT6;RFC2;APTX;POLA1;FBXO6;NSMCE1;RAD21;EME1;UIMC1;BAZ1B;ERCC5;MGMT;NEIL2;SLC30A9;MBD4;RFC5;TRIP13;UBE2NL;XRCC2;POLH;BRIP1;LIG1;REXO4;SMARCA5;XPA;POLE2;XPC;MDC1;UBE2V2;EYA1;RAD1;RECQL4;SIRT1;GADD45A;PIAS4;RAD23A;UBA52;WRN;ATR;DOT1L;UVRAG;TRIM28;RAD51AP1;INTS3;FANCA;DCLRE1A;ASCC2;ACTR5,120
gene expression (GO:0010467),0.000714392686877595,0.06443822035635906,107/144,MRPL28;RPS21;ASMT;MRPL44;NKX2-8;MRPS7;MRPS17;MRPL51;IGHMBP2;RPS20;GOLPH3;PRPF4;MAGOH;SMG5;RPL36;UPF1;NUP37;NXT1;POLR2F;RPS9;PPP5C;THOC7;MRPL27;MRPS16;THAP1;RPL8;DRG1;CPSF1;TASP1;MRPS18C;EEF1A2;E2F1;SORL1;RPL35A;YARS2;MRPL9;MRRF;MRPS36;ADARB2;NR4A2;BCL3;RPS6KB2;PWP1;NUP205;ZAR1;RBM4;EPC1;SYMPK;DDX20;POLR2I;POLR2C;SLBP;HOXD3;NUP214;DUOXA2;CPSF3;POLR2B;MRPL11;NUP98;GSPT2;DKC1;NXF5;MRPS14;DNAJB11;POLR2J;IGF2BP3;RPS16;NUP85;RNASEL;MRPL23;POLR2G;MRPL36;NUP62;MRPL13;THOC6;MRPS33;NUP133;APOBEC1;SRBD1;THOC1;XRN2;RBMS1;ELAVL4;RPL7;RPS12;POLR2E;NUP35;RPS23;THOC3;NUP54;RPS18;RPS3;NOVA1;DHX38;THOC2;POLR2H;RAE1;GALNT2;MRPL37;DDX19B;EIF4G1;AAAS;DHX8;MRPS18B;NUP107;EIF4A3;NXF3,2.8973622318837356e-06,0.00039201310997386945,122/144,MRPL28;MRPL43;RPS21;NOL9;MRPL44;RPL26;MRPS7;MRPS17;MRPL51;IGHMBP2;RPS20;GOLPH3;PRPF4;COPS5;SMG5;MAGOH;RPL36;UPF1;NUP37;NXT1;POLR2F;RPS9;PPP5C;THOC7;MRPL27;MRPS16;MRPS15;MPHOSPH10;RPL8;DRG1;CPSF1;RBMS2;MRPS18C;EEF1A2;POLDIP3;E2F1;SORL1;RPL35A;YARS2;MRPL9;STUB1;MRRF;MRPS36;NR4A2;BCL3;RPS6KB2;PWP1;NUP205;ZAR1;RBM4;RPL11;FYTTD1;EPC1;SYMPK;DDX20;POLR2I;YTHDC1;SLBP;POLR2C;HOXD3;NUP214;DUOXA2;DUSP11;CPSF3;POLR2B;THOC5;RPL3L;MRPL11;NUP98;GSPT2;DKC1;DNAJB11;TFIP11;POLR2J;IGF2BP3;RPS16;NUP85;MRPL32;MRPL41;RNASEL;MRPL23;TAF1B;POLR2G;MRPL36;NUP62;MRPL13;THOC6;RBM39;MRPS33;NUP133;APOBEC1;SRBD1;THOC1;XRN2;RBMS1;ELAVL4;RPL7;RPS12;POLR2E;NUP35;RPS23;NFKBIB;THOC3;NUP54;RPS18;RPS3;NOVA1;MRPL35;DHX38;THOC2;POLR2H;TOPORS;RAE1;GALNT2;MRPL37;DDX19B;EIF4G1;AAAS;DHX8;NUP107;EIF4A3;NXF3,144
mitochondrial translational elongation (GO:0070125),0.0006830832757513568,0.06443822035635906,46/56,MRPL28;MRPS23;MRPL9;MRPL11;MRPS36;MRPL44;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;MRPS14;TSFM;MRPL12;MRPS22;OXA1L;MRPS26;MRPL15;MRPL16;MRPS30;MRPL27;MRPS24;MRPS16;MRPL23;MRPL50;TUFM;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS18B;MRPS34;MRPS18C;MRPS2,1.1940631618561583e-06,0.00020194593224892276,53/56,MRPL28;MRPL43;MRPS23;MRPL9;MRPL11;MRPS36;MRPL44;MRPS31;MRPS7;MRPS17;MRPL51;MRPS9;CHCHD1;ERAL1;TSFM;MRPL12;MRPS22;OXA1L;MRPL35;MRPS26;MRPL15;MRPS28;MRPL16;MRPL32;MRPL27;GFM1;MRPL41;MRPS24;MRPS16;MRPS30;MRPL23;MRPS15;MRPL50;TUFM;MRPL17;MRPL36;MRPL37;MRPL13;MRPL1;MRPL48;MRPS35;MRPS25;MRPS33;MRPL40;MRPL22;GADD45GIP1;MRPL4;MRPL54;MRPL14;MRPS27;MRPS34;MRPS18C;MRPS2,56
tRNA aminoacylation for protein translation (GO:0006418),0.0006643898280370033,0.06443822035635906,15/15,MARS2;PPA1;FARS2;DARS2;RARS2;NARS2;TARS2;WARS2;FARSA;AARS2;EEF1E1;SARS2;LARS2;YARS2;IARS2,0.024193560444511427,0.29150687294329497,14/15,MARS2;PPA1;FARS2;DARS2;RARS2;NARS2;WARS2;FARSA;AARS2;EEF1E1;SARS2;LARS2;YARS2;IARS2,15
mitotic spindle organization (GO:0007052),0.000776693893240339,0.06567917734713616,43/52,KIF4A;KNTC1;CENPP;PLK2;NUP98;DYNLL2;CENPQ;TAOK1;TUBG1;BUB1;RCC1;ITGB3BP;NUP37;CDC20;KIF2C;DLGAP5;DSN1;KIF18A;NUP85;BUB1B;CENPM;PMF1;SPC24;SMC3;TPX2;CDCA8;ERCC6L;NEK6;TTK;INCENP;SPC25;DYNC1H1;NUP133;EFHC1;AURKB;CENPH;CENPK;AAAS;KIFC2;DCTN2;NUP107;EML1;CENPE,2.797716164013921e-05,0.002376686375181075,48/52,KIF4A;KNTC1;CENPP;PLK2;NUP98;DYNLL2;CENPQ;TAOK1;TUBG1;BUB1;RCC1;ITGB3BP;NUP37;CDC20;KIF2C;DLGAP5;DSN1;KIF18A;NUP85;BUB1B;CENPM;PMF1;SPC24;SMC3;TPX2;CDCA8;ERCC6L;CEP192;TUBG2;TTK;ZW10;INCENP;SPC25;DYNC1H1;NUP133;RANGAP1;EFHC1;AURKB;CENPH;CENPK;NSL1;AAAS;KIFC2;DCTN2;MIS12;NUP107;EML1;CENPE,52
microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.0008746134056865657,0.06574177432744019,40/48,KIF4A;KNTC1;CENPP;PLK2;NUP98;DYNLL2;CENPQ;TAOK1;TUBG1;BUB1;RCC1;ITGB3BP;NUP37;CDC20;KIF2C;DLGAP5;DSN1;KIF18A;NUP85;BUB1B;CENPM;PMF1;SPC24;ERCC6L;CDCA8;NEK6;TTK;INCENP;SPC25;DYNC1H1;NUP133;EFHC1;AURKB;CENPH;CENPK;DCTN2;NUP107;EML1;TACC3;CENPE,9.693841603019227e-05,0.006903035625728954,44/48,KIF4A;KNTC1;CENPP;PLK2;NUP98;DYNLL2;CENPQ;TAOK1;TUBG1;BUB1;RCC1;ITGB3BP;NUP37;CDC20;KIF2C;DLGAP5;DSN1;KIF18A;NUP85;BUB1B;CENPM;PMF1;SPC24;ERCC6L;CDCA8;TUBG2;TTK;ZW10;INCENP;SPC25;DYNC1H1;NUP133;RANGAP1;EFHC1;AURKB;CENPH;CENPK;NSL1;DCTN2;MIS12;NUP107;EML1;TACC3;CENPE,48
nuclear-transcribed mRNA catabolic process (GO:0000956),0.0008746134056865657,0.06574177432744019,40/48,RPS12;RPS21;RPL35A;RPS23;ETF1;RC3H1;GSPT2;CNOT1;EXOSC5;RPS20;RPS18;ZFP36;MAGOH;UPF1;RPL36;SMG5;RPS3;PNRC2;ZC3H12A;EXOSC4;PNLDC1;EXOSC9;UBA52;RPS16;RPS9;CNOT10;LSM1;POLR2G;PPP2R2A;RPL8;PAN3;TNKS1BP1;CNOT8;CNOT3;EIF4G1;DCP1B;DHX34;XRN2;EIF4A3;RPL7,9.693841603019227e-05,0.006903035625728954,44/48,PELO;RPS12;RPS21;RPL35A;RPS23;RPL26;RC3H1;GSPT2;ETF1;CNOT1;EXOSC5;RPS20;RPS18;ZFP36;MAGOH;UPF1;RPL36;SMG5;RPL11;RPS3;PNRC2;ZC3H12A;EXOSC4;PNLDC1;DCP1A;EXOSC9;UBA52;RPS16;RPS9;CNOT10;LSM1;POLR2G;PPP2R2A;RPL8;PAN3;CNOT3;EIF4G1;DCPS;DCP1B;MRTO4;DHX34;XRN2;EIF4A3;RPL7,48
DNA-dependent DNA replication (GO:0006261),0.001245328751609575,0.08868051583830289,44/54,PSMD7;GINS2;PSMA5;RPA4;TOPBP1;PSMD8;PRIM1;PSMD4;PSMD2;PSMD11;PSMD14;RECQL4;RPA1;NOC3L;POLA2;RPA3;BLM;PSMA2;UBA52;CDK2AP1;DDX23;PURA;PSMB3;RFC5;WRN;REV3L;PSMC3;PSMB4;PSMB10;POLG2;GMNN;PNKP;PSMC5;PSMB8;GINS1;RECQL5;CDC6;POLE2;RFC2;PSME4;PSMD6;SSBP1;PSMA4;POLA1,0.00106367096153441,0.05626895622932333,47/54,PSMD7;GINS2;PSMA5;RPA4;TOPBP1;PSMD8;PRIM1;PSMD4;PSMD2;PSMB6;PSME3;PSMD14;RECQL4;NOC3L;RPA2;POLA2;RPA3;BLM;PSMA2;UBA52;CDK2AP1;DDX23;PURA;PSMB3;RFC5;WRN;REV3L;PSMC3;PSMB4;PSMB10;POLG2;GMNN;PNKP;PSMC5;PSMB8;GINS1;RECQL5;PSMA8;CDC6;POLE2;RFC2;PSME2;PSME4;PSMD6;SSBP1;PSMA4;POLA1,54
