set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
defense response to bacterium (GO:0042742),0.9974523021550087,0.9998690134726378,46/96,WFDC10A;ANXA3;RARRES2;PLA2G1B;GBP6;PLA2G2A;DEFB118;HTN1;NLRP10;S100A14;DEFA4;IL23R;CFP;LYZ;TLR3;CST11;WFDC2;PRB3;SYK;LYG1;S100A7;GBP2;S100A9;SEMG2;NOD2;RNASE6;PYCARD;GSDMD;SEMG1;IL12A;MICA;DEFA1;LYST;LPO;TLR2;CAMP;NLRC4;S100A8;TLR9;TNFRSF14;DEFB119;SLAMF8;LCE3A;HAMP;COLEC12;CHGA,0.9892376376614358,0.9999508177820171,55/96,LCE3B;ANXA3;PLA2G6;RARRES2;GBP6;LYG2;PLA2G2A;NOD1;HTN1;SFTPD;NLRP10;DEFA4;IL23R;CFP;LCE3C;LYZ;WFDC9;WFDC2;S100A12;PRB3;LYG1;SYK;S100A7;GBP2;LBP;S100A9;SEMG2;NOD2;RNASE6;PGLYRP1;GSDMD;IL12A;HTN3;MICA;DEFB103A;DEFB1;SPN;LYST;LPO;TLR2;CAMP;ANG;NLRC4;S100A8;TLR9;IL23A;TNFRSF14;DEFB119;SLAMF8;PI3;HAMP;COLEC12;IL12B;GBP7;CHGA,96
organonitrogen compound biosynthetic process (GO:1901566),0.9314819470138861,0.9998690134726378,38/71,GSTA4;ELOVL2;CPS1;STARD10;CDO1;LPIN3;LCMT2;ARG2;GSTZ1;GOLPH3;SGPP2;GSTM2;MOCS1;FA2H;PLA2G4A;PCYT1A;GSTA2;PAM;LCAT;LPIN1;PAH;NANP;SPHK2;ELOVL4;PCSK5;LPCAT3;GSTO2;ASL;MOCS3;ELOVL1;GSTK1;APOA1;APOA2;NFS1;MOCS2;GSTA3;ASS1;STARD7,0.6720372551903716,0.9999508177820171,47/71,GSTA4;CPS1;STARD10;ELOVL2;ARG1;CDO1;OTC;LPIN3;LCMT2;ARG2;GSTP1;MGST3;GSTZ1;GOLPH3;INHA;ESD;GSTM1;SPTLC1;SGPP1;GSTM2;FA2H;PLA2G4A;PPM1L;GSTA2;PAM;ALDH3B2;LCAT;LPIN1;PAH;NANP;GAL3ST4;SPHK2;DMD;ELOVL4;PCSK5;GSTO2;ASL;MOCS3;ELOVL1;GSTK1;A4GNT;CHPT1;NFS1;LPCAT3;GSTA3;ASS1;STARD7,71
organonitrogen compound catabolic process (GO:1901565),0.5591483671123604,0.9998690134726378,21/34,CYP3A5;IL4I1;LRSAM1;TXN2;NAGK;NPL;PLA2G7;TRHDE;UCHL3;PLA2G4A;PLA2G10;PRSS16;CYP3A4;ALLC;GNPDA1;IDE;LTA4H;GNPDA2;PDXDC1;CLN6;ADAMTS13,0.90417554771512,0.9999508177820171,20/34,PLA2G6;CYP3A5;LRSAM1;TXN2;NAGK;NPL;AMDHD2;PLA2G7;UCHL3;PLA2G4A;CLPX;PLA2G10;GNPDA1;IDE;RENBP;LTA4H;GNPDA2;PDXDC1;CLN6;ADAMTS13,34
organophosphate biosynthetic process (GO:0090407),0.3542955558684298,0.9998690134726378,13/19,IPMK;GK;MOCS3;G6PD;TKT;MBOAT1;CPS1;MOCS1;ITPKB;TPI1;NFS1;MOCS2;TPK1,0.758742499673085,0.9999508177820171,12/19,GK;MOCS3;G6PD;GNPAT;TKT;MBOAT1;CPS1;ITPKB;TPI1;NFS1;IPPK;TPK1,19
oxoacid metabolic process (GO:0043436),0.4963763356484008,0.9998690134726378,11/17,TPST1;PPA1;GNMT;SULT1A1;LIAS;HAO1;SULT1A4;SULT2B1;MINPP1;ENPP1;THAP4,0.3184508964481327,0.9553526893443981,13/17,TPST1;DAO;PPA1;GNMT;SULT1A1;AGXT;LIAS;SULT1A4;LIPT1;SULT1B1;MINPP1;ENPP1;THAP4,17
pattern recognition receptor signaling pathway (GO:0002221),0.7597429327315784,0.9998690134726378,13/23,NOD2;TLR3;CTSK;TLR8;CLEC4E;TLR5;UBA52;S100A1;TLR2;PLCG2;S100A9;S100A8;TLR9,0.09432233952864597,0.5612351396304611,19/23,TLR5;SFTPD;NOD1;FFAR2;UBA52;PLCG2;LBP;S100A9;UNC93B1;NOD2;TLR8;CLEC4E;IRAK2;S100A1;TLR2;TLR1;TLR9;S100A8;CTSK,23
peptide cross-linking (GO:0018149),0.9741461537232473,0.9998690134726378,6/15,TGM5;F13A1;IVL;ANXA1;ABCA7;CD3G,0.9987335827359534,0.9999508177820171,5/15,PI3;ANXA1;ABCA7;CD3G;EPB42,15
oligosaccharide metabolic process (GO:0009311),0.9486660312767963,0.9998690134726378,14/29,B4GALT1;FUT3;ST6GALNAC3;GLA;GAL3ST3;ST6GALNAC6;ST8SIA1;AMY1C;B3GALT1;ST6GALNAC4;ST6GAL2;FUT9;ST6GALNAC5;FUT5,0.9779641325955637,0.9999508177820171,15/29,B4GALT1;NEU2;FUT3;ST6GALNAC3;GLA;GAL3ST3;ST8SIA1;AMY1C;B3GALT1;FUT1;ST6GALNAC4;GAL3ST4;ST6GAL2;ST6GALNAC5;FUT5,29
organic acid transport (GO:0015849),0.8812061685927773,0.9998690134726378,26/48,SLC25A11;SLC25A10;SLCO1B1;SLC43A1;ABCC11;SLC16A10;SLC25A30;SLC10A3;SLCO2B1;SLC27A5;SLC1A5;SLC7A4;SLC16A8;ABCB11;SLC27A3;SLCO1C1;SLC6A12;SLC6A13;SLC22A13;ABCC3;SLC19A1;FOLR1;NCOA2;ATP8B1;SLC38A5;SLC7A10,0.8957186985900213,0.9999508177820171,29/48,SLC25A11;SLC25A10;AKR1C4;SLC6A18;SLC10A4;SLCO1B1;SLC43A1;SLC16A10;SLC25A30;SLC13A5;SLC10A3;SLCO2B1;SLC27A5;SLC1A5;SLC7A4;ABCB11;SLC27A3;SLCO1C1;SLC6A12;SLC6A13;ABCC3;SLC19A1;FOLR1;LRRC8D;SLC10A1;ATP8B1;SLC38A5;SLC25A17;ABCC11,48
organic anion transport (GO:0015711),0.41361865027905015,0.9998690134726378,32/50,HBA1;SLC35A2;SLC35B1;SLC22A10;SLC4A10;SLCO1B1;CA9;SLC16A2;SLC25A24;SLC4A2;CA6;SLCO5A1;SLC2A6;SLC25A19;SLCO2B1;CYB5R4;CA2;CYB5R2;SLCO1C1;SLC22A13;SLCO6A1;SLC19A1;CA3;CYB5R1;SLCO4A1;SLC39A8;SLCO2A1;SLC25A41;SLC17A3;AQP9;CA14;ABCC11,0.44000630653605505,0.9999508177820171,35/50,HBA1;SLC35A2;SLC35B1;SLC22A10;SLC4A10;SLCO1B1;SLC4A9;CA9;SLC16A2;SLC35B2;SLC25A24;SLC4A2;CA6;ABCC6;SLCO5A1;SLC2A6;SLC25A19;SLCO2B1;CYB5R4;CA2;CYB5R2;SLCO1C1;CA14;SLC35A3;SLC19A1;CA3;LRRC8D;CYB5R1;SLCO4A1;SLC39A8;SLCO2A1;SLC25A41;AQP9;SLC25A17;ABCC11,50
organic cyclic compound biosynthetic process (GO:1901362),0.539232196692058,0.9998690134726378,12/19,MOCS3;MOCS2;CYP17A1;LIAS;ALOX5;SCP2;MOCS1;FDXR;CYP21A2;HSD3B2;FDFT1;NFS1,0.758742499673085,0.9999508177820171,12/19,MOCS3;CYP17A1;LIAS;ALOX5;SCP2;HDC;FDXR;CYP21A2;HSD3B2;FDFT1;PRG3;NFS1,19
organic hydroxy compound biosynthetic process (GO:1901617),0.9486660312767963,0.9998690134726378,14/29,SLC27A2;SQLE;DHCR7;ABCB11;OSBPL1A;SLC27A5;SCP2;ACOX2;AKR1C3;OSBPL6;CYP46A1;CH25H;EBP;ALOX15B,0.9492246852189422,0.9999508177820171,16/29,CYP7A1;SLC27A2;SQLE;CYP27A1;DHCR7;ABCB11;OSBPL7;SLC27A5;AKR1C4;SCP2;ACOX2;AKR1C3;OSBPL6;CYP46A1;EBP;ALOX15B,29
organic hydroxy compound transport (GO:0015850),0.3240019670008263,0.9998690134726378,17/25,ABCC3;ABCB11;NCOA2;ABCC11;GHRL;SLC10A3;RBP4;SLC27A5;SLCO2B1;ATP8B1;SLCO1C1;SLCO1B1;STRA6;NPC2;SLC5A3;AQP9;SLC16A8,0.2614492310205185,0.8827489597265294,19/25,RBP4;AKR1C4;SLC10A4;SLCO1B1;STRA6;GHRL;SLC10A3;SLCO2B1;SLC27A5;NPC2;ABCB11;SLCO1C1;SLC5A3;ABCG5;ABCC3;SLC10A1;ATP8B1;AQP9;ABCC11,25
nucleotide-sugar biosynthetic process (GO:0009226),0.7553811191332623,0.9998690134726378,9/16,PMM1;UAP1;PMM2;NAGK;UGP2;NANS;GNPDA2;SLC35D1;GNPDA1,0.07192955439478847,0.5104670147325565,14/16,PGM3;PMM1;UAP1;PMM2;RENBP;NAGK;UGP2;MPI;NANS;GNPDA2;SLC35D1;UAP1L1;AMDHD2;GNPDA1,16
odontogenesis (GO:0042476),0.9558133322002907,0.9998690134726378,8/18,TBX1;ODAM;FGFR2;LAMB1;ROGDI;TUFT1;HDAC1;BMP2,0.966436149593427,0.9999508177820171,9/18,TBX1;ODAM;FGFR2;AQP5;ROGDI;TUFT1;HDAC2;HDAC1;FGF8,18
nucleobase-containing compound catabolic process (GO:0034655),0.5091811302767864,0.9998690134726378,14/22,SIDT2;RNASEH2A;RNASEH1;DNASE1L2;RNASE6;ENTPD1;RNASEH2B;ENTPD4;SUPV3L1;NUDT15;XRN2;DNASE1L3;NUDT5;PNPT1,0.11774593246221403,0.653120459229075,18/22,SIDT2;RNASEH2A;NUDT18;DNASE1L2;RNASEH1;RNASE6;ENTPD1;ENTPD8;RNASEH2B;ENTPD6;ENTPD4;SUPV3L1;SND1;NUDT15;XRN2;DNASE1L3;NUDT5;PNPT1,22
"nucleotide-excision repair, DNA damage recognition (GO:0000715)",0.4480691662850669,0.9998690134726378,10/15,COPS2;GPS1;RBX1;COPS8;UBA52;COPS7B;XPC;PARP1;DDB2;CETN2,0.09453945451780602,0.5612351396304611,13/15,COPS2;GPS1;COPS5;RBX1;XPA;COPS6;COPS7A;UBA52;COPS7B;XPC;PARP1;DDB2;CETN2,15
plasma membrane bounded cell projection assembly (GO:0120031),0.38010473526793603,0.9998690134726378,51/80,TRAF3IP1;IFT88;CDC14A;HSPB11;P2RY12;DYNLL2;CDH13;IFT140;TTC8;EXOC2;TMEM17;TEKT3;TEKT1;GOLPH3;EHD4;NOTCH1;ARFIP2;BBS2;EMP1;TMEM138;ATP6V1D;FGD5;DISC1;CCDC28B;ARL6;SDCBP;OPHN1;TEKT4;ATP6V0D1;ABLIM2;HYLS1;INTU;EMP2;PARVB;CDC14B;FHDC1;MTSS1;NPHP3;TEKT2;PTPDC1;CCDC66;GBF1;S1PR1;IFT172;FBF1;RHOD;ARF4;RAP2A;IFT74;DNM3;SSX2IP,0.6723195985959514,0.9999508177820171,53/80,CDC14A;IFT88;P2RY12;DYNLL2;TTC8;IFT140;NTN1;EXOC2;TEKT3;S1PR2;GOLPH3;CCL21;EHD4;NOTCH1;ARFIP2;EXOC3;EMP1;TMEM138;ATP6V1D;STK36;FGD5;RAB23;DISC1;CCDC28B;ARL6;SDCBP;OPHN1;TEKT4;ATP6V0D1;ABLIM2;HYLS1;INTU;EMP2;PARVB;CDC14B;EHD1;FHDC1;MTSS1;NPHP3;TEKT2;FGD2;IFT20;PTPDC1;CCDC66;DCDC2;CCDC57;GBF1;PKHD1;S1PR1;IFT172;HDAC6;ARF4;DNM3,80
plasma membrane bounded cell projection morphogenesis (GO:0120039),0.6855334823201606,0.9998690134726378,10/17,NCKAP1;ANKRD27;CNTNAP1;DTNBP1;NTF4;SGK1;NCKAP1L;KIF20B;EPB41L3;TAOK1,0.7128211485708646,0.9999508177820171,11/17,NCKAP1;ANKRD27;CNTNAP1;DTNBP1;MAP1S;SGK1;NCKAP1L;KIF20B;EPB41L3;TAOK1;SNX2,17
plasma membrane bounded cell projection organization (GO:0120036),0.47644822937003906,0.9998690134726378,37/59,MYOC;RYK;TMEM108;PQBP1;ERCC6;MNS1;NRTN;LIMA1;ARFIP2;GPRIN2;TBC1D24;ZFYVE27;MARK4;ATP1B2;DTNBP1;SH3GL2;LAMB1;OPHN1;GPM6B;PRDM12;BLOC1S1;FRY;UNC5A;STMN4;ADCYAP1;CSF1R;BLK;CDK5R1;CORO1B;BTG2;KIFAP3;STX3;CCR7;ROPN1B;ROPN1;RAB25;PLEK,0.9642600512324293,0.9999508177820171,34/59,SAMD14;RYK;TMEM108;PQBP1;MNS1;NRTN;CCL21;LIMA1;ARFIP2;FLRT3;TBC1D24;ZFYVE27;MARK4;ATP1B2;DTNBP1;SH3GL2;OPHN1;GPM6B;BLOC1S1;FRY;UNC5A;EHD1;STMN4;CSF1R;ADCYAP1;CDK5R1;CORO1B;MICALL1;BTG2;KIFAP3;STX3;CCR7;RAB25;PLEK,59
plasma membrane organization (GO:0007009),0.5091811302767864,0.9998690134726378,14/22,ANXA6;ABCD1;UGCG;SYT7;FER1L5;OTOF;PLSCR3;STX2;BIN2;FA2H;EPB41L3;ABCA7;PLSCR4;RAB3A,0.5889120652702966,0.9999508177820171,15/22,ANXA6;ABCD1;UGCG;SYT7;FER1L5;OTOF;PLSCR3;TLCD1;STX2;BIN2;FA2H;EPB41L3;ABCA7;PLSCR4;MICALL1,22
platelet degranulation (GO:0002576),0.9294656188191963,0.9998690134726378,25/48,ISLR;ANXA5;BRPF3;RARRES2;SPARC;CLEC3B;RAB27B;ORM1;TIMP3;PF4;ITIH4;A2M;PPBP;TIMP1;TTN;LAMP2;BLK;MMRN1;APOOL;APOA1;CYB5R1;F13A1;CD9;NHLRC2;PLEK,0.9995385586916027,0.9999508177820171,22/48,LEFTY2;ANXA5;BRPF3;RARRES2;CLEC3B;RAB27B;TIMP3;PF4;ITIH4;A2M;EGF;PPBP;TIMP1;LAMP2;SERPINF2;MMRN1;APOOL;CYB5R1;CD9;TGFB1;NHLRC2;PLEK,48
polyol metabolic process (GO:0019751),0.3723519225481612,0.9998690134726378,11/16,IPMK;IMPA2;INPPL1;NUDT3;SLC5A3;ITPKB;MINPP1;INPP4A;PLCG2;MIOX;PLCD4,0.5887642871070058,0.9999508177820171,11/16,IMPA2;INPPL1;NUDT3;PLCD3;SLC5A3;ITPKB;MINPP1;INPP4A;PLCG2;IPPK;PLCD4,16
phosphatidylinositol-mediated signaling (GO:0048015),0.7597429327315784,0.9998690134726378,13/23,PIK3CG;PIK3C2A;IRS1;CSF1R;LTK;KCNH1;EDN1;TPTE2;PIK3C2B;HTR2A;PLCD4;PIK3C3;SIRT2,0.9153578823180927,0.9999508177820171,13/23,PIK3CG;PIK3C2A;IRS1;CSF1R;LTK;EDN1;TPTE2;PIK3CB;PIK3C2B;PLCD3;PLCD4;SIRT2;PIK3CA,23
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),0.9689335811793208,0.9998690134726378,22/45,C3AR1;F2RL3;P2RY12;GPR55;CCKBR;LTB4R;GPR17;P2RY8;GPR18;AGT;GPR65;NMUR1;FPR1;ADRA1A;OPRL1;CX3CR1;HTR2A;GPR157;P2RY10;HOMER1;ADRA1D;CCKAR,0.9938340233266082,0.9999508177820171,23/45,OPRD1;C3AR1;F2RL3;P2RY12;GPR55;CCKBR;LTB4R;GPR17;P2RY8;GPR18;TRHR;GALR2;AGT;GPR65;NMUR1;CHRM1;MC3R;DRD1;GPR174;P2RY11;P2RY10;HOMER1;GNA15,45
phospholipid biosynthetic process (GO:0008654),0.9233800854418452,0.9998690134726378,7/15,ABCA8;IDI1;MBOAT1;DPAGT1;DOLK;CPNE7;SPHK2,0.8254667305145048,0.9999508177820171,9/15,GNPAT;ABCA8;IDI1;MBOAT1;IDI2;DPAGT1;DOLK;CPNE7;SPHK2,15
phospholipid metabolic process (GO:0006644),0.6121702803325573,0.9998690134726378,17/28,LPL;AGPAT1;LCAT;ABCA2;PLA2G10;PLAA;MBOAT1;GPX4;PLA2G2A;LGALS13;APOA2;PLA2G4A;ALOX15B;FDFT1;ACP6;CYP2W1;PNPLA3,0.8454151347909982,0.9999508177820171,17/28,LPL;PLA2G4F;LCAT;ABCA2;GNPAT;PLA2G10;PLAA;MBOAT1;GPX4;PLA2G2A;IDI2;PLA2G4A;ALOX15B;FDFT1;ACP6;CYP2W1;PNPLA3,28
phosphorylation (GO:0016310),0.8040180110323902,0.9998690134726378,84/144,DAPK2;AKT3;LMTK3;RYK;GMFG;FAM20C;PIK3CG;MELK;TNK2;NEK11;BMPR1B;DGKQ;COPS8;PRKAG1;LIMD1;PIM3;LIMK1;BTK;MAP2K1;DMPK;PRKAB1;NUAK2;PLK2;MAST2;CDKL3;SRPK1;CHEK1;CCNE1;DGKH;JAK2;ALK;HCK;SGK3;TNK1;PKN3;SGK1;HIPK1;DGKB;PNKP;PRKAA1;PRKCG;PASK;AURKB;TOP1;PIK3R4;PDK2;COPS2;GK;RNASEL;LTK;PAK6;HCST;MYOD1;SPHK2;TSSK1B;MAP3K5;BRAF;GRK6;MORC3;STK17B;CDKL5;TSSK3;CCL2;CAMK4;TAOK1;MAP3K12;RPS6KA4;LIPE;PDK3;CDC42BPB;SYK;CDK3;MARK4;CAMK2D;IKBKE;CDKL2;CDK7;NEK6;DGKI;BMP2;AMHR2;BRSK1;FRK;GNPTG,0.6607620316490892,0.9999508177820171,96/144,DAPK2;AKT3;LMTK3;RYK;NLK;FAM20C;PIK3CG;MELK;TNK2;CSNK1D;NEK11;BMPR1B;MAP4K2;EIF2AK3;DGKQ;PRKAG1;LIMD1;ADM2;PIM3;LIMK1;BTK;TGFB1;MAP2K1;DMPK;PRKAB1;NUAK2;PLK2;MAST2;CDKL3;SRPK1;CHEK1;CCNE1;PIK3CA;EPHA7;DGKH;JAK2;ALK;HCK;DAPK3;SGK3;STK36;TNK1;EIF2AK4;PKN3;SGK1;DGKB;GLYCTK;PNKP;NEK7;PRKAA1;PRKCG;PASK;AURKB;TOP1;PIK3R4;CDC42BPG;ROS1;GNPTG;PDK2;COPS2;TSSK2;GK;RNASEL;LTK;PAK6;ADAM10;MYOD1;SPHK2;CDK8;TSSK1B;PIK3CB;EIF2AK2;MAP3K5;BRAF;GRK6;PGK2;STK17B;CDKL5;TSSK3;CCL2;PTK6;TAOK1;ERN2;MAP3K12;RPS6KA4;LIPE;PDK3;SYK;MARK4;FER;IKBKE;CDKL2;CDK7;AMHR2;BRSK1;GSK3A,144
peptidyl-tyrosine phosphorylation (GO:0018108),0.539232196692058,0.9998690134726378,12/19,CSF1R;FES;BLK;FGFR2;JAK2;TEK;SYK;BTK;LEP;ABI3;EPHA1;HCK,0.3948333342649179,0.9999508177820171,14/19,FER;CSF1R;IL21;FGFR2;JAK2;TEK;SYK;BTK;LEP;EPHA3;ABI3;PTK6;EPHA1;HCK,19
peroxisomal membrane transport (GO:0015919),0.819323160845107,0.9998690134726378,8/15,PXMP2;ABCD1;PEX16;PEX13;PEX3;PXMP4;PEX1;PEX14,0.44390004662580335,0.9999508177820171,11/15,PXMP2;ABCD1;PEX16;PEX13;PEX6;PEX10;PXMP4;PEX12;PEX1;PEX14;SLC25A17,15
phagosome acidification (GO:0090383),0.4224301077508194,0.9998690134726378,12/18,ATP6V1D;RAB20;ATP6V0E2;ATP6V1G3;ATP6V1G2;SLAMF8;ATP6V1B2;ATP6V0A2;ATP6V0D1;TCIRG1;ATP6V1E1;ATP6V1B1,0.26554236999903735,0.8827489597265294,14/18,ATP6V1D;RAB20;ATP6V1G1;ATP6V0E2;ATP6V1G3;ATP6V1F;RAB38;ATP6V1G2;SLAMF8;ATP6V1B2;ATP6V0A2;ATP6V0D1;ATP6V1E1;ATP6V1B1,18
phagosome maturation (GO:0090382),0.577453042827575,0.9998690134726378,13/21,ATP6V1D;RAB20;ATP6V0E2;ATP6V1G3;ATP6V1G2;SLAMF8;ATP6V1B2;ATP6V0A2;ATP6V0D1;TCIRG1;ATP6V1E1;ATP6V1B1;RAB34,0.28744977344668793,0.9282089343039827,16/21,ATP6V1D;RAB20;ATP6V1G1;ATP6V0E2;ATP6V1G3;ATP6V1F;RAB38;ATP6V1G2;SLAMF8;ATP6V1B2;ATP6V0A2;ATP6V0D1;ATP6V1E1;ATP6V1B1;MCOLN1;RAB34,21
phosphate-containing compound metabolic process (GO:0006796),0.5121954128800887,0.9998690134726378,52/84,PFKM;GPI;INPPL1;NUDT3;SLC17A2;PLA2G2A;FBP2;INPP4A;DUSP23;ALOX15B;ACP6;CYP2W1;LGALS13;TAOK1;PIK3CG;NUDT5;PPA1;G6PD;TPTE2;TNK2;PLA2G4A;PLCD4;ENPP1;ALK;MIOX;PLCG2;PLA2G10;IPMK;LPL;DUSP15;GK;LCAT;IMPA2;PLAA;LIMD1;GCK;PNKP;SPHK2;MINPP1;THTPA;EPHX2;PRKCG;FBP1;AGPAT1;DUSP5;ENPP3;TOP1;GPX4;ALDOC;HDHD2;PFKFB4;ITPKB,0.36939197283443004,0.9999508177820171,59/84,PFKM;GPI;INPPL1;NUDT3;PLA2G2A;ACYP1;FBP2;INPP4A;DUSP23;ALOX15B;IPPK;ACP6;CYP2W1;PIK3CA;TAOK1;PIK3CG;NUDT5;PLA2G4F;PPA1;G6PD;TPTE2;EPHA7;NT5C;TNK2;PLA2G4A;PFKP;PLCD4;ENPP1;ALK;PLCG2;PLA2G10;LPL;GK;LCAT;IMPA2;PFKFB1;PLAA;DUSP12;LIMD1;GCK;PNKP;SPHK2;MINPP1;THTPA;EPHX2;PRKCG;FBP1;PIK3CB;DUSP5;ENPP3;TOP1;GPX4;PLCD3;ALDOC;TGFB1;PFKFB4;ITPKB;G6PC3;PGK2,84
phosphatidic acid biosynthetic process (GO:0006654),0.48287779892439403,0.9998690134726378,16/25,AGPAT1;PLD2;ABHD5;ABHD4;DGKQ;PLA2G10;PLA2G12A;PLA2G1B;DGKH;PLA2G2A;LIPH;DGKB;PLA2G4A;PLD6;ACP6;PNPLA3,0.740762609602041,0.9999508177820171,16/25,PLD2;ABHD5;GNPAT;ABHD4;DGKQ;DDHD2;PLA2G10;DGKH;PLA2G2A;LIPH;DGKB;PLA2G4A;PLD6;ACP6;LIPI;PNPLA3,25
phosphatidic acid metabolic process (GO:0046473),0.5809487398747049,0.9998690134726378,16/26,AGPAT1;PLD2;ABHD5;ABHD4;DGKQ;PLA2G10;PLA2G12A;PLA2G1B;DGKH;PLA2G2A;LIPH;DGKB;PLA2G4A;PLD6;ACP6;PNPLA3,0.692234425375938,0.9999508177820171,17/26,PLD2;PLA2G6;ABHD5;GNPAT;ABHD4;DGKQ;DDHD2;PLA2G10;DGKH;PLA2G2A;LIPH;DGKB;PLA2G4A;PLD6;ACP6;LIPI;PNPLA3,26
phosphatidylcholine metabolic process (GO:0046470),0.38463026091753955,0.9998690134726378,21/32,ABHD4;PLA2G12A;PLA2G1B;STARD10;GPLD1;MBOAT1;PLA2G2A;LPIN3;PLA2G7;APOA5;PLA2G4A;PCYT1A;PLA2G10;LCAT;LPIN1;ABCA3;APOA1;CETP;APOA2;LPCAT3;STARD7,0.8877014787566898,0.9999508177820171,19/32,PLA2G6;ABHD4;MBOAT1;STARD10;GPLD1;PLA2G2A;LPIN3;PLA2G7;PLA2G4F;APOA5;PLA2G4A;PLA2G10;LCAT;LPIN1;ABCA3;CHPT1;CETP;LPCAT3;STARD7,32
peptide metabolic process (GO:0006518),0.8628738635275348,0.9998690134726378,24/44,GSR;GSTA4;HM13;MIPEP;SPCS3;MMACHC;GLRX2;GSTZ1;SPCS1;G6PD;GSTM2;TRHDE;CTNS;GSTA2;GSTA5;PCSK5;IDE;CPXM2;NLN;THOP1;GSTK1;LTA4H;GSTA3;ADAMTS13,0.5551623272469791,0.9999508177820171,30/44,MGAT3;GSR;GSTA4;HM13;MIPEP;SPCS3;MMACHC;GLRX2;GSTP1;NAT8B;GSTZ1;SPCS1;G6PD;GSTM1;GSTM2;CTNS;GSTA2;NAT8;SPCS2;DMD;PCSK5;IDE;NLN;DPEP1;THOP1;GPX1;GSTK1;LTA4H;GSTA3;ADAMTS13,44
peptidyl-serine modification (GO:0018209),0.3714261954882683,0.9998690134726378,38/59,MORC3;AKT3;PLK2;DCLK3;MAST2;RPS6KB2;CAMK4;CAB39;MAP3K12;RPS6KA4;PDK3;CAMK1D;STK32A;PARP1;CAMK2D;SGK3;CLSPN;PKN3;PARP2;IKBKE;DGKQ;PNCK;SGK1;PRKX;HIPK1;ATR;ULK2;GALNT2;NEK6;TTK;PRKCG;CDK5R1;CAMKV;TOP1;BRSK1;RPS6KA2;RPS6KA6;DMPK,0.840003958501901,0.9999508177820171,37/59,AKT3;PLK2;DCLK3;MAST2;RPS6KB2;CAB39;MAP3K12;RPS6KA4;PDK3;STK32A;CSNK1D;PARP1;SGK3;EIF2AK3;CLSPN;PKN3;PARP2;IKBKE;DGKQ;PNCK;SGK1;GALNT1;PRKX;SBK1;ATR;ULK2;CSNK1A1L;GALNT2;TTK;PRKCG;CDK5R1;CAMKV;TOP1;BRSK1;RPS6KA2;RPS6KA6;DMPK,59
peptidyl-serine phosphorylation (GO:0018105),0.47644822937003906,0.9998690134726378,37/59,MORC3;AKT3;PLK2;DCLK3;MAST2;RPS6KB2;CAMK4;CAB39;MAP3K12;RPS6KA4;PDK3;CAMK1D;STK32A;CAMK2D;SGK3;CLSPN;PKN3;IKBKE;DGKQ;PNCK;SGK1;PRKX;HIPK1;ATR;ULK2;NEK6;TTK;PRKCG;MAP2K2;CDK5R1;CAMKV;RIPK1;TOP1;BRSK1;RPS6KA2;RPS6KA6;DMPK,0.8971121158930881,0.9999508177820171,36/59,AKT3;PLK2;DCLK3;MAST2;RPS6KB2;NLK;CAB39;MAP3K12;RPS6KA4;PDK3;STK32A;CSNK1D;SGK3;EIF2AK3;CLSPN;PKN3;IKBKE;DGKQ;PNCK;SGK1;SBK1;PRKX;ATR;ULK2;CSNK1A1L;TTK;PRKCG;MAP2K2;CDK5R1;CAMKV;RIPK1;TOP1;BRSK1;RPS6KA2;RPS6KA6;DMPK,59
peptidyl-threonine modification (GO:0018210),0.9850058796119947,0.9998690134726378,10/24,CAMK2D;MAP3K12;CDK5R1;CDC42BPB;HIPK1;CHEK1;CAD;GALNT2;MAP2K1;MYLK2,0.9793340079593547,0.9999508177820171,12/24,CDC42BPG;MAP3K12;CDK5R1;GALNT1;SBK1;CHEK1;CAD;GALNT2;MAP2K1;MYLK2;NLK;GSK3A,24
peptidyl-threonine phosphorylation (GO:0018107),0.9849062152974323,0.9998690134726378,9/22,CAMK2D;MAP3K12;CDK5R1;CDC42BPB;HIPK1;CHEK1;CAD;MAP2K1;MYLK2,0.9918295391839183,0.9999508177820171,10/22,CDC42BPG;MAP3K12;CDK5R1;SBK1;CHEK1;CAD;MAP2K1;MYLK2;NLK;GSK3A,22
