MCC,Accuracy,Recall,Precision,F1,Scenario
0.8137705579019217,0.9016393442622951,0.8166666666666667,0.98,0.8909090909090909,Real->Real
0.631856331963544,0.7868852459016393,0.5666666666666667,1.0,0.723404255319149,Real->Syn
0.5493156516841525,0.7377049180327869,0.9833333333333333,0.6555555555555556,0.7866666666666666,Syn->Real
0.7634827980419617,0.8688524590163934,0.7333333333333333,1.0,0.8461538461538461,Syn->Syn
